cc_name,uc_campus,year,share_gender_female,share_gender_male,share_gender_other,share_gender_unknown
ALLAN HANCOCK,Santa Barbara,2011,0.5172413793103449,0.3793103448275862,0.10344827586206896,0.0
ALLAN HANCOCK,Santa Barbara,2012,0.5172413793103449,0.3793103448275862,0.10344827586206896,0.0
ALLAN HANCOCK,Santa Barbara,2013,0.5172413793103449,0.3793103448275862,0.10344827586206896,0.0
ALLAN HANCOCK,Santa Barbara,2014,0.5172413793103449,0.3793103448275862,0.10344827586206896,0.0
ALLAN HANCOCK,Santa Barbara,2015,0.5172413793103449,0.3793103448275862,0.10344827586206896,0.0
ALLAN HANCOCK,Santa Barbara,2016,0.5172413793103449,0.3793103448275862,0.10344827586206896,0.0
ALLAN HANCOCK,Santa Barbara,2017,0.5172413793103449,0.3793103448275862,0.10344827586206896,0.0
ALLAN HANCOCK,Santa Barbara,2018,0.5172413793103449,0.3793103448275862,0.10344827586206896,0.0
ALLAN HANCOCK,Santa Barbara,2019,0.5172413793103449,0.3793103448275862,0.10344827586206896,0.0
ALLAN HANCOCK,Santa Barbara,2020,0.5172413793103449,0.3793103448275862,0.10344827586206896,0.0
ALLAN HANCOCK,Santa Barbara,2021,0.5172413793103449,0.3793103448275862,0.10344827586206896,0.0
ALLAN HANCOCK,Santa Barbara,2022,0.5172413793103449,0.3793103448275862,0.10344827586206896,0.0
ALLAN HANCOCK,Santa Barbara,2023,0.5172413793103449,0.3793103448275862,0.10344827586206896,0.0
ALLAN HANCOCK,Santa Barbara,2024,0.5172413793103449,0.3793103448275862,0.10344827586206896,0.0
ALLAN HANCOCK,Santa Cruz,2006,0.0,1.0,0.0,0.0
ALLAN HANCOCK,Santa Cruz,2007,0.0,1.0,0.0,0.0
ALLAN HANCOCK,Santa Cruz,2008,0.0,1.0,0.0,0.0
ALLAN HANCOCK,Santa Cruz,2009,0.0,1.0,0.0,0.0
ALLAN HANCOCK,Santa Cruz,2010,0.0,1.0,0.0,0.0
ALLAN HANCOCK,Santa Cruz,2011,0.0,1.0,0.0,0.0
ALLAN HANCOCK,Santa Cruz,2012,0.0,1.0,0.0,0.0
ALLAN HANCOCK,Santa Cruz,2013,0.0,1.0,0.0,0.0
ALLAN HANCOCK,Santa Cruz,2014,0.0,1.0,0.0,0.0
ALLAN HANCOCK,Santa Cruz,2015,0.0,1.0,0.0,0.0
ALLAN HANCOCK,Santa Cruz,2016,0.0,1.0,0.0,0.0
ALLAN HANCOCK,Santa Cruz,2017,0.0,1.0,0.0,0.0
ALLAN HANCOCK,Santa Cruz,2018,0.0,1.0,0.0,0.0
ALLAN HANCOCK,Santa Cruz,2019,0.0,1.0,0.0,0.0
ALLAN HANCOCK,Santa Cruz,2020,0.0,1.0,0.0,0.0
ALLAN HANCOCK,Santa Cruz,2021,0.0,1.0,0.0,0.0
ALLAN HANCOCK,Santa Cruz,2022,0.0,1.0,0.0,0.0
ALLAN HANCOCK,Santa Cruz,2023,0.0,1.0,0.0,0.0
ALLAN HANCOCK,Santa Cruz,2024,0.0,1.0,0.0,0.0
AMERICAN RIVER,Berkeley,2006,0.5294117647058824,0.47058823529411764,0.0,0.0
AMERICAN RIVER,Berkeley,2007,0.5294117647058824,0.47058823529411764,0.0,0.0
AMERICAN RIVER,Berkeley,2008,0.5294117647058824,0.47058823529411764,0.0,0.0
AMERICAN RIVER,Berkeley,2009,0.5294117647058824,0.47058823529411764,0.0,0.0
AMERICAN RIVER,Berkeley,2010,0.5294117647058824,0.47058823529411764,0.0,0.0
AMERICAN RIVER,Berkeley,2011,0.5294117647058824,0.47058823529411764,0.0,0.0
AMERICAN RIVER,Berkeley,2012,0.5294117647058824,0.47058823529411764,0.0,0.0
AMERICAN RIVER,Berkeley,2013,0.5294117647058824,0.47058823529411764,0.0,0.0
AMERICAN RIVER,Berkeley,2014,0.5294117647058824,0.47058823529411764,0.0,0.0
AMERICAN RIVER,Berkeley,2015,0.5294117647058824,0.47058823529411764,0.0,0.0
AMERICAN RIVER,Berkeley,2016,0.5294117647058824,0.47058823529411764,0.0,0.0
AMERICAN RIVER,Berkeley,2017,0.5294117647058824,0.47058823529411764,0.0,0.0
AMERICAN RIVER,Berkeley,2018,0.5294117647058824,0.47058823529411764,0.0,0.0
AMERICAN RIVER,Berkeley,2019,0.5294117647058824,0.47058823529411764,0.0,0.0
AMERICAN RIVER,Berkeley,2020,0.5294117647058824,0.47058823529411764,0.0,0.0
AMERICAN RIVER,Berkeley,2021,0.5294117647058824,0.47058823529411764,0.0,0.0
AMERICAN RIVER,Berkeley,2022,0.5294117647058824,0.47058823529411764,0.0,0.0
AMERICAN RIVER,Berkeley,2023,0.5294117647058824,0.47058823529411764,0.0,0.0
AMERICAN RIVER,Berkeley,2024,0.5294117647058824,0.47058823529411764,0.0,0.0
AMERICAN RIVER,Davis,2006,0.5471698113207547,0.4528301886792453,0.0,0.0
AMERICAN RIVER,Davis,2007,0.5471698113207547,0.4528301886792453,0.0,0.0
AMERICAN RIVER,Davis,2008,0.5471698113207547,0.4528301886792453,0.0,0.0
AMERICAN RIVER,Davis,2009,0.5471698113207547,0.4528301886792453,0.0,0.0
AMERICAN RIVER,Davis,2010,0.5471698113207547,0.4528301886792453,0.0,0.0
AMERICAN RIVER,Davis,2011,0.5471698113207547,0.4528301886792453,0.0,0.0
AMERICAN RIVER,Davis,2012,0.5471698113207547,0.4528301886792453,0.0,0.0
AMERICAN RIVER,Davis,2013,0.5471698113207547,0.4528301886792453,0.0,0.0
AMERICAN RIVER,Davis,2014,0.5471698113207547,0.4528301886792453,0.0,0.0
AMERICAN RIVER,Davis,2015,0.5471698113207547,0.4528301886792453,0.0,0.0
AMERICAN RIVER,Davis,2016,0.5471698113207547,0.4528301886792453,0.0,0.0
AMERICAN RIVER,Davis,2017,0.5471698113207547,0.4528301886792453,0.0,0.0
AMERICAN RIVER,Davis,2018,0.5471698113207547,0.4528301886792453,0.0,0.0
AMERICAN RIVER,Davis,2019,0.5471698113207547,0.4528301886792453,0.0,0.0
AMERICAN RIVER,Davis,2020,0.5471698113207547,0.4528301886792453,0.0,0.0
AMERICAN RIVER,Davis,2021,0.5471698113207547,0.4528301886792453,0.0,0.0
AMERICAN RIVER,Davis,2022,0.5471698113207547,0.4528301886792453,0.0,0.0
AMERICAN RIVER,Davis,2023,0.5471698113207547,0.4528301886792453,0.0,0.0
AMERICAN RIVER,Davis,2024,0.5471698113207547,0.4528301886792453,0.0,0.0
AMERICAN RIVER,Irvine,2006,0.625,0.375,0.0,0.0
AMERICAN RIVER,Irvine,2007,0.625,0.375,0.0,0.0
AMERICAN RIVER,Irvine,2008,0.625,0.375,0.0,0.0
AMERICAN RIVER,Irvine,2009,0.625,0.375,0.0,0.0
AMERICAN RIVER,Irvine,2010,0.625,0.375,0.0,0.0
AMERICAN RIVER,Irvine,2011,0.625,0.375,0.0,0.0
AMERICAN RIVER,Irvine,2012,0.625,0.375,0.0,0.0
AMERICAN RIVER,Irvine,2013,0.625,0.375,0.0,0.0
AMERICAN RIVER,Irvine,2014,0.625,0.375,0.0,0.0
AMERICAN RIVER,Irvine,2015,0.625,0.375,0.0,0.0
AMERICAN RIVER,Irvine,2016,0.625,0.375,0.0,0.0
AMERICAN RIVER,Irvine,2017,0.625,0.375,0.0,0.0
AMERICAN RIVER,Irvine,2018,0.625,0.375,0.0,0.0
AMERICAN RIVER,Irvine,2019,0.625,0.375,0.0,0.0
AMERICAN RIVER,Irvine,2020,0.625,0.375,0.0,0.0
AMERICAN RIVER,Irvine,2021,0.625,0.375,0.0,0.0
AMERICAN RIVER,Irvine,2022,0.625,0.375,0.0,0.0
AMERICAN RIVER,Irvine,2023,0.625,0.375,0.0,0.0
AMERICAN RIVER,Irvine,2024,0.625,0.375,0.0,0.0
AMERICAN RIVER,Los Angeles,2006,0.6,0.4,0.0,0.0
AMERICAN RIVER,Los Angeles,2007,0.6,0.4,0.0,0.0
AMERICAN RIVER,Los Angeles,2008,0.6,0.4,0.0,0.0
AMERICAN RIVER,Los Angeles,2009,0.6,0.4,0.0,0.0
AMERICAN RIVER,Los Angeles,2010,0.6,0.4,0.0,0.0
AMERICAN RIVER,Los Angeles,2011,0.6,0.4,0.0,0.0
AMERICAN RIVER,Los Angeles,2012,0.6,0.4,0.0,0.0
AMERICAN RIVER,Los Angeles,2013,0.6,0.4,0.0,0.0
AMERICAN RIVER,Los Angeles,2014,0.6,0.4,0.0,0.0
AMERICAN RIVER,Los Angeles,2015,0.6,0.4,0.0,0.0
AMERICAN RIVER,Los Angeles,2016,0.6,0.4,0.0,0.0
AMERICAN RIVER,Los Angeles,2017,0.6,0.4,0.0,0.0
AMERICAN RIVER,Los Angeles,2018,0.6,0.4,0.0,0.0
AMERICAN RIVER,Los Angeles,2019,0.6,0.4,0.0,0.0
AMERICAN RIVER,Los Angeles,2020,0.6,0.4,0.0,0.0
AMERICAN RIVER,Los Angeles,2021,0.6,0.4,0.0,0.0
AMERICAN RIVER,Los Angeles,2022,0.6,0.4,0.0,0.0
AMERICAN RIVER,Los Angeles,2023,0.6,0.4,0.0,0.0
AMERICAN RIVER,Los Angeles,2024,0.6,0.4,0.0,0.0
AMERICAN RIVER,Merced,2006,,,,
AMERICAN RIVER,Merced,2007,,,,
AMERICAN RIVER,Merced,2008,,,,
AMERICAN RIVER,Merced,2009,,,,
AMERICAN RIVER,Merced,2010,,,,
AMERICAN RIVER,Merced,2011,,,,
AMERICAN RIVER,Merced,2012,,,,
AMERICAN RIVER,Merced,2013,,,,
AMERICAN RIVER,Merced,2014,,,,
AMERICAN RIVER,Merced,2015,,,,
AMERICAN RIVER,Merced,2016,,,,
AMERICAN RIVER,Merced,2017,,,,
AMERICAN RIVER,Merced,2018,,,,
AMERICAN RIVER,Merced,2019,,,,
AMERICAN RIVER,Merced,2020,,,,
AMERICAN RIVER,Merced,2021,,,,
AMERICAN RIVER,Merced,2022,,,,
AMERICAN RIVER,Merced,2023,,,,
AMERICAN RIVER,Merced,2024,,,,
AMERICAN RIVER,Riverside,2006,,,,
AMERICAN RIVER,Riverside,2007,,,,
AMERICAN RIVER,Riverside,2008,,,,
AMERICAN RIVER,Riverside,2009,,,,
AMERICAN RIVER,Riverside,2010,,,,
AMERICAN RIVER,Riverside,2011,,,,
AMERICAN RIVER,Riverside,2012,,,,
AMERICAN RIVER,Riverside,2013,,,,
AMERICAN RIVER,Riverside,2014,,,,
AMERICAN RIVER,Riverside,2015,,,,
AMERICAN RIVER,Riverside,2016,,,,
AMERICAN RIVER,Riverside,2017,,,,
AMERICAN RIVER,Riverside,2018,,,,
AMERICAN RIVER,Riverside,2019,,,,
AMERICAN RIVER,Riverside,2020,,,,
AMERICAN RIVER,Riverside,2021,,,,
AMERICAN RIVER,Riverside,2022,,,,
AMERICAN RIVER,Riverside,2023,,,,
AMERICAN RIVER,Riverside,2024,,,,
AMERICAN RIVER,San Diego,2006,0.25,0.75,,0.0
AMERICAN RIVER,San Diego,2007,0.25,0.75,,0.0
AMERICAN RIVER,San Diego,2008,0.25,0.75,,0.0
AMERICAN RIVER,San Diego,2009,0.25,0.75,,0.0
AMERICAN RIVER,San Diego,2010,0.25,0.75,,0.0
AMERICAN RIVER,San Diego,2011,0.25,0.75,,0.0
AMERICAN RIVER,San Diego,2012,0.25,0.75,,0.0
AMERICAN RIVER,San Diego,2013,0.25,0.75,,0.0
AMERICAN RIVER,San Diego,2014,0.25,0.75,,0.0
AMERICAN RIVER,San Diego,2015,0.25,0.75,,0.0
AMERICAN RIVER,San Diego,2016,0.25,0.75,,0.0
AMERICAN RIVER,San Diego,2017,0.25,0.75,,0.0
AMERICAN RIVER,San Diego,2018,0.25,0.75,,0.0
AMERICAN RIVER,San Diego,2019,0.25,0.75,,0.0
AMERICAN RIVER,San Diego,2020,0.25,0.75,,0.0
AMERICAN RIVER,San Diego,2021,0.25,0.75,,0.0
AMERICAN RIVER,San Diego,2022,0.25,0.75,,0.0
AMERICAN RIVER,San Diego,2023,0.25,0.75,,0.0
AMERICAN RIVER,San Diego,2024,0.25,0.75,,0.0
AMERICAN RIVER,Santa Barbara,2006,0.2727272727272727,0.7272727272727273,0.0,0.0
AMERICAN RIVER,Santa Barbara,2007,0.2727272727272727,0.7272727272727273,0.0,0.0
AMERICAN RIVER,Santa Barbara,2008,0.2727272727272727,0.7272727272727273,0.0,0.0
AMERICAN RIVER,Santa Barbara,2009,0.2727272727272727,0.7272727272727273,0.0,0.0
AMERICAN RIVER,Santa Barbara,2010,0.2727272727272727,0.7272727272727273,0.0,0.0
AMERICAN RIVER,Santa Barbara,2011,0.2727272727272727,0.7272727272727273,0.0,0.0
AMERICAN RIVER,Santa Barbara,2012,0.2727272727272727,0.7272727272727273,0.0,0.0
AMERICAN RIVER,Santa Barbara,2013,0.2727272727272727,0.7272727272727273,0.0,0.0
AMERICAN RIVER,Santa Barbara,2014,0.2727272727272727,0.7272727272727273,0.0,0.0
AMERICAN RIVER,Santa Barbara,2015,0.2727272727272727,0.7272727272727273,0.0,0.0
AMERICAN RIVER,Santa Barbara,2016,0.2727272727272727,0.7272727272727273,0.0,0.0
AMERICAN RIVER,Santa Barbara,2017,0.2727272727272727,0.7272727272727273,0.0,0.0
AMERICAN RIVER,Santa Barbara,2018,0.2727272727272727,0.7272727272727273,0.0,0.0
AMERICAN RIVER,Santa Barbara,2019,0.2727272727272727,0.7272727272727273,0.0,0.0
AMERICAN RIVER,Santa Barbara,2020,0.2727272727272727,0.7272727272727273,0.0,0.0
AMERICAN RIVER,Santa Barbara,2021,0.2727272727272727,0.7272727272727273,0.0,0.0
AMERICAN RIVER,Santa Barbara,2022,0.2727272727272727,0.7272727272727273,0.0,0.0
AMERICAN RIVER,Santa Barbara,2023,0.2727272727272727,0.7272727272727273,0.0,0.0
AMERICAN RIVER,Santa Barbara,2024,0.2727272727272727,0.7272727272727273,0.0,0.0
AMERICAN RIVER,Santa Cruz,2006,0.23076923076923078,0.46153846153846156,0.3076923076923077,
AMERICAN RIVER,Santa Cruz,2007,0.23076923076923078,0.46153846153846156,0.3076923076923077,
AMERICAN RIVER,Santa Cruz,2008,0.23076923076923078,0.46153846153846156,0.3076923076923077,
AMERICAN RIVER,Santa Cruz,2009,0.23076923076923078,0.46153846153846156,0.3076923076923077,
AMERICAN RIVER,Santa Cruz,2010,0.23076923076923078,0.46153846153846156,0.3076923076923077,
AMERICAN RIVER,Santa Cruz,2011,0.23076923076923078,0.46153846153846156,0.3076923076923077,
AMERICAN RIVER,Santa Cruz,2012,0.23076923076923078,0.46153846153846156,0.3076923076923077,
AMERICAN RIVER,Santa Cruz,2013,0.23076923076923078,0.46153846153846156,0.3076923076923077,
AMERICAN RIVER,Santa Cruz,2014,0.23076923076923078,0.46153846153846156,0.3076923076923077,
AMERICAN RIVER,Santa Cruz,2015,0.23076923076923078,0.46153846153846156,0.3076923076923077,
AMERICAN RIVER,Santa Cruz,2016,0.23076923076923078,0.46153846153846156,0.3076923076923077,
AMERICAN RIVER,Santa Cruz,2017,0.23076923076923078,0.46153846153846156,0.3076923076923077,
AMERICAN RIVER,Santa Cruz,2018,0.23076923076923078,0.46153846153846156,0.3076923076923077,
AMERICAN RIVER,Santa Cruz,2019,0.23076923076923078,0.46153846153846156,0.3076923076923077,
AMERICAN RIVER,Santa Cruz,2020,0.23076923076923078,0.46153846153846156,0.3076923076923077,
AMERICAN RIVER,Santa Cruz,2021,0.23076923076923078,0.46153846153846156,0.3076923076923077,
AMERICAN RIVER,Santa Cruz,2022,0.23076923076923078,0.46153846153846156,0.3076923076923077,
AMERICAN RIVER,Santa Cruz,2023,0.23076923076923078,0.46153846153846156,0.3076923076923077,
AMERICAN RIVER,Santa Cruz,2024,0.23076923076923078,0.46153846153846156,0.3076923076923077,
ANTELOPE VALLEY,Berkeley,2006,0.5714285714285714,0.42857142857142855,0.0,0.0
ANTELOPE VALLEY,Berkeley,2007,0.5714285714285714,0.42857142857142855,0.0,0.0
ANTELOPE VALLEY,Berkeley,2008,0.5714285714285714,0.42857142857142855,0.0,0.0
ANTELOPE VALLEY,Berkeley,2009,0.5714285714285714,0.42857142857142855,0.0,0.0
ANTELOPE VALLEY,Berkeley,2010,0.5714285714285714,0.42857142857142855,0.0,0.0
ANTELOPE VALLEY,Berkeley,2011,0.5714285714285714,0.42857142857142855,0.0,0.0
ANTELOPE VALLEY,Berkeley,2012,0.5714285714285714,0.42857142857142855,0.0,0.0
ANTELOPE VALLEY,Berkeley,2013,0.5714285714285714,0.42857142857142855,0.0,0.0
ANTELOPE VALLEY,Berkeley,2014,0.5714285714285714,0.42857142857142855,0.0,0.0
ANTELOPE VALLEY,Berkeley,2015,0.5714285714285714,0.42857142857142855,0.0,0.0
ANTELOPE VALLEY,Berkeley,2016,0.5714285714285714,0.42857142857142855,0.0,0.0
ANTELOPE VALLEY,Berkeley,2017,0.5714285714285714,0.42857142857142855,0.0,0.0
ANTELOPE VALLEY,Berkeley,2018,0.5714285714285714,0.42857142857142855,0.0,0.0
ANTELOPE VALLEY,Berkeley,2019,0.5714285714285714,0.42857142857142855,0.0,0.0
ANTELOPE VALLEY,Berkeley,2020,0.5714285714285714,0.42857142857142855,0.0,0.0
ANTELOPE VALLEY,Berkeley,2021,0.5714285714285714,0.42857142857142855,0.0,0.0
ANTELOPE VALLEY,Berkeley,2022,0.5714285714285714,0.42857142857142855,0.0,0.0
ANTELOPE VALLEY,Berkeley,2023,0.5714285714285714,0.42857142857142855,0.0,0.0
ANTELOPE VALLEY,Berkeley,2024,0.5714285714285714,0.42857142857142855,0.0,0.0
ANTELOPE VALLEY,Davis,2006,1.0,0.0,,
ANTELOPE VALLEY,Davis,2007,1.0,0.0,,
ANTELOPE VALLEY,Davis,2008,1.0,0.0,,
ANTELOPE VALLEY,Davis,2009,1.0,0.0,,
ANTELOPE VALLEY,Davis,2010,1.0,0.0,,
