year,cc_ftft_pell_rate,cc_ftft_fedloan_rate,cc_pell_rate,cc_fedloan_rate,cc_ug_enroll_12m,cc_coa_ay,cc_name
2020,0.2851,0.0118,0.1725,0.0212,28029.0,12838.0,DE ANZA
2021,0.2815,0.0163,0.1629,0.0202,29214.0,13158.0,DE ANZA
2022,0.3085,0.0161,0.176,0.0181,26779.0,12852.0,DE ANZA
2023,0.2833,0.0173,0.1799,0.0236,26518.0,13167.0,DE ANZA
2012,0.1918,0.0073,0.1342,0.0105,30501.0,14141.0,DIABLO VALLEY
2013,0.216,0.0115,0.1388,0.0108,29603.0,14386.0,DIABLO VALLEY
2014,0.206,0.0141,0.158,0.0137,30162.0,15145.0,DIABLO VALLEY
2015,0.2128,0.0096,0.1638,0.0119,29931.0,11727.0,DIABLO VALLEY
2016,0.2135,0.0161,0.1681,0.0131,29944.0,11519.0,DIABLO VALLEY
2017,0.2002,0.0053,0.1645,0.0127,29861.0,12292.0,DIABLO VALLEY
2018,0.1925,0.0064,0.1678,0.0113,29855.0,11553.0,DIABLO VALLEY
2019,0.2138,0.0072,0.1555,0.008,30072.0,12756.0,DIABLO VALLEY
2020,0.2243,0.0087,0.159,0.0098,29307.0,13754.0,DIABLO VALLEY
2021,0.1935,0.0031,0.1391,0.0086,27528.0,13436.0,DIABLO VALLEY
2022,0.2255,0.0023,0.1558,0.0078,25369.0,12949.0,DIABLO VALLEY
2023,0.2374,0.0046,0.1673,0.01,24223.0,14804.0,DIABLO VALLEY
2012,0.6155,0.0123,0.2888,0.0129,56395.0,13553.0,EAST LOS ANGELES
2013,0.5891,0.0136,0.2731,0.014,53813.0,14901.0,EAST LOS ANGELES
2014,0.5229,0.0101,0.2592,0.0137,52110.0,14085.0,EAST LOS ANGELES
2015,0.5445,0.0,0.2661,0.0011,52580.0,14499.0,EAST LOS ANGELES
2016,0.4816,0.0088,0.2417,0.0106,53984.0,14617.0,EAST LOS ANGELES
2017,0.4508,0.0038,0.2573,0.009,57308.0,15093.0,EAST LOS ANGELES
2018,0.481,0.0025,0.2336,0.0064,57381.0,15837.0,EAST LOS ANGELES
2019,0.5176,0.0028,0.2121,0.0048,56468.0,17369.0,EAST LOS ANGELES
2020,0.5019,0.0026,0.2243,0.0046,56136.0,18405.0,EAST LOS ANGELES
2021,0.5269,0.0,0.1983,0.0033,54064.0,18616.0,EAST LOS ANGELES
2022,0.6003,0.0015,0.1972,0.0038,49266.0,19153.0,EAST LOS ANGELES
2023,0.6179,0.0038,0.2227,0.0052,48505.0,18645.0,EAST LOS ANGELES
2012,0.4197,0.0206,0.2481,0.0169,33030.0,16704.0,EL CAMINO
2013,0.4101,0.0045,0.2575,0.0115,31659.0,16018.0,EL CAMINO
2014,0.4655,0.0,0.2751,0.0,32178.0,14709.0,EL CAMINO
2015,0.5116,0.0,0.3007,0.0,32634.0,14931.0,EL CAMINO
2016,0.4664,0.0,0.2954,0.0,32068.0,15461.0,EL CAMINO
2017,0.4443,0.0,0.295,0.0,33150.0,15936.0,EL CAMINO
2018,0.459,0.0,0.2815,0.0,33616.0,16682.0,EL CAMINO
2019,0.4626,0.0,0.2792,0.0,34373.0,17714.0,EL CAMINO
2020,0.505,0.005,0.3027,0.0045,33146.0,18895.0,EL CAMINO
2021,0.4475,0.0032,0.2975,0.0071,30759.0,19650.0,EL CAMINO
2022,0.4744,0.0057,0.2898,0.0093,28431.0,12067.0,EL CAMINO
2023,0.5066,0.0079,0.2937,0.0124,30239.0,13376.0,EL CAMINO
2012,0.4761,0.0171,0.3147,0.021,16726.0,14051.0,EVERGREEN VALLEY
2013,0.5157,0.0148,0.3153,0.0219,15035.0,14405.0,EVERGREEN VALLEY
2014,0.5611,0.0069,0.3182,0.0153,11272.0,16468.0,EVERGREEN VALLEY
2015,0.523,0.0,0.3108,0.0124,13922.0,16760.0,EVERGREEN VALLEY
2016,0.4255,0.0017,0.301,0.0094,13865.0,16732.0,EVERGREEN VALLEY
2017,0.4164,0.0032,0.2768,0.0081,14156.0,17876.0,EVERGREEN VALLEY
2018,0.4479,0.0026,0.2802,0.0065,14665.0,18625.0,EVERGREEN VALLEY
2019,0.4251,0.0021,0.2675,0.0054,14811.0,18667.0,EVERGREEN VALLEY
2020,0.4393,0.0013,0.2676,0.0045,15127.0,18639.0,EVERGREEN VALLEY
2021,0.4194,0.0015,0.2583,0.0032,13678.0,19861.0,EVERGREEN VALLEY
2022,0.4425,0.0,0.259,0.004,12698.0,23471.0,EVERGREEN VALLEY
2023,0.3971,0.0,0.2405,0.0039,13177.0,22557.0,EVERGREEN VALLEY
2012,0.4593,0.2967,0.3422,0.2234,3082.0,15606.0,FEATHER RIVER
2013,0.506,0.3976,0.3208,0.2141,3619.0,14908.0,FEATHER RIVER
2014,0.3227,0.2396,0.2646,0.1681,3476.0,14478.0,FEATHER RIVER
2015,0.4607,0.3371,0.2366,0.1355,3399.0,14461.0,FEATHER RIVER
2016,0.2611,0.3005,0.1933,0.1206,3643.0,15907.0,FEATHER RIVER
2017,0.4971,0.3143,0.1681,0.1019,3407.0,16299.0,FEATHER RIVER
2018,0.4645,0.3115,0.1525,0.0946,3765.0,15404.0,FEATHER RIVER
2019,0.4509,0.317,0.1343,0.0852,3618.0,16379.0,FEATHER RIVER
2020,0.4932,0.2374,0.135,0.0701,3250.0,17336.0,FEATHER RIVER
2021,0.3609,0.1538,0.1046,0.0458,2601.0,17276.0,FEATHER RIVER
2022,0.3656,0.1559,0.1484,0.0443,2534.0,15677.0,FEATHER RIVER
2023,0.4722,0.2014,0.2031,0.0632,2717.0,16502.0,FEATHER RIVER
2012,0.2799,0.0293,0.1873,0.0301,12442.0,14016.0,FOLSOM LAKE
2013,0.3235,0.042,0.1926,0.0311,12033.0,15048.0,FOLSOM LAKE
2014,0.3315,0.0203,0.1999,0.0271,11254.0,14759.0,FOLSOM LAKE
2015,0.3419,0.0194,0.206,0.0196,11142.0,14376.0,FOLSOM LAKE
2016,0.2767,0.018,0.1909,0.0195,12490.0,14248.0,FOLSOM LAKE
2017,0.253,0.0198,0.1833,0.0202,12504.0,11442.0,FOLSOM LAKE
2018,0.274,0.0252,0.1844,0.0223,12538.0,12003.0,FOLSOM LAKE
2019,0.2874,0.0149,0.1846,0.0219,12710.0,11634.0,FOLSOM LAKE
2020,0.2883,0.0158,0.1926,0.0211,13435.0,11622.0,FOLSOM LAKE
2021,0.2301,0.0058,0.175,0.0195,14579.0,13086.0,FOLSOM LAKE
2022,0.2511,0.0073,0.1771,0.016,14083.0,12146.0,FOLSOM LAKE
2023,0.2536,0.0086,0.1594,0.0197,14216.0,12233.0,FOLSOM LAKE
2012,0.1753,0.0516,0.0918,0.0461,27084.0,9837.0,FOOTHILL
2013,0.1688,0.0465,0.0864,0.0413,27693.0,10399.0,FOOTHILL
2014,0.1855,0.0601,0.0889,0.0413,28517.0,10016.0,FOOTHILL
2015,0.1819,0.0407,0.0834,0.0359,28428.0,9909.0,FOOTHILL
2016,0.1472,0.025,0.0682,0.0238,29646.0,9612.0,FOOTHILL
2017,0.1676,0.0181,0.0732,0.0234,31186.0,11726.0,FOOTHILL
2018,0.2066,0.0258,0.0808,0.0222,30736.0,11415.0,FOOTHILL
2019,0.171,0.0294,0.0755,0.022,29698.0,12303.0,FOOTHILL
2020,0.211,0.0232,0.0759,0.0195,29967.0,13752.0,FOOTHILL
2021,0.2061,0.0225,0.0678,0.016,27292.0,15141.0,FOOTHILL
2022,0.2263,0.0177,0.083,0.019,23194.0,15403.0,FOOTHILL
2023,0.2543,0.0341,0.0843,0.0238,23254.0,15772.0,FOOTHILL
2012,0.7185,0.0985,0.3945,0.1044,27946.0,10327.0,FRESNO CITY
2013,0.6846,0.0444,0.3821,0.0329,29421.0,10804.0,FRESNO CITY
2014,0.6898,0.0248,0.3851,0.0227,30162.0,10698.0,FRESNO CITY
2015,0.7028,0.0255,0.3729,0.0173,32645.0,10570.0,FRESNO CITY
2016,0.6581,0.0178,0.3615,0.0161,33116.0,9370.0,FRESNO CITY
2017,0.6558,0.0197,0.3475,0.0138,34680.0,9848.0,FRESNO CITY
2018,0.6714,0.015,0.3526,0.0106,36000.0,9903.0,FRESNO CITY
2019,0.6562,0.008,0.3217,0.0076,37849.0,11022.0,FRESNO CITY
2020,0.6855,0.0058,0.3351,0.0055,38179.0,10995.0,FRESNO CITY
2021,0.5875,0.004,0.2749,0.0028,34399.0,12737.0,FRESNO CITY
2022,0.662,0.0058,0.2827,0.0032,33518.0,11972.0,FRESNO CITY
2023,0.6822,0.0077,0.2827,0.003,36503.0,12063.0,FRESNO CITY
2012,0.3491,0.0409,0.235,0.0261,26236.0,10830.0,FULLERTON
2013,0.446,0.0481,0.2486,0.0235,27377.0,10533.0,FULLERTON
2014,0.4465,0.0493,0.2421,0.0259,33499.0,12424.0,FULLERTON
2015,0.454,0.0307,0.2575,0.0241,33651.0,12006.0,FULLERTON
2016,0.4328,0.047,0.2437,0.0409,33519.0,11866.0,FULLERTON
2017,0.4145,0.0528,0.2333,0.049,33880.0,11056.0,FULLERTON
2018,0.4452,0.0517,0.242,0.0439,33076.0,11472.0,FULLERTON
2019,0.4275,0.021,0.2303,0.0253,31457.0,13427.0,FULLERTON
2020,0.5094,0.0335,0.2639,0.0257,30951.0,14803.0,FULLERTON
2021,0.4603,0.024,0.25,0.0247,29922.0,16615.0,FULLERTON
2022,0.5,0.0142,0.2592,0.0177,26102.0,15591.0,FULLERTON
2023,0.4892,0.0263,0.259,0.0243,26447.0,16206.0,FULLERTON
2012,0.4761,0.0797,0.2346,0.0515,10795.0,11863.0,GAVILAN
2013,0.4393,0.034,0.2332,0.0319,10099.0,11544.0,GAVILAN
2014,0.4854,0.0121,0.2713,0.017,9570.0,11762.0,GAVILAN
2015,0.4852,0.0064,0.2867,0.0078,8362.0,10720.0,GAVILAN
2016,0.4556,0.007,0.2607,0.007,10495.0,11111.0,GAVILAN
2017,0.4157,0.0046,0.2488,0.0055,8016.0,11176.0,GAVILAN
2018,0.42,0.0119,0.2405,0.0043,8142.0,11478.0,GAVILAN
2019,0.4198,0.0044,0.2475,0.0021,8581.0,12311.0,GAVILAN
2020,0.4535,0.0,0.2564,0.0014,8017.0,12401.0,GAVILAN
2021,0.3167,0.0,0.249,0.0007,6944.0,13406.0,GAVILAN
2022,0.465,0.0,0.2481,0.0015,6649.0,13368.0,GAVILAN
2023,0.4014,0.0,0.2412,0.0016,8452.0,10484.0,GAVILAN
2012,0.5756,0.0276,0.3919,0.0318,21486.0,9277.0,GLENDALE
2013,0.5393,0.0295,0.4099,0.0367,20426.0,8859.0,GLENDALE
2014,0.5123,0.0123,0.4098,0.0161,19918.0,9204.0,GLENDALE
2015,0.547,0.0171,0.3862,0.0253,20785.0,9192.0,GLENDALE
2016,0.4893,0.0114,0.3555,0.0235,21491.0,9181.0,GLENDALE
2017,0.5185,0.0077,0.3491,0.0209,20860.0,9888.0,GLENDALE
2018,0.5359,0.0107,0.3557,0.0199,20242.0,11239.0,GLENDALE
2019,0.5073,0.0102,0.3488,0.0198,19230.0,9706.0,GLENDALE
2020,0.4932,0.0121,0.363,0.0198,18781.0,11366.0,GLENDALE
2021,0.4476,0.0096,0.3268,0.0171,18156.0,14283.0,GLENDALE
2022,0.4735,0.0038,0.3389,0.017,16523.0,14536.0,GLENDALE
2023,0.5141,0.0151,0.353,0.0269,15757.0,15802.0,GLENDALE
2012,0.4941,0.0286,0.2581,0.0275,18155.0,14815.0,GOLDEN WEST
2013,0.4483,0.0268,0.2768,0.028,16245.0,16230.0,GOLDEN WEST
2014,0.4643,0.0253,0.2733,0.0236,17752.0,14857.0,GOLDEN WEST
2015,0.4857,0.0158,0.2958,0.0211,17598.0,18716.0,GOLDEN WEST
2016,0.4555,0.014,0.2685,0.0205,17710.0,14397.0,GOLDEN WEST
2017,0.3934,0.0088,0.245,0.0175,17854.0,10951.0,GOLDEN WEST
2018,0.4023,0.009,0.2399,0.0186,18070.0,11768.0,GOLDEN WEST
2019,0.4395,0.0257,0.2325,0.0202,17732.0,10939.0,GOLDEN WEST
2020,0.4934,0.0167,0.2588,0.018,18515.0,11401.0,GOLDEN WEST
2021,0.4085,0.0088,0.2255,0.0112,18218.0,11843.0,GOLDEN WEST
2022,0.4872,0.01,0.2399,0.0115,16795.0,11422.0,GOLDEN WEST
2023,0.4347,0.0097,0.2274,0.0156,17298.0,12206.0,GOLDEN WEST
2012,0.3899,0.045,0.2348,0.0304,25714.0,6844.0,GROSSMONT
2013,0.4303,0.0395,0.2278,0.0256,23536.0,7759.0,GROSSMONT
2014,0.4289,0.0288,0.22,0.018,25215.0,7134.0,GROSSMONT
2015,0.4483,0.0286,0.2507,0.017,24969.0,6733.0,GROSSMONT
2016,0.4378,0.0231,0.2434,0.0179,25153.0,7956.0,GROSSMONT
2017,0.4575,0.0229,0.2482,0.0191,25758.0,9956.0,GROSSMONT
2018,0.4385,0.0161,0.2518,0.0189,25781.0,10090.0,GROSSMONT
2019,0.4352,0.0166,0.252,0.0159,25028.0,10110.0,GROSSMONT
2020,0.4525,0.0065,0.2646,0.0136,23927.0,11511.0,GROSSMONT
2021,0.3971,0.0023,0.2264,0.0076,20431.0,11295.0,GROSSMONT
2022,0.3915,0.0009,0.244,0.0065,18249.0,11522.0,GROSSMONT
2023,0.4358,0.0082,0.2367,0.0105,18592.0,11543.0,GROSSMONT
2012,0.6142,0.0155,0.3065,0.0135,14202.0,14202.0,HARTNELL
2013,0.6201,0.0,0.3227,0.0,13351.0,14629.0,HARTNELL
2014,0.5655,0.0,0.2883,0.0,13721.0,14644.0,HARTNELL
2015,0.5619,0.0,0.2699,0.0,16280.0,16000.0,HARTNELL
2016,0.5681,0.0,0.2463,0.0,17166.0,15859.0,HARTNELL
2017,0.5042,0.0,0.2111,0.0,17292.0,16171.0,HARTNELL
2018,0.5398,0.0,0.2288,0.0,18259.0,11120.0,HARTNELL
2019,0.4813,0.0,0.2034,0.0,18538.0,11661.0,HARTNELL
2020,0.5029,0.002,0.206,0.0018,17951.0,13195.0,HARTNELL
2021,0.4057,0.0,0.2451,0.0015,12194.0,12273.0,HARTNELL
2022,0.4175,0.0,0.1903,0.0017,13758.0,11638.0,HARTNELL
2023,0.5645,0.0028,0.2747,0.0025,11487.0,12050.0,HARTNELL
2012,0.7614,0.0,0.5777,0.0,9820.0,8553.0,IMPERIAL VALLEY
2013,0.7871,0.0,0.5619,0.0,9389.0,9320.0,IMPERIAL VALLEY
2014,0.7615,0.0,0.5228,0.0,9674.0,9529.0,IMPERIAL VALLEY
2015,0.7498,0.0,0.5538,0.0,9734.0,9834.0,IMPERIAL VALLEY
2016,0.7869,0.0,0.536,0.0,9916.0,11077.0,IMPERIAL VALLEY
2017,0.7753,0.0,0.5297,0.0,10158.0,10734.0,IMPERIAL VALLEY
2018,0.7896,0.0,0.5445,0.0,9028.0,9822.0,IMPERIAL VALLEY
2019,0.8124,0.0,0.5517,0.0,10628.0,9450.0,IMPERIAL VALLEY
2020,0.8133,0.0,0.5489,0.0,10815.0,10240.0,IMPERIAL VALLEY
2021,0.7343,0.0,0.5158,0.0,9201.0,10446.0,IMPERIAL VALLEY
2022,0.7573,0.0,0.4985,0.0,10185.0,11958.0,IMPERIAL VALLEY
2023,0.7909,0.0,0.5042,0.0,10716.0,12466.0,IMPERIAL VALLEY
2012,0.248,0.0194,0.1182,0.0164,20799.0,16064.0,IRVINE VALLEY
2013,0.2536,0.016,0.125,0.0148,18534.0,16598.0,IRVINE VALLEY
2014,0.2689,0.0208,0.1422,0.014,18618.0,17407.0,IRVINE VALLEY
2015,0.297,0.0137,0.1608,0.0134,18927.0,15919.0,IRVINE VALLEY
2016,0.29,0.0113,0.1967,0.0148,19473.0,12449.0,IRVINE VALLEY
2017,0.2803,0.0126,0.1704,0.011,21294.0,10988.0,IRVINE VALLEY
2018,0.2497,0.0069,0.1719,0.0102,20065.0,10859.0,IRVINE VALLEY
2019,0.2615,0.006,0.1662,0.009,19299.0,10550.0,IRVINE VALLEY
2020,0.2934,0.0074,0.1829,0.0077,18862.0,11978.0,IRVINE VALLEY
2021,0.2865,0.0017,0.1796,0.0059,18155.0,10767.0,IRVINE VALLEY
2022,0.3452,0.0062,0.2038,0.0056,17098.0,12297.0,IRVINE VALLEY
2023,0.3211,0.0056,0.2061,0.009,16462.0,11750.0,IRVINE VALLEY
2012,0.5027,0.0,0.227,0.0,5902.0,9645.0,LAKE TAHOE
2013,0.3851,0.0,0.2235,0.0,4979.0,10124.0,LAKE TAHOE
2014,0.5448,0.0,0.2453,0.0,5373.0,10539.0,LAKE TAHOE
2015,0.4841,0.0,0.2187,0.0,5824.0,10880.0,LAKE TAHOE
2016,0.2762,0.0,0.1801,0.0,6046.0,10476.0,LAKE TAHOE
2017,0.375,0.0,0.2125,0.0,5484.0,12088.0,LAKE TAHOE
2018,0.3621,0.0,0.1812,0.0,6837.0,12879.0,LAKE TAHOE
2019,0.3923,0.0,0.1481,0.0008,7185.0,14615.0,LAKE TAHOE
2020,0.375,0.0417,0.1766,0.0116,6667.0,10947.0,LAKE TAHOE
2021,0.3204,0.0097,0.1458,0.0073,5986.0,10703.0,LAKE TAHOE
2022,0.2099,0.0,0.1527,0.0099,6235.0,16963.0,LAKE TAHOE
2023,0.413,0.0217,0.1476,0.0153,8526.0,17731.0,LAKE TAHOE
2012,0.497,0.009,0.1929,0.0104,19943.0,11684.0,LANEY
2013,0.5439,0.0175,0.2256,0.0169,18699.0,14398.0,LANEY
2014,0.5949,0.0304,0.2348,0.0191,18748.0,13547.0,LANEY
2015,0.6562,0.0716,0.2561,0.0294,18863.0,15334.0,LANEY
2016,0.5466,0.0098,0.2339,0.0207,19236.0,15330.0,LANEY
2017,0.5569,0.0175,0.2241,0.0166,18063.0,12877.0,LANEY
2018,0.5404,0.0062,0.2335,0.0154,17817.0,16851.0,LANEY
2019,0.4286,0.0149,0.2212,0.0115,17068.0,18437.0,LANEY
2020,0.4558,0.0057,0.2038,0.0089,16892.0,19375.0,LANEY
2021,0.2979,0.0053,0.1496,0.005,15069.0,22364.0,LANEY
2022,0.3039,0.0,0.1511,0.0041,14309.0,20701.0,LANEY
2023,0.3978,0.0186,0.1604,0.0066,15913.0,22777.0,LANEY
2012,0.273,0.0171,0.1915,0.0136,11733.0,10501.0,LAS POSITAS
2013,0.2478,0.0064,0.1745,0.0139,11544.0,10749.0,LAS POSITAS
2014,0.305,0.0079,0.184,0.0109,11814.0,10573.0,LAS POSITAS
2015,0.3006,0.0012,0.1807,0.0072,12156.0,10354.0,LAS POSITAS
2016,0.2561,0.0,0.1659,0.0,12629.0,11283.0,LAS POSITAS
2017,0.2693,0.0026,0.1507,0.0055,12995.0,10563.0,LAS POSITAS
2018,0.2453,0.0038,0.1488,0.0046,12994.0,11204.0,LAS POSITAS
2019,0.2597,0.0026,0.1497,0.0032,12372.0,10877.0,LAS POSITAS
2020,0.2406,0.0,0.1531,0.0019,12137.0,11565.0,LAS POSITAS
2021,0.2013,0.0,0.1323,0.0014,11617.0,11959.0,LAS POSITAS
2022,0.2111,0.0,0.137,0.0008,10649.0,10912.0,LAS POSITAS
2023,0.22,0.0013,0.1419,0.0024,10091.0,14810.0,LAS POSITAS
2012,0.483,0.125,0.1743,0.0587,5285.0,14125.0,LASSEN
2013,0.3734,0.1392,0.2011,0.0559,4567.0,13925.0,LASSEN
2014,0.4911,0.1243,0.1527,0.0386,4912.0,12285.0,LASSEN
2015,0.5187,0.0909,0.1412,0.0274,4720.0,13209.0,LASSEN
2016,0.3298,0.0995,0.1372,0.0228,4484.0,14029.0,LASSEN
2017,0.2789,0.0684,0.1276,0.0229,4135.0,15788.0,LASSEN
2018,0.355,0.071,0.1159,0.0173,4552.0,16311.0,LASSEN
2019,0.4221,0.1169,0.0959,0.0211,4890.0,16281.0,LASSEN
2020,0.375,0.0764,0.1013,0.0218,4265.0,15778.0,LASSEN
2021,0.1869,0.0187,0.0978,0.0038,2957.0,18311.0,LASSEN
2022,0.3043,0.0261,0.1075,0.0093,2885.0,15362.0,LASSEN
2023,0.5138,0.1284,0.1334,0.0226,2991.0,17063.0,LASSEN
2012,0.7229,0.0343,0.4487,0.0519,5734.0,9377.0,LEMOORE
2013,0.6566,0.0361,0.44,0.056,5456.0,13014.0,LEMOORE
2014,0.631,0.0458,0.4515,0.0629,5930.0,12436.0,LEMOORE
2015,0.6204,0.0255,0.4494,0.0511,5750.0,13985.0,LEMOORE
2016,0.6042,0.0164,0.4355,0.0413,5864.0,14887.0,LEMOORE
2017,0.5924,0.0141,0.4121,0.0371,5996.0,15545.0,LEMOORE
2018,0.6718,0.0176,0.4168,0.0242,6364.0,15565.0,LEMOORE
2019,0.61,0.0109,0.4126,0.0257,6574.0,15793.0,LEMOORE
2020,0.694,0.0096,0.4201,0.0241,6345.0,17552.0,LEMOORE
2021,0.5986,0.0034,0.3718,0.0175,5922.0,18096.0,LEMOORE
2022,0.6379,0.01,0.3789,0.0141,5521.0,17735.0,LEMOORE
2023,0.6957,0.0058,0.3833,0.0135,5929.0,18119.0,LEMOORE
2012,0.6364,0.0568,0.4496,0.0745,33504.0,10322.0,LONG BEACH CITY
2013,0.636,0.0316,0.4402,0.0599,30797.0,10615.0,LONG BEACH CITY
2014,0.627,0.0304,0.3876,0.0408,30644.0,10824.0,LONG BEACH CITY
2015,0.647,0.0229,0.3785,0.0241,32566.0,10936.0,LONG BEACH CITY
2016,0.5864,0.0144,0.3494,0.0217,32506.0,10568.0,LONG BEACH CITY
2017,0.5625,0.0177,0.3363,0.0234,33463.0,11049.0,LONG BEACH CITY
2018,0.5976,0.0117,0.344,0.021,32876.0,10438.0,LONG BEACH CITY
2019,0.516,0.0103,0.3412,0.0144,33098.0,10361.0,LONG BEACH CITY
2020,0.5982,0.0085,0.3776,0.0177,33640.0,12061.0,LONG BEACH CITY
2021,0.5528,0.0045,0.3556,0.0137,32407.0,11991.0,LONG BEACH CITY
2022,0.593,0.005,0.372,0.0154,32638.0,11632.0,LONG BEACH CITY
2023,0.6025,0.007,0.3726,0.0213,32177.0,12664.0,LONG BEACH CITY
2012,0.5589,0.0877,0.3013,0.0555,31390.0,10923.0,LOS ANGELES CITY
2013,0.5985,0.097,0.3279,0.0516,28386.0,11090.0,LOS ANGELES CITY
2014,0.5633,0.0652,0.3484,0.0505,31207.0,11871.0,LOS ANGELES CITY
2015,0.5981,0.0085,0.347,0.0062,29008.0,12617.0,LOS ANGELES CITY
2016,0.5442,0.03,0.3098,0.0431,29637.0,12272.0,LOS ANGELES CITY
2017,0.5292,0.0389,0.2814,0.0361,28735.0,12383.0,LOS ANGELES CITY
2018,0.4588,0.0387,0.2518,0.0312,25533.0,12362.0,LOS ANGELES CITY
2019,0.4921,0.0381,0.2565,0.0329,25897.0,14285.0,LOS ANGELES CITY
2020,0.5568,0.0256,0.28,0.0342,25991.0,16506.0,LOS ANGELES CITY
2021,0.5484,0.0179,0.2513,0.0265,26273.0,16656.0,LOS ANGELES CITY
2022,0.6346,0.0092,0.2782,0.0276,23589.0,16948.0,LOS ANGELES CITY
2023,0.5559,0.033,0.2624,0.0344,23627.0,16176.0,LOS ANGELES CITY
2012,0.5634,0.0112,0.3272,0.0169,14553.0,13635.0,LOS ANGELES HARBOR
2013,0.5856,0.0046,0.3478,0.0146,12915.0,13977.0,LOS ANGELES HARBOR
2014,0.4981,0.0058,0.3337,0.0126,14113.0,14646.0,LOS ANGELES HARBOR
2015,0.6739,0.0,0.3343,0.0008,13926.0,15606.0,LOS ANGELES HARBOR
2016,0.4814,0.0034,0.3036,0.0083,13780.0,16347.0,LOS ANGELES HARBOR
2017,0.4464,0.0064,0.2706,0.0103,13452.0,15062.0,LOS ANGELES HARBOR
2018,0.4603,0.0013,0.2401,0.0082,13373.0,16949.0,LOS ANGELES HARBOR
2019,0.4882,0.0021,0.2401,0.0064,12560.0,17109.0,LOS ANGELES HARBOR
2020,0.5215,0.0,0.259,0.0048,13273.0,18393.0,LOS ANGELES HARBOR
2021,0.4405,0.0,0.2011,0.0031,12492.0,18904.0,LOS ANGELES HARBOR
2022,0.5581,0.0,0.2262,0.0044,11263.0,19579.0,LOS ANGELES HARBOR
2023,0.5689,0.0018,0.228,0.0059,12750.0,19463.0,LOS ANGELES HARBOR
2012,0.5991,0.0384,0.3228,0.0322,13658.0,13536.0,LOS ANGELES MISSION
2013,0.6233,0.0305,0.3372,0.0352,12677.0,13281.0,LOS ANGELES MISSION
2014,0.6385,0.0146,0.3509,0.0308,13233.0,13377.0,LOS ANGELES MISSION
2015,0.5937,0.0,0.3252,0.0001,14364.0,14085.0,LOS ANGELES MISSION
2016,0.5126,0.0201,0.301,0.0216,14701.0,14234.0,LOS ANGELES MISSION
2017,0.5466,0.0128,0.276,0.0191,15729.0,13876.0,LOS ANGELES MISSION
2018,0.5115,0.0038,0.2449,0.0141,15918.0,15149.0,LOS ANGELES MISSION
2019,0.4622,0.0043,0.23,0.0112,16005.0,16678.0,LOS ANGELES MISSION
2020,0.5047,0.0032,0.2356,0.0122,16724.0,18781.0,LOS ANGELES MISSION
2021,0.4558,0.0,0.2004,0.008,15783.0,17890.0,LOS ANGELES MISSION
2022,0.5021,0.0064,0.2062,0.0079,15825.0,18877.0,LOS ANGELES MISSION
2023,0.5486,0.0061,0.2113,0.0107,16752.0,19525.0,LOS ANGELES MISSION
2012,0.5669,0.0799,0.3256,0.0605,27749.0,13224.0,LOS ANGELES PIERCE
2013,0.5415,0.0588,0.3373,0.059,26417.0,14213.0,LOS ANGELES PIERCE
2014,0.5977,0.0541,0.343,0.0521,28454.0,13772.0,LOS ANGELES PIERCE
2015,0.5838,0.0022,0.3408,0.0029,29962.0,13865.0,LOS ANGELES PIERCE
2016,0.5266,0.0437,0.3163,0.0446,29890.0,14954.0,LOS ANGELES PIERCE
2017,0.52,0.0449,0.2997,0.0402,29943.0,14892.0,LOS ANGELES PIERCE
2018,0.4638,0.0304,0.2798,0.0354,27659.0,16419.0,LOS ANGELES PIERCE
2019,0.4436,0.0195,0.265,0.0315,27577.0,17298.0,LOS ANGELES PIERCE
2020,0.5013,0.0146,0.2853,0.0296,28007.0,18941.0,LOS ANGELES PIERCE
2021,0.4106,0.005,0.2454,0.0223,25709.0,19386.0,LOS ANGELES PIERCE
2022,0.4746,0.0139,0.2581,0.0233,22698.0,19492.0,LOS ANGELES PIERCE
2023,0.4977,0.0187,0.268,0.0247,23796.0,19844.0,LOS ANGELES PIERCE
2012,0.7935,0.0194,0.3989,0.0304,10732.0,10084.0,LOS ANGELES SOUTHWEST
2013,0.7518,0.0365,0.3783,0.0334,9937.0,11945.0,LOS ANGELES SOUTHWEST
2014,0.7184,0.0181,0.3815,0.0315,11996.0,12021.0,LOS ANGELES SOUTHWEST
2015,0.6937,0.0,0.4156,0.002,10272.0,12150.0,LOS ANGELES SOUTHWEST
2016,0.7016,0.0426,0.4133,0.0511,10789.0,12190.0,LOS ANGELES SOUTHWEST
2017,0.6878,0.0498,0.3888,0.0573,10512.0,12416.0,LOS ANGELES SOUTHWEST
2018,0.5926,0.0148,0.3097,0.0333,10118.0,14239.0,LOS ANGELES SOUTHWEST
2019,0.5435,0.0217,0.3071,0.0226,9933.0,14194.0,LOS ANGELES SOUTHWEST
2020,0.5918,0.0029,0.2949,0.0206,10791.0,16826.0,LOS ANGELES SOUTHWEST
2021,0.5044,0.0,0.2438,0.0115,9635.0,13698.0,LOS ANGELES SOUTHWEST
2022,0.52,0.0,0.2073,0.0096,8917.0,14916.0,LOS ANGELES SOUTHWEST
2023,0.6477,0.017,0.2459,0.0144,9536.0,14768.0,LOS ANGELES SOUTHWEST
2012,0.5922,0.0608,0.3365,0.0379,22192.0,11082.0,LOS ANGELES TRADE TECHNICAL
