year,cc_ftft_pell_rate,cc_ftft_fedloan_rate,cc_pell_rate,cc_fedloan_rate,cc_ug_enroll_12m,cc_coa_ay,cc_name
2019,0.1747,0.0115,0.1154,0.011,31495.0,11914.0,SADDLEBACK
2020,0.2301,0.009,0.1331,0.0079,33140.0,13237.0,SADDLEBACK
2021,0.2105,0.0095,0.1275,0.0062,30831.0,13443.0,SADDLEBACK
2022,0.2513,0.0044,0.144,0.0084,28892.0,11746.0,SADDLEBACK
2023,0.2633,0.0085,0.1532,0.0124,28742.0,11792.0,SADDLEBACK
2012,0.5394,0.0049,0.2875,0.0008,16565.0,11843.0,SAN BERNARDINO VALLEY
2013,0.5285,0.0012,0.3056,0.0006,15739.0,12483.0,SAN BERNARDINO VALLEY
2014,0.6671,0.0062,0.3875,0.0018,16452.0,12504.0,SAN BERNARDINO VALLEY
2015,0.6094,0.001,0.3291,0.0003,17478.0,13073.0,SAN BERNARDINO VALLEY
2016,0.5951,0.0,0.3612,0.0001,17811.0,14005.0,SAN BERNARDINO VALLEY
2017,0.5258,0.0,0.3188,0.0,18409.0,14091.0,SAN BERNARDINO VALLEY
2018,0.4827,0.0,0.3532,0.0,19974.0,14130.0,SAN BERNARDINO VALLEY
2019,0.5283,0.0,0.2886,0.0,19888.0,14752.0,SAN BERNARDINO VALLEY
2020,0.5532,0.0,0.3067,0.0,20297.0,14713.0,SAN BERNARDINO VALLEY
2021,0.4013,0.0,0.2497,0.0,17252.0,14606.0,SAN BERNARDINO VALLEY
2022,0.4846,0.0,0.2566,0.0,15495.0,14283.0,SAN BERNARDINO VALLEY
2023,0.7012,0.0,0.2699,0.0027,16416.0,14655.0,SAN BERNARDINO VALLEY
2012,0.7722,0.0567,0.3408,0.0637,24688.0,11417.0,SAN DIEGO CITY
2013,0.7392,0.0593,0.3363,0.0567,23875.0,12291.0,SAN DIEGO CITY
2014,0.752,0.0533,0.3408,0.0465,23117.0,11930.0,SAN DIEGO CITY
2015,0.7256,0.0263,0.3259,0.0388,25072.0,12012.0,SAN DIEGO CITY
2016,0.6816,0.0261,0.318,0.0329,25862.0,12068.0,SAN DIEGO CITY
2017,0.66,0.0177,0.2958,0.0268,26626.0,11899.0,SAN DIEGO CITY
2018,0.6448,0.015,0.2986,0.0223,25489.0,13223.0,SAN DIEGO CITY
2019,0.5748,0.0177,0.2441,0.0184,24195.0,13367.0,SAN DIEGO CITY
2020,0.5446,0.0157,0.2529,0.0168,22977.0,13143.0,SAN DIEGO CITY
2021,0.5195,0.0114,0.1744,0.0067,24181.0,14837.0,SAN DIEGO CITY
2022,0.6187,0.0196,0.2009,0.0101,21600.0,13829.0,SAN DIEGO CITY
2023,0.6128,0.0147,0.2195,0.0114,20126.0,13255.0,SAN DIEGO CITY
2012,0.4302,0.0492,0.1722,0.0313,35781.0,11823.0,SAN DIEGO MESA
2013,0.4436,0.0397,0.1864,0.0284,34240.0,12796.0,SAN DIEGO MESA
2014,0.4583,0.0359,0.1915,0.0223,33136.0,12446.0,SAN DIEGO MESA
2015,0.4702,0.0234,0.1842,0.0172,35991.0,12347.0,SAN DIEGO MESA
2016,0.4238,0.0198,0.1885,0.0156,36580.0,12382.0,SAN DIEGO MESA
2017,0.4271,0.0142,0.1892,0.0143,36207.0,12286.0,SAN DIEGO MESA
2018,0.4603,0.0212,0.1844,0.0127,36637.0,12638.0,SAN DIEGO MESA
2019,0.404,0.0155,0.1598,0.0088,35100.0,12685.0,SAN DIEGO MESA
2020,0.3815,0.0121,0.1658,0.007,32995.0,13223.0,SAN DIEGO MESA
2021,0.3416,0.0113,0.1283,0.0094,31596.0,12900.0,SAN DIEGO MESA
2022,0.4114,0.0209,0.1533,0.0124,28647.0,14035.0,SAN DIEGO MESA
2023,0.4276,0.0333,0.1556,0.0203,29029.0,12964.0,SAN DIEGO MESA
2012,0.4339,0.0321,0.1722,0.0269,20702.0,11673.0,SAN DIEGO MIRAMAR
2013,0.4204,0.0285,0.1959,0.0274,18196.0,11969.0,SAN DIEGO MIRAMAR
2014,0.4358,0.0253,0.2003,0.023,18132.0,12395.0,SAN DIEGO MIRAMAR
2015,0.4345,0.0193,0.2125,0.0226,20414.0,11681.0,SAN DIEGO MIRAMAR
2016,0.4028,0.0205,0.203,0.0185,22005.0,11912.0,SAN DIEGO MIRAMAR
2017,0.3661,0.0159,0.1716,0.013,25331.0,12306.0,SAN DIEGO MIRAMAR
2018,0.3688,0.0121,0.1696,0.0114,27682.0,12995.0,SAN DIEGO MIRAMAR
2019,0.3181,0.0025,0.145,0.0092,26785.0,12019.0,SAN DIEGO MIRAMAR
2020,0.3063,0.0063,0.1485,0.0076,23038.0,12431.0,SAN DIEGO MIRAMAR
2021,0.2269,0.0021,0.111,0.0047,22799.0,13234.0,SAN DIEGO MIRAMAR
2022,0.3216,0.0066,0.1115,0.0039,21791.0,13887.0,SAN DIEGO MIRAMAR
2023,0.3153,0.0048,0.1147,0.0054,21591.0,11428.0,SAN DIEGO MIRAMAR
2012,0.5772,0.067,0.3952,0.0654,26015.0,14084.0,SAN JOAQUIN DELTA
2013,0.5673,0.0584,0.4061,0.0701,23284.0,14951.0,SAN JOAQUIN DELTA
2014,0.6099,0.0393,0.3933,0.0526,24078.0,15377.0,SAN JOAQUIN DELTA
2015,0.532,0.0253,0.3743,0.0445,24982.0,16012.0,SAN JOAQUIN DELTA
2016,0.5474,0.0267,0.3467,0.0416,25070.0,16084.0,SAN JOAQUIN DELTA
2017,0.5378,0.0277,0.3102,0.0344,24988.0,17175.0,SAN JOAQUIN DELTA
2018,0.5408,0.021,0.3096,0.0306,24609.0,18106.0,SAN JOAQUIN DELTA
2019,0.5265,0.0171,0.282,0.0241,24808.0,18462.0,SAN JOAQUIN DELTA
2020,0.4461,0.0042,0.2718,0.0096,26150.0,21683.0,SAN JOAQUIN DELTA
2021,0.3676,0.0016,0.2364,0.0054,25009.0,21669.0,SAN JOAQUIN DELTA
2022,0.4139,0.0019,0.25,0.0049,23945.0,8551.0,SAN JOAQUIN DELTA
2023,0.419,0.0056,0.2309,0.0079,23408.0,17137.0,SAN JOAQUIN DELTA
2012,0.4635,0.0596,0.243,0.0352,15072.0,15709.0,SAN JOSE CITY
2013,0.4674,0.0674,0.197,0.0239,14009.0,15067.0,SAN JOSE CITY
2014,0.4324,0.0267,0.2039,0.0216,10540.0,15656.0,SAN JOSE CITY
2015,0.4483,0.0369,0.2145,0.0213,12999.0,15537.0,SAN JOSE CITY
2016,0.419,0.0231,0.2079,0.0139,12811.0,15892.0,SAN JOSE CITY
2017,0.361,0.0048,0.1933,0.0128,12429.0,17137.0,SAN JOSE CITY
2018,0.3748,0.0054,0.1647,0.0091,14136.0,17967.0,SAN JOSE CITY
2019,0.3566,0.0058,0.144,0.0064,14594.0,18026.0,SAN JOSE CITY
2020,0.3595,0.0055,0.1745,0.0073,14095.0,21322.0,SAN JOSE CITY
2021,0.3006,0.0,0.1556,0.0066,12945.0,21947.0,SAN JOSE CITY
2022,0.3884,0.0,0.184,0.0034,11624.0,24496.0,SAN JOSE CITY
2023,0.3989,0.0018,0.2074,0.0081,11959.0,24038.0,SAN JOSE CITY
2012,0.4962,0.011,0.1224,0.009,47065.0,8594.0,SANTA ANA
2013,0.4421,0.0061,0.1035,0.007,46347.0,8398.0,SANTA ANA
2014,0.4808,0.0072,0.1254,0.0074,45832.0,10217.0,SANTA ANA
2015,0.4971,0.008,0.1354,0.0058,47035.0,10524.0,SANTA ANA
2016,0.4779,0.0063,0.1263,0.0068,46704.0,10446.0,SANTA ANA
2017,0.4427,0.0006,0.1262,0.0055,44096.0,10383.0,SANTA ANA
2018,0.5131,0.0045,0.1432,0.0053,35606.0,11573.0,SANTA ANA
2019,0.4604,0.0081,0.1302,0.0052,45859.0,11161.0,SANTA ANA
2020,0.5727,0.0046,0.1469,0.0051,40025.0,12076.0,SANTA ANA
2021,0.446,0.003,0.1426,0.0044,34732.0,11661.0,SANTA ANA
2022,0.5631,0.0036,0.1485,0.0043,38996.0,10439.0,SANTA ANA
2023,0.5784,0.005,0.1608,0.0073,38105.0,11848.0,SANTA ANA
2012,0.2695,0.1408,0.2196,0.1058,27205.0,14698.0,SANTA BARBARA CITY
2013,0.2575,0.1327,0.2191,0.1001,26793.0,15367.0,SANTA BARBARA CITY
2014,0.2578,0.1407,0.2254,0.0994,26653.0,15206.0,SANTA BARBARA CITY
2015,0.2038,0.0998,0.2418,0.1016,26482.0,15217.0,SANTA BARBARA CITY
2016,0.254,0.1323,0.2206,0.0916,25556.0,15882.0,SANTA BARBARA CITY
2017,0.2109,0.1032,0.2154,0.0856,23732.0,16141.0,SANTA BARBARA CITY
2018,0.2095,0.0976,0.2129,0.0815,23001.0,15223.0,SANTA BARBARA CITY
2019,0.2164,0.0838,0.2172,0.0668,21423.0,14742.0,SANTA BARBARA CITY
2020,0.2207,0.0657,0.206,0.0587,20624.0,14618.0,SANTA BARBARA CITY
2021,0.2331,0.0415,0.1971,0.0423,19549.0,18904.0,SANTA BARBARA CITY
2022,0.2124,0.0455,0.1708,0.042,18777.0,18592.0,SANTA BARBARA CITY
2023,0.1974,0.0417,0.1552,0.0328,18586.0,18682.0,SANTA BARBARA CITY
2012,0.3652,0.0164,0.2524,0.0159,42660.0,10309.0,SANTA MONICA
2013,0.4216,0.0236,0.2503,0.0148,42016.0,12202.0,SANTA MONICA
2014,0.3914,0.0177,0.2577,0.0125,41459.0,11926.0,SANTA MONICA
2015,0.4088,0.0222,0.2746,0.0135,42706.0,11986.0,SANTA MONICA
2016,0.3458,0.019,0.2493,0.0131,43356.0,11844.0,SANTA MONICA
2017,0.3323,0.0098,0.2329,0.0134,42954.0,11564.0,SANTA MONICA
2018,0.377,0.0158,0.2416,0.0167,41743.0,11458.0,SANTA MONICA
2019,0.3448,0.0108,0.2325,0.0155,40173.0,11212.0,SANTA MONICA
2020,0.377,0.0088,0.2539,0.0144,39036.0,11347.0,SANTA MONICA
2021,0.3753,0.0049,0.2195,0.0089,36472.0,11330.0,SANTA MONICA
2022,0.373,0.0078,0.2514,0.0117,34036.0,11194.0,SANTA MONICA
2023,0.4114,0.0155,0.2627,0.0197,32856.0,11353.0,SANTA MONICA
2012,0.3356,0.0345,0.1786,0.0252,34206.0,12348.0,SANTA ROSA JUNIOR
2013,0.2982,0.0197,0.1814,0.0219,31616.0,12722.0,SANTA ROSA JUNIOR
2014,0.327,0.0109,0.1797,0.0192,31474.0,12197.0,SANTA ROSA JUNIOR
2015,0.3148,0.0139,0.1704,0.0173,32500.0,12616.0,SANTA ROSA JUNIOR
2016,0.2669,0.0064,0.1512,0.0151,32465.0,12842.0,SANTA ROSA JUNIOR
2017,0.2644,0.0079,0.1528,0.0131,30921.0,12706.0,SANTA ROSA JUNIOR
2018,0.3354,0.0135,0.169,0.013,30597.0,13740.0,SANTA ROSA JUNIOR
2019,0.2641,0.0108,0.1547,0.011,29046.0,13748.0,SANTA ROSA JUNIOR
2020,0.3643,0.0085,0.1732,0.0101,27223.0,13885.0,SANTA ROSA JUNIOR
2021,0.317,0.0028,0.1526,0.0039,24673.0,15082.0,SANTA ROSA JUNIOR
2022,0.327,0.0044,0.1642,0.0043,23100.0,15548.0,SANTA ROSA JUNIOR
2023,0.3774,0.0,0.165,0.0055,23299.0,13649.0,SANTA ROSA JUNIOR
2012,0.2896,0.0165,0.1148,0.0119,20138.0,8521.0,SANTIAGO CANYON
2013,0.2669,0.0159,0.1167,0.0111,17738.0,8806.0,SANTIAGO CANYON
2014,0.3283,0.0143,0.1334,0.0102,17148.0,9126.0,SANTIAGO CANYON
2015,0.2844,0.0152,0.1385,0.0085,16736.0,10103.0,SANTIAGO CANYON
2016,0.2958,0.0118,0.1288,0.0093,16866.0,10202.0,SANTIAGO CANYON
2017,0.325,0.0149,0.1191,0.007,17097.0,9795.0,SANTIAGO CANYON
2018,0.305,0.0078,0.1246,0.0069,15808.0,10488.0,SANTIAGO CANYON
2019,0.3339,0.0073,0.1362,0.0076,16944.0,10348.0,SANTIAGO CANYON
2020,0.3099,0.0071,0.1369,0.0081,17446.0,11518.0,SANTIAGO CANYON
2021,0.2777,0.0065,0.1379,0.0085,19337.0,10976.0,SANTIAGO CANYON
2022,0.2803,0.0071,0.1108,0.0076,19836.0,11104.0,SANTIAGO CANYON
2023,0.3072,0.0166,0.1155,0.0096,18473.0,12617.0,SANTIAGO CANYON
2012,0.549,0.0674,0.3528,0.0576,12481.0,10207.0,SHASTA
2013,0.6239,0.0777,0.4085,0.0773,11872.0,10866.0,SHASTA
2014,0.6032,0.0334,0.3804,0.0423,12206.0,10869.0,SHASTA
2015,0.5613,0.0613,0.3485,0.0424,12180.0,11868.0,SHASTA
2016,0.5694,0.0729,0.3456,0.0516,12300.0,12745.0,SHASTA
2017,0.6,0.0595,0.339,0.045,13366.0,10928.0,SHASTA
2018,0.5973,0.0798,0.3443,0.0451,13667.0,11875.0,SHASTA
2019,0.6106,0.1005,0.3392,0.0463,13151.0,10903.0,SHASTA
2020,0.6505,0.0757,0.3647,0.0525,13121.0,12023.0,SHASTA
2021,0.5673,0.0449,0.336,0.0409,11698.0,12311.0,SHASTA
2022,0.6246,0.0491,0.3624,0.0416,10813.0,13165.0,SHASTA
2023,0.5924,0.0625,0.3662,0.0421,11483.0,11881.0,SHASTA
2012,0.3789,0.0692,0.3211,0.0777,24750.0,12820.0,SIERRA
2013,0.3717,0.0643,0.3146,0.0697,23415.0,13157.0,SIERRA
2014,0.3952,0.0615,0.3221,0.0631,24413.0,13850.0,SIERRA
2015,0.3758,0.0379,0.3114,0.0578,24876.0,12935.0,SIERRA
2016,0.3383,0.0461,0.294,0.0534,24931.0,13072.0,SIERRA
2017,0.3249,0.0276,0.2728,0.0454,24449.0,11535.0,SIERRA
2018,0.3335,0.0294,0.2542,0.0372,25329.0,11451.0,SIERRA
2019,0.3235,0.0207,0.2322,0.0306,25854.0,11127.0,SIERRA
2020,0.3497,0.0167,0.2522,0.0283,25731.0,11415.0,SIERRA
2021,0.2893,0.0061,0.2137,0.0175,24866.0,10481.0,SIERRA
2022,0.2939,0.0141,0.1977,0.0149,23183.0,10971.0,SIERRA
2023,0.3004,0.0075,0.1992,0.0178,23722.0,12628.0,SIERRA
2012,0.4967,0.0132,0.2221,0.0118,16469.0,10214.0,SKYLINE
2013,0.4038,0.0171,0.2262,0.0119,16133.0,9784.0,SKYLINE
2014,0.4037,0.0117,0.2119,0.0113,16434.0,9418.0,SKYLINE
2015,0.3583,0.0061,0.2073,0.0099,16264.0,9188.0,SKYLINE
2016,0.2794,0.01,0.1844,0.0087,15862.0,8580.0,SKYLINE
2017,0.2451,0.0,0.159,0.0079,15386.0,8929.0,SKYLINE
2018,0.2451,0.0033,0.1566,0.0068,14778.0,8488.0,SKYLINE
2019,0.25,0.005,0.1359,0.006,14927.0,9201.0,SKYLINE
2020,0.327,0.0017,0.1432,0.0041,14900.0,9473.0,SKYLINE
2021,0.283,0.0063,0.1029,0.0024,16278.0,9827.0,SKYLINE
2022,0.2881,0.0678,0.102,0.0027,15289.0,10564.0,SKYLINE
2023,0.2579,0.0,0.1009,0.004,15483.0,10461.0,SKYLINE
2012,0.3831,0.0316,0.2605,0.0414,16207.0,11733.0,SOLANO
2013,0.392,0.0256,0.2519,0.0367,13133.0,12671.0,SOLANO
2014,0.4038,0.0395,0.2477,0.0303,14392.0,13005.0,SOLANO
2015,0.4231,0.0169,0.255,0.0229,14567.0,13235.0,SOLANO
2016,0.369,0.0268,0.2131,0.0211,14284.0,12558.0,SOLANO
2017,0.3333,0.0186,0.19,0.0189,14123.0,12408.0,SOLANO
2018,0.316,0.0049,0.1769,0.017,13835.0,13073.0,SOLANO
2019,0.2801,0.0145,0.1628,0.0109,13835.0,12178.0,SOLANO
2020,0.3028,0.0063,0.1715,0.0094,13507.0,13091.0,SOLANO
2021,0.283,0.0015,0.1687,0.0066,12806.0,9096.0,SOLANO
2022,0.35,0.003,0.2089,0.0101,11932.0,12458.0,SOLANO
2023,0.3365,0.0067,0.2081,0.0142,12275.0,11440.0,SOLANO
2012,0.4739,0.0135,0.2431,0.0198,28546.0,10613.0,SOUTHWESTERN
2013,0.5125,0.0159,0.2734,0.0184,23619.0,10665.0,SOUTHWESTERN
2014,0.5465,0.0155,0.2921,0.0168,26145.0,10840.0,SOUTHWESTERN
2015,0.5572,0.0114,0.3132,0.0181,24816.0,10686.0,SOUTHWESTERN
2016,0.5315,0.0133,0.3033,0.0163,24768.0,10713.0,SOUTHWESTERN
2017,0.5464,0.0081,0.3193,0.0148,24681.0,11345.0,SOUTHWESTERN
2018,0.5644,0.0066,0.3185,0.0126,24867.0,11414.0,SOUTHWESTERN
2019,0.5535,0.0103,0.3087,0.0107,26177.0,11675.0,SOUTHWESTERN
2020,0.6032,0.0062,0.3396,0.0142,26197.0,12806.0,SOUTHWESTERN
2021,0.5101,0.0047,0.3155,0.0064,23854.0,12476.0,SOUTHWESTERN
2022,0.5441,0.0051,0.3403,0.0082,22002.0,19697.0,SOUTHWESTERN
2023,0.5901,0.0558,0.3504,0.0469,23693.0,19717.0,SOUTHWESTERN
2012,0.5543,0.0,0.1487,0.0,12409.0,11531.0,TAFT
2013,0.5237,0.0,0.1759,0.0,10567.0,11975.0,TAFT
2014,0.5029,0.0,0.1841,0.0,11031.0,12554.0,TAFT
2015,0.5223,0.0,0.2574,0.0,9862.0,12377.0,TAFT
2016,0.5069,0.0,0.2207,0.0,9261.0,12882.0,TAFT
2017,0.5482,0.0,0.1849,0.0,12184.0,12097.0,TAFT
2018,0.585,0.0,0.1984,0.0,12213.0,14567.0,TAFT
2019,0.6286,0.0,0.2078,0.0,12027.0,14045.0,TAFT
2020,0.611,0.0,0.2275,0.0,10774.0,15037.0,TAFT
2021,0.5806,0.0,0.2905,0.0027,6439.0,14929.0,TAFT
2022,0.5728,0.0047,0.2036,0.006,6764.0,13417.0,TAFT
2023,0.632,0.0087,0.1788,0.0049,7860.0,13012.0,TAFT
2012,0.4923,0.0497,0.2997,0.0543,20770.0,8673.0,VENTURA
2013,0.4813,0.0374,0.2862,0.0519,19313.0,8782.0,VENTURA
2014,0.4679,0.0496,0.2646,0.0333,18397.0,8849.0,VENTURA
2015,0.5,0.0306,0.2659,0.0282,18695.0,8890.0,VENTURA
2016,0.4209,0.0223,0.2484,0.0223,19252.0,8407.0,VENTURA
2017,0.4485,0.0307,0.2399,0.0199,19121.0,8715.0,VENTURA
2018,0.4639,0.0174,0.2375,0.0169,19114.0,8563.0,VENTURA
2019,0.468,0.0114,0.2268,0.0128,19133.0,9584.0,VENTURA
2020,0.4803,0.0088,0.2464,0.0114,18487.0,9371.0,VENTURA
2021,0.4426,0.0057,0.2201,0.0068,17787.0,9319.0,VENTURA
2022,0.4338,0.0077,0.2254,0.0075,16451.0,8412.0,VENTURA
2023,0.4992,0.005,0.2548,0.0091,16174.0,9762.0,VENTURA
2012,0.695,0.102,0.4484,0.1089,16928.0,12619.0,VICTOR VALLEY
2013,0.6467,0.0,0.4063,0.0,16057.0,13359.0,VICTOR VALLEY
2014,0.6825,0.0,0.4426,0.0,15480.0,13622.0,VICTOR VALLEY
2015,0.7183,0.0,0.4713,0.0,16267.0,14084.0,VICTOR VALLEY
2016,0.6708,0.0,0.4903,0.0,16344.0,14703.0,VICTOR VALLEY
2017,0.6544,0.0,0.4944,0.0,16325.0,15451.0,VICTOR VALLEY
2018,0.671,0.0,0.4812,0.0,16814.0,15376.0,VICTOR VALLEY
2019,0.6454,0.0,0.4274,0.0,17059.0,16182.0,VICTOR VALLEY
2020,0.6654,0.0,0.4325,0.0,17862.0,16951.0,VICTOR VALLEY
2021,0.5474,0.0,0.3932,0.0,16445.0,18137.0,VICTOR VALLEY
2022,0.6346,0.0,0.3984,0.0029,14497.0,19154.0,VICTOR VALLEY
2023,0.5764,0.0,0.3478,0.005,15112.0,11786.0,VICTOR VALLEY
2012,0.5957,0.0586,0.3035,0.0458,15549.0,11895.0,WEST LOS ANGELES
2013,0.6033,0.0376,0.2932,0.0449,14881.0,13313.0,WEST LOS ANGELES
2014,0.5735,0.0294,0.305,0.0374,16622.0,12370.0,WEST LOS ANGELES
2015,0.6819,0.0,0.2816,0.0001,16061.0,12563.0,WEST LOS ANGELES
2016,0.4255,0.0097,0.2439,0.0297,18120.0,13369.0,WEST LOS ANGELES
2017,0.3988,0.0159,0.2087,0.026,19559.0,13255.0,WEST LOS ANGELES
2018,0.4221,0.0101,0.1917,0.0204,20945.0,14890.0,WEST LOS ANGELES
2019,0.4063,0.017,0.1758,0.0149,22669.0,14437.0,WEST LOS ANGELES
2020,0.4642,0.0197,0.1888,0.0167,24052.0,15783.0,WEST LOS ANGELES
2021,0.3898,0.0054,0.1666,0.0113,21709.0,16442.0,WEST LOS ANGELES
2022,0.4169,0.0094,0.1663,0.0106,18440.0,17858.0,WEST LOS ANGELES
2023,0.491,0.009,0.1998,0.0177,17492.0,15839.0,WEST LOS ANGELES
2012,0.2545,0.0115,0.1653,0.0177,18446.0,13846.0,WEST VALLEY
2013,0.2779,0.0042,0.1544,0.0086,16550.0,14627.0,WEST VALLEY
2014,0.261,0.0059,0.1567,0.0055,16580.0,15863.0,WEST VALLEY
2015,0.2508,0.0016,0.1456,0.0028,14029.0,15693.0,WEST VALLEY
2016,0.2625,0.0031,0.1447,0.0043,14455.0,14989.0,WEST VALLEY
2017,0.2102,0.004,0.1255,0.0053,12915.0,14508.0,WEST VALLEY
2018,0.2504,0.0077,0.1326,0.0053,12112.0,14758.0,WEST VALLEY
2019,0.2121,0.0039,0.1182,0.0066,12195.0,11907.0,WEST VALLEY
2020,0.2373,0.0013,0.1206,0.0055,11918.0,12182.0,WEST VALLEY
2021,0.1795,0.0015,0.0957,0.0035,11889.0,11810.0,WEST VALLEY
2022,0.215,0.0033,0.1069,0.004,10492.0,11344.0,WEST VALLEY
2023,0.2186,0.0029,0.1056,0.0031,10500.0,13351.0,WEST VALLEY
2012,0.6,0.0133,0.3092,0.0285,4057.0,10768.0,WOODLAND
2013,0.521,0.0168,0.3163,0.0135,4012.0,10507.0,WOODLAND
2014,0.6327,0.0,0.3518,0.0,3783.0,11938.0,WOODLAND
2015,0.5377,0.0,0.3529,0.0,3931.0,10876.0,WOODLAND
2016,0.5146,0.0,0.3022,0.0,4678.0,10593.0,WOODLAND
2017,0.5437,0.0,0.2845,0.0,6227.0,11822.0,WOODLAND
2018,0.5878,0.0,0.2993,0.0,6614.0,12413.0,WOODLAND
2019,0.503,0.0,0.2694,0.0,6281.0,11590.0,WOODLAND
2020,0.4648,0.005,0.2462,0.0035,6313.0,11759.0,WOODLAND
2021,0.1687,0.0,0.144,0.002,6635.0,10948.0,WOODLAND
2022,0.4863,0.0,0.2247,0.0046,5636.0,11093.0,WOODLAND
2023,0.524,0.0,0.2502,0.0073,5722.0,11798.0,WOODLAND
2012,0.7129,0.041,0.442,0.0363,10412.0,10679.0,YUBA
2013,0.6981,0.0203,0.4153,0.0273,10478.0,12017.0,YUBA
2014,0.6771,0.0,0.4246,0.0,9769.0,11447.0,YUBA
2015,0.6411,0.0,0.4462,0.0,9690.0,11011.0,YUBA
2016,0.6187,0.0,0.4415,0.0,10244.0,11182.0,YUBA
2017,0.635,0.0,0.39,0.0,9486.0,10528.0,YUBA
2018,0.4752,0.0,0.4124,0.0,10007.0,10227.0,YUBA
2019,0.5604,0.0,0.39,0.0015,9319.0,11110.0,YUBA
2020,0.4848,0.0016,0.3794,0.0063,9015.0,12942.0,YUBA
2021,0.3062,0.0,0.2935,0.0056,9033.0,10798.0,YUBA
2022,0.5437,0.0,0.2939,0.0065,7963.0,11185.0,YUBA
2023,0.5838,0.0056,0.2799,0.0069,8260.0,12200.0,YUBA
