cc_name,year,cc_aid_promise_amt,cc_aid_grants_amt,cc_aid_loans_amt,cc_aid_scholarship_amt,cc_key
FEATHER RIVER,2022,963263.0,2440411.0,756162.0,390543.0,FEATHER RIVER
FEATHER RIVER,2023,908270.0,2894529.0,789830.0,286138.0,FEATHER RIVER
FEATHER RIVER,2024,1066717.0,2675282.0,1100642.0,336011.0,FEATHER RIVER
FEATHER RIVER,2025,1111475.0,3271570.0,895427.0,455790.0,FEATHER RIVER
FOLSOM LAKE,2005,5784.0,35326.0,20223.0,,FOLSOM LAKE
FOLSOM LAKE,2006,768562.0,1847887.0,389913.0,,FOLSOM LAKE
FOLSOM LAKE,2007,855650.0,2285138.0,441665.0,,FOLSOM LAKE
FOLSOM LAKE,2008,850330.0,2789875.0,688249.0,,FOLSOM LAKE
FOLSOM LAKE,2009,996540.0,3637186.0,1165040.0,,FOLSOM LAKE
FOLSOM LAKE,2010,1599369.0,6212391.0,1895747.0,38238.0,FOLSOM LAKE
FOLSOM LAKE,2011,1821640.0,6666807.0,1864435.0,67664.0,FOLSOM LAKE
FOLSOM LAKE,2012,2561424.0,6403529.0,1760408.0,64238.0,FOLSOM LAKE
FOLSOM LAKE,2013,3358485.0,6577605.0,1656635.0,135483.0,FOLSOM LAKE
FOLSOM LAKE,2014,3335748.0,6634082.0,1459892.0,50402.0,FOLSOM LAKE
FOLSOM LAKE,2015,3350657.0,6712273.0,1122418.0,64247.0,FOLSOM LAKE
FOLSOM LAKE,2016,3611392.0,7092328.0,1135027.0,84396.0,FOLSOM LAKE
FOLSOM LAKE,2017,3525493.0,6544205.0,1363227.0,104668.0,FOLSOM LAKE
FOLSOM LAKE,2018,3442766.0,7240123.0,1395187.0,51504.0,FOLSOM LAKE
FOLSOM LAKE,2019,4016881.0,7712622.0,1471207.0,125650.0,FOLSOM LAKE
FOLSOM LAKE,2020,4241583.0,9733688.0,1501040.0,103972.0,FOLSOM LAKE
FOLSOM LAKE,2021,4667080.0,10645991.0,1398552.0,110624.0,FOLSOM LAKE
FOLSOM LAKE,2022,4085558.0,11051036.0,1211326.0,125857.0,FOLSOM LAKE
FOLSOM LAKE,2023,3812791.0,12364549.0,1500093.0,132770.0,FOLSOM LAKE
FOLSOM LAKE,2024,4388602.0,11601968.0,2031595.0,199697.0,FOLSOM LAKE
FOLSOM LAKE,2025,4753971.0,13459586.0,2353896.0,169946.0,FOLSOM LAKE
FOOTHILL,2005,1120296.0,1837740.0,1154679.0,544523.0,FOOTHILL
FOOTHILL,2006,1207247.0,1897816.0,1584029.0,149684.0,FOOTHILL
FOOTHILL,2007,1013901.0,2035420.0,2381044.0,169192.0,FOOTHILL
FOOTHILL,2008,868238.0,2172910.0,2362226.0,135414.0,FOOTHILL
FOOTHILL,2009,990699.0,2967118.0,2703445.0,393361.0,FOOTHILL
FOOTHILL,2010,1638922.0,4668779.0,2786103.0,173178.0,FOOTHILL
FOOTHILL,2011,2166813.0,6121404.0,5239236.0,393705.0,FOOTHILL
FOOTHILL,2012,3345118.0,5922724.0,6114253.0,306230.0,FOOTHILL
FOOTHILL,2013,4546984.0,5455181.0,5763224.0,292145.0,FOOTHILL
FOOTHILL,2014,4439173.0,5651292.0,5529856.0,321538.0,FOOTHILL
FOOTHILL,2015,4366475.0,5559323.0,4775441.0,403279.0,FOOTHILL
FOOTHILL,2016,4324698.0,5349019.0,3754009.0,519368.0,FOOTHILL
FOOTHILL,2017,4186125.0,5476044.0,3411313.0,533643.0,FOOTHILL
FOOTHILL,2018,3924890.0,6577126.0,3002924.0,579952.0,FOOTHILL
FOOTHILL,2019,3855521.0,6927257.0,2420815.0,394262.0,FOOTHILL
FOOTHILL,2020,3827561.0,8337061.0,2643233.0,632949.0,FOOTHILL
FOOTHILL,2021,3978864.0,8795916.0,2102792.0,515079.0,FOOTHILL
FOOTHILL,2022,3475667.0,11221344.0,2187565.0,731151.0,FOOTHILL
FOOTHILL,2023,3451378.0,8924254.0,2684202.0,745119.0,FOOTHILL
FOOTHILL,2024,3929570.0,9378931.0,2477346.0,742059.0,FOOTHILL
FOOTHILL,2025,4197664.0,12070272.0,2393538.0,832653.0,FOOTHILL
FRESNO CITY,2005,6849442.0,24655828.0,1687586.0,82696.0,FRESNO CITY
FRESNO CITY,2006,7212967.0,24234081.0,2092118.0,562843.0,FRESNO CITY
FRESNO CITY,2007,5995934.0,22147271.0,2360294.0,285879.0,FRESNO CITY
FRESNO CITY,2008,5051501.0,24052561.0,3328699.0,311737.0,FRESNO CITY
FRESNO CITY,2009,6356174.0,32198099.0,4927803.0,213304.0,FRESNO CITY
FRESNO CITY,2010,8505673.0,42431438.0,6013535.0,387821.0,FRESNO CITY
FRESNO CITY,2011,8568812.0,40317524.0,3973439.0,630352.0,FRESNO CITY
FRESNO CITY,2012,10781067.0,35769073.0,2928684.0,550589.0,FRESNO CITY
FRESNO CITY,2013,14782684.0,35689621.0,2663259.0,573446.0,FRESNO CITY
FRESNO CITY,2014,15388032.0,38111429.0,1981423.0,490275.0,FRESNO CITY
FRESNO CITY,2015,15815600.0,39653073.0,1671505.0,448260.0,FRESNO CITY
FRESNO CITY,2016,15526892.0,40677765.0,1301744.0,760964.0,FRESNO CITY
FRESNO CITY,2017,14543340.0,38578886.0,889417.0,498949.0,FRESNO CITY
FRESNO CITY,2018,15727281.0,43997595.0,744940.0,1135014.0,FRESNO CITY
FRESNO CITY,2019,15894486.0,46574941.0,537591.0,1676524.0,FRESNO CITY
FRESNO CITY,2020,16233659.0,51694562.0,408965.0,646229.0,FRESNO CITY
FRESNO CITY,2021,13423662.0,41681987.0,231797.0,619112.0,FRESNO CITY
FRESNO CITY,2022,11496370.0,55264217.0,261817.0,1082036.0,FRESNO CITY
FRESNO CITY,2023,12843025.0,79981128.0,925235.0,940417.0,FRESNO CITY
FRESNO CITY,2024,14513259.0,71982571.0,801537.0,1271217.0,FRESNO CITY
FRESNO CITY,2025,15605045.0,88058308.0,874611.0,2263303.0,FRESNO CITY
FULLERTON,2005,3507682.0,8967514.0,1910861.0,,FULLERTON
FULLERTON,2006,3690492.0,8842371.0,2060981.0,,FULLERTON
FULLERTON,2007,3260706.0,8683711.0,1903157.0,,FULLERTON
FULLERTON,2008,2955210.0,10215419.0,2720609.0,,FULLERTON
FULLERTON,2009,3193960.0,13419779.0,3395014.0,,FULLERTON
FULLERTON,2010,4910065.0,20388551.0,4597120.0,,FULLERTON
FULLERTON,2011,5005638.0,20713168.0,3768181.0,,FULLERTON
FULLERTON,2012,7872780.0,19711075.0,2985944.0,,FULLERTON
FULLERTON,2013,11093912.0,22728939.0,3180793.0,,FULLERTON
FULLERTON,2014,14101668.0,26537871.0,4159008.0,,FULLERTON
FULLERTON,2015,14232239.0,29258564.0,3939862.0,,FULLERTON
FULLERTON,2016,14080543.0,29129684.0,6782245.0,,FULLERTON
FULLERTON,2017,12824823.0,27649829.0,7998542.0,4081.0,FULLERTON
FULLERTON,2018,12363236.0,26876813.0,6722891.0,,FULLERTON
FULLERTON,2019,11661707.0,29462753.0,4016935.0,5750.0,FULLERTON
FULLERTON,2020,11056652.0,34485787.0,4641972.0,,FULLERTON
FULLERTON,2021,9993339.0,45358906.0,4209897.0,203217.0,FULLERTON
FULLERTON,2022,8968617.0,45617430.0,2337034.0,54800.0,FULLERTON
FULLERTON,2023,9928735.0,33064528.0,2890241.0,163875.0,FULLERTON
FULLERTON,2024,10851259.0,35409756.0,2828635.0,,FULLERTON
FULLERTON,2025,11131427.0,45057989.0,3212274.0,,FULLERTON
GAVILAN,2005,1172074.0,2341038.0,372563.0,125.0,GAVILAN
GAVILAN,2006,1154647.0,2212357.0,289929.0,29388.0,GAVILAN
GAVILAN,2007,1121674.0,2522823.0,507632.0,35123.0,GAVILAN
GAVILAN,2008,1028943.0,3232345.0,381618.0,53645.0,GAVILAN
GAVILAN,2009,1083539.0,3917024.0,,182191.0,GAVILAN
GAVILAN,2010,2100360.0,5621025.0,,78951.0,GAVILAN
GAVILAN,2011,1581297.0,6822072.0,1946006.0,3874.0,GAVILAN
GAVILAN,2012,2275816.0,7079032.0,2272819.0,600.0,GAVILAN
GAVILAN,2013,2879829.0,6300028.0,1003439.0,3200.0,GAVILAN
GAVILAN,2014,2624824.0,6487290.0,400610.0,4710.0,GAVILAN
GAVILAN,2015,2731077.0,6760736.0,146933.0,4880.0,GAVILAN
GAVILAN,2016,2706125.0,6815731.0,149325.0,11469.0,GAVILAN
GAVILAN,2017,2730743.0,6423715.0,155505.0,133774.0,GAVILAN
GAVILAN,2018,2580931.0,6915164.0,112254.0,130386.0,GAVILAN
GAVILAN,2019,2569897.0,7344728.0,48103.0,178013.0,GAVILAN
GAVILAN,2020,2379457.0,7782110.0,30273.0,165431.0,GAVILAN
GAVILAN,2021,1904546.0,6456257.0,35358.0,216335.0,GAVILAN
GAVILAN,2022,1952136.0,6689750.0,66782.0,349522.0,GAVILAN
GAVILAN,2023,1907960.0,9566149.0,71212.0,267219.0,GAVILAN
GAVILAN,2024,2228273.0,10432208.0,90067.0,366841.0,GAVILAN
GAVILAN,2025,2092323.0,10979226.0,97813.0,220501.0,GAVILAN
GLENDALE,2005,3889821.0,16473950.0,919262.0,127099.0,GLENDALE
GLENDALE,2006,4136002.0,12700408.0,910860.0,,GLENDALE
GLENDALE,2007,3519053.0,12690427.0,910849.0,,GLENDALE
GLENDALE,2008,3073230.0,14462916.0,888788.0,121359.0,GLENDALE
GLENDALE,2009,3363500.0,16878126.0,1027601.0,127979.0,GLENDALE
GLENDALE,2010,3932250.0,23415188.0,1550828.0,150253.0,GLENDALE
GLENDALE,2011,5404392.0,26923896.0,2424317.0,66000.0,GLENDALE
GLENDALE,2012,7036203.0,27180579.0,3220720.0,,GLENDALE
GLENDALE,2013,9335917.0,27931482.0,3995868.0,,GLENDALE
GLENDALE,2014,9736748.0,28008285.0,1252704.0,,GLENDALE
GLENDALE,2015,9680113.0,26991228.0,2346620.0,22200.0,GLENDALE
GLENDALE,2016,10005145.0,27381356.0,2163599.0,13200.0,GLENDALE
GLENDALE,2017,9606774.0,26627293.0,1981791.0,,GLENDALE
GLENDALE,2018,9201877.0,27963681.0,1894206.0,,GLENDALE
GLENDALE,2019,8677350.0,27857034.0,1825176.0,,GLENDALE
GLENDALE,2020,8074450.0,31004753.0,1819975.0,,GLENDALE
GLENDALE,2021,8401530.0,28487304.0,1761411.0,,GLENDALE
GLENDALE,2022,6861150.0,27964495.0,1641507.0,,GLENDALE
GLENDALE,2023,6460522.0,32561252.0,2579795.0,,GLENDALE
GLENDALE,2024,7562668.0,40546501.0,3426854.0,,GLENDALE
GLENDALE,2025,8734305.0,52984632.0,4443562.0,,GLENDALE
GOLDEN WEST,2005,2425424.0,7726101.0,2518187.0,5413.0,GOLDEN WEST
GOLDEN WEST,2006,2590284.0,7541264.0,2225183.0,,GOLDEN WEST
GOLDEN WEST,2007,2214022.0,7623621.0,1750995.0,72732.0,GOLDEN WEST
GOLDEN WEST,2008,1854557.0,7641226.0,1619489.0,60735.0,GOLDEN WEST
GOLDEN WEST,2009,1957350.0,7274655.0,1619453.0,70740.0,GOLDEN WEST
GOLDEN WEST,2010,2859985.0,10161646.0,1797877.0,44903.0,GOLDEN WEST
GOLDEN WEST,2011,3243760.0,12331962.0,1958230.0,,GOLDEN WEST
GOLDEN WEST,2012,4956687.0,14924962.0,2524490.0,,GOLDEN WEST
GOLDEN WEST,2013,6387935.0,14766652.0,1805980.0,,GOLDEN WEST
GOLDEN WEST,2014,7139997.0,15312769.0,1344933.0,,GOLDEN WEST
GOLDEN WEST,2015,7089846.0,16681006.0,1454845.0,,GOLDEN WEST
GOLDEN WEST,2016,6634780.0,14109009.0,1779157.0,,GOLDEN WEST
GOLDEN WEST,2017,5954385.0,12333772.0,1429588.0,,GOLDEN WEST
GOLDEN WEST,2018,5753474.0,12923979.0,1406075.0,317704.0,GOLDEN WEST
GOLDEN WEST,2019,5895001.0,14669132.0,1680875.0,331311.0,GOLDEN WEST
GOLDEN WEST,2020,6076541.0,17375878.0,1559024.0,197548.0,GOLDEN WEST
GOLDEN WEST,2021,6148451.0,17315944.0,889672.0,152199.0,GOLDEN WEST
GOLDEN WEST,2022,5062369.0,25505775.0,878679.0,158590.0,GOLDEN WEST
GOLDEN WEST,2023,4862959.0,17979916.0,1190969.0,250046.0,GOLDEN WEST
GOLDEN WEST,2024,5270979.0,20267609.0,1222445.0,332932.0,GOLDEN WEST
GOLDEN WEST,2025,5316726.0,23145627.0,1099131.0,379109.0,GOLDEN WEST
GROSSMONT,2005,2988923.0,7682187.0,1256727.0,253238.0,GROSSMONT
GROSSMONT,2006,3153384.0,7478010.0,1340290.0,282316.0,GROSSMONT
GROSSMONT,2007,3045078.0,7500852.0,1304792.0,234247.0,GROSSMONT
GROSSMONT,2008,2714920.0,8396684.0,1443989.0,274076.0,GROSSMONT
GROSSMONT,2009,2811630.0,9746781.0,1725719.0,263660.0,GROSSMONT
GROSSMONT,2010,4602704.0,14991047.0,1905623.0,212015.0,GROSSMONT
GROSSMONT,2011,5039567.0,18794920.0,1741362.0,183547.0,GROSSMONT
GROSSMONT,2012,7245724.0,19096719.0,1988235.0,175448.0,GROSSMONT
GROSSMONT,2013,9134841.0,17445223.0,1593124.0,247084.0,GROSSMONT
GROSSMONT,2014,10194175.0,18689327.0,1243893.0,274715.0,GROSSMONT
GROSSMONT,2015,10281069.0,20766241.0,1041336.0,315479.0,GROSSMONT
GROSSMONT,2016,10222649.0,22336062.0,1340627.0,155336.0,GROSSMONT
GROSSMONT,2017,10190196.0,23277431.0,1752645.0,201663.0,GROSSMONT
GROSSMONT,2018,9996099.0,23940937.0,1876555.0,308098.0,GROSSMONT
GROSSMONT,2019,9732933.0,25062634.0,1664273.0,302256.0,GROSSMONT
GROSSMONT,2020,8995438.0,26974736.0,1386577.0,917716.0,GROSSMONT
GROSSMONT,2021,7664382.0,25304580.0,727218.0,275459.0,GROSSMONT
GROSSMONT,2022,5986118.0,23855638.0,572716.0,354370.0,GROSSMONT
GROSSMONT,2023,5989729.0,31851468.0,945016.0,430737.0,GROSSMONT
GROSSMONT,2024,6752455.0,27358129.0,1315094.0,525810.0,GROSSMONT
GROSSMONT,2025,7916944.0,28882160.0,947893.0,345869.0,GROSSMONT
HARTNELL,2005,1259588.0,4376973.0,147783.0,94228.0,HARTNELL
HARTNELL,2006,1404084.0,4442962.0,143301.0,103490.0,HARTNELL
HARTNELL,2007,1204978.0,4220478.0,114232.0,60976.0,HARTNELL
HARTNELL,2008,1082735.0,4664462.0,153370.0,157116.0,HARTNELL
HARTNELL,2009,1388977.0,6565534.0,261051.0,240028.0,HARTNELL
HARTNELL,2010,2016636.0,8774083.0,273279.0,280661.0,HARTNELL
HARTNELL,2011,2600861.0,11687425.0,443786.0,189005.0,HARTNELL
HARTNELL,2012,4426125.0,12671997.0,845499.0,302730.0,HARTNELL
HARTNELL,2013,5605335.0,11569522.0,,203968.0,HARTNELL
HARTNELL,2014,5987772.0,11952716.0,,237606.0,HARTNELL
HARTNELL,2015,6438405.0,12560594.0,,677071.0,HARTNELL
HARTNELL,2016,6389628.0,12774325.0,,332692.0,HARTNELL
HARTNELL,2017,6184339.0,12464763.0,,373681.0,HARTNELL
HARTNELL,2018,6131003.0,14174605.0,,727796.0,HARTNELL
HARTNELL,2019,6095949.0,13918508.0,,802212.0,HARTNELL
HARTNELL,2020,5912634.0,15335869.0,91978.0,689655.0,HARTNELL
HARTNELL,2021,5275531.0,12723591.0,99658.0,501757.0,HARTNELL
HARTNELL,2022,4839327.0,11389013.0,167356.0,443475.0,HARTNELL
HARTNELL,2023,4969993.0,17030869.0,174576.0,775139.0,HARTNELL
HARTNELL,2024,6017888.0,20563609.0,200217.0,775714.0,HARTNELL
HARTNELL,2025,6506787.0,30622729.0,193000.0,532791.0,HARTNELL
IMPERIAL,2005,2535860.0,10349785.0,,,IMPERIAL
IMPERIAL,2006,2904408.0,11643947.0,,47904.0,IMPERIAL
IMPERIAL,2007,2554978.0,11168873.0,,156251.0,IMPERIAL
IMPERIAL,2008,2272450.0,12042279.0,,235499.0,IMPERIAL
IMPERIAL,2009,2545580.0,14226775.0,,413045.0,IMPERIAL
IMPERIAL,2010,3611609.0,18595554.0,,293439.0,IMPERIAL
IMPERIAL,2011,3758391.0,21649965.0,,355710.0,IMPERIAL
IMPERIAL,2012,4562892.0,20031746.0,,352595.0,IMPERIAL
IMPERIAL,2013,6288959.0,19720629.0,,217273.0,IMPERIAL
IMPERIAL,2014,6626415.0,20030289.0,4000.0,114864.0,IMPERIAL
IMPERIAL,2015,6873849.0,21965059.0,9499.0,116510.0,IMPERIAL
IMPERIAL,2016,6995933.0,21850570.0,74307.0,,IMPERIAL
IMPERIAL,2017,6781067.0,22524638.0,33063.0,136289.0,IMPERIAL
IMPERIAL,2018,7408507.0,27481547.0,7500.0,141325.0,IMPERIAL
IMPERIAL,2019,7666176.0,30436776.0,3500.0,132742.0,IMPERIAL
IMPERIAL,2020,6787553.0,31541496.0,17000.0,198689.0,IMPERIAL
IMPERIAL,2021,6435492.0,30684774.0,,173825.0,IMPERIAL
IMPERIAL,2022,6255471.0,42171823.0,,199476.0,IMPERIAL
IMPERIAL,2023,6788634.0,36610323.0,,234997.0,IMPERIAL
IMPERIAL,2024,7043083.0,37809198.0,,8435.0,IMPERIAL
IMPERIAL,2025,7388911.0,42565381.0,,256604.0,IMPERIAL
IRVINE,2005,1072422.0,2528955.0,1068003.0,66772.0,IRVINE
IRVINE,2006,1070424.0,2155198.0,811961.0,69213.0,IRVINE
IRVINE,2007,948485.0,2101171.0,774213.0,51241.0,IRVINE
IRVINE,2008,815467.0,2335845.0,799299.0,32470.0,IRVINE
IRVINE,2009,1050257.0,3161968.0,1497164.0,58396.0,IRVINE
IRVINE,2010,1524629.0,5438995.0,1609822.0,104798.0,IRVINE
IRVINE,2011,2076834.0,6000577.0,1370961.0,87218.0,IRVINE
IRVINE,2012,3211444.0,6906949.0,1555484.0,112663.0,IRVINE
IRVINE,2013,4443611.0,7176503.0,1361880.0,45066.0,IRVINE
IRVINE,2014,4862533.0,8621918.0,1208386.0,104381.0,IRVINE
IRVINE,2015,5453334.0,10198679.0,1142304.0,165055.0,IRVINE
IRVINE,2016,5768451.0,11918646.0,1240856.0,236965.0,IRVINE
IRVINE,2017,5772862.0,11943396.0,743325.0,163820.0,IRVINE
IRVINE,2018,5306169.0,13179033.0,642063.0,475434.0,IRVINE
IRVINE,2019,5103102.0,13941939.0,523279.0,360976.0,IRVINE
IRVINE,2020,5133870.0,14897309.0,464273.0,249554.0,IRVINE
IRVINE,2021,5366361.0,18904824.0,391543.0,346207.0,IRVINE
IRVINE,2022,4979951.0,22754612.0,378324.0,528368.0,IRVINE
IRVINE,2023,4726020.0,20278628.0,772382.0,565587.0,IRVINE
IRVINE,2024,5173063.0,21840053.0,1008558.0,556899.0,IRVINE
IRVINE,2025,5737027.0,28787187.0,1093635.0,584611.0,IRVINE
LA CITY,2005,5166878.0,15237583.0,1417905.0,,LA CITY
LA CITY,2006,5372224.0,14766244.0,1656717.0,,LA CITY
LA CITY,2007,4481790.0,13848651.0,1643320.0,,LA CITY
LA CITY,2008,3857405.0,14610387.0,2239705.0,,LA CITY
LA CITY,2009,4156235.0,16288289.0,2681507.0,,LA CITY
LA CITY,2010,5120511.0,22491162.0,3889912.0,,LA CITY
LA CITY,2011,5771396.0,25481647.0,5130699.0,,LA CITY
LA CITY,2012,8321271.0,28193517.0,7277978.0,,LA CITY
LA CITY,2013,9890287.0,28573358.0,7718406.0,,LA CITY
LA CITY,2014,11546190.0,29756672.0,7903822.0,,LA CITY
LA CITY,2015,10837979.0,34647278.0,852234.0,,LA CITY
LA CITY,2016,10309290.0,26108063.0,6930515.0,,LA CITY
LA CITY,2017,9282630.0,22401120.0,5295833.0,,LA CITY
LA CITY,2018,8212081.0,20231111.0,4298520.0,,LA CITY
LA CITY,2019,7912115.0,21368034.0,4335216.0,,LA CITY
LA CITY,2020,6988573.0,23751422.0,5063353.0,,LA CITY
LA CITY,2021,7104674.0,25668836.0,3811333.0,,LA CITY
LA CITY,2022,5951842.0,33761095.0,3706984.0,,LA CITY
LA CITY,2023,5804093.0,27691712.0,5154441.0,4539.0,LA CITY
LA CITY,2024,6383264.0,30946832.0,6538728.0,22320.0,LA CITY
LA CITY,2025,6931433.0,36131578.0,5391683.0,70104.0,LA CITY
LA HARBOR,2005,1724886.0,5398130.0,469071.0,,LA HARBOR
LA HARBOR,2006,1730092.0,5241005.0,559936.0,,LA HARBOR
LA HARBOR,2007,1493796.0,5192621.0,444148.0,,LA HARBOR
LA HARBOR,2008,1314360.0,5764552.0,416890.0,,LA HARBOR
LA HARBOR,2009,1648470.0,7392202.0,613539.0,,LA HARBOR
LA HARBOR,2010,2376880.0,10669577.0,741721.0,,LA HARBOR
LA HARBOR,2011,2786017.0,13833863.0,762372.0,11875.0,LA HARBOR
LA HARBOR,2012,4097000.0,14261747.0,806861.0,9500.0,LA HARBOR
LA HARBOR,2013,4882877.0,13220158.0,607396.0,14532.0,LA HARBOR
LA HARBOR,2014,5404471.0,14092311.0,541574.0,7000.0,LA HARBOR
LA HARBOR,2015,5261181.0,14300406.0,26050.0,4125.0,LA HARBOR
LA HARBOR,2016,5081574.0,12459426.0,350840.0,10300.0,LA HARBOR
LA HARBOR,2017,4742462.0,10592455.0,517606.0,11888.0,LA HARBOR
LA HARBOR,2018,4507540.0,10092813.0,446969.0,6463.0,LA HARBOR
LA HARBOR,2019,4033602.0,10946554.0,381882.0,,LA HARBOR
LA HARBOR,2020,3777934.0,11543061.0,291318.0,,LA HARBOR
LA HARBOR,2021,3243259.0,10647224.0,169407.0,,LA HARBOR
LA HARBOR,2022,2778004.0,14165222.0,215658.0,,LA HARBOR
LA HARBOR,2023,3066118.0,12876676.0,369315.0,12569.0,LA HARBOR
LA HARBOR,2024,3619660.0,12722371.0,427061.0,9834.0,LA HARBOR
LA HARBOR,2025,3694735.0,14774478.0,386648.0,71561.0,LA HARBOR
LA ITV,2005,259994.0,,,,LA ITV
LA ITV,2006,238914.0,,,,LA ITV
LA ITV,2007,127948.0,,,,LA ITV
LA ITV,2008,165220.0,,,,LA ITV
LA ITV,2009,170040.0,,,,LA ITV
LA ITV,2010,313750.0,,,,LA ITV
LA ITV,2011,389194.0,,,,LA ITV
LA ITV,2012,480432.0,,,,LA ITV
LA ITV,2013,560234.0,,,,LA ITV
LA ITV,2014,543398.0,,,,LA ITV
LA ITV,2015,431710.0,,,,LA ITV
LA ITV,2016,349094.0,,,,LA ITV
LA ITV,2017,479090.0,,,,LA ITV
LA ITV,2018,475640.0,,,,LA ITV
LA ITV,2019,397578.0,,,,LA ITV
LA MISSION,2005,1643910.0,4538517.0,210867.0,,LA MISSION
LA MISSION,2006,1755650.0,4625753.0,295349.0,,LA MISSION
LA MISSION,2007,1471806.0,4705359.0,306256.0,,LA MISSION
LA MISSION,2008,1454780.0,5451451.0,558919.0,,LA MISSION
LA MISSION,2009,1759760.0,6515170.0,726325.0,,LA MISSION
LA MISSION,2010,2461142.0,9308247.0,911675.0,,LA MISSION
LA MISSION,2011,2844036.0,13017174.0,1664554.0,,LA MISSION
LA MISSION,2012,3899252.0,13532885.0,2447350.0,,LA MISSION
LA MISSION,2013,4807828.0,13453798.0,2696133.0,,LA MISSION
LA MISSION,2014,5195378.0,13686920.0,2174604.0,,LA MISSION
LA MISSION,2015,5332182.0,15282998.0,5000.0,,LA MISSION
LA MISSION,2016,5169871.0,13262631.0,1760683.0,,LA MISSION
LA MISSION,2017,5013862.0,12330410.0,1652251.0,,LA MISSION
LA MISSION,2018,5008595.0,11391194.0,1253807.0,,LA MISSION
LA MISSION,2019,4770695.0,11339558.0,1115149.0,,LA MISSION
LA MISSION,2020,4136240.0,12032609.0,1066871.0,,LA MISSION
LA MISSION,2021,3639499.0,11678720.0,651314.0,,LA MISSION
LA MISSION,2022,3322751.0,16190164.0,616077.0,,LA MISSION
LA MISSION,2023,3743001.0,14625086.0,836152.0,20638.0,LA MISSION
LA MISSION,2024,4451970.0,15471349.0,810295.0,26820.0,LA MISSION
LA MISSION,2025,4588550.0,18661162.0,1093266.0,129499.0,LA MISSION
LA PIERCE,2005,3023280.0,7471527.0,1750220.0,,LA PIERCE
LA PIERCE,2006,3307395.0,7637330.0,1913534.0,,LA PIERCE
LA PIERCE,2007,2895668.0,7199807.0,1613565.0,,LA PIERCE
LA PIERCE,2008,2689310.0,8839052.0,2069256.0,,LA PIERCE
LA PIERCE,2009,3352810.0,12123535.0,3526568.0,,LA PIERCE
LA PIERCE,2010,4566430.0,18564490.0,5281702.0,13625.0,LA PIERCE
LA PIERCE,2011,5315908.0,25038214.0,7164694.0,15500.0,LA PIERCE
LA PIERCE,2012,7501422.0,27054919.0,9194921.0,14750.0,LA PIERCE
LA PIERCE,2013,9806050.0,27314118.0,9317781.0,28033.0,LA PIERCE
LA PIERCE,2014,11240675.0,29430572.0,8605627.0,19500.0,LA PIERCE
LA PIERCE,2015,11830257.0,37193535.0,468240.0,71268.0,LA PIERCE
LA PIERCE,2016,11578844.0,28614471.0,7620199.0,25000.0,LA PIERCE
LA PIERCE,2017,10877988.0,26637250.0,6911981.0,18145.0,LA PIERCE
LA PIERCE,2018,10198798.0,25381351.0,5828078.0,6800.0,LA PIERCE
LA PIERCE,2019,9846024.0,25335328.0,5399214.0,25850.0,LA PIERCE
LA PIERCE,2020,8718794.0,28017544.0,5218811.0,,LA PIERCE
LA PIERCE,2021,7652514.0,28872682.0,3735790.0,,LA PIERCE
LA PIERCE,2022,6351363.0,36510252.0,3397584.0,5000.0,LA PIERCE
LA PIERCE,2023,6806091.0,33377908.0,3882375.0,28409.0,LA PIERCE
LA PIERCE,2024,7543563.0,34537152.0,4561951.0,40704.0,LA PIERCE
LA PIERCE,2025,8127671.0,41325937.0,5241196.0,184311.0,LA PIERCE
LA SWEST,2005,2393632.0,5011886.0,37500.0,,LA SWEST
LA SWEST,2006,2325817.0,4643200.0,51750.0,,LA SWEST
LA SWEST,2007,1768515.0,4884852.0,42750.0,9370.0,LA SWEST
LA SWEST,2008,1540310.0,5711792.0,6200.0,18923.0,LA SWEST
LA SWEST,2009,1977600.0,7892892.0,31000.0,83273.0,LA SWEST
LA SWEST,2010,2485464.0,10985821.0,32500.0,41509.0,LA SWEST
LA SWEST,2011,2502032.0,12649671.0,509727.0,30165.0,LA SWEST
LA SWEST,2012,3050556.0,11115204.0,660279.0,24767.0,LA SWEST
LA SWEST,2013,3802475.0,11012101.0,815418.0,45748.0,LA SWEST
LA SWEST,2014,4971312.0,13106871.0,1076637.0,29238.0,LA SWEST
LA SWEST,2015,4713068.0,14227686.0,24876.0,19040.0,LA SWEST
LA SWEST,2016,4716104.0,12387994.0,2454912.0,7195.0,LA SWEST
LA SWEST,2017,4501100.0,11280665.0,2793422.0,11969.0,LA SWEST
LA SWEST,2018,3783914.0,8856541.0,1644256.0,,LA SWEST
LA SWEST,2019,3411843.0,9556526.0,1152970.0,,LA SWEST
LA SWEST,2020,2953039.0,9977847.0,1062673.0,,LA SWEST
LA SWEST,2021,2330293.0,8372040.0,547819.0,,LA SWEST
LA SWEST,2022,1845003.0,9639085.0,404906.0,,LA SWEST
LA SWEST,2023,2143978.0,10404950.0,610201.0,10558.0,LA SWEST
LA SWEST,2024,2290252.0,9818332.0,713600.0,3700.0,LA SWEST
LA SWEST,2025,2267016.0,10383721.0,945149.0,11655.0,LA SWEST
LA TRADE,2005,4066227.0,8869897.0,98000.0,,LA TRADE
LA TRADE,2006,4000789.0,8616393.0,52900.0,,LA TRADE
LA TRADE,2007,3439223.0,7939467.0,69250.0,,LA TRADE
