cc_key,year,cc_perm_resident_count
GROSSMONT,2014,18785.0
GROSSMONT,2015,18198.0
GROSSMONT,2016,18373.0
GROSSMONT,2017,18747.0
GROSSMONT,2018,18528.0
GROSSMONT,2019,18104.0
GROSSMONT,2020,17197.0
GROSSMONT,2021,15615.0
GROSSMONT,2022,13232.0
GROSSMONT,2023,974.0
GROSSMONT,2024,928.0
GROSSMONT,2025,1172.0
HARTNELL,2005,9537.0
HARTNELL,2006,9870.0
HARTNELL,2007,9969.0
HARTNELL,2008,10147.0
HARTNELL,2009,9330.0
HARTNELL,2010,9661.0
HARTNELL,2011,9022.0
HARTNELL,2012,8576.0
HARTNELL,2013,200.0
HARTNELL,2014,252.0
HARTNELL,2015,347.0
HARTNELL,2016,410.0
HARTNELL,2017,604.0
HARTNELL,2018,604.0
HARTNELL,2019,601.0
HARTNELL,2020,573.0
HARTNELL,2021,482.0
HARTNELL,2022,414.0
HARTNELL,2023,296.0
HARTNELL,2024,270.0
HARTNELL,2025,235.0
IMPERIAL,2005,8088.0
IMPERIAL,2006,7950.0
IMPERIAL,2007,8621.0
IMPERIAL,2008,9266.0
IMPERIAL,2009,6486.0
IMPERIAL,2010,6892.0
IMPERIAL,2011,7085.0
IMPERIAL,2012,6293.0
IMPERIAL,2013,84.0
IMPERIAL,2014,79.0
IMPERIAL,2015,62.0
IMPERIAL,2016,62.0
IMPERIAL,2017,54.0
IMPERIAL,2018,68.0
IMPERIAL,2019,54.0
IMPERIAL,2020,49.0
IMPERIAL,2021,41.0
IMPERIAL,2022,56.0
IMPERIAL,2023,1253.0
IMPERIAL,2024,1324.0
IMPERIAL,2025,1311.0
IRVINE,2005,12430.0
IRVINE,2006,12761.0
IRVINE,2007,13102.0
IRVINE,2008,13698.0
IRVINE,2009,12839.0
IRVINE,2010,13533.0
IRVINE,2011,13896.0
IRVINE,2012,12835.0
IRVINE,2013,399.0
IRVINE,2014,418.0
IRVINE,2015,392.0
IRVINE,2016,374.0
IRVINE,2017,401.0
IRVINE,2018,500.0
IRVINE,2019,2288.0
IRVINE,2020,2454.0
IRVINE,2021,2130.0
IRVINE,2022,1950.0
IRVINE,2023,1939.0
IRVINE,2024,2243.0
IRVINE,2025,2471.0
LA CITY,2005,16924.0
LA CITY,2006,17540.0
LA CITY,2007,18076.0
LA CITY,2008,19080.0
LA CITY,2009,13050.0
LA CITY,2010,13878.0
LA CITY,2011,14355.0
LA CITY,2012,16275.0
LA CITY,2013,1874.0
LA CITY,2014,2217.0
LA CITY,2015,2898.0
LA CITY,2016,3184.0
LA CITY,2017,3057.0
LA CITY,2018,2814.0
LA CITY,2019,2474.0
LA CITY,2020,2335.0
LA CITY,2021,1782.0
LA CITY,2022,1409.0
LA CITY,2023,1351.0
LA CITY,2024,1305.0
LA CITY,2025,1218.0
LA HARBOR,2005,9314.0
LA HARBOR,2006,9205.0
LA HARBOR,2007,9159.0
LA HARBOR,2008,9284.0
LA HARBOR,2009,8949.0
LA HARBOR,2010,9229.0
LA HARBOR,2011,10023.0
LA HARBOR,2012,9854.0
LA HARBOR,2013,358.0
LA HARBOR,2014,385.0
LA HARBOR,2015,395.0
LA HARBOR,2016,314.0
LA HARBOR,2017,342.0
LA HARBOR,2018,331.0
LA HARBOR,2019,397.0
LA HARBOR,2020,447.0
LA HARBOR,2021,419.0
LA HARBOR,2022,328.0
LA HARBOR,2023,337.0
LA HARBOR,2024,361.0
LA HARBOR,2025,354.0
LA MISSION,2005,2062.0
LA MISSION,2006,1712.0
LA MISSION,2008,1499.0
LA MISSION,2009,1374.0
LA MISSION,2010,1277.0
LA MISSION,2011,1532.0
LA MISSION,2012,1284.0
LA MISSION,2013,39.0
LA MISSION,2014,25.0
LA MISSION,2015,23.0
LA MISSION,2016,19.0
LA MISSION,2017,24.0
LA MISSION,2018,32.0
LA MISSION,2019,33.0
LA MISSION,2023,489.0
LA MISSION,2024,546.0
LA MISSION,2025,543.0
LA PIERCE,2005,7735.0
LA PIERCE,2006,8013.0
LA PIERCE,2007,8073.0
LA PIERCE,2008,9727.0
LA PIERCE,2009,9314.0
LA PIERCE,2010,9314.0
LA PIERCE,2011,9702.0
LA PIERCE,2012,8689.0
LA PIERCE,2013,857.0
LA PIERCE,2014,818.0
LA PIERCE,2015,915.0
LA PIERCE,2016,889.0
LA PIERCE,2017,820.0
LA PIERCE,2018,1117.0
LA PIERCE,2019,797.0
LA PIERCE,2020,636.0
LA PIERCE,2021,589.0
LA PIERCE,2022,476.0
LA PIERCE,2023,1107.0
LA PIERCE,2024,1091.0
LA PIERCE,2025,1208.0
LA SWEST,2005,19181.0
LA SWEST,2006,18833.0
LA SWEST,2007,19735.0
LA SWEST,2008,21062.0
LA SWEST,2009,19791.0
LA SWEST,2010,19802.0
LA SWEST,2011,19036.0
LA SWEST,2012,18728.0
LA SWEST,2013,856.0
LA SWEST,2014,850.0
LA SWEST,2015,868.0
LA SWEST,2016,779.0
LA SWEST,2017,814.0
LA SWEST,2018,701.0
LA SWEST,2019,1957.0
LA SWEST,2020,1840.0
LA SWEST,2021,1652.0
LA SWEST,2022,1281.0
LA SWEST,2023,291.0
LA SWEST,2024,225.0
LA SWEST,2025,223.0
LA TRADE,2005,7013.0
LA TRADE,2006,7125.0
LA TRADE,2007,7359.0
LA TRADE,2008,8041.0
LA TRADE,2009,7253.0
LA TRADE,2010,7339.0
LA TRADE,2011,7112.0
LA TRADE,2012,6623.0
LA TRADE,2013,1350.0
LA TRADE,2014,1474.0
LA TRADE,2015,1197.0
LA TRADE,2016,1247.0
LA TRADE,2017,1232.0
LA TRADE,2018,1147.0
LA TRADE,2019,731.0
LA TRADE,2020,624.0
LA TRADE,2021,447.0
LA TRADE,2022,360.0
LA TRADE,2023,373.0
LA TRADE,2024,378.0
LA TRADE,2025,340.0
LA VALLEY,2005,13941.0
LA VALLEY,2006,14369.0
LA VALLEY,2007,14860.0
LA VALLEY,2008,14954.0
LA VALLEY,2009,16144.0
LA VALLEY,2010,14344.0
LA VALLEY,2011,14184.0
LA VALLEY,2012,16166.0
LA VALLEY,2013,1150.0
LA VALLEY,2014,1236.0
LA VALLEY,2015,1316.0
LA VALLEY,2016,1387.0
LA VALLEY,2017,1420.0
LA VALLEY,2018,1420.0
LA VALLEY,2019,738.0
LA VALLEY,2020,641.0
LA VALLEY,2021,529.0
LA VALLEY,2022,425.0
LA VALLEY,2023,1549.0
LA VALLEY,2024,1608.0
LA VALLEY,2025,1736.0
LAKE TAHOE,2005,17580.0
LAKE TAHOE,2006,16940.0
LAKE TAHOE,2007,17637.0
LAKE TAHOE,2008,18624.0
LAKE TAHOE,2009,15486.0
LAKE TAHOE,2010,16271.0
LAKE TAHOE,2011,16700.0
LAKE TAHOE,2012,15181.0
LAKE TAHOE,2013,937.0
LAKE TAHOE,2014,1031.0
LAKE TAHOE,2015,1008.0
LAKE TAHOE,2016,1000.0
LAKE TAHOE,2017,1043.0
LAKE TAHOE,2018,954.0
LAKE TAHOE,2019,2452.0
LAKE TAHOE,2020,2326.0
LAKE TAHOE,2021,1949.0
LAKE TAHOE,2022,1544.0
LAKE TAHOE,2023,63.0
LAKE TAHOE,2024,67.0
LAKE TAHOE,2025,82.0
LANEY,2005,3733.0
LANEY,2006,3516.0
LANEY,2007,3472.0
LANEY,2008,3452.0
LANEY,2009,3110.0
LANEY,2010,3039.0
LANEY,2011,2799.0
LANEY,2012,2884.0
LANEY,2013,56.0
LANEY,2014,77.0
LANEY,2015,68.0
LANEY,2016,42.0
LANEY,2017,35.0
LANEY,2018,31.0
LANEY,2019,93.0
LANEY,2020,109.0
LANEY,2021,73.0
LANEY,2022,55.0
LANEY,2023,1045.0
LANEY,2024,1043.0
LANEY,2025,964.0
LAS POSITAS,2005,3228.0
LAS POSITAS,2006,3075.0
LAS POSITAS,2007,3090.0
LAS POSITAS,2008,3043.0
LAS POSITAS,2009,8938.0
LAS POSITAS,2010,10166.0
LAS POSITAS,2011,9254.0
LAS POSITAS,2012,8901.0
LAS POSITAS,2013,12407.0
LAS POSITAS,2014,12354.0
LAS POSITAS,2015,11231.0
LAS POSITAS,2016,12018.0
LAS POSITAS,2017,11210.0
LAS POSITAS,2018,11207.0
LAS POSITAS,2019,317.0
LAS POSITAS,2020,411.0
LAS POSITAS,2021,335.0
LAS POSITAS,2022,267.0
LAS POSITAS,2023,511.0
LAS POSITAS,2024,534.0
LAS POSITAS,2025,579.0
LASSEN,2005,9055.0
LASSEN,2006,8610.0
LASSEN,2007,8848.0
LASSEN,2008,9356.0
LASSEN,2009,8442.0
LASSEN,2010,9045.0
LASSEN,2011,8594.0
LASSEN,2012,7960.0
LASSEN,2013,175.0
LASSEN,2014,183.0
LASSEN,2015,222.0
LASSEN,2016,202.0
LASSEN,2017,190.0
LASSEN,2018,218.0
LASSEN,2019,672.0
LASSEN,2020,713.0
LASSEN,2021,618.0
LASSEN,2022,544.0
LASSEN,2023,9.0
LASSEN,2024,15.0
LASSEN,2025,17.0
LEMOORE,2005,9.0
LEMOORE,2006,12.0
LEMOORE,2007,9.0
LEMOORE,2008,15.0
LEMOORE,2009,4371.0
LEMOORE,2010,4278.0
LEMOORE,2011,4349.0
LEMOORE,2012,4470.0
LEMOORE,2013,2123.0
LEMOORE,2014,2615.0
LEMOORE,2015,2592.0
LEMOORE,2016,2354.0
LEMOORE,2017,2243.0
LEMOORE,2018,2514.0
LEMOORE,2019,11.0
LEMOORE,2020,8.0
LEMOORE,2021,7.0
LEMOORE,2022,12.0
LEMOORE,2023,108.0
LEMOORE,2024,110.0
LEMOORE,2025,118.0
LONG BEACH,2005,5.0
LONG BEACH,2006,1.0
LONG BEACH,2008,6.0
LONG BEACH,2009,29670.0
LONG BEACH,2010,29484.0
LONG BEACH,2011,27179.0
LONG BEACH,2012,26302.0
LONG BEACH,2013,4111.0
LONG BEACH,2014,4425.0
LONG BEACH,2015,4283.0
LONG BEACH,2016,4091.0
LONG BEACH,2017,4337.0
LONG BEACH,2018,4562.0
LONG BEACH,2019,140.0
LONG BEACH,2020,120.0
LONG BEACH,2021,107.0
LONG BEACH,2022,95.0
LONG BEACH,2023,800.0
LONG BEACH,2024,810.0
LONG BEACH,2025,182.0
LOS MEDANOS,2008,1.0
LOS MEDANOS,2009,52.0
LOS MEDANOS,2010,70.0
LOS MEDANOS,2011,94.0
LOS MEDANOS,2012,120.0
LOS MEDANOS,2013,25276.0
LOS MEDANOS,2014,24341.0
LOS MEDANOS,2015,25003.0
LOS MEDANOS,2016,25334.0
LOS MEDANOS,2017,25711.0
LOS MEDANOS,2018,26032.0
LOS MEDANOS,2019,25210.0
LOS MEDANOS,2020,25857.0
LOS MEDANOS,2021,24367.0
LOS MEDANOS,2022,23221.0
LOS MEDANOS,2023,326.0
LOS MEDANOS,2024,312.0
LOS MEDANOS,2025,350.0
MADERA,2005,85.0
MADERA,2006,101.0
MADERA,2007,310.0
MADERA,2008,759.0
MADERA,2009,7918.0
MADERA,2010,7138.0
MADERA,2011,8907.0
MADERA,2012,8551.0
MADERA,2013,8646.0
MADERA,2014,8691.0
MADERA,2015,8837.0
MADERA,2016,8946.0
MADERA,2017,8839.0
MADERA,2018,9090.0
MADERA,2019,9996.0
MADERA,2020,9615.0
MADERA,2021,8711.0
MADERA,2022,8067.0
MADERA,2023,23.0
MADERA,2024,36.0
MADERA,2025,23.0
MARIN,2005,5.0
MARIN,2006,3.0
MARIN,2007,2.0
MARIN,2008,1.0
MARIN,2009,5495.0
MARIN,2010,6229.0
MARIN,2011,6574.0
MARIN,2012,6438.0
MARIN,2013,7980.0
MARIN,2014,8031.0
MARIN,2015,8202.0
MARIN,2016,8341.0
MARIN,2017,8172.0
MARIN,2018,8384.0
MARIN,2021,5022.0
MARIN,2022,4856.0
MARIN,2023,238.0
MARIN,2024,226.0
MARIN,2025,237.0
MENDOCINO,2005,4.0
MENDOCINO,2006,1.0
MENDOCINO,2007,1.0
MENDOCINO,2008,1.0
MENDOCINO,2009,4719.0
MENDOCINO,2010,4748.0
MENDOCINO,2011,4335.0
MENDOCINO,2012,3667.0
MENDOCINO,2013,6277.0
MENDOCINO,2014,5313.0
MENDOCINO,2015,4818.0
MENDOCINO,2016,4849.0
MENDOCINO,2017,4976.0
MENDOCINO,2018,4719.0
MENDOCINO,2019,387.0
MENDOCINO,2020,407.0
MENDOCINO,2021,308.0
MENDOCINO,2022,258.0
MENDOCINO,2023,162.0
MENDOCINO,2024,208.0
MENDOCINO,2025,167.0
MERCED,2005,481.0
MERCED,2006,636.0
MERCED,2007,790.0
MERCED,2008,885.0
MERCED,2009,12939.0
MERCED,2010,10629.0
MERCED,2011,11091.0
MERCED,2012,10321.0
MERCED,2013,3621.0
MERCED,2014,3596.0
MERCED,2015,3643.0
MERCED,2016,4153.0
MERCED,2017,4130.0
MERCED,2018,3843.0
MERCED,2019,192.0
MERCED,2020,169.0
MERCED,2021,121.0
MERCED,2022,118.0
MERCED,2023,282.0
MERCED,2024,334.0
MERCED,2025,331.0
MERRITT,2005,1.0
MERRITT,2007,1.0
MERRITT,2009,16465.0
MERRITT,2010,18145.0
MERRITT,2011,17695.0
MERRITT,2012,17137.0
MERRITT,2013,10428.0
MERRITT,2014,10170.0
MERRITT,2015,9936.0
MERRITT,2016,10203.0
MERRITT,2017,10636.0
MERRITT,2018,10727.0
MERRITT,2019,481.0
MERRITT,2020,470.0
MERRITT,2021,335.0
MERRITT,2022,319.0
MERRITT,2023,520.0
MERRITT,2024,490.0
MERRITT,2025,447.0
MIRACOSTA,2005,1194.0
MIRACOSTA,2006,956.0
MIRACOSTA,2007,826.0
MIRACOSTA,2008,777.0
MIRACOSTA,2009,13878.0
MIRACOSTA,2010,15510.0
MIRACOSTA,2011,15254.0
MIRACOSTA,2012,14908.0
MIRACOSTA,2013,5197.0
MIRACOSTA,2014,4961.0
MIRACOSTA,2015,5483.0
MIRACOSTA,2016,5865.0
MIRACOSTA,2017,5946.0
MIRACOSTA,2018,5997.0
MIRACOSTA,2019,282.0
MIRACOSTA,2020,273.0
MIRACOSTA,2021,242.0
MIRACOSTA,2022,230.0
MIRACOSTA,2023,174.0
MIRACOSTA,2024,288.0
MIRACOSTA,2025,323.0
MISSION,2005,1.0
MISSION,2006,3.0
MISSION,2007,3.0
MISSION,2008,3.0
MISSION,2009,11510.0
MISSION,2010,12341.0
MISSION,2011,9797.0
MISSION,2012,8900.0
MISSION,2013,15136.0
MISSION,2014,14955.0
MISSION,2015,14934.0
MISSION,2016,15347.0
MISSION,2017,15226.0
MISSION,2018,14972.0
MISSION,2019,988.0
MISSION,2020,627.0
MISSION,2021,360.0
MISSION,2022,224.0
MISSION,2023,698.0
MISSION,2024,702.0
MISSION,2025,716.0
MODESTO,2005,58.0
MODESTO,2006,55.0
MODESTO,2007,28.0
MODESTO,2008,28.0
MODESTO,2009,18997.0
MODESTO,2010,18296.0
MODESTO,2011,17886.0
MODESTO,2012,16706.0
MODESTO,2013,8554.0
MODESTO,2014,8450.0
MODESTO,2015,7791.0
MODESTO,2016,8399.0
MODESTO,2017,7697.0
MODESTO,2018,5578.0
MODESTO,2019,1073.0
MODESTO,2020,1005.0
MODESTO,2021,813.0
MODESTO,2022,687.0
MODESTO,2023,742.0
MODESTO,2024,719.0
MODESTO,2025,697.0
MONTEREY,2005,469.0
MONTEREY,2006,364.0
MONTEREY,2007,267.0
MONTEREY,2008,261.0
MONTEREY,2009,12519.0
MONTEREY,2010,11642.0
MONTEREY,2011,10105.0
MONTEREY,2012,9576.0
MONTEREY,2013,16064.0
MONTEREY,2014,16247.0
MONTEREY,2015,16669.0
MONTEREY,2016,16780.0
MONTEREY,2017,16776.0
MONTEREY,2018,16919.0
MONTEREY,2019,1092.0
MONTEREY,2020,990.0
MONTEREY,2021,796.0
MONTEREY,2022,711.0
MONTEREY,2023,173.0
MONTEREY,2024,205.0
MONTEREY,2025,203.0
MOORPARK,2005,254.0
MOORPARK,2006,313.0
MOORPARK,2007,184.0
MOORPARK,2008,96.0
MOORPARK,2009,14840.0
MOORPARK,2010,15416.0
MOORPARK,2011,14495.0
MOORPARK,2012,14382.0
MOORPARK,2013,11036.0
MOORPARK,2014,9854.0
MOORPARK,2015,8003.0
MOORPARK,2016,8708.0
MOORPARK,2017,8135.0
MOORPARK,2018,7742.0
MOORPARK,2019,336.0
MOORPARK,2020,319.0
MOORPARK,2021,229.0
MOORPARK,2022,194.0
MOORPARK,2023,341.0
MOORPARK,2024,366.0
MOORPARK,2025,358.0
MORENO VALLEY,2005,10.0
MORENO VALLEY,2006,14.0
MORENO VALLEY,2007,6.0
MORENO VALLEY,2008,3.0
MORENO VALLEY,2011,10163.0
MORENO VALLEY,2012,9508.0
MORENO VALLEY,2013,13696.0
MORENO VALLEY,2014,13360.0
MORENO VALLEY,2015,13089.0
MORENO VALLEY,2016,13099.0
MORENO VALLEY,2017,13227.0
MORENO VALLEY,2018,13568.0
MORENO VALLEY,2019,541.0
MORENO VALLEY,2020,488.0
MORENO VALLEY,2021,430.0
MORENO VALLEY,2022,385.0
MORENO VALLEY,2023,235.0
MORENO VALLEY,2024,217.0
MORENO VALLEY,2025,218.0
MT SAN ANTONIO,2005,96.0
MT SAN ANTONIO,2006,70.0
MT SAN ANTONIO,2007,70.0
MT SAN ANTONIO,2008,123.0
MT SAN ANTONIO,2009,32068.0
MT SAN ANTONIO,2010,30710.0
MT SAN ANTONIO,2011,29205.0
MT SAN ANTONIO,2012,28812.0
MT SAN ANTONIO,2013,8595.0
MT SAN ANTONIO,2014,7912.0
MT SAN ANTONIO,2015,8144.0
MT SAN ANTONIO,2016,8237.0
MT SAN ANTONIO,2017,8623.0
MT SAN ANTONIO,2018,9334.0
MT SAN ANTONIO,2019,323.0
MT SAN ANTONIO,2020,374.0
MT SAN ANTONIO,2021,283.0
MT SAN ANTONIO,2022,247.0
MT SAN ANTONIO,2023,1566.0
MT SAN ANTONIO,2024,1584.0
MT SAN ANTONIO,2025,1571.0
MT. SAN JACINTO,2005,1470.0
MT. SAN JACINTO,2006,1330.0
MT. SAN JACINTO,2007,1160.0
MT. SAN JACINTO,2008,2068.0
MT. SAN JACINTO,2009,17033.0
MT. SAN JACINTO,2010,18521.0
MT. SAN JACINTO,2011,16680.0
MT. SAN JACINTO,2012,15595.0
MT. SAN JACINTO,2013,27851.0
MT. SAN JACINTO,2014,27981.0
MT. SAN JACINTO,2015,28404.0
MT. SAN JACINTO,2016,28264.0
MT. SAN JACINTO,2017,28652.0
MT. SAN JACINTO,2018,29700.0
MT. SAN JACINTO,2019,206.0
MT. SAN JACINTO,2020,227.0
MT. SAN JACINTO,2021,218.0
MT. SAN JACINTO,2022,203.0
MT. SAN JACINTO,2023,412.0
MT. SAN JACINTO,2024,434.0
MT. SAN JACINTO,2025,395.0
NAPA,2005,186.0
NAPA,2006,337.0
NAPA,2007,449.0
NAPA,2008,545.0
NAPA,2009,12.0
NAPA,2010,13.0
NAPA,2011,10.0
NAPA,2012,11.0
NAPA,2013,22.0
NAPA,2014,39.0
NAPA,2015,40.0
NAPA,2016,57.0
NAPA,2017,68.0
NAPA,2018,66.0
NAPA,2019,226.0
NAPA,2020,211.0
NAPA,2021,161.0
NAPA,2022,167.0
NAPA,2023,174.0
NAPA,2024,150.0
NAPA,2025,141.0
NORCO,2005,772.0
NORCO,2006,108.0
NORCO,2007,367.0
NORCO,2008,400.0
NORCO,2011,28.0
NORCO,2012,33.0
NORCO,2013,10.0
NORCO,2014,18.0
NORCO,2015,23.0
NORCO,2016,36.0
NORCO,2017,43.0
NORCO,2018,56.0
NORCO,2019,3.0
NORCO,2020,11.0
NORCO,2021,13.0
NORCO,2022,9.0
NORCO,2023,276.0
NORCO,2024,317.0
NORCO,2025,317.0
NORTH ORANGE CONTINUING EDUCATION,2005,3814.0
NORTH ORANGE CONTINUING EDUCATION,2006,3991.0
NORTH ORANGE CONTINUING EDUCATION,2007,4006.0
NORTH ORANGE CONTINUING EDUCATION,2008,4130.0
NORTH ORANGE CONTINUING EDUCATION,2009,582.0
NORTH ORANGE CONTINUING EDUCATION,2010,184.0
NORTH ORANGE CONTINUING EDUCATION,2011,107.0
NORTH ORANGE CONTINUING EDUCATION,2012,62.0
NORTH ORANGE CONTINUING EDUCATION,2013,9066.0
NORTH ORANGE CONTINUING EDUCATION,2014,8986.0
NORTH ORANGE CONTINUING EDUCATION,2015,8662.0
NORTH ORANGE CONTINUING EDUCATION,2016,9035.0
NORTH ORANGE CONTINUING EDUCATION,2017,9211.0
NORTH ORANGE CONTINUING EDUCATION,2018,9564.0
NORTH ORANGE CONTINUING EDUCATION,2019,37.0
NORTH ORANGE CONTINUING EDUCATION,2020,34.0
NORTH ORANGE CONTINUING EDUCATION,2021,35.0
NORTH ORANGE CONTINUING EDUCATION,2022,42.0
NORTH ORANGE CONTINUING EDUCATION,2023,1212.0
NORTH ORANGE CONTINUING EDUCATION,2024,1368.0
NORTH ORANGE CONTINUING EDUCATION,2025,1449.0
OHLONE,2005,1502.0
OHLONE,2006,1435.0
OHLONE,2007,1436.0
OHLONE,2008,1398.0
OHLONE,2009,189.0
OHLONE,2010,210.0
OHLONE,2011,229.0
OHLONE,2012,276.0
OHLONE,2013,12229.0
OHLONE,2014,10860.0
OHLONE,2015,10410.0
OHLONE,2016,10056.0
OHLONE,2017,10079.0
OHLONE,2018,9163.0
OHLONE,2019,2493.0
OHLONE,2020,2792.0
OHLONE,2021,2968.0
OHLONE,2022,2294.0
OHLONE,2023,659.0
OHLONE,2024,671.0
OHLONE,2025,668.0
ORANGE COAST,2005,2139.0
ORANGE COAST,2006,1915.0
ORANGE COAST,2007,1849.0
ORANGE COAST,2008,1959.0
ORANGE COAST,2009,626.0
ORANGE COAST,2010,685.0
ORANGE COAST,2011,692.0
ORANGE COAST,2012,634.0
ORANGE COAST,2013,8866.0
ORANGE COAST,2014,8631.0
ORANGE COAST,2015,9643.0
ORANGE COAST,2016,8590.0
ORANGE COAST,2017,8136.0
ORANGE COAST,2018,7639.0
ORANGE COAST,2019,58.0
ORANGE COAST,2020,73.0
ORANGE COAST,2021,115.0
ORANGE COAST,2022,120.0
ORANGE COAST,2023,710.0
ORANGE COAST,2024,682.0
ORANGE COAST,2025,636.0
OXNARD,2005,1128.0
OXNARD,2006,1096.0
OXNARD,2007,1108.0
OXNARD,2008,1106.0
OXNARD,2009,7.0
OXNARD,2010,4.0
OXNARD,2011,11.0
OXNARD,2012,5.0
OXNARD,2013,14808.0
OXNARD,2014,14361.0
OXNARD,2015,13504.0
OXNARD,2016,13290.0
OXNARD,2017,12720.0
OXNARD,2018,13028.0
OXNARD,2019,6330.0
OXNARD,2020,6081.0
OXNARD,2021,5376.0
OXNARD,2022,5089.0
OXNARD,2023,195.0
OXNARD,2024,215.0
OXNARD,2025,177.0
PALO VERDE,2005,85.0
PALO VERDE,2006,106.0
PALO VERDE,2007,92.0
PALO VERDE,2008,70.0
PALO VERDE,2009,2.0
PALO VERDE,2010,2.0
PALO VERDE,2011,2.0
PALO VERDE,2012,1.0
PALO VERDE,2013,6177.0
PALO VERDE,2014,6086.0
PALO VERDE,2015,6293.0
PALO VERDE,2016,6173.0
PALO VERDE,2017,6308.0
PALO VERDE,2018,6622.0
PALO VERDE,2019,15.0
PALO VERDE,2020,6.0
PALO VERDE,2021,1.0
PALO VERDE,2022,2.0
PALO VERDE,2023,77.0
PALO VERDE,2024,84.0
PALO VERDE,2025,98.0
PALOMAR,2005,1220.0
PALOMAR,2006,1045.0
PALOMAR,2007,1032.0
PALOMAR,2008,993.0
PALOMAR,2009,260.0
PALOMAR,2010,250.0
PALOMAR,2011,234.0
PALOMAR,2012,208.0
PALOMAR,2013,26880.0
PALOMAR,2014,26833.0
PALOMAR,2015,26946.0
PALOMAR,2016,25327.0
PALOMAR,2017,25951.0
PALOMAR,2018,25744.0
PALOMAR,2022,1.0
PALOMAR,2023,663.0
PALOMAR,2024,684.0
PALOMAR,2025,727.0
PASADENA,2005,5257.0
PASADENA,2006,4981.0
PASADENA,2007,4920.0
PASADENA,2008,4824.0
PASADENA,2009,1129.0
PASADENA,2010,1105.0
PASADENA,2011,1051.0
PASADENA,2012,1022.0
PASADENA,2013,26080.0
PASADENA,2014,27823.0
PASADENA,2015,30248.0
PASADENA,2016,30795.0
PASADENA,2017,30911.0
PASADENA,2018,30803.0
PASADENA,2019,315.0
PASADENA,2020,261.0
PASADENA,2021,105.0
PASADENA,2022,64.0
PASADENA,2023,1826.0
PASADENA,2024,1839.0
PASADENA,2025,1753.0
PORTERVILLE,2005,405.0
PORTERVILLE,2006,412.0
PORTERVILLE,2007,431.0
PORTERVILLE,2008,450.0
PORTERVILLE,2009,5.0
PORTERVILLE,2010,2.0
PORTERVILLE,2011,1.0
PORTERVILLE,2012,1.0
PORTERVILLE,2013,3927.0
PORTERVILLE,2014,3853.0
PORTERVILLE,2015,3821.0
PORTERVILLE,2016,4119.0
PORTERVILLE,2017,4379.0
PORTERVILLE,2018,4158.0
PORTERVILLE,2019,523.0
PORTERVILLE,2020,405.0
PORTERVILLE,2021,165.0
PORTERVILLE,2022,429.0
PORTERVILLE,2023,135.0
PORTERVILLE,2024,161.0
PORTERVILLE,2025,171.0
REDWOODS,2005,3556.0
REDWOODS,2006,2969.0
REDWOODS,2007,1616.0
REDWOODS,2008,3793.0
REDWOODS,2009,226.0
REDWOODS,2013,5300.0
REDWOODS,2014,4954.0
REDWOODS,2015,4985.0
REDWOODS,2016,5310.0
REDWOODS,2017,5592.0
REDWOODS,2018,5090.0
REDWOODS,2019,3.0
REDWOODS,2020,5.0
REDWOODS,2021,2.0
REDWOODS,2022,4.0
REDWOODS,2023,44.0
REDWOODS,2024,40.0
REDWOODS,2025,50.0
REEDLEY,2005,43.0
REEDLEY,2006,52.0
REEDLEY,2007,50.0
REEDLEY,2008,56.0
REEDLEY,2009,14491.0
REEDLEY,2010,15682.0
REEDLEY,2011,15118.0
REEDLEY,2012,14357.0
REEDLEY,2013,13905.0
REEDLEY,2014,14053.0
REEDLEY,2015,14856.0
REEDLEY,2016,10082.0
REEDLEY,2017,10362.0
REEDLEY,2018,10911.0
REEDLEY,2019,1.0
REEDLEY,2020,2.0
REEDLEY,2023,33.0
REEDLEY,2024,41.0
REEDLEY,2025,44.0
RIO HONDO,2005,240.0
RIO HONDO,2006,309.0
RIO HONDO,2007,353.0
RIO HONDO,2008,346.0
RIO HONDO,2009,13910.0
RIO HONDO,2010,15008.0
RIO HONDO,2011,14530.0
RIO HONDO,2012,13878.0
RIO HONDO,2013,13530.0
RIO HONDO,2014,13642.0
RIO HONDO,2015,14425.0
RIO HONDO,2016,9589.0
RIO HONDO,2017,9912.0
RIO HONDO,2018,10533.0
RIO HONDO,2019,1.0
RIO HONDO,2020,2.0
RIO HONDO,2021,2.0
RIO HONDO,2023,411.0
RIO HONDO,2024,405.0
RIO HONDO,2025,408.0
RIVERSIDE,2005,2033.0
RIVERSIDE,2006,1959.0
RIVERSIDE,2007,1978.0
RIVERSIDE,2008,1806.0
RIVERSIDE,2009,20793.0
RIVERSIDE,2010,21874.0
RIVERSIDE,2011,19888.0
RIVERSIDE,2012,18496.0
RIVERSIDE,2013,17916.0
RIVERSIDE,2014,18466.0
RIVERSIDE,2015,17206.0
RIVERSIDE,2016,18212.0
RIVERSIDE,2017,18952.0
RIVERSIDE,2018,20083.0
RIVERSIDE,2019,82.0
RIVERSIDE,2020,74.0
RIVERSIDE,2021,56.0
RIVERSIDE,2022,30.0
RIVERSIDE,2023,501.0
RIVERSIDE,2024,511.0
RIVERSIDE,2025,485.0
SACRAMENTO CITY,2005,1841.0
SACRAMENTO CITY,2006,1737.0
SACRAMENTO CITY,2007,1674.0
SACRAMENTO CITY,2008,1702.0
SACRAMENTO CITY,2009,35412.0
