cc_name,uc_campus,year,n_admit,n_app,n_enroll,melt_count,melt_rate
ALLAN HANCOCK,Berkeley,2006,12.0,29.0,3.0,9.0,0.75
ALLAN HANCOCK,Berkeley,2007,5.0,21.0,2.0,3.0,0.6
ALLAN HANCOCK,Berkeley,2008,9.0,28.0,6.0,3.0,0.3333333333333333
ALLAN HANCOCK,Berkeley,2009,7.0,33.0,2.0,5.0,0.7142857142857143
ALLAN HANCOCK,Berkeley,2010,10.0,30.0,5.0,5.0,0.5
ALLAN HANCOCK,Berkeley,2011,4.0,31.0,1.0,3.0,0.75
ALLAN HANCOCK,Berkeley,2012,6.0,40.0,2.0,4.0,0.6666666666666666
ALLAN HANCOCK,Berkeley,2013,7.0,48.0,7.0,0.0,0.0
ALLAN HANCOCK,Berkeley,2014,15.0,53.0,14.0,1.0,0.06666666666666667
ALLAN HANCOCK,Berkeley,2015,8.0,51.0,7.0,1.0,0.125
ALLAN HANCOCK,Berkeley,2016,9.0,60.0,9.0,0.0,0.0
ALLAN HANCOCK,Berkeley,2017,9.0,52.0,6.0,3.0,0.3333333333333333
ALLAN HANCOCK,Berkeley,2018,12.0,53.0,7.0,5.0,0.4166666666666667
ALLAN HANCOCK,Berkeley,2019,16.0,67.0,8.0,8.0,0.5
ALLAN HANCOCK,Berkeley,2020,9.0,48.0,3.0,6.0,0.6666666666666666
ALLAN HANCOCK,Berkeley,2021,16.0,62.0,9.0,7.0,0.4375
ALLAN HANCOCK,Berkeley,2022,17.0,64.0,6.0,11.0,0.6470588235294118
ALLAN HANCOCK,Berkeley,2023,12.0,54.0,11.0,1.0,0.08333333333333333
ALLAN HANCOCK,Berkeley,2024,13.0,50.0,5.0,8.0,0.6153846153846154
ALLAN HANCOCK,Davis,2006,20.0,27.0,9.0,11.0,0.55
ALLAN HANCOCK,Davis,2007,15.0,21.0,4.0,11.0,0.7333333333333333
ALLAN HANCOCK,Davis,2008,19.0,23.0,9.0,10.0,0.5263157894736842
ALLAN HANCOCK,Davis,2009,26.0,32.0,15.0,11.0,0.4230769230769231
ALLAN HANCOCK,Davis,2010,16.0,31.0,8.0,8.0,0.5
ALLAN HANCOCK,Davis,2011,13.0,24.0,5.0,8.0,0.6153846153846154
ALLAN HANCOCK,Davis,2012,20.0,46.0,7.0,13.0,0.65
ALLAN HANCOCK,Davis,2013,29.0,51.0,13.0,16.0,0.5517241379310345
ALLAN HANCOCK,Davis,2014,37.0,66.0,10.0,27.0,0.7297297297297297
ALLAN HANCOCK,Davis,2015,29.0,52.0,9.0,20.0,0.6896551724137931
ALLAN HANCOCK,Davis,2016,23.0,63.0,8.0,15.0,0.6521739130434783
ALLAN HANCOCK,Davis,2017,33.0,64.0,12.0,21.0,0.6363636363636364
ALLAN HANCOCK,Davis,2018,30.0,56.0,11.0,19.0,0.6333333333333333
ALLAN HANCOCK,Davis,2019,34.0,71.0,5.0,29.0,0.8529411764705882
ALLAN HANCOCK,Davis,2020,25.0,52.0,4.0,21.0,0.84
ALLAN HANCOCK,Davis,2021,32.0,58.0,12.0,20.0,0.625
ALLAN HANCOCK,Davis,2022,36.0,62.0,8.0,28.0,0.7777777777777778
ALLAN HANCOCK,Davis,2023,23.0,43.0,6.0,17.0,0.7391304347826086
ALLAN HANCOCK,Davis,2024,31.0,41.0,7.0,24.0,0.7741935483870968
ALLAN HANCOCK,Irvine,2006,14.0,21.0,4.0,10.0,0.7142857142857143
ALLAN HANCOCK,Irvine,2007,16.0,25.0,5.0,11.0,0.6875
ALLAN HANCOCK,Irvine,2008,16.0,23.0,5.0,11.0,0.6875
ALLAN HANCOCK,Irvine,2009,9.0,25.0,0.0,9.0,1.0
ALLAN HANCOCK,Irvine,2010,14.0,27.0,5.0,9.0,0.6428571428571429
ALLAN HANCOCK,Irvine,2011,16.0,31.0,8.0,8.0,0.5
ALLAN HANCOCK,Irvine,2012,22.0,61.0,6.0,16.0,0.7272727272727273
ALLAN HANCOCK,Irvine,2013,27.0,65.0,6.0,21.0,0.7777777777777778
ALLAN HANCOCK,Irvine,2014,32.0,76.0,4.0,28.0,0.875
ALLAN HANCOCK,Irvine,2015,24.0,60.0,6.0,18.0,0.75
ALLAN HANCOCK,Irvine,2016,13.0,64.0,2.0,11.0,0.8461538461538461
ALLAN HANCOCK,Irvine,2017,26.0,62.0,7.0,19.0,0.7307692307692307
ALLAN HANCOCK,Irvine,2018,19.0,40.0,2.0,17.0,0.8947368421052632
ALLAN HANCOCK,Irvine,2019,26.0,54.0,5.0,21.0,0.8076923076923077
ALLAN HANCOCK,Irvine,2020,15.0,48.0,4.0,11.0,0.7333333333333333
ALLAN HANCOCK,Irvine,2021,29.0,81.0,8.0,21.0,0.7241379310344828
ALLAN HANCOCK,Irvine,2022,25.0,91.0,5.0,20.0,0.8
ALLAN HANCOCK,Irvine,2023,19.0,59.0,6.0,13.0,0.6842105263157895
ALLAN HANCOCK,Irvine,2024,20.0,63.0,4.0,16.0,0.8
ALLAN HANCOCK,Los Angeles,2006,11.0,34.0,6.0,5.0,0.45454545454545453
ALLAN HANCOCK,Los Angeles,2007,9.0,37.0,6.0,3.0,0.3333333333333333
ALLAN HANCOCK,Los Angeles,2008,14.0,37.0,6.0,8.0,0.5714285714285714
ALLAN HANCOCK,Los Angeles,2009,12.0,35.0,9.0,3.0,0.25
ALLAN HANCOCK,Los Angeles,2010,12.0,40.0,4.0,8.0,0.6666666666666666
ALLAN HANCOCK,Los Angeles,2011,10.0,47.0,6.0,4.0,0.4
ALLAN HANCOCK,Los Angeles,2012,10.0,48.0,6.0,4.0,0.4
ALLAN HANCOCK,Los Angeles,2013,10.0,50.0,7.0,3.0,0.3
ALLAN HANCOCK,Los Angeles,2014,12.0,60.0,2.0,10.0,0.8333333333333334
ALLAN HANCOCK,Los Angeles,2015,18.0,60.0,7.0,11.0,0.6111111111111112
ALLAN HANCOCK,Los Angeles,2016,16.0,56.0,5.0,11.0,0.6875
ALLAN HANCOCK,Los Angeles,2017,8.0,70.0,5.0,3.0,0.375
ALLAN HANCOCK,Los Angeles,2018,6.0,61.0,2.0,4.0,0.6666666666666666
ALLAN HANCOCK,Los Angeles,2019,21.0,77.0,9.0,12.0,0.5714285714285714
ALLAN HANCOCK,Los Angeles,2020,9.0,58.0,3.0,6.0,0.6666666666666666
ALLAN HANCOCK,Los Angeles,2021,16.0,90.0,4.0,12.0,0.75
ALLAN HANCOCK,Los Angeles,2022,13.0,102.0,7.0,6.0,0.46153846153846156
ALLAN HANCOCK,Los Angeles,2023,13.0,64.0,3.0,10.0,0.7692307692307693
ALLAN HANCOCK,Los Angeles,2024,18.0,63.0,8.0,10.0,0.5555555555555556
ALLAN HANCOCK,Merced,2006,13.0,13.0,0.0,13.0,1.0
ALLAN HANCOCK,Merced,2007,13.0,14.0,0.0,13.0,1.0
ALLAN HANCOCK,Merced,2008,11.0,11.0,0.0,11.0,1.0
ALLAN HANCOCK,Merced,2009,4.0,6.0,0.0,4.0,1.0
ALLAN HANCOCK,Merced,2010,16.0,18.0,2.0,14.0,0.875
ALLAN HANCOCK,Merced,2011,24.0,28.0,3.0,21.0,0.875
ALLAN HANCOCK,Merced,2012,5.0,13.0,0.0,5.0,1.0
ALLAN HANCOCK,Merced,2013,9.0,10.0,2.0,7.0,0.7777777777777778
ALLAN HANCOCK,Merced,2014,7.0,17.0,0.0,7.0,1.0
ALLAN HANCOCK,Merced,2015,6.0,12.0,0.0,6.0,1.0
ALLAN HANCOCK,Merced,2016,7.0,15.0,0.0,7.0,1.0
ALLAN HANCOCK,Merced,2017,15.0,24.0,3.0,12.0,0.8
ALLAN HANCOCK,Merced,2018,9.0,17.0,0.0,9.0,1.0
ALLAN HANCOCK,Merced,2019,10.0,14.0,1.0,9.0,0.9
ALLAN HANCOCK,Merced,2020,18.0,23.0,0.0,18.0,1.0
ALLAN HANCOCK,Merced,2021,13.0,26.0,2.0,11.0,0.8461538461538461
ALLAN HANCOCK,Merced,2022,19.0,21.0,2.0,17.0,0.8947368421052632
ALLAN HANCOCK,Merced,2023,19.0,24.0,0.0,19.0,1.0
ALLAN HANCOCK,Merced,2024,17.0,21.0,1.0,16.0,0.9411764705882353
ALLAN HANCOCK,Riverside,2006,11.0,12.0,0.0,11.0,1.0
ALLAN HANCOCK,Riverside,2007,16.0,21.0,3.0,13.0,0.8125
ALLAN HANCOCK,Riverside,2008,13.0,15.0,2.0,11.0,0.8461538461538461
ALLAN HANCOCK,Riverside,2009,13.0,15.0,3.0,10.0,0.7692307692307693
ALLAN HANCOCK,Riverside,2010,11.0,14.0,2.0,9.0,0.8181818181818182
ALLAN HANCOCK,Riverside,2011,10.0,12.0,1.0,9.0,0.9
ALLAN HANCOCK,Riverside,2012,15.0,19.0,6.0,9.0,0.6
ALLAN HANCOCK,Riverside,2013,18.0,22.0,3.0,15.0,0.8333333333333334
ALLAN HANCOCK,Riverside,2014,23.0,31.0,1.0,22.0,0.9565217391304348
ALLAN HANCOCK,Riverside,2015,21.0,32.0,4.0,17.0,0.8095238095238095
ALLAN HANCOCK,Riverside,2016,14.0,25.0,2.0,12.0,0.8571428571428571
ALLAN HANCOCK,Riverside,2017,21.0,33.0,3.0,18.0,0.8571428571428571
ALLAN HANCOCK,Riverside,2018,17.0,25.0,5.0,12.0,0.7058823529411765
ALLAN HANCOCK,Riverside,2019,21.0,34.0,4.0,17.0,0.8095238095238095
ALLAN HANCOCK,Riverside,2020,24.0,34.0,8.0,16.0,0.6666666666666666
ALLAN HANCOCK,Riverside,2021,43.0,66.0,4.0,39.0,0.9069767441860465
ALLAN HANCOCK,Riverside,2022,31.0,49.0,4.0,27.0,0.8709677419354839
ALLAN HANCOCK,Riverside,2023,24.0,41.0,4.0,20.0,0.8333333333333334
ALLAN HANCOCK,Riverside,2024,19.0,32.0,3.0,16.0,0.8421052631578947
ALLAN HANCOCK,San Diego,2006,21.0,29.0,4.0,17.0,0.8095238095238095
ALLAN HANCOCK,San Diego,2007,16.0,24.0,2.0,14.0,0.875
ALLAN HANCOCK,San Diego,2008,19.0,23.0,2.0,17.0,0.8947368421052632
ALLAN HANCOCK,San Diego,2009,22.0,34.0,3.0,19.0,0.8636363636363636
ALLAN HANCOCK,San Diego,2010,27.0,41.0,7.0,20.0,0.7407407407407407
ALLAN HANCOCK,San Diego,2011,25.0,41.0,10.0,15.0,0.6
ALLAN HANCOCK,San Diego,2012,22.0,60.0,6.0,16.0,0.7272727272727273
ALLAN HANCOCK,San Diego,2013,10.0,49.0,2.0,8.0,0.8
ALLAN HANCOCK,San Diego,2014,24.0,51.0,7.0,17.0,0.7083333333333334
ALLAN HANCOCK,San Diego,2015,11.0,40.0,6.0,5.0,0.45454545454545453
ALLAN HANCOCK,San Diego,2016,13.0,36.0,2.0,11.0,0.8461538461538461
ALLAN HANCOCK,San Diego,2017,13.0,33.0,5.0,8.0,0.6153846153846154
ALLAN HANCOCK,San Diego,2018,21.0,40.0,11.0,10.0,0.47619047619047616
ALLAN HANCOCK,San Diego,2019,21.0,53.0,4.0,17.0,0.8095238095238095
ALLAN HANCOCK,San Diego,2020,26.0,59.0,7.0,19.0,0.7307692307692307
ALLAN HANCOCK,San Diego,2021,35.0,63.0,3.0,32.0,0.9142857142857143
ALLAN HANCOCK,San Diego,2022,35.0,70.0,4.0,31.0,0.8857142857142857
ALLAN HANCOCK,San Diego,2023,25.0,44.0,5.0,20.0,0.8
ALLAN HANCOCK,San Diego,2024,25.0,44.0,3.0,22.0,0.88
ALLAN HANCOCK,Santa Barbara,2006,83.0,115.0,43.0,40.0,0.4819277108433735
ALLAN HANCOCK,Santa Barbara,2007,77.0,115.0,49.0,28.0,0.36363636363636365
ALLAN HANCOCK,Santa Barbara,2008,76.0,106.0,45.0,31.0,0.40789473684210525
ALLAN HANCOCK,Santa Barbara,2009,59.0,83.0,36.0,23.0,0.3898305084745763
ALLAN HANCOCK,Santa Barbara,2010,66.0,97.0,39.0,27.0,0.4090909090909091
ALLAN HANCOCK,Santa Barbara,2011,52.0,110.0,18.0,34.0,0.6538461538461539
ALLAN HANCOCK,Santa Barbara,2012,66.0,134.0,25.0,41.0,0.6212121212121212
ALLAN HANCOCK,Santa Barbara,2013,62.0,138.0,30.0,32.0,0.5161290322580645
ALLAN HANCOCK,Santa Barbara,2014,59.0,130.0,31.0,28.0,0.4745762711864407
ALLAN HANCOCK,Santa Barbara,2015,52.0,104.0,22.0,30.0,0.5769230769230769
ALLAN HANCOCK,Santa Barbara,2016,61.0,105.0,28.0,33.0,0.5409836065573771
ALLAN HANCOCK,Santa Barbara,2017,67.0,117.0,32.0,35.0,0.5223880597014925
ALLAN HANCOCK,Santa Barbara,2018,48.0,77.0,22.0,26.0,0.5416666666666666
ALLAN HANCOCK,Santa Barbara,2019,83.0,117.0,35.0,48.0,0.5783132530120482
ALLAN HANCOCK,Santa Barbara,2020,61.0,126.0,29.0,32.0,0.5245901639344263
ALLAN HANCOCK,Santa Barbara,2021,76.0,129.0,29.0,47.0,0.618421052631579
ALLAN HANCOCK,Santa Barbara,2022,51.0,118.0,23.0,28.0,0.5490196078431373
ALLAN HANCOCK,Santa Barbara,2023,55.0,107.0,18.0,37.0,0.6727272727272727
ALLAN HANCOCK,Santa Barbara,2024,59.0,100.0,25.0,34.0,0.576271186440678
ALLAN HANCOCK,Santa Cruz,2006,16.0,26.0,8.0,8.0,0.5
ALLAN HANCOCK,Santa Cruz,2007,11.0,20.0,4.0,7.0,0.6363636363636364
ALLAN HANCOCK,Santa Cruz,2008,16.0,21.0,6.0,10.0,0.625
ALLAN HANCOCK,Santa Cruz,2009,11.0,17.0,2.0,9.0,0.8181818181818182
ALLAN HANCOCK,Santa Cruz,2010,19.0,29.0,7.0,12.0,0.631578947368421
ALLAN HANCOCK,Santa Cruz,2011,24.0,28.0,8.0,16.0,0.6666666666666666
ALLAN HANCOCK,Santa Cruz,2012,26.0,47.0,9.0,17.0,0.6538461538461539
ALLAN HANCOCK,Santa Cruz,2013,50.0,65.0,21.0,29.0,0.58
ALLAN HANCOCK,Santa Cruz,2014,31.0,63.0,6.0,25.0,0.8064516129032258
ALLAN HANCOCK,Santa Cruz,2015,28.0,57.0,7.0,21.0,0.75
ALLAN HANCOCK,Santa Cruz,2016,29.0,49.0,7.0,22.0,0.7586206896551724
ALLAN HANCOCK,Santa Cruz,2017,20.0,39.0,3.0,17.0,0.85
ALLAN HANCOCK,Santa Cruz,2018,30.0,47.0,5.0,25.0,0.8333333333333334
ALLAN HANCOCK,Santa Cruz,2019,41.0,64.0,9.0,32.0,0.7804878048780488
ALLAN HANCOCK,Santa Cruz,2020,42.0,58.0,13.0,29.0,0.6904761904761905
ALLAN HANCOCK,Santa Cruz,2021,53.0,77.0,7.0,46.0,0.8679245283018868
ALLAN HANCOCK,Santa Cruz,2022,43.0,69.0,10.0,33.0,0.7674418604651163
ALLAN HANCOCK,Santa Cruz,2023,36.0,65.0,5.0,31.0,0.8611111111111112
ALLAN HANCOCK,Santa Cruz,2024,42.0,62.0,8.0,34.0,0.8095238095238095
AMERICAN RIVER,Berkeley,2006,38.0,95.0,28.0,10.0,0.2631578947368421
AMERICAN RIVER,Berkeley,2007,48.0,109.0,33.0,15.0,0.3125
AMERICAN RIVER,Berkeley,2008,37.0,101.0,24.0,13.0,0.35135135135135137
AMERICAN RIVER,Berkeley,2009,44.0,110.0,31.0,13.0,0.29545454545454547
AMERICAN RIVER,Berkeley,2010,43.0,126.0,34.0,9.0,0.20930232558139536
AMERICAN RIVER,Berkeley,2011,49.0,145.0,38.0,11.0,0.22448979591836735
AMERICAN RIVER,Berkeley,2012,49.0,160.0,37.0,12.0,0.24489795918367346
AMERICAN RIVER,Berkeley,2013,55.0,171.0,38.0,17.0,0.3090909090909091
AMERICAN RIVER,Berkeley,2014,30.0,144.0,25.0,5.0,0.16666666666666666
AMERICAN RIVER,Berkeley,2015,47.0,165.0,33.0,14.0,0.2978723404255319
AMERICAN RIVER,Berkeley,2016,42.0,167.0,29.0,13.0,0.30952380952380953
AMERICAN RIVER,Berkeley,2017,36.0,185.0,26.0,10.0,0.2777777777777778
AMERICAN RIVER,Berkeley,2018,35.0,157.0,25.0,10.0,0.2857142857142857
AMERICAN RIVER,Berkeley,2019,34.0,158.0,23.0,11.0,0.3235294117647059
AMERICAN RIVER,Berkeley,2020,30.0,152.0,20.0,10.0,0.3333333333333333
AMERICAN RIVER,Berkeley,2021,43.0,209.0,26.0,17.0,0.3953488372093023
AMERICAN RIVER,Berkeley,2022,41.0,182.0,26.0,15.0,0.36585365853658536
AMERICAN RIVER,Berkeley,2023,22.0,166.0,18.0,4.0,0.18181818181818182
AMERICAN RIVER,Berkeley,2024,33.0,174.0,15.0,18.0,0.5454545454545454
AMERICAN RIVER,Davis,2006,188.0,245.0,121.0,67.0,0.35638297872340424
AMERICAN RIVER,Davis,2007,188.0,228.0,124.0,64.0,0.3404255319148936
AMERICAN RIVER,Davis,2008,221.0,271.0,155.0,66.0,0.2986425339366516
AMERICAN RIVER,Davis,2009,194.0,241.0,127.0,67.0,0.34536082474226804
AMERICAN RIVER,Davis,2010,178.0,229.0,110.0,68.0,0.38202247191011235
AMERICAN RIVER,Davis,2011,245.0,335.0,159.0,86.0,0.3510204081632653
AMERICAN RIVER,Davis,2012,221.0,346.0,136.0,85.0,0.38461538461538464
AMERICAN RIVER,Davis,2013,204.0,308.0,127.0,77.0,0.37745098039215685
AMERICAN RIVER,Davis,2014,223.0,315.0,157.0,66.0,0.29596412556053814
AMERICAN RIVER,Davis,2015,227.0,333.0,147.0,80.0,0.3524229074889868
AMERICAN RIVER,Davis,2016,225.0,353.0,162.0,63.0,0.28
AMERICAN RIVER,Davis,2017,252.0,368.0,171.0,81.0,0.32142857142857145
AMERICAN RIVER,Davis,2018,235.0,322.0,165.0,70.0,0.2978723404255319
AMERICAN RIVER,Davis,2019,188.0,304.0,120.0,68.0,0.3617021276595745
AMERICAN RIVER,Davis,2020,188.0,293.0,126.0,62.0,0.32978723404255317
AMERICAN RIVER,Davis,2021,216.0,335.0,147.0,69.0,0.3194444444444444
AMERICAN RIVER,Davis,2022,167.0,316.0,105.0,62.0,0.3712574850299401
AMERICAN RIVER,Davis,2023,171.0,271.0,103.0,68.0,0.39766081871345027
AMERICAN RIVER,Davis,2024,200.0,295.0,121.0,79.0,0.395
AMERICAN RIVER,Irvine,2006,29.0,44.0,3.0,26.0,0.896551724137931
AMERICAN RIVER,Irvine,2007,34.0,50.0,4.0,30.0,0.8823529411764706
AMERICAN RIVER,Irvine,2008,23.0,42.0,3.0,20.0,0.8695652173913043
AMERICAN RIVER,Irvine,2009,28.0,53.0,5.0,23.0,0.8214285714285714
AMERICAN RIVER,Irvine,2010,32.0,52.0,1.0,31.0,0.96875
AMERICAN RIVER,Irvine,2011,37.0,74.0,6.0,31.0,0.8378378378378378
AMERICAN RIVER,Irvine,2012,43.0,94.0,8.0,35.0,0.813953488372093
AMERICAN RIVER,Irvine,2013,35.0,84.0,6.0,29.0,0.8285714285714286
AMERICAN RIVER,Irvine,2014,43.0,95.0,3.0,40.0,0.9302325581395349
AMERICAN RIVER,Irvine,2015,53.0,99.0,6.0,47.0,0.8867924528301887
AMERICAN RIVER,Irvine,2016,45.0,107.0,6.0,39.0,0.8666666666666667
AMERICAN RIVER,Irvine,2017,59.0,127.0,7.0,52.0,0.8813559322033898
AMERICAN RIVER,Irvine,2018,54.0,91.0,11.0,43.0,0.7962962962962963
AMERICAN RIVER,Irvine,2019,39.0,90.0,10.0,29.0,0.7435897435897436
AMERICAN RIVER,Irvine,2020,47.0,115.0,7.0,40.0,0.851063829787234
AMERICAN RIVER,Irvine,2021,53.0,145.0,15.0,38.0,0.7169811320754716
AMERICAN RIVER,Irvine,2022,36.0,128.0,4.0,32.0,0.8888888888888888
AMERICAN RIVER,Irvine,2023,41.0,128.0,7.0,34.0,0.8292682926829268
AMERICAN RIVER,Irvine,2024,53.0,134.0,5.0,48.0,0.9056603773584906
AMERICAN RIVER,Los Angeles,2006,28.0,72.0,10.0,18.0,0.6428571428571429
AMERICAN RIVER,Los Angeles,2007,29.0,75.0,8.0,21.0,0.7241379310344828
AMERICAN RIVER,Los Angeles,2008,21.0,65.0,8.0,13.0,0.6190476190476191
AMERICAN RIVER,Los Angeles,2009,28.0,80.0,7.0,21.0,0.75
AMERICAN RIVER,Los Angeles,2010,37.0,99.0,14.0,23.0,0.6216216216216216
AMERICAN RIVER,Los Angeles,2011,38.0,131.0,14.0,24.0,0.631578947368421
AMERICAN RIVER,Los Angeles,2012,40.0,120.0,15.0,25.0,0.625
AMERICAN RIVER,Los Angeles,2013,46.0,119.0,15.0,31.0,0.6739130434782609
AMERICAN RIVER,Los Angeles,2014,17.0,99.0,6.0,11.0,0.6470588235294118
AMERICAN RIVER,Los Angeles,2015,44.0,118.0,19.0,25.0,0.5681818181818182
AMERICAN RIVER,Los Angeles,2016,38.0,124.0,19.0,19.0,0.5
AMERICAN RIVER,Los Angeles,2017,45.0,138.0,17.0,28.0,0.6222222222222222
AMERICAN RIVER,Los Angeles,2018,27.0,112.0,10.0,17.0,0.6296296296296297
AMERICAN RIVER,Los Angeles,2019,29.0,122.0,11.0,18.0,0.6206896551724138
AMERICAN RIVER,Los Angeles,2020,27.0,122.0,11.0,16.0,0.5925925925925926
AMERICAN RIVER,Los Angeles,2021,40.0,161.0,16.0,24.0,0.6
AMERICAN RIVER,Los Angeles,2022,28.0,138.0,9.0,19.0,0.6785714285714286
AMERICAN RIVER,Los Angeles,2023,36.0,143.0,18.0,18.0,0.5
AMERICAN RIVER,Los Angeles,2024,33.0,147.0,18.0,15.0,0.45454545454545453
AMERICAN RIVER,Merced,2006,21.0,23.0,2.0,19.0,0.9047619047619048
AMERICAN RIVER,Merced,2007,18.0,20.0,1.0,17.0,0.9444444444444444
AMERICAN RIVER,Merced,2008,16.0,21.0,0.0,16.0,1.0
AMERICAN RIVER,Merced,2009,21.0,26.0,4.0,17.0,0.8095238095238095
AMERICAN RIVER,Merced,2010,24.0,29.0,2.0,22.0,0.9166666666666666
AMERICAN RIVER,Merced,2011,42.0,52.0,2.0,40.0,0.9523809523809523
AMERICAN RIVER,Merced,2012,23.0,34.0,6.0,17.0,0.7391304347826086
AMERICAN RIVER,Merced,2013,19.0,31.0,4.0,15.0,0.7894736842105263
AMERICAN RIVER,Merced,2014,12.0,26.0,2.0,10.0,0.8333333333333334
AMERICAN RIVER,Merced,2015,12.0,28.0,1.0,11.0,0.9166666666666666
AMERICAN RIVER,Merced,2016,15.0,32.0,3.0,12.0,0.8
AMERICAN RIVER,Merced,2017,24.0,46.0,1.0,23.0,0.9583333333333334
AMERICAN RIVER,Merced,2018,22.0,35.0,1.0,21.0,0.9545454545454546
AMERICAN RIVER,Merced,2019,12.0,30.0,1.0,11.0,0.9166666666666666
AMERICAN RIVER,Merced,2020,19.0,39.0,3.0,16.0,0.8421052631578947
AMERICAN RIVER,Merced,2021,25.0,50.0,5.0,20.0,0.8
AMERICAN RIVER,Merced,2022,52.0,69.0,4.0,48.0,0.9230769230769231
AMERICAN RIVER,Merced,2023,40.0,60.0,2.0,38.0,0.95
AMERICAN RIVER,Merced,2024,40.0,58.0,4.0,36.0,0.9
AMERICAN RIVER,Riverside,2006,30.0,34.0,1.0,29.0,0.9666666666666667
AMERICAN RIVER,Riverside,2007,26.0,30.0,1.0,25.0,0.9615384615384616
AMERICAN RIVER,Riverside,2008,17.0,19.0,0.0,17.0,1.0
AMERICAN RIVER,Riverside,2009,17.0,25.0,2.0,15.0,0.8823529411764706
AMERICAN RIVER,Riverside,2010,25.0,29.0,2.0,23.0,0.92
AMERICAN RIVER,Riverside,2011,18.0,22.0,4.0,14.0,0.7777777777777778
AMERICAN RIVER,Riverside,2012,29.0,38.0,5.0,24.0,0.8275862068965517
AMERICAN RIVER,Riverside,2013,32.0,43.0,6.0,26.0,0.8125
AMERICAN RIVER,Riverside,2014,41.0,59.0,10.0,31.0,0.7560975609756098
AMERICAN RIVER,Riverside,2015,37.0,58.0,3.0,34.0,0.918918918918919
AMERICAN RIVER,Riverside,2016,31.0,54.0,3.0,28.0,0.9032258064516129
AMERICAN RIVER,Riverside,2017,33.0,55.0,3.0,30.0,0.9090909090909091
AMERICAN RIVER,Riverside,2018,20.0,34.0,3.0,17.0,0.85
AMERICAN RIVER,Riverside,2019,29.0,45.0,5.0,24.0,0.8275862068965517
AMERICAN RIVER,Riverside,2020,36.0,54.0,8.0,28.0,0.7777777777777778
AMERICAN RIVER,Riverside,2021,53.0,74.0,9.0,44.0,0.8301886792452831
AMERICAN RIVER,Riverside,2022,58.0,81.0,9.0,49.0,0.8448275862068966
AMERICAN RIVER,Riverside,2023,46.0,77.0,4.0,42.0,0.9130434782608695
AMERICAN RIVER,Riverside,2024,40.0,70.0,4.0,36.0,0.9
AMERICAN RIVER,San Diego,2006,40.0,70.0,12.0,28.0,0.7
AMERICAN RIVER,San Diego,2007,43.0,60.0,12.0,31.0,0.7209302325581395
AMERICAN RIVER,San Diego,2008,46.0,67.0,11.0,35.0,0.7608695652173914
AMERICAN RIVER,San Diego,2009,39.0,61.0,11.0,28.0,0.717948717948718
AMERICAN RIVER,San Diego,2010,62.0,100.0,20.0,42.0,0.6774193548387096
AMERICAN RIVER,San Diego,2011,59.0,97.0,18.0,41.0,0.6949152542372882
AMERICAN RIVER,San Diego,2012,58.0,123.0,16.0,42.0,0.7241379310344828
AMERICAN RIVER,San Diego,2013,56.0,106.0,14.0,42.0,0.75
AMERICAN RIVER,San Diego,2014,47.0,93.0,14.0,33.0,0.7021276595744681
AMERICAN RIVER,San Diego,2015,63.0,120.0,16.0,47.0,0.746031746031746
AMERICAN RIVER,San Diego,2016,58.0,118.0,9.0,49.0,0.8448275862068966
AMERICAN RIVER,San Diego,2017,74.0,133.0,18.0,56.0,0.7567567567567568
AMERICAN RIVER,San Diego,2018,49.0,85.0,9.0,40.0,0.8163265306122449
AMERICAN RIVER,San Diego,2019,35.0,97.0,7.0,28.0,0.8
AMERICAN RIVER,San Diego,2020,42.0,95.0,7.0,35.0,0.8333333333333334
AMERICAN RIVER,San Diego,2021,67.0,132.0,17.0,50.0,0.746268656716418
AMERICAN RIVER,San Diego,2022,64.0,121.0,15.0,49.0,0.765625
AMERICAN RIVER,San Diego,2023,72.0,132.0,16.0,56.0,0.7777777777777778
AMERICAN RIVER,San Diego,2024,82.0,137.0,12.0,70.0,0.8536585365853658
AMERICAN RIVER,Santa Barbara,2006,45.0,62.0,9.0,36.0,0.8
AMERICAN RIVER,Santa Barbara,2007,46.0,55.0,12.0,34.0,0.7391304347826086
AMERICAN RIVER,Santa Barbara,2008,38.0,59.0,4.0,34.0,0.8947368421052632
AMERICAN RIVER,Santa Barbara,2009,32.0,52.0,9.0,23.0,0.71875
AMERICAN RIVER,Santa Barbara,2010,36.0,51.0,5.0,31.0,0.8611111111111112
AMERICAN RIVER,Santa Barbara,2011,40.0,70.0,8.0,32.0,0.8
AMERICAN RIVER,Santa Barbara,2012,47.0,99.0,7.0,40.0,0.851063829787234
AMERICAN RIVER,Santa Barbara,2013,50.0,100.0,6.0,44.0,0.88
AMERICAN RIVER,Santa Barbara,2014,49.0,113.0,7.0,42.0,0.8571428571428571
AMERICAN RIVER,Santa Barbara,2015,57.0,109.0,11.0,46.0,0.8070175438596491
AMERICAN RIVER,Santa Barbara,2016,52.0,105.0,13.0,39.0,0.75
AMERICAN RIVER,Santa Barbara,2017,56.0,112.0,11.0,45.0,0.8035714285714286
AMERICAN RIVER,Santa Barbara,2018,30.0,73.0,9.0,21.0,0.7
AMERICAN RIVER,Santa Barbara,2019,41.0,92.0,7.0,34.0,0.8292682926829268
