cc_name,uc_campus,cc_uc_distance_miles,cc_uc_drive_hours
LOS ANGELES CITY,University of California-San Francisco,380.9,6.16
LOS ANGELES CITY,Santa Barbara,101.81,1.76
LOS ANGELES CITY,Santa Cruz,340.66,5.7
LOS ANGELES HARBOR,Berkeley,391.97,6.31
LOS ANGELES HARBOR,Davis,414.81,6.62
LOS ANGELES HARBOR,Irvine,36.53,0.66
LOS ANGELES HARBOR,Los Angeles,26.09,0.53
LOS ANGELES HARBOR,Merced,296.02,4.8
LOS ANGELES HARBOR,Riverside,73.19,1.42
LOS ANGELES HARBOR,San Diego,106.24,1.64
LOS ANGELES HARBOR,University of California-San Francisco,402.9,6.48
LOS ANGELES HARBOR,Santa Barbara,120.51,2.02
LOS ANGELES HARBOR,Santa Cruz,362.66,6.02
LOS ANGELES MISSION,Berkeley,353.58,5.6
LOS ANGELES MISSION,Davis,376.43,5.89
LOS ANGELES MISSION,Irvine,69.23,1.26
LOS ANGELES MISSION,Los Angeles,30.88,0.57
LOS ANGELES MISSION,Merced,257.63,4.09
LOS ANGELES MISSION,Riverside,75.99,1.46
LOS ANGELES MISSION,San Diego,135.16,2.21
LOS ANGELES MISSION,University of California-San Francisco,364.51,5.76
LOS ANGELES MISSION,Santa Barbara,103.49,1.63
LOS ANGELES MISSION,Santa Cruz,324.28,5.27
LOS ANGELES PIERCE,Berkeley,367.7,5.9
LOS ANGELES PIERCE,Davis,390.54,6.2
LOS ANGELES PIERCE,Irvine,65.34,1.37
LOS ANGELES PIERCE,Los Angeles,29.6,0.7
LOS ANGELES PIERCE,Merced,271.75,4.39
LOS ANGELES PIERCE,Riverside,80.43,1.64
LOS ANGELES PIERCE,San Diego,138.76,2.46
LOS ANGELES PIERCE,University of California-San Francisco,378.63,6.07
LOS ANGELES PIERCE,Santa Barbara,83.56,1.36
LOS ANGELES PIERCE,Santa Cruz,333.73,5.43
LOS ANGELES SOUTHWEST,Berkeley,383.94,6.24
LOS ANGELES SOUTHWEST,Davis,406.78,6.54
LOS ANGELES SOUTHWEST,Irvine,38.44,0.76
LOS ANGELES SOUTHWEST,Los Angeles,16.81,0.46
LOS ANGELES SOUTHWEST,Merced,287.99,4.73
LOS ANGELES SOUTHWEST,Riverside,65.75,1.4
LOS ANGELES SOUTHWEST,San Diego,108.16,1.74
LOS ANGELES SOUTHWEST,University of California-San Francisco,394.87,6.41
LOS ANGELES SOUTHWEST,Santa Barbara,112.48,1.94
LOS ANGELES SOUTHWEST,Santa Cruz,354.63,5.95
LOS ANGELES TRADE TECHNICAL,Berkeley,375.32,6.12
LOS ANGELES TRADE TECHNICAL,Davis,398.17,6.42
LOS ANGELES TRADE TECHNICAL,Irvine,45.26,0.85
LOS ANGELES TRADE TECHNICAL,Los Angeles,7.88,0.24
LOS ANGELES TRADE TECHNICAL,Merced,279.37,4.6
LOS ANGELES TRADE TECHNICAL,Riverside,58.37,1.25
LOS ANGELES TRADE TECHNICAL,San Diego,108.9,1.89
LOS ANGELES TRADE TECHNICAL,University of California-San Francisco,386.25,6.29
LOS ANGELES TRADE TECHNICAL,Santa Barbara,108.81,1.88
LOS ANGELES TRADE TECHNICAL,Santa Cruz,346.02,5.82
LOS ANGELES VALLEY,Berkeley,361.85,5.8
LOS ANGELES VALLEY,Davis,384.7,6.1
LOS ANGELES VALLEY,Irvine,59.37,1.22
LOS ANGELES VALLEY,Los Angeles,21.03,0.53
LOS ANGELES VALLEY,Merced,265.9,4.29
LOS ANGELES VALLEY,Riverside,71.86,1.49
LOS ANGELES VALLEY,San Diego,125.31,2.17
LOS ANGELES VALLEY,University of California-San Francisco,372.78,5.97
LOS ANGELES VALLEY,Santa Barbara,92.85,1.56
LOS ANGELES VALLEY,Santa Cruz,332.55,5.49
LOS MEDANOS,Berkeley,31.59,0.7
LOS MEDANOS,Davis,62.38,1.08
LOS MEDANOS,Irvine,402.81,6.37
LOS MEDANOS,Los Angeles,361.86,5.75
LOS MEDANOS,Merced,106.89,1.99
LOS MEDANOS,Riverside,412.5,6.58
LOS MEDANOS,San Diego,494.59,7.78
LOS MEDANOS,University of California-San Francisco,45.09,0.96
LOS MEDANOS,Santa Barbara,344.75,5.48
LOS MEDANOS,Santa Cruz,96.86,1.75
MADERA,Berkeley,161.53,2.8
MADERA,Davis,192.38,3.24
MADERA,Irvine,281.42,4.48
MADERA,Los Angeles,240.48,3.87
MADERA,Merced,42.95,0.76
MADERA,Riverside,291.12,4.69
MADERA,San Diego,373.2,5.87
MADERA,University of California-San Francisco,180.47,3.08
MADERA,Santa Barbara,254.18,4.16
MADERA,Santa Cruz,141.28,2.58
MENDOCINO,Berkeley,119.95,2.14
MENDOCINO,Davis,146.57,2.5
MENDOCINO,Irvine,536.14,8.39
MENDOCINO,Los Angeles,495.2,7.79
MENDOCINO,Merced,245.11,3.96
MENDOCINO,Riverside,545.84,8.61
MENDOCINO,San Diego,605.86,9.38
MENDOCINO,University of California-San Francisco,117.94,2.05
MENDOCINO,Santa Barbara,444.17,7.0
MENDOCINO,Santa Cruz,195.43,3.26
MERCED,Berkeley,124.19,2.14
MERCED,Davis,128.69,2.13
MERCED,Irvine,320.38,5.12
MERCED,Los Angeles,279.44,4.51
MERCED,Merced,5.33,0.18
MERCED,Riverside,330.08,5.34
MERCED,San Diego,412.16,6.55
MERCED,University of California-San Francisco,135.12,2.33
MERCED,Santa Barbara,293.14,4.81
MERCED,Santa Cruz,126.74,2.51
MERRITT,Berkeley,8.6,0.33
MERRITT,Davis,72.54,1.2
MERRITT,Irvine,412.22,6.51
MERRITT,Los Angeles,371.28,5.89
MERRITT,Merced,121.19,2.15
MERRITT,Riverside,421.92,6.73
MERRITT,San Diego,504.0,7.91
MERRITT,University of California-San Francisco,20.2,0.58
MERRITT,Santa Barbara,323.09,5.14
MERRITT,Santa Cruz,74.36,1.38
MIRACOSTA,Berkeley,462.15,7.37
MIRACOSTA,Davis,484.99,7.67
MIRACOSTA,Irvine,52.28,0.86
MIRACOSTA,Los Angeles,87.6,1.42
MIRACOSTA,Merced,366.2,5.87
MIRACOSTA,Riverside,66.28,1.34
MIRACOSTA,San Diego,27.8,0.5
MIRACOSTA,University of California-San Francisco,473.08,7.54
MIRACOSTA,Santa Barbara,193.7,3.06
MIRACOSTA,Santa Cruz,432.84,7.1
MISSION,Berkeley,353.58,5.6
MISSION,Davis,376.43,5.89
MISSION,Irvine,69.23,1.26
MISSION,Los Angeles,30.88,0.57
MISSION,Merced,257.63,4.09
MISSION,Riverside,75.99,1.46
MISSION,San Diego,135.16,2.21
MISSION,University of California-San Francisco,364.51,5.76
MISSION,Santa Barbara,103.49,1.63
MISSION,Santa Cruz,324.28,5.27
MODESTO JUNIOR,Berkeley,81.19,1.47
MODESTO JUNIOR,Davis,88.12,1.46
MODESTO JUNIOR,Irvine,358.96,5.67
MODESTO JUNIOR,Los Angeles,318.02,5.06
MODESTO JUNIOR,Merced,46.44,0.89
MODESTO JUNIOR,Riverside,368.66,5.89
MODESTO JUNIOR,San Diego,450.74,7.12
MODESTO JUNIOR,University of California-San Francisco,92.12,1.65
MODESTO JUNIOR,Santa Barbara,318.28,5.28
MODESTO JUNIOR,Santa Cruz,111.8,2.04
MONTEREY PENINSULA,Berkeley,118.12,2.02
MONTEREY PENINSULA,Davis,171.48,2.72
MONTEREY PENINSULA,Irvine,362.7,5.86
MONTEREY PENINSULA,Los Angeles,335.03,5.39
MONTEREY PENINSULA,Merced,127.03,2.29
MONTEREY PENINSULA,Riverside,372.39,6.08
MONTEREY PENINSULA,San Diego,454.47,7.31
MONTEREY PENINSULA,University of California-San Francisco,113.57,2.0
MONTEREY PENINSULA,Santa Barbara,238.96,3.87
MONTEREY PENINSULA,Santa Cruz,45.98,0.91
MOORPARK,Berkeley,376.65,5.97
MOORPARK,Davis,399.49,6.27
MOORPARK,Irvine,89.11,1.61
MOORPARK,Los Angeles,49.82,0.95
MOORPARK,Merced,280.7,4.45
MOORPARK,Riverside,101.04,1.79
MOORPARK,San Diego,153.69,2.58
MOORPARK,University of California-San Francisco,387.58,6.14
MOORPARK,Santa Barbara,75.35,1.22
MOORPARK,Santa Cruz,325.53,5.29
MORENO VALLEY,Berkeley,438.48,7.39
MORENO VALLEY,Davis,461.32,7.67
MORENO VALLEY,Irvine,56.7,1.39
MORENO VALLEY,Los Angeles,63.36,1.42
MORENO VALLEY,Merced,342.53,5.88
MORENO VALLEY,Riverside,12.47,0.61
MORENO VALLEY,San Diego,86.14,1.39
MORENO VALLEY,University of California-San Francisco,449.41,7.54
MORENO VALLEY,Santa Barbara,172.44,3.06
MORENO VALLEY,Santa Cruz,409.17,7.12
MOUNT SAN ANTONIO,Berkeley,400.88,6.47
MOUNT SAN ANTONIO,Davis,423.73,6.77
MOUNT SAN ANTONIO,Irvine,33.93,0.69
MOUNT SAN ANTONIO,Los Angeles,21.04,0.45
MOUNT SAN ANTONIO,Merced,304.93,4.95
MOUNT SAN ANTONIO,Riverside,34.91,0.92
MOUNT SAN ANTONIO,San Diego,99.49,1.61
MOUNT SAN ANTONIO,University of California-San Francisco,411.81,6.63
MOUNT SAN ANTONIO,Santa Barbara,134.84,2.21
MOUNT SAN ANTONIO,Santa Cruz,371.58,6.19
MOUNT SAN JACINTO,Berkeley,453.06,7.5
MOUNT SAN JACINTO,Davis,475.9,7.81
MOUNT SAN JACINTO,Irvine,71.29,1.5
MOUNT SAN JACINTO,Los Angeles,84.37,1.38
MOUNT SAN JACINTO,Merced,357.11,6.01
MOUNT SAN JACINTO,Riverside,27.05,0.73
MOUNT SAN JACINTO,San Diego,92.58,1.58
MOUNT SAN JACINTO,University of California-San Francisco,463.99,7.67
MOUNT SAN JACINTO,Santa Barbara,194.81,3.04
MOUNT SAN JACINTO,Santa Cruz,423.76,7.23
NAPA VALLEY,Berkeley,38.09,0.94
NAPA VALLEY,Davis,43.21,0.79
NAPA VALLEY,Irvine,443.37,6.98
NAPA VALLEY,Los Angeles,402.43,6.36
NAPA VALLEY,Merced,152.34,2.56
NAPA VALLEY,Riverside,453.07,7.19
NAPA VALLEY,San Diego,513.08,8.01
NAPA VALLEY,University of California-San Francisco,48.69,1.08
NAPA VALLEY,Santa Barbara,361.82,5.73
NAPA VALLEY,Santa Cruz,113.93,2.0
NORCO,Berkeley,422.29,6.78
NORCO,Davis,445.13,7.08
NORCO,Irvine,31.98,0.67
NORCO,Los Angeles,47.17,0.83
NORCO,Merced,326.34,5.26
NORCO,Riverside,19.59,0.49
NORCO,San Diego,94.69,1.46
NORCO,University of California-San Francisco,433.22,6.94
NORCO,Santa Barbara,156.25,2.49
NORCO,Santa Cruz,392.98,6.5
OHLONE,Berkeley,41.81,0.88
OHLONE,Davis,88.0,1.46
OHLONE,Irvine,397.05,6.28
OHLONE,Los Angeles,356.11,5.66
OHLONE,Merced,110.52,2.1
OHLONE,Riverside,406.75,6.5
OHLONE,San Diego,488.83,7.7
OHLONE,University of California-San Francisco,45.83,1.07
OHLONE,Santa Barbara,295.77,4.69
OHLONE,Santa Cruz,47.75,1.01
ORANGE COAST,Berkeley,414.3,6.66
ORANGE COAST,Davis,437.15,6.96
ORANGE COAST,Irvine,5.65,0.2
ORANGE COAST,Los Angeles,37.18,0.72
ORANGE COAST,Merced,318.35,5.13
ORANGE COAST,Riverside,48.21,1.23
ORANGE COAST,San Diego,75.36,1.18
ORANGE COAST,University of California-San Francisco,425.23,6.82
ORANGE COAST,Santa Barbara,142.85,2.34
ORANGE COAST,Santa Cruz,385.0,6.39
OXNARD,Berkeley,365.47,5.93
OXNARD,Davis,405.7,6.59
OXNARD,Irvine,104.18,1.87
OXNARD,Los Angeles,68.44,1.27
OXNARD,Merced,286.9,4.77
OXNARD,Riverside,119.27,2.17
OXNARD,San Diego,178.75,2.93
OXNARD,University of California-San Francisco,368.95,5.99
OXNARD,Santa Barbara,51.07,0.94
OXNARD,Santa Cruz,301.25,4.99
PALO VERDE,Berkeley,597.46,9.52
PALO VERDE,Davis,620.3,9.74
PALO VERDE,Irvine,214.83,3.54
PALO VERDE,Los Angeles,222.38,3.44
PALO VERDE,Merced,501.51,7.98
PALO VERDE,Riverside,170.6,2.75
PALO VERDE,San Diego,226.11,3.8
PALO VERDE,University of California-San Francisco,608.39,9.75
PALO VERDE,Santa Barbara,331.42,5.12
PALO VERDE,Santa Cruz,568.15,9.13
PALOMAR,Berkeley,469.8,7.5
PALOMAR,Davis,492.65,7.81
PALOMAR,Irvine,59.93,1.0
PALOMAR,Los Angeles,95.26,1.55
PALOMAR,Merced,373.85,6.0
PALOMAR,Riverside,66.55,1.29
PALOMAR,San Diego,32.73,0.61
PALOMAR,University of California-San Francisco,480.73,7.67
PALOMAR,Santa Barbara,201.36,3.19
PALOMAR,Santa Cruz,440.5,7.23
PASADENA CITY,Berkeley,376.42,6.08
PASADENA CITY,Davis,399.26,6.38
PASADENA CITY,Irvine,56.03,1.01
PASADENA CITY,Los Angeles,8.09,0.38
PASADENA CITY,Merced,280.47,4.57
PASADENA CITY,Riverside,52.78,1.23
PASADENA CITY,San Diego,122.0,1.97
PASADENA CITY,University of California-San Francisco,387.35,6.25
PASADENA CITY,Santa Barbara,110.38,1.81
PASADENA CITY,Santa Cruz,347.11,5.8
PORTERVILLE,Berkeley,260.68,4.29
PORTERVILLE,Davis,255.25,4.1
PORTERVILLE,Irvine,203.82,3.33
PORTERVILLE,Los Angeles,162.87,2.71
PORTERVILLE,Merced,133.18,2.22
PORTERVILLE,Riverside,213.51,3.56
PORTERVILLE,San Diego,295.59,4.69
PORTERVILLE,University of California-San Francisco,271.61,4.45
PORTERVILLE,Santa Barbara,204.23,3.4
PORTERVILLE,Santa Cruz,231.51,4.03
REEDLEY,Berkeley,205.4,3.55
REEDLEY,Davis,228.25,3.85
REEDLEY,Irvine,249.49,4.09
REEDLEY,Los Angeles,208.55,3.47
REEDLEY,Merced,82.82,1.45
REEDLEY,Riverside,259.19,4.3
REEDLEY,San Diego,341.27,5.48
REEDLEY,University of California-San Francisco,216.33,3.71
REEDLEY,Santa Barbara,243.39,4.12
REEDLEY,Santa Cruz,181.15,3.27
RIO HONDO,Berkeley,388.42,6.27
RIO HONDO,Davis,411.26,6.58
RIO HONDO,Irvine,37.75,0.68
RIO HONDO,Los Angeles,12.34,0.32
RIO HONDO,Merced,292.47,4.76
RIO HONDO,Riverside,44.88,1.02
RIO HONDO,San Diego,103.72,1.65
RIO HONDO,University of California-San Francisco,399.35,6.44
RIO HONDO,Santa Barbara,119.97,2.05
RIO HONDO,Santa Cruz,359.11,5.98
RIVERSIDE CITY,Berkeley,427.53,6.96
RIVERSIDE CITY,Davis,450.38,7.26
RIVERSIDE CITY,Irvine,42.08,0.82
RIVERSIDE CITY,Los Angeles,52.42,1.01
RIVERSIDE CITY,Merced,331.58,5.43
RIVERSIDE CITY,Riverside,4.37,0.24
RIVERSIDE CITY,San Diego,94.44,1.57
RIVERSIDE CITY,University of California-San Francisco,438.46,7.12
RIVERSIDE CITY,Santa Barbara,161.49,2.66
RIVERSIDE CITY,Santa Cruz,398.23,6.69
SACRAMENTO CITY,Berkeley,81.71,1.51
SACRAMENTO CITY,Davis,17.46,0.39
SACRAMENTO CITY,Irvine,426.81,6.64
SACRAMENTO CITY,Los Angeles,385.87,6.01
SACRAMENTO CITY,Merced,116.09,1.97
SACRAMENTO CITY,Riverside,436.51,6.85
SACRAMENTO CITY,San Diego,518.59,8.03
SACRAMENTO CITY,University of California-San Francisco,92.32,1.64
SACRAMENTO CITY,Santa Barbara,389.33,6.22
SACRAMENTO CITY,Santa Cruz,151.71,2.55
SADDLEBACK,Berkeley,424.92,6.83
SADDLEBACK,Davis,447.76,7.13
SADDLEBACK,Irvine,15.39,0.41
SADDLEBACK,Los Angeles,50.37,0.9
SADDLEBACK,Merced,328.97,5.3
SADDLEBACK,Riverside,52.94,1.07
SADDLEBACK,San Diego,58.69,0.95
SADDLEBACK,University of California-San Francisco,435.85,6.99
SADDLEBACK,Santa Barbara,156.47,2.57
SADDLEBACK,Santa Cruz,395.61,6.56
SAN BERNARDINO VALLEY,Berkeley,427.82,6.82
SAN BERNARDINO VALLEY,Davis,450.67,7.12
SAN BERNARDINO VALLEY,Irvine,51.47,0.97
SAN BERNARDINO VALLEY,Los Angeles,52.41,0.86
SAN BERNARDINO VALLEY,Merced,331.87,5.29
SAN BERNARDINO VALLEY,Riverside,9.89,0.39
SAN BERNARDINO VALLEY,San Diego,114.06,1.76
SAN BERNARDINO VALLEY,University of California-San Francisco,438.75,6.98
SAN BERNARDINO VALLEY,Santa Barbara,161.78,2.53
SAN BERNARDINO VALLEY,Santa Cruz,398.52,6.55
SAN DIEGO CITY,Berkeley,494.45,7.81
SAN DIEGO CITY,Davis,517.3,8.13
SAN DIEGO CITY,Irvine,84.58,1.32
SAN DIEGO CITY,Los Angeles,119.91,1.87
SAN DIEGO CITY,Merced,398.51,6.34
SAN DIEGO CITY,Riverside,95.88,1.69
SAN DIEGO CITY,San Diego,14.5,0.3
SAN DIEGO CITY,University of California-San Francisco,505.39,7.97
SAN DIEGO CITY,Santa Barbara,226.01,3.5
SAN DIEGO CITY,Santa Cruz,465.15,7.53
SAN DIEGO MESA,Berkeley,487.9,7.8
SAN DIEGO MESA,Davis,510.74,8.11
SAN DIEGO MESA,Irvine,78.03,1.3
SAN DIEGO MESA,Los Angeles,113.35,1.85
SAN DIEGO MESA,Merced,391.95,6.32
SAN DIEGO MESA,Riverside,92.73,1.64
SAN DIEGO MESA,San Diego,11.22,0.34
SAN DIEGO MESA,University of California-San Francisco,498.83,7.96
SAN DIEGO MESA,Santa Barbara,219.45,3.48
SAN DIEGO MESA,Santa Cruz,458.59,7.51
SAN DIEGO MIRAMAR,Berkeley,487.19,7.81
SAN DIEGO MIRAMAR,Davis,510.04,8.12
SAN DIEGO MIRAMAR,Irvine,77.32,1.32
SAN DIEGO MIRAMAR,Los Angeles,112.65,1.86
SAN DIEGO MIRAMAR,Merced,391.24,6.34
SAN DIEGO MIRAMAR,Riverside,82.59,1.46
SAN DIEGO MIRAMAR,San Diego,8.69,0.37
SAN DIEGO MIRAMAR,University of California-San Francisco,498.12,7.97
SAN DIEGO MIRAMAR,Santa Barbara,218.75,3.5
SAN DIEGO MIRAMAR,Santa Cruz,457.89,7.52
SAN JOAQUIN DELTA,Berkeley,78.16,1.46
SAN JOAQUIN DELTA,Davis,58.44,1.03
SAN JOAQUIN DELTA,Irvine,385.55,6.02
SAN JOAQUIN DELTA,Los Angeles,344.61,5.4
SAN JOAQUIN DELTA,Merced,79.44,1.47
SAN JOAQUIN DELTA,Riverside,395.25,6.23
SAN JOAQUIN DELTA,San Diego,477.33,7.46
SAN JOAQUIN DELTA,University of California-San Francisco,89.09,1.65
SAN JOAQUIN DELTA,Santa Barbara,348.08,5.59
SAN JOAQUIN DELTA,Santa Cruz,108.77,2.02
SAN JOSE CITY,Berkeley,50.87,1.02
SAN JOSE CITY,Davis,107.31,1.72
SAN JOSE CITY,Irvine,386.17,6.06
SAN JOSE CITY,Los Angeles,345.22,5.44
SAN JOSE CITY,Merced,125.33,2.26
SAN JOSE CITY,Riverside,395.86,6.27
SAN JOSE CITY,San Diego,477.94,7.49
SAN JOSE CITY,University of California-San Francisco,50.21,0.95
SAN JOSE CITY,Santa Barbara,284.88,4.46
SAN JOSE CITY,Santa Cruz,32.37,0.71
SANTA ANA BEAUTY,Berkeley,405.77,6.54
SANTA ANA BEAUTY,Davis,428.61,6.84
SANTA ANA BEAUTY,Irvine,13.62,0.36
SANTA ANA BEAUTY,Los Angeles,31.22,0.62
SANTA ANA BEAUTY,Merced,309.82,5.02
SANTA ANA BEAUTY,Riverside,43.89,1.22
SANTA ANA BEAUTY,San Diego,79.18,1.28
SANTA ANA BEAUTY,University of California-San Francisco,416.7,6.7
SANTA ANA BEAUTY,Santa Barbara,137.32,2.3
SANTA ANA BEAUTY,Santa Cruz,376.46,6.26
SANTA ANA,Berkeley,405.77,6.54
SANTA ANA,Davis,428.61,6.84
SANTA ANA,Irvine,13.62,0.36
SANTA ANA,Los Angeles,31.22,0.62
SANTA ANA,Merced,309.82,5.02
SANTA ANA,Riverside,43.89,1.22
SANTA ANA,San Diego,79.18,1.28
SANTA ANA,University of California-San Francisco,416.7,6.7
SANTA ANA,Santa Barbara,137.32,2.3
SANTA ANA,Santa Cruz,376.46,6.26
SANTA BARBARA CITY,Berkeley,325.3,5.25
SANTA BARBARA CITY,Davis,378.66,5.97
SANTA BARBARA CITY,Irvine,137.21,2.25
SANTA BARBARA CITY,Los Angeles,101.48,1.67
SANTA BARBARA CITY,Merced,291.14,4.87
SANTA BARBARA CITY,Riverside,152.31,2.59
SANTA BARBARA CITY,San Diego,210.64,3.3
SANTA BARBARA CITY,University of California-San Francisco,328.77,5.28
SANTA BARBARA CITY,Santa Barbara,10.89,0.26
SANTA BARBARA CITY,Santa Cruz,261.07,4.31
SANTA MONICA,Berkeley,372.71,6.11
SANTA MONICA,Davis,395.56,6.41
SANTA MONICA,Irvine,51.01,1.28
SANTA MONICA,Los Angeles,20.35,0.71
SANTA MONICA,Merced,276.76,4.59
SANTA MONICA,Riverside,70.84,1.64
SANTA MONICA,San Diego,124.43,2.35
SANTA MONICA,University of California-San Francisco,383.65,6.28
SANTA MONICA,Santa Barbara,101.26,1.8
SANTA MONICA,Santa Cruz,343.41,5.81
SANTA ROSA JUNIOR,Berkeley,58.08,1.18
SANTA ROSA JUNIOR,Davis,84.7,1.52
SANTA ROSA JUNIOR,Irvine,474.28,7.47
SANTA ROSA JUNIOR,Los Angeles,433.33,6.85
SANTA ROSA JUNIOR,Merced,183.24,3.01
SANTA ROSA JUNIOR,Riverside,483.97,7.67
SANTA ROSA JUNIOR,San Diego,606.52,9.62
SANTA ROSA JUNIOR,University of California-San Francisco,56.08,1.08
SANTA ROSA JUNIOR,Santa Barbara,382.3,6.1
SANTA ROSA JUNIOR,Santa Cruz,133.57,2.3
SANTIAGO CANYON,Berkeley,410.77,6.67
SANTIAGO CANYON,Davis,433.62,6.96
SANTIAGO CANYON,Irvine,13.38,0.39
SANTIAGO CANYON,Los Angeles,36.23,0.74
SANTIAGO CANYON,Merced,314.82,5.14
SANTIAGO CANYON,Riverside,34.15,0.88
SANTIAGO CANYON,San Diego,78.72,1.23
SANTIAGO CANYON,University of California-San Francisco,421.7,6.83
SANTIAGO CANYON,Santa Barbara,142.33,2.41
SANTIAGO CANYON,Santa Cruz,381.47,6.39
SHASTA,Berkeley,206.71,3.37
SHASTA,Davis,153.98,2.47
SHASTA,Irvine,587.13,9.13
SHASTA,Los Angeles,546.19,8.54
SHASTA,Merced,278.04,4.49
SHASTA,Riverside,596.83,9.35
SHASTA,San Diego,660.28,10.31
SHASTA,University of California-San Francisco,217.31,3.48
SHASTA,Santa Barbara,524.6,8.14
SHASTA,Santa Cruz,276.7,4.42
SIERRA,Berkeley,100.99,1.8
SIERRA,Davis,36.74,0.67
SIERRA,Irvine,453.44,7.09
SIERRA,Los Angeles,412.49,6.47
SIERRA,Merced,138.28,2.31
SIERRA,Riverside,463.13,7.29
SIERRA,San Diego,523.15,8.12
SIERRA,University of California-San Francisco,111.6,1.92
SIERRA,Santa Barbara,418.88,6.54
SIERRA,Santa Cruz,170.99,2.83
SKYLINE,Berkeley,27.31,0.78
SKYLINE,Davis,85.42,1.54
SKYLINE,Irvine,425.59,6.73
SKYLINE,Los Angeles,384.65,6.1
SKYLINE,Merced,143.61,2.51
SKYLINE,Riverside,435.29,6.94
SKYLINE,San Diego,517.37,8.11
SKYLINE,University of California-San Francisco,11.23,0.43
SKYLINE,Santa Barbara,324.31,5.14
SKYLINE,Santa Cruz,68.28,1.28
SOLANO,Berkeley,35.42,0.84
SOLANO,Davis,31.79,0.61
SOLANO,Irvine,435.34,6.89
SOLANO,Los Angeles,394.4,6.26
SOLANO,Merced,131.87,2.5
SOLANO,Riverside,445.04,7.11
SOLANO,San Diego,527.12,8.26
SOLANO,University of California-San Francisco,46.02,0.98
SOLANO,Santa Barbara,353.79,5.62
SOLANO,Santa Cruz,105.9,1.89
SOUTHWESTERN,Berkeley,503.84,8.0
SOUTHWESTERN,Davis,526.68,8.33
SOUTHWESTERN,Irvine,93.97,1.55
SOUTHWESTERN,Los Angeles,129.3,2.1
SOUTHWESTERN,Merced,407.89,6.56
SOUTHWESTERN,Riverside,104.99,1.82
SOUTHWESTERN,San Diego,27.16,0.58
SOUTHWESTERN,University of California-San Francisco,514.77,8.17
SOUTHWESTERN,Santa Barbara,235.39,3.73
SOUTHWESTERN,Santa Cruz,474.53,7.73
TAFT,Berkeley,269.42,4.38
TAFT,Davis,292.27,4.66
TAFT,Irvine,163.36,2.76
TAFT,Los Angeles,122.42,2.1
TAFT,Merced,183.71,3.12
TAFT,Riverside,173.06,2.97
TAFT,San Diego,226.7,3.63
TAFT,University of California-San Francisco,280.36,4.54
TAFT,Santa Barbara,119.21,2.57
TAFT,Santa Cruz,240.12,4.07
VENTURA,Berkeley,357.08,5.74
VENTURA,Davis,400.99,6.37
VENTURA,Irvine,107.6,1.89
VENTURA,Los Angeles,71.86,1.29
VENTURA,Merced,282.19,4.55
VENTURA,Riverside,122.69,2.21
VENTURA,San Diego,182.17,2.95
VENTURA,University of California-San Francisco,360.56,5.78
VENTURA,Santa Barbara,42.68,0.75
VENTURA,Santa Cruz,292.85,4.79
VICTOR VALLEY,Berkeley,416.81,6.87
VICTOR VALLEY,Davis,439.65,7.16
VICTOR VALLEY,Irvine,83.13,1.47
VICTOR VALLEY,Los Angeles,79.01,1.33
VICTOR VALLEY,Merced,309.11,5.1
VICTOR VALLEY,Riverside,59.39,1.25
VICTOR VALLEY,San Diego,145.84,2.27
VICTOR VALLEY,University of California-San Francisco,427.74,7.02
VICTOR VALLEY,Santa Barbara,181.81,2.89
VICTOR VALLEY,Santa Cruz,387.5,6.6
WEST LOS ANGELES,Berkeley,375.36,6.16
WEST LOS ANGELES,Davis,398.21,6.46
WEST LOS ANGELES,Irvine,46.39,1.1
WEST LOS ANGELES,Los Angeles,16.53,0.57
WEST LOS ANGELES,Merced,279.41,4.64
WEST LOS ANGELES,Riverside,67.03,1.53
WEST LOS ANGELES,San Diego,116.1,2.08
WEST LOS ANGELES,University of California-San Francisco,386.29,6.32
WEST LOS ANGELES,Santa Barbara,103.91,1.85
WEST LOS ANGELES,Santa Cruz,346.06,5.86
WEST VALLEY,Berkeley,59.45,1.17
WEST VALLEY,Davis,113.72,1.88
WEST VALLEY,Irvine,388.56,6.12
WEST VALLEY,Los Angeles,347.62,5.5
WEST VALLEY,Merced,127.72,2.31
WEST VALLEY,Riverside,398.26,6.33
WEST VALLEY,San Diego,480.34,7.54
WEST VALLEY,University of California-San Francisco,48.79,0.95
WEST VALLEY,Santa Barbara,287.28,4.52
WEST VALLEY,Santa Cruz,28.27,0.7
WOODLAND,Berkeley,74.38,1.43
WOODLAND,Davis,13.44,0.36
WOODLAND,Irvine,446.48,7.01
WOODLAND,Los Angeles,405.54,6.39
WOODLAND,Merced,137.39,2.34
WOODLAND,Riverside,456.18,7.22
WOODLAND,San Diego,516.19,8.02
WOODLAND,University of California-San Francisco,84.99,1.55
WOODLAND,Santa Barbara,392.27,6.18
WOODLAND,Santa Cruz,144.38,2.45
YUBA,Berkeley,116.94,2.05
YUBA,Davis,52.69,0.93
YUBA,Irvine,469.34,7.35
YUBA,Los Angeles,428.39,6.74
YUBA,Merced,160.25,2.65
YUBA,Riverside,479.03,7.55
YUBA,San Diego,539.05,8.38
YUBA,University of California-San Francisco,127.55,2.17
YUBA,Santa Barbara,434.83,6.78
YUBA,Santa Cruz,186.94,3.08
