field,major,enrolls,year,cc_name,uc_campus
HISTORY,History,4,2021,MORENO VALLEY,Riverside
"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES","Liberal Arts and Sciences, General Studies and Humanities",10,2021,MORENO VALLEY,Riverside
PSYCHOLOGY,Research and Experimental Psychology,12,2021,MORENO VALLEY,Riverside
SOCIAL SCIENCES,Political Science and Government,3,2021,MORENO VALLEY,Riverside
SOCIAL SCIENCES,Sociology,19,2021,MORENO VALLEY,Riverside
VISUAL AND PERFORMING ARTS,Film/Video and Photographic Arts,3,2021,MORENO VALLEY,Riverside
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",9,2022,MORENO VALLEY,Riverside
EDUCATION,Social and Philosophical Foundations of Education,3,2022,MORENO VALLEY,Riverside
ENGINEERING,Mechanical Engineering,3,2022,MORENO VALLEY,Riverside
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",5,2022,MORENO VALLEY,Riverside
"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Linguistic, Comparative, and Related Language Studies and Services",3,2022,MORENO VALLEY,Riverside
"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Romance Languages, Literatures, and Linguistics",3,2022,MORENO VALLEY,Riverside
HISTORY,History,6,2022,MORENO VALLEY,Riverside
"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES","Liberal Arts and Sciences, General Studies and Humanities",6,2022,MORENO VALLEY,Riverside
PSYCHOLOGY,Research and Experimental Psychology,10,2022,MORENO VALLEY,Riverside
SOCIAL SCIENCES,Sociology,6,2022,MORENO VALLEY,Riverside
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",4,2023,MORENO VALLEY,Riverside
BIOLOGICAL AND BIOMEDICAL SCIENCES,Cell/Cellular Biology and Anatomical Sciences,3,2023,MORENO VALLEY,San Diego
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",19,2023,MORENO VALLEY,Riverside
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,3,2023,MORENO VALLEY,Irvine
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,4,2023,MORENO VALLEY,Riverside
EDUCATION,Social and Philosophical Foundations of Education,4,2023,MORENO VALLEY,Riverside
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",6,2023,MORENO VALLEY,Riverside
"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Romance Languages, Literatures, and Linguistics",3,2023,MORENO VALLEY,Riverside
HISTORY,History,3,2023,MORENO VALLEY,Riverside
"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES","Liberal Arts and Sciences, General Studies and Humanities",5,2023,MORENO VALLEY,Riverside
PHILOSOPHY AND RELIGIOUS STUDIES,Philosophy,3,2023,MORENO VALLEY,Riverside
PSYCHOLOGY,Research and Experimental Psychology,7,2023,MORENO VALLEY,Riverside
SOCIAL SCIENCES,Sociology,12,2023,MORENO VALLEY,Riverside
VISUAL AND PERFORMING ARTS,Film/Video and Photographic Arts,3,2023,MORENO VALLEY,Riverside
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",16,2024,MORENO VALLEY,Riverside
EDUCATION,Social and Philosophical Foundations of Education,5,2024,MORENO VALLEY,Riverside
ENGINEERING,"Electrical, Electronics, and Communications Engineering",3,2024,MORENO VALLEY,Riverside
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",6,2024,MORENO VALLEY,Riverside
PSYCHOLOGY,Research and Experimental Psychology,10,2024,MORENO VALLEY,Riverside
PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS,Public Policy Analysis,3,2024,MORENO VALLEY,Riverside
VISUAL AND PERFORMING ARTS,Film/Video and Photographic Arts,3,2024,MORENO VALLEY,Riverside
AGRICULTURAL/ANIMAL/PLANT/VETERINARY SCIENCE AND RELATED FIELDS,Animal Sciences,3,2013,MOUNT SAN ANTONIO,Davis
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biochemistry, Biophysics and Molecular Biology",3,2013,MOUNT SAN ANTONIO,Los Angeles
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",9,2013,MOUNT SAN ANTONIO,Irvine
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",4,2013,MOUNT SAN ANTONIO,Los Angeles
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",4,2013,MOUNT SAN ANTONIO,Riverside
BIOLOGICAL AND BIOMEDICAL SCIENCES,Cell/Cellular Biology and Anatomical Sciences,3,2013,MOUNT SAN ANTONIO,San Diego
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",3,2013,MOUNT SAN ANTONIO,Irvine
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",18,2013,MOUNT SAN ANTONIO,Riverside
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,3,2013,MOUNT SAN ANTONIO,Irvine
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,6,2013,MOUNT SAN ANTONIO,Los Angeles
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,4,2013,MOUNT SAN ANTONIO,Riverside
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,3,2013,MOUNT SAN ANTONIO,Irvine
ENGINEERING,Chemical Engineering,3,2013,MOUNT SAN ANTONIO,San Diego
ENGINEERING,Mechanical Engineering,3,2013,MOUNT SAN ANTONIO,Berkeley
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",4,2013,MOUNT SAN ANTONIO,Berkeley
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",6,2013,MOUNT SAN ANTONIO,Los Angeles
"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","East Asian Languages, Literatures, and Linguistics",3,2013,MOUNT SAN ANTONIO,Los Angeles
"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Linguistic, Comparative, and Related Language Studies and Services",12,2013,MOUNT SAN ANTONIO,Los Angeles
HEALTH PROFESSIONS AND RELATED PROGRAMS,"Pharmacy, Pharmaceutical Sciences, and Administration",4,2013,MOUNT SAN ANTONIO,Irvine
HEALTH PROFESSIONS AND RELATED PROGRAMS,Public Health,3,2013,MOUNT SAN ANTONIO,Irvine
MATHEMATICS AND STATISTICS,Mathematics,12,2013,MOUNT SAN ANTONIO,Los Angeles
MULTI/INTERDISCIPLINARY STUDIES,Cognitive Science,4,2013,MOUNT SAN ANTONIO,Los Angeles
PHILOSOPHY AND RELIGIOUS STUDIES,Philosophy,5,2013,MOUNT SAN ANTONIO,Los Angeles
PHYSICAL SCIENCES,Chemistry,7,2013,MOUNT SAN ANTONIO,Los Angeles
PHYSICAL SCIENCES,Materials Sciences,3,2013,MOUNT SAN ANTONIO,Berkeley
PSYCHOLOGY,"Psychology, General",3,2013,MOUNT SAN ANTONIO,Berkeley
PSYCHOLOGY,"Psychology, General",9,2013,MOUNT SAN ANTONIO,Irvine
PSYCHOLOGY,"Psychology, General",11,2013,MOUNT SAN ANTONIO,Los Angeles
PSYCHOLOGY,"Psychology, General",11,2013,MOUNT SAN ANTONIO,Riverside
PSYCHOLOGY,"Psychology, General",5,2013,MOUNT SAN ANTONIO,San Diego
PSYCHOLOGY,Research and Experimental Psychology,10,2013,MOUNT SAN ANTONIO,Irvine
SOCIAL SCIENCES,Anthropology,3,2013,MOUNT SAN ANTONIO,Los Angeles
SOCIAL SCIENCES,Criminology,5,2013,MOUNT SAN ANTONIO,Irvine
SOCIAL SCIENCES,Economics,8,2013,MOUNT SAN ANTONIO,Berkeley
SOCIAL SCIENCES,Economics,4,2013,MOUNT SAN ANTONIO,Davis
SOCIAL SCIENCES,Economics,3,2013,MOUNT SAN ANTONIO,Irvine
SOCIAL SCIENCES,Economics,4,2013,MOUNT SAN ANTONIO,Santa Barbara
SOCIAL SCIENCES,Economics,12,2013,MOUNT SAN ANTONIO,San Diego
SOCIAL SCIENCES,Political Science and Government,7,2013,MOUNT SAN ANTONIO,Berkeley
SOCIAL SCIENCES,Political Science and Government,4,2013,MOUNT SAN ANTONIO,Irvine
SOCIAL SCIENCES,Political Science and Government,3,2013,MOUNT SAN ANTONIO,Los Angeles
SOCIAL SCIENCES,Political Science and Government,3,2013,MOUNT SAN ANTONIO,Riverside
SOCIAL SCIENCES,Sociology,3,2013,MOUNT SAN ANTONIO,Irvine
SOCIAL SCIENCES,Sociology,3,2013,MOUNT SAN ANTONIO,Los Angeles
SOCIAL SCIENCES,Sociology,9,2013,MOUNT SAN ANTONIO,Riverside
SOCIAL SCIENCES,Sociology,3,2013,MOUNT SAN ANTONIO,Santa Barbara
VISUAL AND PERFORMING ARTS,Music,3,2013,MOUNT SAN ANTONIO,Berkeley
ARCHITECTURE AND RELATED SERVICES,Architecture,4,2014,MOUNT SAN ANTONIO,Berkeley
ARCHITECTURE AND RELATED SERVICES,Architecture,3,2014,MOUNT SAN ANTONIO,Los Angeles
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","Ethnic, Cultural Minority, Gender, and Group Studies",4,2014,MOUNT SAN ANTONIO,Los Angeles
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",3,2014,MOUNT SAN ANTONIO,Irvine
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",4,2014,MOUNT SAN ANTONIO,Riverside
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",5,2014,MOUNT SAN ANTONIO,San Diego
BIOLOGICAL AND BIOMEDICAL SCIENCES,Cell/Cellular Biology and Anatomical Sciences,6,2014,MOUNT SAN ANTONIO,San Diego
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",13,2014,MOUNT SAN ANTONIO,Riverside
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,5,2014,MOUNT SAN ANTONIO,Irvine
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,6,2014,MOUNT SAN ANTONIO,Los Angeles
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,4,2014,MOUNT SAN ANTONIO,Santa Barbara
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,3,2014,MOUNT SAN ANTONIO,San Diego
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,3,2014,MOUNT SAN ANTONIO,San Diego
ENGINEERING,"Electrical, Electronics, and Communications Engineering",3,2014,MOUNT SAN ANTONIO,San Diego
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",3,2014,MOUNT SAN ANTONIO,Irvine
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",4,2014,MOUNT SAN ANTONIO,Riverside
"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Linguistic, Comparative, and Related Language Studies and Services",5,2014,MOUNT SAN ANTONIO,Los Angeles
HISTORY,History,3,2014,MOUNT SAN ANTONIO,Irvine
HISTORY,History,3,2014,MOUNT SAN ANTONIO,Los Angeles
HISTORY,History,4,2014,MOUNT SAN ANTONIO,Riverside
MATHEMATICS AND STATISTICS,Applied Mathematics,3,2014,MOUNT SAN ANTONIO,Los Angeles
MATHEMATICS AND STATISTICS,Mathematics,6,2014,MOUNT SAN ANTONIO,Los Angeles
MATHEMATICS AND STATISTICS,Mathematics,3,2014,MOUNT SAN ANTONIO,Santa Barbara
MULTI/INTERDISCIPLINARY STUDIES,International/Globalization Studies,3,2014,MOUNT SAN ANTONIO,Irvine
MULTI/INTERDISCIPLINARY STUDIES,International/Globalization Studies,3,2014,MOUNT SAN ANTONIO,Los Angeles
PHILOSOPHY AND RELIGIOUS STUDIES,Philosophy,6,2014,MOUNT SAN ANTONIO,Berkeley
PHILOSOPHY AND RELIGIOUS STUDIES,Philosophy,4,2014,MOUNT SAN ANTONIO,Los Angeles
PHYSICAL SCIENCES,Chemistry,3,2014,MOUNT SAN ANTONIO,Irvine
PSYCHOLOGY,"Psychology, General",5,2014,MOUNT SAN ANTONIO,Berkeley
PSYCHOLOGY,"Psychology, General",7,2014,MOUNT SAN ANTONIO,Irvine
PSYCHOLOGY,"Psychology, General",6,2014,MOUNT SAN ANTONIO,Los Angeles
PSYCHOLOGY,"Psychology, General",5,2014,MOUNT SAN ANTONIO,Riverside
PSYCHOLOGY,"Psychology, General",4,2014,MOUNT SAN ANTONIO,San Diego
PSYCHOLOGY,Research and Experimental Psychology,4,2014,MOUNT SAN ANTONIO,Davis
PSYCHOLOGY,Research and Experimental Psychology,11,2014,MOUNT SAN ANTONIO,Irvine
SOCIAL SCIENCES,Criminology,3,2014,MOUNT SAN ANTONIO,Irvine
SOCIAL SCIENCES,Economics,12,2014,MOUNT SAN ANTONIO,Berkeley
SOCIAL SCIENCES,Economics,4,2014,MOUNT SAN ANTONIO,Davis
SOCIAL SCIENCES,Economics,9,2014,MOUNT SAN ANTONIO,Santa Barbara
SOCIAL SCIENCES,Economics,19,2014,MOUNT SAN ANTONIO,San Diego
SOCIAL SCIENCES,Political Science and Government,5,2014,MOUNT SAN ANTONIO,Berkeley
SOCIAL SCIENCES,Political Science and Government,4,2014,MOUNT SAN ANTONIO,Los Angeles
SOCIAL SCIENCES,"Social Sciences, Other",3,2014,MOUNT SAN ANTONIO,Berkeley
SOCIAL SCIENCES,Sociology,7,2014,MOUNT SAN ANTONIO,Irvine
SOCIAL SCIENCES,Sociology,9,2014,MOUNT SAN ANTONIO,Los Angeles
SOCIAL SCIENCES,Sociology,6,2014,MOUNT SAN ANTONIO,Riverside
SOCIAL SCIENCES,Sociology,3,2014,MOUNT SAN ANTONIO,Santa Cruz
AGRICULTURAL/ANIMAL/PLANT/VETERINARY SCIENCE AND RELATED FIELDS,Animal Sciences,3,2015,MOUNT SAN ANTONIO,Davis
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biochemistry, Biophysics and Molecular Biology",4,2015,MOUNT SAN ANTONIO,Los Angeles
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biochemistry, Biophysics and Molecular Biology",3,2015,MOUNT SAN ANTONIO,Riverside
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biochemistry, Biophysics and Molecular Biology",3,2015,MOUNT SAN ANTONIO,San Diego
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",4,2015,MOUNT SAN ANTONIO,Irvine
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",4,2015,MOUNT SAN ANTONIO,Los Angeles
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",6,2015,MOUNT SAN ANTONIO,Riverside
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",6,2015,MOUNT SAN ANTONIO,San Diego
BIOLOGICAL AND BIOMEDICAL SCIENCES,Cell/Cellular Biology and Anatomical Sciences,3,2015,MOUNT SAN ANTONIO,San Diego
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",11,2015,MOUNT SAN ANTONIO,Riverside
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,4,2015,MOUNT SAN ANTONIO,Irvine
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,9,2015,MOUNT SAN ANTONIO,Los Angeles
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,3,2015,MOUNT SAN ANTONIO,Riverside
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,9,2015,MOUNT SAN ANTONIO,San Diego
ENGINEERING,Chemical Engineering,3,2015,MOUNT SAN ANTONIO,San Diego
ENGINEERING,"Electrical, Electronics, and Communications Engineering",3,2015,MOUNT SAN ANTONIO,Los Angeles
ENGINEERING,"Electrical, Electronics, and Communications Engineering",7,2015,MOUNT SAN ANTONIO,San Diego
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",4,2015,MOUNT SAN ANTONIO,Berkeley
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",4,2015,MOUNT SAN ANTONIO,Irvine
ENGLISH LANGUAGE AND LITERATURE/LETTERS,Rhetoric and Composition/Writing Studies,3,2015,MOUNT SAN ANTONIO,Berkeley
"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Linguistic, Comparative, and Related Language Studies and Services",5,2015,MOUNT SAN ANTONIO,Los Angeles
HEALTH PROFESSIONS AND RELATED PROGRAMS,Public Health,3,2015,MOUNT SAN ANTONIO,Irvine
HISTORY,History,3,2015,MOUNT SAN ANTONIO,Los Angeles
MATHEMATICS AND STATISTICS,Applied Mathematics,4,2015,MOUNT SAN ANTONIO,Los Angeles
MATHEMATICS AND STATISTICS,Mathematics,3,2015,MOUNT SAN ANTONIO,Los Angeles
MULTI/INTERDISCIPLINARY STUDIES,International/Globalization Studies,5,2015,MOUNT SAN ANTONIO,Irvine
MULTI/INTERDISCIPLINARY STUDIES,International/Globalization Studies,3,2015,MOUNT SAN ANTONIO,San Diego
PHILOSOPHY AND RELIGIOUS STUDIES,Philosophy,3,2015,MOUNT SAN ANTONIO,Berkeley
PHILOSOPHY AND RELIGIOUS STUDIES,Philosophy,5,2015,MOUNT SAN ANTONIO,Los Angeles
PHYSICAL SCIENCES,Chemistry,3,2015,MOUNT SAN ANTONIO,Davis
PHYSICAL SCIENCES,Chemistry,4,2015,MOUNT SAN ANTONIO,San Diego
PSYCHOLOGY,"Psychology, General",4,2015,MOUNT SAN ANTONIO,Berkeley
PSYCHOLOGY,"Psychology, General",6,2015,MOUNT SAN ANTONIO,Irvine
PSYCHOLOGY,"Psychology, General",11,2015,MOUNT SAN ANTONIO,Los Angeles
PSYCHOLOGY,"Psychology, General",9,2015,MOUNT SAN ANTONIO,Riverside
PSYCHOLOGY,"Psychology, General",4,2015,MOUNT SAN ANTONIO,Santa Barbara
PSYCHOLOGY,Research and Experimental Psychology,13,2015,MOUNT SAN ANTONIO,Irvine
SOCIAL SCIENCES,Economics,4,2015,MOUNT SAN ANTONIO,Berkeley
SOCIAL SCIENCES,Economics,4,2015,MOUNT SAN ANTONIO,Davis
SOCIAL SCIENCES,Economics,6,2015,MOUNT SAN ANTONIO,Los Angeles
SOCIAL SCIENCES,Economics,6,2015,MOUNT SAN ANTONIO,Santa Barbara
SOCIAL SCIENCES,Economics,29,2015,MOUNT SAN ANTONIO,San Diego
SOCIAL SCIENCES,Political Science and Government,3,2015,MOUNT SAN ANTONIO,Berkeley
SOCIAL SCIENCES,Political Science and Government,3,2015,MOUNT SAN ANTONIO,Irvine
SOCIAL SCIENCES,Sociology,7,2015,MOUNT SAN ANTONIO,Los Angeles
SOCIAL SCIENCES,Sociology,6,2015,MOUNT SAN ANTONIO,Riverside
AGRICULTURAL/ANIMAL/PLANT/VETERINARY SCIENCE AND RELATED FIELDS,Animal Sciences,4,2016,MOUNT SAN ANTONIO,Davis
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","Ethnic, Cultural Minority, Gender, and Group Studies",5,2016,MOUNT SAN ANTONIO,Los Angeles
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",4,2016,MOUNT SAN ANTONIO,Irvine
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",3,2016,MOUNT SAN ANTONIO,Santa Barbara
BIOLOGICAL AND BIOMEDICAL SCIENCES,Cell/Cellular Biology and Anatomical Sciences,4,2016,MOUNT SAN ANTONIO,San Diego
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",14,2016,MOUNT SAN ANTONIO,Riverside
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,4,2016,MOUNT SAN ANTONIO,Irvine
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,5,2016,MOUNT SAN ANTONIO,Los Angeles
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,3,2016,MOUNT SAN ANTONIO,Davis
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,4,2016,MOUNT SAN ANTONIO,San Diego
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,3,2016,MOUNT SAN ANTONIO,Irvine
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,4,2016,MOUNT SAN ANTONIO,San Diego
ENGINEERING,Civil Engineering,3,2016,MOUNT SAN ANTONIO,San Diego
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",5,2016,MOUNT SAN ANTONIO,Berkeley
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",3,2016,MOUNT SAN ANTONIO,Los Angeles
"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","East Asian Languages, Literatures, and Linguistics",5,2016,MOUNT SAN ANTONIO,Los Angeles
"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Linguistic, Comparative, and Related Language Studies and Services",4,2016,MOUNT SAN ANTONIO,Los Angeles
HISTORY,History,5,2016,MOUNT SAN ANTONIO,Los Angeles
MATHEMATICS AND STATISTICS,Applied Mathematics,6,2016,MOUNT SAN ANTONIO,Los Angeles
MATHEMATICS AND STATISTICS,Mathematics,3,2016,MOUNT SAN ANTONIO,Los Angeles
MATHEMATICS AND STATISTICS,Mathematics,5,2016,MOUNT SAN ANTONIO,San Diego
MULTI/INTERDISCIPLINARY STUDIES,International/Globalization Studies,4,2016,MOUNT SAN ANTONIO,Irvine
MULTI/INTERDISCIPLINARY STUDIES,Mathematics and Computer Science,3,2016,MOUNT SAN ANTONIO,San Diego
MULTI/INTERDISCIPLINARY STUDIES,"Multi/Interdisciplinary Studies, Other",7,2016,MOUNT SAN ANTONIO,San Diego
NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,3,2016,MOUNT SAN ANTONIO,Berkeley
PHILOSOPHY AND RELIGIOUS STUDIES,Philosophy,4,2016,MOUNT SAN ANTONIO,Los Angeles
PHYSICAL SCIENCES,Chemistry,7,2016,MOUNT SAN ANTONIO,Irvine
PHYSICAL SCIENCES,Chemistry,3,2016,MOUNT SAN ANTONIO,San Diego
PHYSICAL SCIENCES,Physics,3,2016,MOUNT SAN ANTONIO,Berkeley
PSYCHOLOGY,"Psychology, General",4,2016,MOUNT SAN ANTONIO,Irvine
PSYCHOLOGY,"Psychology, General",11,2016,MOUNT SAN ANTONIO,Los Angeles
PSYCHOLOGY,"Psychology, General",6,2016,MOUNT SAN ANTONIO,Riverside
PSYCHOLOGY,Research and Experimental Psychology,18,2016,MOUNT SAN ANTONIO,Irvine
PSYCHOLOGY,Research and Experimental Psychology,4,2016,MOUNT SAN ANTONIO,Santa Barbara
SOCIAL SCIENCES,Anthropology,3,2016,MOUNT SAN ANTONIO,Riverside
SOCIAL SCIENCES,Criminology,3,2016,MOUNT SAN ANTONIO,Irvine
SOCIAL SCIENCES,Economics,8,2016,MOUNT SAN ANTONIO,Berkeley
SOCIAL SCIENCES,Economics,4,2016,MOUNT SAN ANTONIO,Davis
SOCIAL SCIENCES,Economics,8,2016,MOUNT SAN ANTONIO,Los Angeles
SOCIAL SCIENCES,Economics,12,2016,MOUNT SAN ANTONIO,Santa Barbara
SOCIAL SCIENCES,Economics,17,2016,MOUNT SAN ANTONIO,San Diego
SOCIAL SCIENCES,Geography and Cartography,4,2016,MOUNT SAN ANTONIO,Los Angeles
SOCIAL SCIENCES,Political Science and Government,3,2016,MOUNT SAN ANTONIO,Irvine
SOCIAL SCIENCES,Political Science and Government,6,2016,MOUNT SAN ANTONIO,Los Angeles
SOCIAL SCIENCES,Sociology,5,2016,MOUNT SAN ANTONIO,Berkeley
SOCIAL SCIENCES,Sociology,4,2016,MOUNT SAN ANTONIO,Irvine
SOCIAL SCIENCES,Sociology,6,2016,MOUNT SAN ANTONIO,Los Angeles
SOCIAL SCIENCES,Sociology,3,2016,MOUNT SAN ANTONIO,Riverside
VISUAL AND PERFORMING ARTS,Film/Video and Photographic Arts,5,2016,MOUNT SAN ANTONIO,Irvine
VISUAL AND PERFORMING ARTS,Fine and Studio Arts,3,2016,MOUNT SAN ANTONIO,Los Angeles
AGRICULTURAL/ANIMAL/PLANT/VETERINARY SCIENCE AND RELATED FIELDS,Animal Sciences,7,2017,MOUNT SAN ANTONIO,Davis
ARCHITECTURE AND RELATED SERVICES,Architecture,3,2017,MOUNT SAN ANTONIO,Berkeley
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES",Area Studies,3,2017,MOUNT SAN ANTONIO,Los Angeles
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","Ethnic, Cultural Minority, Gender, and Group Studies",3,2017,MOUNT SAN ANTONIO,Los Angeles
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",4,2017,MOUNT SAN ANTONIO,Irvine
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",3,2017,MOUNT SAN ANTONIO,Santa Barbara
