year,school.name,ope6_id,aid.ftft_pell_grant_rate,aid.ftft_federal_loan_rate,aid.pell_grant_rate,aid.federal_loan_rate,aid.loan_principal,aid.median_debt.pell_grant,aid.median_debt.no_pell_grant,aid.median_debt.first_generation_students,aid.median_debt.non_first_generation_students,student.demographics.race_ethnicity.white,student.demographics.race_ethnicity.black,student.demographics.race_ethnicity.hispanic,student.demographics.race_ethnicity.asian,student.demographics.race_ethnicity.aian,student.demographics.race_ethnicity.nhpi,student.demographics.race_ethnicity.two_or_more,student.demographics.race_ethnicity.non_resident_alien,student.demographics.race_ethnicity.unknown,student.demographics.men,student.demographics.women,student.demographics.student_faculty_ratio,student.demographics.faculty.race_ethnicity.two_or_more,student.demographics.faculty.race_ethnicity.aian,student.demographics.faculty.race_ethnicity.asian,student.demographics.faculty.race_ethnicity.black,student.demographics.faculty.race_ethnicity.hispanic,student.demographics.faculty.race_ethnicity.nhpi,student.demographics.faculty.race_ethnicity.non_resident_alien,student.demographics.faculty.race_ethnicity.unknown,student.demographics.faculty.race_ethnicity.white,student.demographics.faculty.men,student.demographics.faculty.women,student.enrollment.undergrad_12_month,cost.avg_net_price.public,cost.net_price.public.by_income_level.0-30000,cost.net_price.public.by_income_level.30001-48000,cost.net_price.public.by_income_level.48001-75000,cost.net_price.public.by_income_level.75001-110000,cost.net_price.public.by_income_level.110001-plus,cost.title_iv.public.by_income_level.0-30000,cost.title_iv.public.by_income_level.30001-48000,cost.title_iv.public.by_income_level.48001-75000,cost.title_iv.public.by_income_level.75001-110000,cost.title_iv.public.by_income_level.110001-plus,cost.attendance.academic_year,cost.tuition.in_state,cost.tuition.out_of_state,cost.booksupply,cost.roomboard.oncampus,cost.otherexpense.oncampus,cost.roomboard.offcampus,cost.otherexpense.offcampus,cost.otherexpense.withfamily,admissions.admission_rate.overall,aid.median_debt.income.0_30000,aid.median_debt.income.30001_75000,aid.median_debt.income.greater_than_75000
2020,University of California-Merced,041271,0.6497,0.485,0.6389,0.4499,12750.0,12600.0,13639.0,12500.0,14250.0,0.0807,0.0449,0.5778,0.1775,0.0012,0.005,0.0324,0.0755,0.005,0.4728,0.5272,19.0,0.0164,0.0055,0.1403,0.0128,0.1366,0.0,0.2004,0.0437,0.4444,0.4536,0.5464,8546.0,13691.0,10363.0,11400.0,14261.0,19795.0,30123.0,689.0,380.0,310.0,142.0,129.0,35005.0,14100.0,43854.0,1200.0,16500.0,4900.0,13400.0,5300.0,17250.0,0.848,12270.0,12000.0,15991.0
2021,University of California-Berkeley,001312,0.2549,0.1454,0.272,0.1481,,,,,,0.2072,0.0213,0.198,0.3491,0.0011,0.0015,0.0585,0.1314,0.0318,0.454,0.546,20.0,0.0159,0.0015,0.1257,0.0261,0.0546,0.0003,0.2466,0.0483,0.4811,0.4298,0.5702,33060.0,15240.0,9594.0,10880.0,14407.0,21217.0,33136.0,728.0,431.0,311.0,174.0,291.0,37510.0,14226.0,43980.0,1118.0,20236.0,5893.0,16377.0,6199.0,14731.0,0.1444,,,
2021,University of California-Davis,001313,0.2953,0.225,0.3429,0.2368,,,,,,0.2136,0.0194,0.2365,0.2963,0.0007,0.0028,0.0591,0.155,0.0166,0.3983,0.6017,21.0,0.014,0.0022,0.1702,0.0194,0.0693,0.0007,0.1715,0.0469,0.5058,0.4709,0.5291,33396.0,14920.0,9739.0,11011.0,14150.0,17020.0,29336.0,815.0,494.0,438.0,221.0,418.0,33396.0,14645.0,44399.0,1197.0,17018.0,4743.0,11551.0,5191.0,13700.0,0.4875,,,
2021,University of California-Irvine,001314,0.3939,0.1836,0.3837,0.2004,,,,,,0.133,0.021,0.2582,0.3698,0.0009,0.0019,0.0504,0.1522,0.0127,0.454,0.546,18.0,0.0141,0.0017,0.2243,0.0271,0.0696,0.001,0.161,0.0275,0.4737,0.4429,0.5571,31372.0,9691.0,5924.0,7006.0,10078.0,16780.0,25567.0,1024.0,671.0,541.0,209.0,250.0,30173.0,13775.0,43529.0,1319.0,16869.0,4339.0,14681.0,5258.0,12905.0,0.2882,,,
2021,University of California-Los Angeles,001315,0.2225,0.1127,0.2842,0.1224,,,,,,0.2623,0.032,0.2169,0.2913,0.0016,0.0018,0.0671,0.0999,0.0271,0.4023,0.5977,18.0,0.0127,0.0022,0.2237,0.03,0.067,0.0009,0.167,0.0467,0.4499,0.4287,0.5713,33971.0,11627.0,6772.0,7882.0,10217.0,16341.0,25628.0,665.0,386.0,311.0,149.0,315.0,29153.0,13258.0,43012.0,1405.0,16763.0,4871.0,15950.0,5560.0,13742.0,0.1077,,,
2021,University of California-Riverside,001316,0.4909,0.2808,0.4999,0.3373,,,,,,0.1122,0.0331,0.4069,0.3552,0.001,0.0025,0.0456,0.0326,0.0108,0.4701,0.5299,24.0,0.0146,0.0066,0.2057,0.0307,0.0798,0.0,0.1955,0.0425,0.4246,0.4085,0.5915,24616.0,13233.0,8849.0,10344.0,13190.0,18844.0,27184.0,1129.0,703.0,523.0,271.0,393.0,30569.0,13754.0,43508.0,1536.0,16864.0,4306.0,12010.0,5012.0,12711.0,0.6538,,,
2021,University of California-San Diego,001317,0.2413,0.2096,0.3338,0.246,,,,,,0.1897,0.0163,0.2196,0.3355,0.0009,0.0015,0.0561,0.1615,0.0189,0.4871,0.5129,19.0,0.0093,0.0014,0.1706,0.0164,0.0629,0.0005,0.2271,0.0139,0.4979,0.4159,0.5841,33568.0,14895.0,7954.0,10192.0,13744.0,20125.0,28952.0,703.0,413.0,407.0,249.0,426.0,32719.0,14700.0,44454.0,1152.0,16145.0,4163.0,14383.0,4881.0,12913.0,0.342,,,
2021,University of California-San Francisco,001319,,,,,,,,,,,,,,,,,,,,,,0.02,0.0018,0.2413,0.0312,0.0585,0.0002,0.2057,0.0149,0.4264,0.5308,0.4692,,,,,,,,,,,,,,,,,,,,,,,,,
2021,University of California-Santa Barbara,001320,0.278,0.1128,0.32,0.168,,,,,,0.3186,0.0177,0.2541,0.1837,0.001,0.0011,0.0872,0.1097,0.0268,0.4383,0.5617,17.0,0.013,0.0045,0.0901,0.0188,0.0603,0.0,0.2294,0.0486,0.5353,0.418,0.582,25149.0,15458.0,11022.0,12305.0,14720.0,20565.0,30833.0,670.0,346.0,278.0,95.0,246.0,34738.0,14417.0,44171.0,1317.0,16699.0,5287.0,13803.0,5837.0,14225.0,0.2918,,,
2021,University of California-Santa Cruz,001321,0.3139,0.195,0.3178,0.234,,,,,,0.3145,0.0194,0.2786,0.2283,0.001,0.0015,0.0814,0.057,0.0183,0.5217,0.4783,24.0,0.0235,0.0088,0.1175,0.0215,0.1019,0.0,0.1548,0.0392,0.5328,0.4603,0.5397,18693.0,18828.0,13340.0,14379.0,17375.0,23778.0,33865.0,616.0,380.0,294.0,166.0,311.0,37040.0,14070.0,43824.0,1180.0,17429.0,5179.0,15135.0,5722.0,13899.0,0.5864,,,
2021,University of California-Merced,041271,0.649,0.1825,0.6303,0.2511,,,,,,0.0812,0.044,0.5745,0.1943,0.0008,0.0041,0.0335,0.0598,0.0077,0.4773,0.5227,19.0,0.0219,0.0073,0.1499,0.0165,0.1481,0.0,0.1316,0.0512,0.4735,0.4717,0.5283,8697.0,10751.0,8370.0,9274.0,11997.0,15853.0,26004.0,586.0,369.0,275.0,80.0,78.0,30144.0,13657.0,43411.0,1073.0,18901.0,4603.0,9022.0,5118.0,13114.0,0.866,,,
2022,University of California-Berkeley,001312,0.2272,0.2059,0.2706,0.1632,,,,,,0.2026,0.0207,0.2035,0.3506,0.0011,0.0014,0.0599,0.1281,0.0321,0.4445,0.5555,19.0,0.0175,0.0015,0.1349,0.028,0.0652,0.0003,0.2205,0.0486,0.4835,0.4238,0.5762,33715.0,17371.0,9236.0,10294.0,14213.0,22151.0,36217.0,672.0,398.0,377.0,255.0,438.0,41130.0,14395.0,44467.0,1139.0,21402.0,6107.0,16518.0,6426.0,14975.0,0.1133,,,
2022,University of California-Davis,001313,0.2671,0.2326,0.328,0.2245,,,,,,0.2117,0.0175,0.2401,0.3118,0.0008,0.0026,0.0616,0.1338,0.0201,0.4027,0.5973,21.0,0.0161,0.0019,0.1779,0.0201,0.0774,0.0007,0.1625,0.0479,0.4954,0.4799,0.5201,33978.0,15674.0,9089.0,10258.0,13232.0,18376.0,31575.0,827.0,557.0,545.0,317.0,562.0,36975.0,14858.0,44930.0,1221.0,17692.0,4785.0,12068.0,5243.0,13767.0,0.3734,,,
2022,University of California-Irvine,001314,0.3587,0.2194,0.3787,0.2105,,,,,,0.1309,0.02,0.265,0.3809,0.0013,0.0014,0.0561,0.1308,0.0137,0.4391,0.5609,18.0,0.017,0.0022,0.2359,0.0278,0.0754,0.0009,0.1495,0.0281,0.4633,0.4576,0.5424,31082.0,12426.0,7621.0,8139.0,11095.0,17614.0,29565.0,996.0,632.0,518.0,243.0,404.0,34731.0,13939.0,44011.0,1346.0,17699.0,4305.0,14964.0,5268.0,12913.0,0.2115,,,
2022,University of California-Los Angeles,001315,0.228,0.2059,0.2718,0.2059,,,,,,0.2573,0.0334,0.2219,0.2949,0.0019,0.0017,0.0707,0.088,0.0303,0.3964,0.6036,18.0,0.0142,0.0018,0.2318,0.0325,0.0697,0.0007,0.1508,0.0477,0.4509,0.4395,0.5605,34082.0,15637.0,8849.0,10440.0,13335.0,19395.0,30301.0,675.0,371.0,347.0,216.0,443.0,35689.0,13401.0,43473.0,1433.0,17231.0,4915.0,16277.0,5601.0,13792.0,0.0857,,,
2022,University of California-Riverside,001316,0.4631,0.3252,0.494,0.332,,,,,,0.1087,0.032,0.39,0.3673,0.0007,0.0019,0.0477,0.0403,0.0113,0.4832,0.5168,24.0,0.0179,0.0064,0.1964,0.035,0.0871,0.0,0.1936,0.0493,0.4143,0.4071,0.5929,24776.0,14306.0,9169.0,10190.0,13271.0,19019.0,29379.0,1106.0,677.0,582.0,335.0,497.0,34100.0,13874.0,43946.0,1566.0,17333.0,4453.0,12543.0,5186.0,12885.0,0.6869,,,
2022,University of California-San Diego,001317,0.2878,0.2505,0.3193,0.2405,,,,,,0.1858,0.0165,0.2374,0.3391,0.0008,0.001,0.0601,0.1392,0.02,0.4764,0.5236,19.0,0.0096,0.0018,0.175,0.0195,0.0684,0.0004,0.2201,0.0173,0.4878,0.4295,0.5705,35266.0,15069.0,9055.0,10263.0,13639.0,20297.0,30300.0,957.0,561.0,506.0,284.0,505.0,35274.0,14906.0,44978.0,1175.0,16710.0,4249.0,14372.0,4982.0,13020.0,0.2371,,,
2022,University of California-San Francisco,001319,,,,,,,,,,,,,,,,,,,,,,0.0203,0.0016,0.25,0.0308,0.0633,0.0002,0.1985,0.0181,0.4172,0.5438,0.4562,,,,,,,,,,,,,,,,,,,,,,,,,
2022,University of California-Santa Barbara,001320,0.2625,0.2174,0.3014,0.1846,,,,,,0.3122,0.0187,0.2513,0.1865,0.0011,0.001,0.0867,0.117,0.0255,0.4419,0.5581,17.0,0.0166,0.0058,0.0958,0.0275,0.0658,0.0006,0.2,0.0454,0.5425,0.4121,0.5879,25135.0,15482.0,8839.0,10859.0,13464.0,18987.0,31659.0,596.0,323.0,308.0,187.0,335.0,36607.0,14617.0,44689.0,1343.0,16883.0,5059.0,14246.0,5622.0,14022.0,0.2585,,,
2022,University of California-Santa Cruz,001321,0.3297,0.3451,0.3203,0.2813,,,,,,0.318,0.0186,0.2806,0.2321,0.001,0.0015,0.0828,0.0454,0.0199,0.5015,0.4985,23.0,0.0205,0.0098,0.1095,0.024,0.1122,0.0,0.1389,0.0472,0.5378,0.4782,0.5218,19313.0,17601.0,10344.0,11034.0,14732.0,22359.0,32929.0,573.0,421.0,367.0,278.0,434.0,37707.0,14240.0,44312.0,1204.0,18185.0,5083.0,15653.0,5643.0,13829.0,0.4692,,,
2022,University of California-Merced,041271,0.5908,0.3383,0.6125,0.3117,,,,,,0.0849,0.0464,0.5533,0.214,0.001,0.0032,0.0381,0.0493,0.0099,0.5095,0.4905,19.0,0.0219,0.0091,0.1609,0.0165,0.1554,0.0,0.128,0.0494,0.4589,0.479,0.521,8794.0,13450.0,9244.0,10126.0,13347.0,20035.0,32273.0,649.0,393.0,354.0,164.0,159.0,36949.0,13791.0,43863.0,1094.0,19340.0,4682.0,9745.0,5209.0,13209.0,0.8946,,,
2023,University of California-Berkeley,001312,0.2445,0.1985,0.2733,0.1823,,,,,,0.1952,0.0213,0.218,0.3524,0.0011,0.001,0.0622,0.1149,0.0339,0.4406,0.5594,18.0,0.0214,0.0025,0.131,0.0305,0.0716,0.0003,0.2351,0.0494,0.4581,0.4278,0.5722,34306.0,14979.0,5895.0,7751.0,11424.0,18713.0,35154.0,696.0,450.0,413.0,267.0,498.0,42708.0,14850.0,45627.0,1273.0,22692.0,6238.0,17614.0,6580.0,15898.0,0.1166,,,
2023,University of California-Davis,001313,0.2519,0.2206,0.3078,0.2322,,,,,,0.2054,0.0174,0.2457,0.3134,0.0011,0.0022,0.063,0.1308,0.0211,0.4081,0.5919,21.0,0.0182,0.0017,0.1826,0.0216,0.0812,0.0005,0.1663,0.0417,0.4862,0.4857,0.5143,33442.0,15288.0,8594.0,9472.0,12304.0,17988.0,31258.0,644.0,442.0,424.0,261.0,466.0,38067.0,15247.0,46024.0,1381.0,19068.0,5359.0,13076.0,5865.0,15157.0,0.4163,,,
2023,University of California-Irvine,001314,0.3531,0.2373,0.3729,0.2181,,,,,,0.1289,0.0191,0.2624,0.3863,0.0015,0.0011,0.0641,0.1189,0.0178,0.441,0.559,18.0,0.0171,0.0027,0.2423,0.0296,0.0799,0.0009,0.146,0.0265,0.455,0.4596,0.5404,30132.0,12840.0,6485.0,8044.0,11769.0,16809.0,29595.0,844.0,606.0,467.0,255.0,463.0,36121.0,14237.0,45014.0,1550.0,18423.0,4841.0,16216.0,5907.0,14225.0,0.2557,,,
2023,University of California-Los Angeles,001315,0.2586,0.2073,0.271,0.2069,,,,,,0.2511,0.033,0.2321,0.2989,0.0015,0.0016,0.0752,0.0769,0.0298,0.3895,0.6105,18.0,0.0165,0.0017,0.2331,0.0345,0.0675,0.0007,0.1637,0.0475,0.4348,0.4542,0.5458,34398.0,14013.0,6864.0,8731.0,11065.0,17250.0,30481.0,733.0,418.0,393.0,227.0,478.0,36643.0,13747.0,44524.0,1574.0,17148.0,5562.0,17436.0,6320.0,15243.0,0.0873,,,
2023,University of California-Riverside,001316,0.4344,0.3258,0.4669,0.3281,,,,,,0.105,0.0341,0.4008,0.358,0.0005,0.0016,0.0474,0.0399,0.0127,0.4779,0.5221,23.0,0.0192,0.0071,0.1994,0.0341,0.0951,0.0,0.1831,0.0511,0.4109,0.4102,0.5898,24777.0,13707.0,8240.0,9615.0,12449.0,17297.0,29624.0,1065.0,663.0,605.0,337.0,508.0,34975.0,14170.0,44947.0,1748.0,19433.0,4934.0,13781.0,5752.0,14130.0,0.633,,,
2023,University of California-San Diego,001317,0.4015,0.2816,0.3289,0.2412,,,,,,0.1818,0.0179,0.2526,0.3432,0.0008,0.0007,0.0634,0.118,0.0216,0.462,0.538,19.0,0.0102,0.0013,0.1817,0.0191,0.0729,0.0004,0.2174,0.0217,0.4754,0.4288,0.5712,34808.0,11750.0,7487.0,7864.0,10389.0,17131.0,28113.0,1177.0,731.0,632.0,319.0,428.0,36325.0,15265.0,46042.0,1307.0,17198.0,4735.0,15566.0,5546.0,14299.0,0.2452,,,
2023,University of California-San Francisco,001319,,,,,,,,,,,,,,,,,,,,,,0.0226,0.0015,0.2455,0.0321,0.0635,0.0004,0.2098,0.0219,0.4028,0.5427,0.4573,,,,,,,,,,,,,,,,,,,,,,,,,
2023,University of California-Santa Barbara,001320,0.2777,0.2253,0.2799,0.2021,,,,,,0.3173,0.0203,0.2604,0.1867,0.0015,0.0006,0.0885,0.0977,0.027,0.4301,0.5699,17.0,0.0165,0.0051,0.1032,0.0291,0.0677,0.0006,0.1943,0.0456,0.538,0.419,0.581,25091.0,13825.0,7745.0,8910.0,11398.0,16839.0,30085.0,594.0,399.0,313.0,186.0,355.0,36776.0,14965.0,45742.0,1482.0,18684.0,5456.0,15416.0,6076.0,15232.0,0.2778,,,
2023,University of California-Santa Cruz,001321,0.3156,0.3206,0.3175,0.2943,,,,,,0.3078,0.0195,0.285,0.2465,0.0008,0.0013,0.0851,0.031,0.023,0.4837,0.5163,22.0,0.019,0.0107,0.1146,0.0214,0.1204,0.0008,0.136,0.0511,0.526,0.4839,0.5161,18997.0,16607.0,9472.0,10114.0,13001.0,18786.0,32674.0,532.0,347.0,302.0,238.0,412.0,38649.0,14560.0,45337.0,1315.0,18785.0,5646.0,16697.0,6264.0,15181.0,0.6254,,,
2023,University of California-Merced,041271,0.5462,0.3054,0.5901,0.3145,,,,,,0.089,0.0486,0.5774,0.2235,0.0014,0.0026,0.0443,0.003,0.0102,0.5251,0.4749,21.0,0.0245,0.0056,0.1676,0.0207,0.1525,0.0,0.1318,0.0527,0.4444,0.4727,0.5273,8718.0,12744.0,8572.0,9581.0,11594.0,17323.0,30561.0,586.0,362.0,313.0,166.0,179.0,37098.0,14167.0,44944.0,1214.0,20293.0,5011.0,10537.0,5593.0,14305.0,0.3918,,,
