year,college,eops_headcount,eops_care_headcount
2019,Cabrillo,408.0,46.0
2019,Canada,400.0,18.0
2019,Canyons,507.0,22.0
2019,Cerritos,1116.0,47.0
2019,Cerro Coso,376.0,22.0
2019,Chabot Hayward,418.0,33.0
2019,Chaffey,1072.0,46.0
2019,Citrus,727.0,15.0
2019,Clovis,349.0,69.0
2019,Coalinga College,241.0,13.0
2019,Coastline,396.0,9.0
2019,Columbia,318.0,22.0
2019,Compton,736.0,136.0
2019,Contra Costa,868.0,36.0
2019,Copper Mountain College,144.0,34.0
2019,Cosumnes River,845.0,29.0
2019,Crafton Hills,459.0,32.0
2019,Cuesta,281.0,61.0
2019,Cuyamaca,1214.0,53.0
2019,Cypress,973.0,53.0
2019,Deanza,749.0,4.0
2019,Desert,420.0,80.0
2019,Diablo Valley,782.0,44.0
2019,East LA,2149.0,85.0
2019,El Camino,1746.0,152.0
2019,Evergreen Valley,761.0,21.0
2019,Feather River,105.0,6.0
2019,Folsom Lake,333.0,35.0
2019,Foothill,410.0,8.0
2019,Fresno City,2065.0,153.0
2019,Fullerton,1534.0,76.0
2019,Gavilan,429.0,82.0
2019,Glendale,2024.0,35.0
2019,Golden West,879.0,18.0
2019,Grossmont,990.0,96.0
2019,Hartnell,669.0,46.0
2019,Imperial,1261.0,184.0
2019,Irvine,792.0,18.0
2019,LA City,2383.0,76.0
2019,LA Harbor,772.0,60.0
2019,LA Mission,701.0,35.0
2019,LA Pierce,1145.0,23.0
2019,LA Swest,576.0,38.0
2019,LA Trade,1802.0,154.0
2019,LA Valley,1105.0,38.0
2019,Lake Tahoe,143.0,8.0
2019,Laney,893.0,79.0
2019,Las Positas,344.0,15.0
2019,Lassen,184.0,7.0
2019,Lemoore College,332.0,43.0
2019,Long Beach,1572.0,104.0
2019,Los Medanos,789.0,45.0
2019,Marin,315.0,22.0
2019,Mendocino,515.0,21.0
2019,Merced,1136.0,120.0
2019,Merritt,519.0,37.0
2019,MiraCosta,690.0,43.0
2019,Mission,406.0,18.0
2019,Modesto,1311.0,85.0
2019,Monterey,752.0,48.0
2019,Moorpark,475.0,27.0
2019,Moreno Valley,581.0,46.0
2019,Mt San Antonio,1304.0,89.0
2019,Mt. San Jacinto,454.0,67.0
2019,Napa,294.0,13.0
2019,Norco,400.0,24.0
2019,Ohlone,262.0,12.0
2019,Orange Coast,1442.0,45.0
2019,Oxnard,837.0,79.0
2019,Palo Verde,770.0,14.0
2019,Palomar,859.0,44.0
2019,Pasadena,1083.0,37.0
2019,Porterville,732.0,62.0
2019,Redwoods,777.0,57.0
2019,Reedley College,1076.0,57.0
2019,Rio Hondo,1635.0,95.0
2019,Riverside,1037.0,71.0
2019,Sacramento City,1222.0,76.0
2019,Saddleback,500.0,17.0
2019,San Bernardino,866.0,40.0
2019,San Diego City,1609.0,71.0
2019,San Diego Mesa,700.0,20.0
2019,San Diego Miramar,627.0,15.0
2019,San Francisco,1222.0,43.0
2019,San Joaquin Delta,1013.0,73.0
2019,San Jose City,875.0,23.0
2019,San Mateo,411.0,8.0
2019,Santa Ana,1626.0,43.0
2019,Santa Barbara,1188.0,39.0
2019,Santa Monica,943.0,29.0
2019,Santa Rosa,740.0,19.0
2019,Santiago Canyon,384.0,9.0
2019,Sequoias,1132.0,89.0
2019,Shasta,885.0,54.0
2019,Sierra,803.0,71.0
2019,Siskiyous,218.0,9.0
2019,Skyline,376.0,13.0
2019,Solano,208.0,30.0
2019,Southwestern,2141.0,81.0
2019,Taft,323.0,21.0
2019,Ventura,725.0,24.0
2019,Victor Valley,1613.0,85.0
2019,West LA,639.0,36.0
2019,West Valley,374.0,5.0
2019,Woodland,491.0,36.0
2019,Yuba,767.0,60.0
2020,Alameda,564.0,23.0
2020,Allan Hancock,1352.0,99.0
2020,American River,1214.0,65.0
2020,Antelope Valley,640.0,87.0
2020,Bakersfield,2142.0,128.0
2020,Barstow,507.0,69.0
2020,Berkeley City,244.0,10.0
2020,Butte,951.0,43.0
2020,Cabrillo,435.0,49.0
2020,Canada,347.0,8.0
2020,Canyons,502.0,25.0
2020,Cerritos,1053.0,67.0
2020,Cerro Coso,263.0,23.0
2020,Chabot Hayward,433.0,31.0
2020,Chaffey,1059.0,48.0
2020,Citrus,637.0,33.0
2020,Clovis,415.0,66.0
2020,Coalinga College,275.0,13.0
2020,Coastline,395.0,12.0
2020,Columbia,326.0,17.0
2020,Compton,534.0,75.0
2020,Contra Costa,858.0,33.0
2020,Copper Mountain College,211.0,29.0
2020,Cosumnes River,717.0,39.0
2020,Crafton Hills,463.0,30.0
2020,Cuesta,300.0,47.0
2020,Cuyamaca,1014.0,36.0
2020,Cypress,1080.0,49.0
2020,Deanza,716.0,9.0
2020,Desert,459.0,49.0
2020,Diablo Valley,742.0,38.0
2020,East LA,2228.0,82.0
2020,El Camino,1746.0,156.0
2020,Evergreen Valley,664.0,30.0
2020,Feather River,102.0,6.0
2020,Folsom Lake,338.0,39.0
2020,Foothill,366.0,9.0
2020,Fresno City,2140.0,126.0
2020,Fullerton,1469.0,64.0
2020,Gavilan,425.0,54.0
2020,Glendale,2090.0,28.0
2020,Golden West,820.0,17.0
2020,Grossmont,996.0,63.0
2020,Hartnell,755.0,43.0
2020,Imperial,1449.0,187.0
2020,Irvine,766.0,16.0
2020,LA City,2327.0,54.0
2020,LA Harbor,800.0,57.0
2020,LA Mission,763.0,32.0
2020,LA Pierce,1218.0,29.0
2020,LA Swest,484.0,42.0
2020,LA Trade,1720.0,153.0
2020,LA Valley,1133.0,40.0
2020,Lake Tahoe,145.0,7.0
2020,Laney,853.0,65.0
2020,Las Positas,359.0,17.0
2020,Lassen,216.0,11.0
2020,Lemoore College,420.0,48.0
2020,Long Beach,1740.0,88.0
2020,Los Medanos,714.0,36.0
2020,Marin,315.0,27.0
2020,Mendocino,560.0,30.0
2020,Merced,1130.0,96.0
2020,Merritt,450.0,29.0
2020,MiraCosta,651.0,42.0
2020,Mission,406.0,8.0
2020,Modesto,1389.0,99.0
2020,Monterey,814.0,23.0
2020,Moorpark,499.0,29.0
2020,Moreno Valley,664.0,41.0
2020,Mt San Antonio,1405.0,93.0
2020,Mt. San Jacinto,465.0,62.0
2020,Napa,288.0,18.0
2020,Norco,400.0,26.0
2020,Ohlone,291.0,8.0
2020,Orange Coast,1238.0,35.0
2020,Oxnard,881.0,74.0
2020,Palo Verde,806.0,15.0
2020,Palomar,859.0,38.0
2020,Pasadena,1045.0,30.0
2020,Porterville,757.0,63.0
2020,Redwoods,673.0,53.0
2020,Reedley College,1056.0,69.0
2020,Rio Hondo,1602.0,84.0
2020,Riverside,1139.0,80.0
2020,Sacramento City,1121.0,82.0
2020,Saddleback,533.0,17.0
2020,San Bernardino,765.0,49.0
2020,San Diego City,1028.0,39.0
2020,San Diego Mesa,778.0,17.0
2020,San Diego Miramar,565.0,18.0
2020,San Francisco,1241.0,27.0
2020,San Joaquin Delta,1139.0,76.0
2020,San Jose City,839.0,13.0
2020,San Mateo,478.0,6.0
2020,Santa Ana,1542.0,37.0
2020,Santa Barbara,1222.0,25.0
2020,Santa Monica,864.0,13.0
2020,Santa Rosa,801.0,20.0
2020,Santiago Canyon,359.0,10.0
2020,Sequoias,1185.0,67.0
2020,Shasta,945.0,58.0
2020,Sierra,834.0,60.0
2020,Siskiyous,213.0,5.0
2020,Skyline,311.0,15.0
2020,Solano,251.0,22.0
2020,Southwestern,2186.0,70.0
2020,Taft,349.0,17.0
2020,Ventura,598.0,22.0
2020,Victor Valley,1632.0,76.0
2020,West LA,774.0,47.0
2020,West Valley,373.0,5.0
2020,Woodland,428.0,27.0
2020,Yuba,779.0,50.0
2021,Alameda,373.0,2.0
2021,Allan Hancock,1016.0,73.0
2021,American River,1086.0,59.0
2021,Antelope Valley,528.0,74.0
2021,Bakersfield,1820.0,86.0
2021,Barstow,326.0,32.0
2021,Berkeley City,166.0,10.0
2021,Butte,577.0,29.0
2021,Cabrillo,318.0,26.0
2021,Canada,248.0,5.0
2021,Canyons,374.0,13.0
2021,Cerritos,911.0,53.0
2021,Cerro Coso,234.0,15.0
2021,Chabot Hayward,441.0,14.0
2021,Chaffey,904.0,40.0
2021,Citrus,525.0,17.0
2021,Clovis,470.0,46.0
2021,Coalinga College,234.0,9.0
2021,Coastline,394.0,15.0
2021,Columbia,185.0,6.0
2021,Compton,339.0,42.0
2021,Contra Costa,646.0,18.0
2021,Copper Mountain College,138.0,17.0
2021,Cosumnes River,660.0,19.0
2021,Crafton Hills,373.0,16.0
2021,Cuesta,235.0,39.0
2021,Cuyamaca,669.0,16.0
2021,Cypress,993.0,39.0
2021,Deanza,743.0,6.0
2021,Desert,441.0,27.0
2021,Diablo Valley,691.0,38.0
2021,East LA,1354.0,44.0
2021,El Camino,1448.0,95.0
2021,Evergreen Valley,370.0,16.0
2021,Feather River,100.0,2.0
2021,Folsom Lake,302.0,28.0
2021,Foothill,257.0,7.0
2021,Fresno City,2113.0,119.0
2021,Fullerton,1287.0,43.0
2021,Gavilan,430.0,27.0
2021,Glendale,1880.0,32.0
2021,Golden West,627.0,12.0
2021,Grossmont,712.0,41.0
2021,Hartnell,621.0,25.0
2021,Imperial,1511.0,169.0
2021,Irvine,704.0,11.0
2021,LA City,2013.0,40.0
2021,LA Harbor,566.0,46.0
2021,LA Mission,642.0,24.0
2021,LA Pierce,942.0,19.0
2021,LA Swest,260.0,14.0
2021,LA Trade,832.0,72.0
2021,LA Valley,915.0,29.0
2021,Lake Tahoe,92.0,4.0
2021,Laney,596.0,33.0
2021,Las Positas,299.0,10.0
2021,Lassen,156.0,7.0
2021,Lemoore College,377.0,36.0
2021,Long Beach,1442.0,72.0
2021,Los Medanos,618.0,17.0
2021,Madera,248.0,22.0
2021,Marin,284.0,19.0
2021,Mendocino,426.0,11.0
2021,Merced,927.0,89.0
2021,Merritt,305.0,16.0
2021,MiraCosta,527.0,29.0
2021,Mission,370.0,7.0
2021,Modesto,1138.0,57.0
2021,Monterey,520.0,23.0
2021,Moorpark,413.0,21.0
2021,Moreno Valley,587.0,30.0
2021,Mt San Antonio,1316.0,86.0
2021,Mt. San Jacinto,383.0,32.0
2021,Napa,257.0,12.0
2021,Norco,346.0,17.0
2021,Ohlone,287.0,7.0
2021,Orange Coast,1164.0,28.0
2021,Oxnard,653.0,52.0
2021,Palo Verde,619.0,8.0
2021,Palomar,602.0,24.0
2021,Pasadena,877.0,22.0
2021,Porterville,558.0,39.0
2021,Redwoods,483.0,22.0
2021,Reedley College,681.0,21.0
2021,Rio Hondo,1150.0,50.0
2021,Riverside,1254.0,69.0
2021,Sacramento City,975.0,47.0
2021,Saddleback,490.0,13.0
2021,San Bernardino,589.0,39.0
2021,San Diego City,1022.0,31.0
2021,San Diego Mesa,762.0,19.0
2021,San Diego Miramar,494.0,9.0
2021,San Francisco,1184.0,12.0
2021,San Joaquin Delta,1178.0,91.0
2021,San Jose City,712.0,8.0
2021,San Mateo,356.0,5.0
2021,Santa Ana,909.0,28.0
2021,Santa Barbara,844.0,16.0
2021,Santa Monica,571.0,1.0
2021,Santa Rosa,723.0,18.0
2021,Santiago Canyon,281.0,11.0
2021,Sequoias,1177.0,53.0
2021,Shasta,815.0,40.0
2021,Sierra,732.0,39.0
2021,Siskiyous,143.0,3.0
2021,Skyline,197.0,6.0
2021,Solano,201.0,17.0
2021,Southwestern,2077.0,55.0
2021,Taft,242.0,8.0
2021,Ventura,465.0,13.0
2021,Victor Valley,1094.0,41.0
2021,West LA,630.0,29.0
2021,West Valley,361.0,7.0
2021,Woodland,415.0,18.0
2021,Yuba,592.0,35.0
2022,Alameda,268.0,6.0
2022,Allan Hancock,927.0,55.0
2022,American River,996.0,61.0
2022,Antelope Valley,442.0,58.0
2022,Bakersfield,1783.0,73.0
2022,Barstow,386.0,40.0
2022,Berkeley City,112.0,7.0
2022,Butte,464.0,18.0
2022,Cabrillo,272.0,23.0
2022,Canada,213.0,5.0
2022,Canyons,307.0,16.0
2022,Cerritos,830.0,59.0
2022,Cerro Coso,197.0,22.0
2022,Chabot Hayward,408.0,18.0
2022,Chaffey,922.0,36.0
2022,Citrus,428.0,14.0
2022,Clovis,524.0,36.0
2022,Coalinga College,225.0,6.0
2022,Coastline,374.0,16.0
2022,Columbia,134.0,8.0
2022,Compton,290.0,46.0
2022,Contra Costa,582.0,15.0
2022,Copper Mountain College,141.0,10.0
2022,Cosumnes River,530.0,22.0
2022,Crafton Hills,300.0,15.0
2022,Cuesta,216.0,29.0
2022,Cuyamaca,614.0,24.0
2022,Cypress,814.0,39.0
2022,Deanza,596.0,2.0
2022,Desert,432.0,18.0
2022,Diablo Valley,582.0,32.0
2022,East LA,1037.0,28.0
2022,El Camino,1154.0,74.0
2022,Evergreen Valley,271.0,9.0
2022,Feather River,96.0,4.0
2022,Folsom Lake,244.0,30.0
2022,Foothill,223.0,6.0
2022,Fresno City,2007.0,92.0
2022,Fullerton,1023.0,28.0
2022,Gavilan,422.0,26.0
2022,Glendale,1708.0,23.0
2022,Golden West,543.0,14.0
2022,Grossmont,576.0,33.0
2022,Hartnell,600.0,21.0
2022,Imperial,1387.0,102.0
2022,Irvine,540.0,6.0
2022,LA City,1599.0,37.0
2022,LA Harbor,451.0,33.0
2022,LA Mission,592.0,34.0
2022,LA Pierce,649.0,12.0
2022,LA Swest,202.0,11.0
2022,LA Trade,718.0,64.0
2022,LA Valley,865.0,30.0
2022,Lake Tahoe,77.0,6.0
2022,Laney,476.0,22.0
2022,Las Positas,222.0,6.0
2022,Lassen,105.0,7.0
2022,Lemoore College,346.0,23.0
2022,Long Beach,1173.0,72.0
2022,Los Medanos,496.0,24.0
2022,Madera,206.0,18.0
2022,Marin,292.0,26.0
2022,Mendocino,383.0,9.0
2022,Merced,1053.0,94.0
2022,Merritt,170.0,9.0
2022,MiraCosta,502.0,22.0
2022,Mission,320.0,6.0
2022,Modesto,1207.0,56.0
2022,Monterey,504.0,17.0
2022,Moorpark,417.0,20.0
2022,Moreno Valley,472.0,24.0
2022,Mt San Antonio,1256.0,86.0
2022,Mt. San Jacinto,319.0,28.0
2022,Napa,233.0,12.0
2022,Norco,308.0,17.0
2022,Ohlone,203.0,4.0
2022,Orange Coast,973.0,23.0
2022,Oxnard,627.0,51.0
2022,Palo Verde,597.0,8.0
2022,Palomar,569.0,26.0
2022,Pasadena,884.0,17.0
2022,Porterville,608.0,31.0
2022,Redwoods,528.0,32.0
2022,Reedley College,542.0,20.0
2022,Rio Hondo,996.0,43.0
2022,Riverside,1151.0,66.0
2022,Sacramento City,870.0,33.0
2022,Saddleback,427.0,15.0
2022,San Bernardino,395.0,28.0
2022,San Diego City,896.0,33.0
2022,San Diego Mesa,829.0,18.0
2022,San Diego Miramar,471.0,16.0
2022,San Francisco,1193.0,20.0
2022,San Joaquin Delta,869.0,76.0
2022,San Jose City,665.0,9.0
2022,San Mateo,326.0,5.0
2022,Santa Ana,685.0,22.0
2022,Santa Barbara,736.0,8.0
2022,Santa Monica,609.0,2.0
2022,Santa Rosa,660.0,22.0
2022,Santiago Canyon,211.0,9.0
2022,Sequoias,1188.0,55.0
2022,Shasta,783.0,34.0
2022,Sierra,726.0,31.0
2022,Siskiyous,119.0,3.0
2022,Skyline,150.0,2.0
2022,Solano,165.0,12.0
2022,Southwestern,1708.0,47.0
2022,Taft,221.0,4.0
2022,Ventura,595.0,18.0
2022,Victor Valley,1063.0,26.0
2022,West LA,575.0,27.0
2022,West Valley,303.0,10.0
2022,Woodland,403.0,24.0
2022,Yuba,523.0,29.0
2023,Alameda,737.0,12.0
2023,Allan Hancock,1001.0,56.0
2023,American River,946.0,69.0
2023,Antelope Valley,411.0,55.0
2023,Bakersfield,1991.0,77.0
2023,Barstow,366.0,62.0
2023,Berkeley City,144.0,10.0
2023,Butte,574.0,41.0
2023,Cabrillo,374.0,36.0
2023,Canada,193.0,5.0
2023,Canyons,300.0,15.0
2023,Cerritos,877.0,71.0
2023,Cerro Coso,221.0,22.0
2023,Chabot Hayward,413.0,18.0
2023,Chaffey,956.0,68.0
2023,Citrus,633.0,26.0
2023,Clovis,565.0,49.0
2023,Coalinga College,218.0,7.0
2023,Coastline,299.0,31.0
2023,Columbia,173.0,16.0
2023,Compton,369.0,72.0
2023,Contra Costa,584.0,22.0
2023,Copper Mountain College,154.0,13.0
2023,Cosumnes River,575.0,20.0
2023,Crafton Hills,258.0,21.0
2023,Cuesta,201.0,35.0
2023,Cuyamaca,705.0,40.0
2023,Cypress,800.0,52.0
2023,Deanza,587.0,7.0
2023,Desert,476.0,33.0
2023,Diablo Valley,520.0,39.0
2023,East LA,1100.0,51.0
2023,El Camino,1164.0,88.0
2023,Evergreen Valley,276.0,16.0
2023,Feather River,72.0,7.0
2023,Folsom Lake,264.0,28.0
2023,Foothill,230.0,3.0
2023,Fresno City,2196.0,143.0
2023,Fullerton,971.0,38.0
2023,Gavilan,420.0,29.0
2023,Glendale,1567.0,21.0
2023,Golden West,615.0,12.0
2023,Grossmont,716.0,26.0
2023,Hartnell,518.0,28.0
2023,Imperial,1803.0,104.0
2023,Irvine,565.0,17.0
2023,LA City,1635.0,37.0
2023,LA Harbor,574.0,47.0
2023,LA Mission,669.0,36.0
2023,LA Pierce,792.0,26.0
2023,LA Swest,299.0,17.0
2023,LA Trade,1039.0,76.0
2023,LA Valley,1104.0,56.0
2023,Lake Tahoe,112.0,8.0
2023,Laney,481.0,27.0
2023,Las Positas,237.0,11.0
2023,Lassen,212.0,14.0
2023,Lemoore College,402.0,31.0
2023,Long Beach,1227.0,129.0
2023,Los Medanos,524.0,28.0
2023,Madera,232.0,18.0
2023,Marin,291.0,19.0
2023,Mendocino,411.0,22.0
2023,Merced,1178.0,146.0
2023,Merritt,169.0,17.0
2023,MiraCosta,532.0,30.0
2023,Mission,422.0,16.0
2023,Modesto,1090.0,65.0
2023,Monterey,554.0,33.0
2023,Moorpark,395.0,29.0
2023,Moreno Valley,370.0,30.0
2023,Mt San Antonio,1384.0,81.0
2023,Mt. San Jacinto,395.0,39.0
2023,Napa,196.0,12.0
2023,Norco,344.0,20.0
2023,Ohlone,130.0,4.0
2023,Orange Coast,1028.0,20.0
2023,Oxnard,656.0,48.0
2023,Palo Verde,624.0,22.0
2023,Palomar,602.0,27.0
2023,Pasadena,818.0,16.0
2023,Porterville,679.0,35.0
2023,Redwoods,506.0,49.0
2023,Reedley College,664.0,31.0
2023,Rio Hondo,968.0,73.0
2023,Riverside,1205.0,68.0
2023,Sacramento City,802.0,36.0
2023,Saddleback,504.0,15.0
2023,San Bernardino,285.0,21.0
2023,San Diego City,1019.0,56.0
2023,San Diego Mesa,743.0,16.0
2023,San Diego Miramar,453.0,26.0
2023,San Francisco,1119.0,17.0
2023,San Joaquin Delta,739.0,54.0
2023,San Jose City,773.0,13.0
2023,San Mateo,390.0,7.0
2023,Santa Ana,862.0,20.0
2023,Santa Barbara,931.0,3.0
2023,Santa Monica,637.0,3.0
2023,Santa Rosa,717.0,21.0
2023,Santiago Canyon,183.0,11.0
2023,Sequoias,1186.0,67.0
2023,Shasta,868.0,41.0
2023,Sierra,689.0,50.0
2023,Siskiyous,123.0,2.0
2023,Skyline,152.0,3.0
2023,Solano,210.0,19.0
2023,Southwestern,1888.0,65.0
2023,Taft,212.0,7.0
2023,Ventura,472.0,15.0
2023,Victor Valley,1219.0,72.0
2023,West LA,693.0,50.0
2023,West Valley,313.0,8.0
2023,Woodland,394.0,26.0
2023,Yuba,447.0,22.0
