cc_name,uc_name,cc_lat,cc_lon,uc_lat,uc_lon,distance_meters,duration_seconds,status
Compton College,University of California-Davis,33.878226,-118.209463,38.539667,-121.749567,667938,23931,OK
Compton College,University of California-Irvine,33.878226,-118.209463,33.648434,-117.841248,49952,2175,OK
Compton College,University of California-Los Angeles,33.878226,-118.209463,34.066927,-118.168965,25997,1372,OK
Compton College,University of California-Merced,33.878226,-118.209463,37.366237,-120.424944,476758,17380,OK
Compton College,University of California-Riverside,33.878226,-118.209463,33.97246,-117.32741,101793,4714,OK
Compton College,University of California-San Diego,33.878226,-118.209463,32.877749,-117.235866,162149,5698,OK
Compton College,University of California-San Francisco,33.878226,-118.209463,37.763737,-122.458489,648765,23442,OK
Compton College,University of California-Santa Barbara,33.878226,-118.209463,34.416297,-119.846426,194307,7369,OK
Compton College,University of California-Santa Cruz,33.878226,-118.209463,36.995584,-122.058801,584011,21788,OK
Contra Costa College,University of California-Berkeley,37.969381,-122.337377,37.871918,-122.260463,20201,1753,OK
Contra Costa College,University of California-Davis,37.969381,-122.337377,38.539667,-121.749567,88291,3440,OK
Contra Costa College,University of California-Irvine,37.969381,-122.337377,33.648434,-117.841248,689999,24321,OK
Contra Costa College,University of California-Los Angeles,37.969381,-122.337377,34.066927,-118.168965,624108,22077,OK
Contra Costa College,University of California-Merced,37.969381,-122.337377,37.366237,-120.424944,221628,8570,OK
Contra Costa College,University of California-Riverside,37.969381,-122.337377,33.97246,-117.32741,705606,25106,OK
Contra Costa College,University of California-San Diego,37.969381,-122.337377,32.877749,-117.235866,837702,29323,OK
Contra Costa College,University of California-San Francisco,37.969381,-122.337377,37.763737,-122.458489,37266,2268,OK
Contra Costa College,University of California-Santa Barbara,37.969381,-122.337377,34.416297,-119.846426,541984,19460,OK
Contra Costa College,University of California-Santa Cruz,37.969381,-122.337377,36.995584,-122.058801,141683,5845,OK
Copper Mountain Community College,University of California-Berkeley,34.140464,-116.213939,37.871918,-122.260463,795288,29024,OK
Copper Mountain Community College,University of California-Davis,34.140464,-116.213939,38.539667,-121.749567,849075,30076,OK
Copper Mountain Community College,University of California-Irvine,34.140464,-116.213939,33.648434,-117.841248,196532,8032,OK
Copper Mountain Community College,University of California-Los Angeles,34.140464,-116.213939,34.066927,-118.168965,208675,7642,OK
Copper Mountain Community College,University of California-Merced,34.140464,-116.213939,37.366237,-120.424944,621962,22852,OK
Copper Mountain Community College,University of California-Riverside,34.140464,-116.213939,33.97246,-117.32741,125344,5291,OK
Copper Mountain Community College,University of California-San Diego,34.140464,-116.213939,32.877749,-117.235866,261153,9300,OK
Copper Mountain Community College,University of California-San Francisco,34.140464,-116.213939,37.763737,-122.458489,812879,29626,OK
Copper Mountain Community College,University of California-Santa Barbara,34.140464,-116.213939,34.416297,-119.846426,384160,13552,OK
Copper Mountain Community College,University of California-Santa Cruz,34.140464,-116.213939,36.995584,-122.058801,765149,27960,OK
Cosumnes River College,University of California-Berkeley,38.45295,-121.423108,37.871918,-122.260463,144396,5986,OK
Cosumnes River College,University of California-Davis,38.45295,-121.423108,38.539667,-121.749567,40995,1946,OK
Cosumnes River College,University of California-Irvine,38.45295,-121.423108,33.648434,-117.841248,678566,23660,OK
Cosumnes River College,University of California-Los Angeles,38.45295,-121.423108,34.066927,-118.168965,612675,21419,OK
Cosumnes River College,University of California-Merced,38.45295,-121.423108,37.366237,-120.424944,175398,6685,OK
Cosumnes River College,University of California-Riverside,38.45295,-121.423108,33.97246,-117.32741,694173,24449,OK
Cosumnes River College,University of California-San Diego,38.45295,-121.423108,32.877749,-117.235866,826269,28704,OK
Cosumnes River College,University of California-San Francisco,38.45295,-121.423108,37.763737,-122.458489,161461,6436,OK
Cosumnes River College,University of California-Santa Barbara,38.45295,-121.423108,34.416297,-119.846426,618259,22186,OK
Cosumnes River College,University of California-Santa Cruz,38.45295,-121.423108,36.995584,-122.058801,233131,9082,OK
Crafton Hills College,University of California-Berkeley,34.039178,-117.101173,37.871918,-122.260463,708482,25309,OK
Crafton Hills College,University of California-Davis,34.039178,-117.101173,38.539667,-121.749567,745246,26377,OK
Crafton Hills College,University of California-Irvine,34.039178,-117.101173,33.648434,-117.841248,100005,4064,OK
Crafton Hills College,University of California-Los Angeles,34.039178,-117.101173,34.066927,-118.168965,104846,3815,OK
Crafton Hills College,University of California-Merced,34.039178,-117.101173,37.366237,-120.424944,554067,19778,OK
Crafton Hills College,University of California-Riverside,34.039178,-117.101173,33.97246,-117.32741,37173,2725,OK
Crafton Hills College,University of California-San Diego,34.039178,-117.101173,32.877749,-117.235866,172982,6424,OK
Crafton Hills College,University of California-San Francisco,34.039178,-117.101173,37.763737,-122.458489,726074,25861,OK
Crafton Hills College,University of California-Santa Barbara,34.039178,-117.101173,34.416297,-119.846426,280331,9793,OK
Crafton Hills College,University of California-Santa Cruz,34.039178,-117.101173,36.995584,-122.058801,661320,24307,OK
Cuesta College,University of California-Berkeley,35.331276,-120.742235,37.871918,-122.260463,381424,13584,OK
Cuesta College,University of California-Davis,35.331276,-120.742235,38.539667,-121.749567,467305,16126,OK
Cuesta College,University of California-Irvine,35.331276,-120.742235,33.648434,-117.841248,380101,13711,OK
Cuesta College,University of California-Los Angeles,35.331276,-120.742235,34.066927,-118.168965,322589,11730,OK
Cuesta College,University of California-Merced,35.331276,-120.742235,37.366237,-120.424944,326455,12342,OK
Cuesta College,University of California-Riverside,35.331276,-120.742235,33.97246,-117.32741,404390,14625,OK
Cuesta College,University of California-San Diego,35.331276,-120.742235,32.877749,-117.235866,536487,18890,OK
Cuesta College,University of California-San Francisco,35.331276,-120.742235,37.763737,-122.458489,387017,13713,OK
Cuesta College,University of California-Santa Barbara,35.331276,-120.742235,34.416297,-119.846426,167967,6203,OK
Cuesta College,University of California-Santa Cruz,35.331276,-120.742235,36.995584,-122.058801,278060,10336,OK
Cuyamaca College,University of California-Berkeley,32.744305,-116.942854,37.871918,-122.260463,812070,28730,OK
Cuyamaca College,University of California-Davis,32.744305,-116.942854,38.539667,-121.749567,848834,29881,OK
Cuyamaca College,University of California-Irvine,32.744305,-116.942854,33.648434,-117.841248,152447,5439,OK
Cuyamaca College,University of California-Los Angeles,32.744305,-116.942854,34.066927,-118.168965,209299,7407,OK
Cuyamaca College,University of California-Merced,32.744305,-116.942854,37.366237,-120.424944,657655,23482,OK
Cuyamaca College,University of California-Riverside,32.744305,-116.942854,33.97246,-117.32741,166854,6273,OK
Cuyamaca College,University of California-San Diego,32.744305,-116.942854,32.877749,-117.235866,45092,1966,OK
Cuyamaca College,University of California-San Francisco,32.744305,-116.942854,37.763737,-122.458489,829661,29319,OK
Cuyamaca College,University of California-Santa Barbara,32.744305,-116.942854,34.416297,-119.846426,380049,13280,OK
Cuyamaca College,University of California-Santa Cruz,32.744305,-116.942854,36.995584,-122.058801,764907,27692,OK
Cypress College,University of California-Berkeley,33.82833,-118.025143,37.871918,-122.260463,637734,23435,OK
Cypress College,University of California-Davis,33.82833,-118.025143,38.539667,-121.749567,674498,24522,OK
Cypress College,University of California-Irvine,33.82833,-118.025143,33.648434,-117.841248,32305,1804,OK
Cypress College,University of California-Los Angeles,33.82833,-118.025143,34.066927,-118.168965,34962,2082,OK
Cypress College,University of California-Merced,33.82833,-118.025143,37.366237,-120.424944,483319,17979,OK
Cypress College,University of California-Riverside,33.82833,-118.025143,33.97246,-117.32741,77183,4709,OK
Cypress College,University of California-San Diego,33.82833,-118.025143,32.877749,-117.235866,144501,5327,OK
Cypress College,University of California-San Francisco,33.82833,-118.025143,37.763737,-122.458489,655325,24018,OK
Cypress College,University of California-Santa Barbara,33.82833,-118.025143,34.416297,-119.846426,205713,8223,OK
Cypress College,University of California-Santa Cruz,33.82833,-118.025143,36.995584,-122.058801,590571,22395,OK
De Anza College,University of California-Berkeley,37.319914,-122.045783,37.871918,-122.260463,89768,4212,OK
De Anza College,University of California-Davis,37.319914,-122.045783,38.539667,-121.749567,177106,6771,OK
De Anza College,University of California-Irvine,37.319914,-122.045783,33.648434,-117.841248,630958,22283,OK
De Anza College,University of California-Los Angeles,37.319914,-122.045783,34.066927,-118.168965,565067,19999,OK
De Anza College,University of California-Merced,37.319914,-122.045783,37.366237,-120.424944,211184,8608,OK
De Anza College,University of California-Riverside,37.319914,-122.045783,33.97246,-117.32741,646565,23023,OK
De Anza College,University of California-San Diego,37.319914,-122.045783,32.877749,-117.235866,778661,27421,OK
De Anza College,University of California-San Francisco,37.319914,-122.045783,37.763737,-122.458489,71004,3169,OK
De Anza College,University of California-Santa Barbara,37.319914,-122.045783,34.416297,-119.846426,467961,16559,OK
De Anza College,University of California-Santa Cruz,37.319914,-122.045783,36.995584,-122.058801,55919,2832,OK
Diablo Valley College,University of California-Berkeley,37.968516,-122.073142,37.871918,-122.260463,27973,1873,OK
Diablo Valley College,University of California-Davis,37.968516,-122.073142,38.539667,-121.749567,84575,3336,OK
Diablo Valley College,University of California-Irvine,37.968516,-122.073142,33.648434,-117.841248,666978,23538,OK
Diablo Valley College,University of California-Los Angeles,37.968516,-122.073142,34.066927,-118.168965,601087,21297,OK
Diablo Valley College,University of California-Merced,37.968516,-122.073142,37.366237,-120.424944,198607,7851,OK
Diablo Valley College,University of California-Riverside,37.968516,-122.073142,33.97246,-117.32741,682585,24325,OK
Diablo Valley College,University of California-San Diego,37.968516,-122.073142,32.877749,-117.235866,814682,28585,OK
Diablo Valley College,University of California-San Francisco,37.968516,-122.073142,37.763737,-122.458489,49700,2823,OK
Diablo Valley College,University of California-Santa Barbara,37.968516,-122.073142,34.416297,-119.846426,535740,19035,OK
Diablo Valley College,University of California-Santa Cruz,37.968516,-122.073142,36.995584,-122.058801,136794,5631,OK
East Los Angeles College,University of California-Berkeley,34.040531,-118.148785,37.871918,-122.260463,611237,22348,OK
East Los Angeles College,University of California-Davis,34.040531,-118.148785,38.539667,-121.749567,648001,23424,OK
East Los Angeles College,University of California-Irvine,34.040531,-118.148785,33.648434,-117.841248,69882,3050,OK
East Los Angeles College,University of California-Los Angeles,34.040531,-118.148785,34.066927,-118.168965,5345,569,OK
East Los Angeles College,University of California-Merced,34.040531,-118.148785,37.366237,-120.424944,456822,16876,OK
East Los Angeles College,University of California-Riverside,34.040531,-118.148785,33.97246,-117.32741,83622,4276,OK
East Los Angeles College,University of California-San Diego,34.040531,-118.148785,32.877749,-117.235866,170512,6763,OK
East Los Angeles College,University of California-San Francisco,34.040531,-118.148785,37.763737,-122.458489,628828,22945,OK
East Los Angeles College,University of California-Santa Barbara,34.040531,-118.148785,34.416297,-119.846426,180255,7088,OK
East Los Angeles College,University of California-Santa Cruz,34.040531,-118.148785,36.995584,-122.058801,564074,21277,OK
El Camino Community College District,University of California-Berkeley,33.885229,-118.329913,37.871918,-122.260463,619084,22549,OK
El Camino Community College District,University of California-Davis,33.885229,-118.329913,38.539667,-121.749567,655847,23632,OK
El Camino Community College District,University of California-Irvine,33.885229,-118.329913,33.648434,-117.841248,58704,2898,OK
El Camino Community College District,University of California-Los Angeles,33.885229,-118.329913,34.066927,-118.168965,37784,2138,OK
El Camino Community College District,University of California-Merced,33.885229,-118.329913,37.366237,-120.424944,464668,17095,OK
El Camino Community College District,University of California-Riverside,33.885229,-118.329913,33.97246,-117.32741,103242,5497,OK
El Camino Community College District,University of California-San Diego,33.885229,-118.329913,32.877749,-117.235866,170901,6424,OK
El Camino Community College District,University of California-San Francisco,33.885229,-118.329913,37.763737,-122.458489,636675,23155,OK
El Camino Community College District,University of California-Santa Barbara,33.885229,-118.329913,34.416297,-119.846426,182217,7080,OK
El Camino Community College District,University of California-Santa Cruz,33.885229,-118.329913,36.995584,-122.058801,571921,21500,OK
Evergreen Valley College,University of California-Berkeley,37.30167,-121.76561,37.871918,-122.260463,90329,4154,OK
Evergreen Valley College,University of California-Davis,37.30167,-121.76561,38.539667,-121.749567,176210,6512,OK
Evergreen Valley College,University of California-Irvine,37.30167,-121.76561,33.648434,-117.841248,613217,21704,OK
Evergreen Valley College,University of California-Los Angeles,37.30167,-121.76561,34.066927,-118.168965,547325,19482,OK
Evergreen Valley College,University of California-Merced,37.30167,-121.76561,37.366237,-120.424944,193442,8081,OK
Evergreen Valley College,University of California-Riverside,37.30167,-121.76561,33.97246,-117.32741,628823,22487,OK
Evergreen Valley College,University of California-San Diego,37.30167,-121.76561,32.877749,-117.235866,760920,26900,OK
Evergreen Valley College,University of California-San Francisco,37.30167,-121.76561,37.763737,-122.458489,93745,4220,OK
Evergreen Valley College,University of California-Santa Barbara,37.30167,-121.76561,34.416297,-119.846426,450220,16000,OK
Evergreen Valley College,University of California-Santa Cruz,37.30167,-121.76561,36.995584,-122.058801,70232,3384,OK
Feather River Community College District,University of California-Berkeley,39.953101,-120.973067,37.871918,-122.260463,352451,14333,OK
Feather River Community College District,University of California-Davis,39.953101,-120.973067,38.539667,-121.749567,249050,10354,OK
Feather River Community College District,University of California-Irvine,39.953101,-120.973067,33.648434,-117.841248,919575,33416,OK
Feather River Community College District,University of California-Los Angeles,39.953101,-120.973067,34.066927,-118.168965,853684,31288,OK
Feather River Community College District,University of California-Merced,39.953101,-120.973067,37.366237,-120.424944,422147,16736,OK
Feather River Community College District,University of California-Riverside,39.953101,-120.973067,33.97246,-117.32741,935182,34195,OK
Feather River Community College District,University of California-San Diego,39.953101,-120.973067,32.877749,-117.235866,1031772,36999,OK
Feather River Community College District,University of California-San Francisco,39.953101,-120.973067,37.763737,-122.458489,369515,14759,OK
Feather River Community College District,University of California-Santa Barbara,39.953101,-120.973067,34.416297,-119.846426,864047,31534,OK
Feather River Community College District,University of California-Santa Cruz,39.953101,-120.973067,36.995584,-122.058801,465101,18121,OK
Folsom Lake College,University of California-Berkeley,38.661372,-121.127486,37.871918,-122.260463,166159,6715,OK
Folsom Lake College,University of California-Davis,38.661372,-121.127486,38.539667,-121.749567,62758,2686,OK
Folsom Lake College,University of California-Irvine,38.661372,-121.127486,33.648434,-117.841248,728486,25598,OK
Folsom Lake College,University of California-Los Angeles,38.661372,-121.127486,34.066927,-118.168965,662595,23360,OK
Folsom Lake College,University of California-Merced,38.661372,-121.127486,37.366237,-120.424944,224160,8470,OK
Folsom Lake College,University of California-Riverside,38.661372,-121.127486,33.97246,-117.32741,744093,26350,OK
Folsom Lake College,University of California-San Diego,38.661372,-121.127486,32.877749,-117.235866,840683,29311,OK
Folsom Lake College,University of California-San Francisco,38.661372,-121.127486,37.763737,-122.458489,183224,7136,OK
Folsom Lake College,University of California-Santa Barbara,38.661372,-121.127486,34.416297,-119.846426,677755,23782,OK
Folsom Lake College,University of California-Santa Cruz,38.661372,-121.127486,36.995584,-122.058801,278810,10450,OK
Foothill College,University of California-Berkeley,37.361655,-122.127964,37.871918,-122.260463,86679,3999,OK
Foothill College,University of California-Davis,37.361655,-122.127964,38.539667,-121.749567,180201,6761,OK
Foothill College,University of California-Irvine,37.361655,-122.127964,33.648434,-117.841248,639181,22465,OK
Foothill College,University of California-Los Angeles,37.361655,-122.127964,34.066927,-118.168965,573290,20228,OK
Foothill College,University of California-Merced,37.361655,-122.127964,37.366237,-120.424944,219407,8774,OK
Foothill College,University of California-Riverside,37.361655,-122.127964,33.97246,-117.32741,654788,23234,OK
Foothill College,University of California-San Diego,37.361655,-122.127964,32.877749,-117.235866,786885,27578,OK
Foothill College,University of California-San Francisco,37.361655,-122.127964,37.763737,-122.458489,63585,2874,OK
Foothill College,University of California-Santa Barbara,37.361655,-122.127964,34.416297,-119.846426,476185,16745,OK
Foothill College,University of California-Santa Cruz,37.361655,-122.127964,36.995584,-122.058801,64143,3000,OK
Fresno City College,University of California-Berkeley,36.768164,-119.796096,37.871918,-122.260463,296579,11505,OK
Fresno City College,University of California-Davis,36.768164,-119.796096,38.539667,-121.749567,333343,12613,OK
Fresno City College,University of California-Irvine,36.768164,-119.796096,33.648434,-117.841248,428788,15440,OK
Fresno City College,University of California-Los Angeles,36.768164,-119.796096,34.066927,-118.168965,362896,13206,OK
Fresno City College,University of California-Merced,36.768164,-119.796096,37.366237,-120.424944,99300,3935,OK
Fresno City College,University of California-Riverside,36.768164,-119.796096,33.97246,-117.32741,444394,16192,OK
Fresno City College,University of California-San Diego,36.768164,-119.796096,32.877749,-117.235866,576491,20445,OK
Fresno City College,University of California-San Francisco,36.768164,-119.796096,37.763737,-122.458489,314170,12090,OK
Fresno City College,University of California-Santa Barbara,36.768164,-119.796096,34.416297,-119.846426,384942,14315,OK
Fresno City College,University of California-Santa Cruz,36.768164,-119.796096,36.995584,-122.058801,257546,10515,OK
Fullerton College,University of California-Berkeley,33.87616,-117.88573,37.871918,-122.260463,663569,24406,OK
Fullerton College,University of California-Davis,33.87616,-117.88573,38.539667,-121.749567,700333,25465,OK
Fullerton College,University of California-Irvine,33.87616,-117.88573,33.648434,-117.841248,32885,1506,OK
Fullerton College,University of California-Los Angeles,33.87616,-117.88573,34.066927,-118.168965,45444,1966,OK
Fullerton College,University of California-Merced,33.87616,-117.88573,37.366237,-120.424944,509154,18936,OK
Fullerton College,University of California-Riverside,33.87616,-117.88573,33.97246,-117.32741,67574,3984,OK
Fullerton College,University of California-San Diego,33.87616,-117.88573,32.877749,-117.235866,138389,4798,OK
Fullerton College,University of California-San Francisco,33.87616,-117.88573,37.763737,-122.458489,681160,24977,OK
Fullerton College,University of California-Santa Barbara,33.87616,-117.88573,34.416297,-119.846426,216194,8101,OK
Fullerton College,University of California-Santa Cruz,33.87616,-117.88573,36.995584,-122.058801,628678,23020,OK
Gavilan College,University of California-Berkeley,36.972627,-121.569842,37.871918,-122.260463,132714,5401,OK
Gavilan College,University of California-Davis,36.972627,-121.569842,38.539667,-121.749567,218596,7769,OK
Gavilan College,University of California-Irvine,36.972627,-121.569842,33.648434,-117.841248,572758,20127,OK
Gavilan College,University of California-Los Angeles,36.972627,-121.569842,34.066927,-118.168965,506867,17931,OK
Gavilan College,University of California-Merced,36.972627,-121.569842,37.366237,-120.424944,152983,6610,OK
Gavilan College,University of California-Riverside,36.972627,-121.569842,33.97246,-117.32741,588364,20935,OK
Gavilan College,University of California-San Diego,36.972627,-121.569842,32.877749,-117.235866,720461,25383,OK
Gavilan College,University of California-San Francisco,36.972627,-121.569842,37.763737,-122.458489,138307,5400,OK
Gavilan College,University of California-Santa Barbara,36.972627,-121.569842,34.416297,-119.846426,406887,14358,OK
Gavilan College,University of California-Santa Cruz,36.972627,-121.569842,36.995584,-122.058801,73191,3570,OK
Glendale Community College,University of California-Berkeley,34.16745,-118.227666,37.871918,-122.260463,594909,21634,OK
Glendale Community College,University of California-Davis,34.16745,-118.227666,38.539667,-121.749567,631673,22705,OK
Glendale Community College,University of California-Irvine,34.16745,-118.227666,33.648434,-117.841248,82444,3810,OK
Glendale Community College,University of California-Los Angeles,34.16745,-118.227666,34.066927,-118.168965,20731,1154,OK
Glendale Community College,University of California-Merced,34.16745,-118.227666,37.366237,-120.424944,440494,16147,OK
Glendale Community College,University of California-Riverside,34.16745,-118.227666,33.97246,-117.32741,97636,4771,OK
Glendale Community College,University of California-San Diego,34.16745,-118.227666,32.877749,-117.235866,188555,7258,OK
Glendale Community College,University of California-San Francisco,34.16745,-118.227666,37.763737,-122.458489,612500,22244,OK
Glendale Community College,University of California-Santa Barbara,34.16745,-118.227666,34.416297,-119.846426,166326,6216,OK
Glendale Community College,University of California-Santa Cruz,34.16745,-118.227666,36.995584,-122.058801,547746,20585,OK
Golden West College,University of California-Berkeley,33.732531,-118.002568,37.871918,-122.260463,655151,23586,OK
Golden West College,University of California-Davis,33.732531,-118.002568,38.539667,-121.749567,691915,24679,OK
Golden West College,University of California-Irvine,33.732531,-118.002568,33.648434,-117.841248,21907,1198,OK
Golden West College,University of California-Los Angeles,33.732531,-118.002568,34.066927,-118.168965,48226,2171,OK
Golden West College,University of California-Merced,33.732531,-118.002568,37.366237,-120.424944,500736,18111,OK
Golden West College,University of California-Riverside,33.732531,-118.002568,33.97246,-117.32741,82347,4852,OK
Golden West College,University of California-San Diego,33.732531,-118.002568,32.877749,-117.235866,134104,4710,OK
Golden West College,University of California-San Francisco,33.732531,-118.002568,37.763737,-122.458489,672742,24182,OK
Golden West College,University of California-Santa Barbara,33.732531,-118.002568,34.416297,-119.846426,218285,8099,OK
Golden West College,University of California-Santa Cruz,33.732531,-118.002568,36.995584,-122.058801,607988,22586,OK
Grossmont College,University of California-Berkeley,32.815246,-117.006277,37.871918,-122.260463,799527,28274,OK
Grossmont College,University of California-Davis,32.815246,-117.006277,38.539667,-121.749567,836291,29355,OK
Grossmont College,University of California-Irvine,32.815246,-117.006277,33.648434,-117.841248,139905,4892,OK
Grossmont College,University of California-Los Angeles,32.815246,-117.006277,34.066927,-118.168965,196756,6863,OK
Grossmont College,University of California-Merced,32.815246,-117.006277,37.366237,-120.424944,645112,22955,OK
Grossmont College,University of California-Riverside,32.815246,-117.006277,33.97246,-117.32741,153682,5719,OK
Grossmont College,University of California-San Diego,32.815246,-117.006277,32.877749,-117.235866,32343,1400,OK
Grossmont College,University of California-San Francisco,32.815246,-117.006277,37.763737,-122.458489,817118,28850,OK
Grossmont College,University of California-Santa Barbara,32.815246,-117.006277,34.416297,-119.846426,367506,12741,OK
Grossmont College,University of California-Santa Cruz,32.815246,-117.006277,36.995584,-122.058801,752364,27250,OK
Hartnell College,University of California-Berkeley,36.675091,-121.666054,37.871918,-122.260463,171595,6699,OK
Hartnell College,University of California-Davis,36.675091,-121.666054,38.539667,-121.749567,257477,9167,OK
Hartnell College,University of California-Irvine,36.675091,-121.666054,33.648434,-117.841248,561096,19938,OK
Hartnell College,University of California-Los Angeles,36.675091,-121.666054,34.066927,-118.168965,516577,18290,OK
Hartnell College,University of California-Merced,36.675091,-121.666054,37.366237,-120.424944,185928,7654,OK
Hartnell College,University of California-Riverside,36.675091,-121.666054,33.97246,-117.32741,576702,20759,OK
Hartnell College,University of California-San Diego,36.675091,-121.666054,32.877749,-117.235866,708799,25205,OK
Hartnell College,University of California-San Francisco,36.675091,-121.666054,37.763737,-122.458489,177188,6730,OK
Hartnell College,University of California-Santa Barbara,36.675091,-121.666054,34.416297,-119.846426,361955,12813,OK
Hartnell College,University of California-Santa Cruz,36.675091,-121.666054,36.995584,-122.058801,63903,3141,OK
Imperial Valley College,University of California-Berkeley,32.827209,-115.503563,37.871918,-122.260463,938614,33973,OK
Imperial Valley College,University of California-Davis,32.827209,-115.503563,38.539667,-121.749567,975378,34836,OK
Imperial Valley College,University of California-Irvine,32.827209,-115.503563,33.648434,-117.841248,322835,12564,OK
Imperial Valley College,University of California-Los Angeles,32.827209,-115.503563,34.066927,-118.168965,334978,12185,OK
Imperial Valley College,University of California-Merced,32.827209,-115.503563,37.366237,-120.424944,784199,28520,OK
Imperial Valley College,University of California-Riverside,32.827209,-115.503563,33.97246,-117.32741,251647,9716,OK
Imperial Valley College,University of California-San Diego,32.827209,-115.503563,32.877749,-117.235866,203399,7177,OK
Imperial Valley College,University of California-San Francisco,32.827209,-115.503563,37.763737,-122.458489,956206,34646,OK
Imperial Valley College,University of California-Santa Barbara,32.827209,-115.503563,34.416297,-119.846426,510463,18163,OK
Imperial Valley College,University of California-Santa Cruz,32.827209,-115.503563,36.995584,-122.058801,891452,32650,OK
Irvine Valley College,University of California-Berkeley,33.675381,-117.777539,37.871918,-122.260463,665694,24060,OK
Irvine Valley College,University of California-Davis,33.675381,-117.777539,38.539667,-121.749567,702458,25134,OK
Irvine Valley College,University of California-Irvine,33.675381,-117.777539,33.648434,-117.841248,9354,970,OK
Irvine Valley College,University of California-Los Angeles,33.675381,-117.777539,34.066927,-118.168965,62923,2709,OK
Irvine Valley College,University of California-Merced,33.675381,-117.777539,37.366237,-120.424944,511279,18551,OK
Irvine Valley College,University of California-Riverside,33.675381,-117.777539,33.97246,-117.32741,70730,3634,OK
Irvine Valley College,University of California-San Diego,33.675381,-117.777539,32.877749,-117.235866,113380,4120,OK
Irvine Valley College,University of California-San Francisco,33.675381,-117.777539,37.763737,-122.458489,683286,24638,OK
Irvine Valley College,University of California-Santa Barbara,33.675381,-117.777539,34.416297,-119.846426,233674,8762,OK
Irvine Valley College,University of California-Santa Cruz,33.675381,-117.777539,36.995584,-122.058801,618532,23185,OK
Lake Tahoe Community College,University of California-Berkeley,38.926797,-119.972574,37.871918,-122.260463,290667,11689,OK
Lake Tahoe Community College,University of California-Davis,38.926797,-119.972574,38.539667,-121.749567,187266,7708,OK
Lake Tahoe Community College,University of California-Irvine,38.926797,-119.972574,33.648434,-117.841248,783965,29587,OK
Lake Tahoe Community College,University of California-Los Angeles,38.926797,-119.972574,34.066927,-118.168965,718074,27477,OK
Lake Tahoe Community College,University of California-Merced,38.926797,-119.972574,37.366237,-120.424944,287063,13358,OK
Lake Tahoe Community College,University of California-Riverside,38.926797,-119.972574,33.97246,-117.32741,711975,27801,OK
Lake Tahoe Community College,University of California-San Diego,38.926797,-119.972574,32.877749,-117.235866,856548,32317,OK
Lake Tahoe Community College,University of California-San Francisco,38.926797,-119.972574,37.763737,-122.458489,307732,12087,OK
Lake Tahoe Community College,University of California-Santa Barbara,38.926797,-119.972574,34.416297,-119.846426,802263,28883,OK
Lake Tahoe Community College,University of California-Santa Cruz,38.926797,-119.972574,36.995584,-122.058801,403318,15457,OK
Laney College,University of California-Berkeley,37.797257,-122.26283,37.871918,-122.260463,12080,1245,OK
Laney College,University of California-Davis,37.797257,-122.26283,38.539667,-121.749567,110343,4181,OK
Laney College,University of California-Irvine,37.797257,-122.26283,33.648434,-117.841248,666877,23566,OK
Laney College,University of California-Los Angeles,37.797257,-122.26283,34.066927,-118.168965,600986,21325,OK
Laney College,University of California-Merced,37.797257,-122.26283,37.366237,-120.424944,198506,7871,OK
Laney College,University of California-Riverside,37.797257,-122.26283,33.97246,-117.32741,682484,24360,OK
Laney College,University of California-San Diego,37.797257,-122.26283,32.877749,-117.235866,814580,28622,OK
Laney College,University of California-San Francisco,37.797257,-122.26283,37.763737,-122.458489,25025,1699,OK
Laney College,University of California-Santa Barbara,37.797257,-122.26283,34.416297,-119.846426,517406,18455,OK
Laney College,University of California-Santa Cruz,37.797257,-122.26283,36.995584,-122.058801,117105,4899,OK
Las Positas College,University of California-Berkeley,37.710873,-121.80058,37.871918,-122.260463,55270,2622,OK
Las Positas College,University of California-Davis,37.710873,-121.80058,38.539667,-121.749567,129823,4761,OK
Las Positas College,University of California-Irvine,37.710873,-121.80058,33.648434,-117.841248,621913,22504,OK
Las Positas College,University of California-Los Angeles,37.710873,-121.80058,34.066927,-118.168965,556022,20270,OK
Las Positas College,University of California-Merced,37.710873,-121.80058,37.366237,-120.424944,153541,6951,OK
Las Positas College,University of California-Riverside,37.710873,-121.80058,33.97246,-117.32741,637519,23286,OK
Las Positas College,University of California-San Diego,37.710873,-121.80058,32.877749,-117.235866,769616,27617,OK
Las Positas College,University of California-San Francisco,37.710873,-121.80058,37.763737,-122.458489,72861,3378,OK
Las Positas College,University of California-Santa Barbara,37.710873,-121.80058,34.416297,-119.846426,503377,18070,OK
Las Positas College,University of California-Santa Cruz,37.710873,-121.80058,36.995584,-122.058801,104431,4695,OK
Lassen Community College,University of California-Berkeley,40.432053,-120.633271,37.871918,-122.260463,427130,17619,OK
Lassen Community College,University of California-Davis,40.432053,-120.633271,38.539667,-121.749567,323729,13610,OK
Lassen Community College,University of California-Irvine,40.432053,-120.633271,33.648434,-117.841248,965926,35432,OK
Lassen Community College,University of California-Los Angeles,40.432053,-120.633271,34.066927,-118.168965,900035,33277,OK
Lassen Community College,University of California-Merced,40.432053,-120.633271,37.366237,-120.424944,537716,20164,OK
Lassen Community College,University of California-Riverside,40.432053,-120.633271,33.97246,-117.32741,893935,33933,OK
Lassen Community College,University of California-San Diego,40.432053,-120.633271,32.877749,-117.235866,1078123,39061,OK
