,Fall 2011,Fall 2011,Fall 2011,Fall 2011,Fall 2011,Fall 2012,Fall 2012,Fall 2012,Fall 2012,Fall 2012,Fall 2013,Fall 2013,Fall 2013,Fall 2013,Fall 2013,Fall 2014,Fall 2014,Fall 2014,Fall 2014,Fall 2014,Fall 2015,Fall 2015,Fall 2015,Fall 2015,Fall 2015,Fall 2016,Fall 2016,Fall 2016,Fall 2016,Fall 2016,Fall 2017,Fall 2017,Fall 2017,Fall 2017,Fall 2017,Fall 2018,Fall 2018,Fall 2018,Fall 2018,Fall 2018,Fall 2019,Fall 2019,Fall 2019,Fall 2019,Fall 2019,Fall 2020,Fall 2020,Fall 2020,Fall 2020,Fall 2020,Fall 2021,Fall 2021,Fall 2021,Fall 2021,Fall 2021,Fall 2022,Fall 2022,Fall 2022,Fall 2022,Fall 2022,Spring 2012,Spring 2012,Spring 2012,Spring 2012,Spring 2012,Spring 2013,Spring 2013,Spring 2013,Spring 2013,Spring 2013,Spring 2014,Spring 2014,Spring 2014,Spring 2014,Spring 2014,Spring 2015,Spring 2015,Spring 2015,Spring 2015,Spring 2015,Spring 2016,Spring 2016,Spring 2016,Spring 2016,Spring 2016,Spring 2017,Spring 2017,Spring 2017,Spring 2017,Spring 2017,Spring 2018,Spring 2018,Spring 2018,Spring 2018,Spring 2018,Spring 2019,Spring 2019,Spring 2019,Spring 2019,Spring 2019,Spring 2020,Spring 2020,Spring 2020,Spring 2020,Spring 2020,Spring 2021,Spring 2021,Spring 2021,Spring 2021,Spring 2021,Spring 2022,Spring 2022,Spring 2022,Spring 2022,Spring 2022,Spring 2023,Spring 2023,Spring 2023,Spring 2023,Spring 2023,Summer 2012,Summer 2012,Summer 2012,Summer 2012,Summer 2012,Summer 2013,Summer 2013,Summer 2013,Summer 2013,Summer 2013,Summer 2014,Summer 2014,Summer 2014,Summer 2014,Summer 2014,Summer 2015,Summer 2015,Summer 2015,Summer 2015,Summer 2015,Summer 2016,Summer 2016,Summer 2016,Summer 2016,Summer 2016,Summer 2017,Summer 2017,Summer 2017,Summer 2017,Summer 2017,Summer 2018,Summer 2018,Summer 2018,Summer 2018,Summer 2018,Summer 2019,Summer 2019,Summer 2019,Summer 2019,Summer 2019,Summer 2020,Summer 2020,Summer 2020,Summer 2020,Summer 2020,Summer 2021,Summer 2021,Summer 2021,Summer 2021,Summer 2021,Summer 2022,Summer 2022,Summer 2022,Summer 2022,Summer 2022,Summer 2023,Summer 2023,Summer 2023,Summer 2023,Summer 2023,Winter 2012,Winter 2012,Winter 2012,Winter 2012,Winter 2012,Winter 2013,Winter 2013,Winter 2013,Winter 2013,Winter 2013,Winter 2014,Winter 2014,Winter 2014,Winter 2014,Winter 2014,Winter 2015,Winter 2015,Winter 2015,Winter 2015,Winter 2015,Winter 2016,Winter 2016,Winter 2016,Winter 2016,Winter 2016,Winter 2017,Winter 2017,Winter 2017,Winter 2017,Winter 2017,Winter 2018,Winter 2018,Winter 2018,Winter 2018,Winter 2018,Winter 2019,Winter 2019,Winter 2019,Winter 2019,Winter 2019,Winter 2020,Winter 2020,Winter 2020,Winter 2020,Winter 2020,Winter 2021,Winter 2021,Winter 2021,Winter 2021,Winter 2021,Winter 2022,Winter 2022,Winter 2022,Winter 2022,Winter 2022,Winter 2023,Winter 2023,Winter 2023,Winter 2023,Winter 2023
Cabrillo,"1,993","1,735","1,463",87.05%,73.41%,"2,022","1,726","1,419",85.36%,70.18%,"2,112","1,722","1,392",81.53%,65.91%,"2,100","1,756","1,413",83.62%,67.29%,"2,066","1,698","1,400",82.19%,67.76%,"2,020","1,698","1,402",84.06%,69.41%,"1,990","1,682","1,389",84.52%,69.80%,"2,434","2,146","1,716",88.17%,70.50%,"2,711","2,283","1,767",84.21%,65.18%,"2,260","1,889","1,478",83.58%,65.40%,"2,025","1,703","1,264",84.10%,62.42%,"2,212","1,848","1,333",83.54%,60.26%,"2,309","1,960","1,665",84.89%,72.11%,"2,336","1,966","1,631",84.16%,69.82%,"2,444","1,981","1,662",81.06%,68.00%,"2,237","1,874","1,548",83.77%,69.20%,"2,161","1,873","1,552",86.67%,71.82%,"2,132","1,839","1,529",86.26%,71.72%,"2,014","1,716","1,437",85.20%,71.35%,"2,078","1,772","1,474",85.27%,70.93%,"1,642","1,520","1,342",92.57%,81.73%,"1,602","1,386","1,096",86.52%,68.41%,"1,577","1,388","1,043",88.02%,66.14%,"1,787","1,574","1,215",88.08%,67.99%,259,237,207,91.51%,79.92%,319,280,245,87.77%,76.80%,367,326,285,88.83%,77.66%,392,333,286,84.95%,72.96%,390,337,300,86.41%,76.92%,416,378,326,90.87%,78.37%,383,341,301,89.03%,78.59%,466,402,355,86.27%,76.18%,626,559,454,89.30%,72.52%,437,385,305,88.10%,69.79%,415,371,306,89.40%,73.73%,461,413,339,89.59%,73.54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,30,20,18,66.67%,60.00%,764,627,534,82.07%,69.90%,839,703,592,83.79%,70.56%,750,618,515,82.40%,68.67%,994,824,683,82.90%,68.71%,977,840,709,85.98%,72.57%,998,804,679,80.56%,68.04%,996,816,676,81.93%,67.87%,"1,089",881,712,80.90%,65.38%,813,774,596,95.20%,73.31%,704,671,474,95.31%,67.33%,860,709,524,82.44%,60.93%,661,529,455,80.03%,68.84%,746,617,505,82.71%,67.69%,856,695,597,81.19%,69.74%,804,650,555,80.85%,69.03%,924,766,681,82.90%,73.70%,878,713,588,81.21%,66.97%,962,782,687,81.29%,71.41%,884,715,608,80.88%,68.78%,776,688,546,88.66%,70.36%,612,588,447,96.08%,73.04%,615,513,386,83.41%,62.76%,756,628,494,83.07%,65.34%,148,126,115,85.14%,77.70%,232,189,171,81.47%,73.71%,234,194,178,82.91%,76.07%,250,228,207,91.20%,82.80%,261,223,209,85.44%,80.08%,239,204,181,85.36%,75.73%,225,195,183,86.67%,81.33%,209,183,162,87.56%,77.51%,202,202,172,100.00%,85.15%,147,142,109,96.60%,74.15%,157,128,97,81.53%,61.78%,139,118,103,84.89%,74.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canyons,"2,374","2,128","1,749",89.64%,73.67%,"2,370","2,034","1,774",85.82%,74.85%,"2,750","2,336","2,017",84.95%,73.35%,"2,907","2,522","2,156",86.76%,74.17%,"3,018","2,644","2,327",87.61%,77.10%,"3,105","2,684","2,301",86.44%,74.11%,"2,960","2,573","2,252",86.93%,76.08%,"3,811","3,300","2,794",86.59%,73.31%,"4,008","3,435","2,787",85.70%,69.54%,"3,735","3,258","2,755",87.23%,73.76%,"3,445","2,858","2,281",82.96%,66.21%,"3,075","2,586","2,059",84.10%,66.96%,"2,428","2,182","1,831",89.87%,75.41%,"2,644","2,272","1,965",85.93%,74.32%,"2,787","2,400","2,023",86.11%,72.59%,"2,842","2,475","2,093",87.09%,73.65%,"3,116","2,680","2,343",86.01%,75.19%,"3,156","2,634","2,289",83.46%,72.53%,"2,846","2,423","2,121",85.14%,74.53%,"2,929","2,438","2,094",83.24%,71.49%,"3,016","2,418","2,009",80.17%,66.61%,"2,755","2,212","1,827",80.29%,66.32%,"2,177","1,806","1,499",82.96%,68.86%,"2,247","1,937","1,605",86.20%,71.43%,831,675,597,81.23%,71.84%,907,792,701,87.32%,77.29%,680,583,520,85.74%,76.47%,697,623,554,89.38%,79.48%,656,589,532,89.79%,81.10%,796,692,615,86.93%,77.26%,781,677,618,86.68%,79.13%,772,672,596,87.05%,77.20%,784,692,625,88.27%,79.72%,680,578,471,85.00%,69.26%,594,515,416,86.70%,70.03%,544,480,407,88.24%,74.82%,122,120,113,98.36%,92.62%,244,221,194,90.57%,79.51%,494,447,414,90.49%,83.81%,550,496,454,90.18%,82.55%,487,445,410,91.38%,84.19%,569,527,499,92.62%,87.70%,639,580,523,90.77%,81.85%,571,509,471,89.14%,82.49%,652,584,547,89.57%,83.90%,655,572,510,87.33%,77.86%,579,534,470,92.23%,81.17%,544,488,423,89.71%,77.76%
Cerritos,"2,738","2,321","2,028",84.77%,74.07%,"2,765","2,336","2,015",84.48%,72.88%,"2,660","2,257","1,907",84.85%,71.69%,"3,070","2,607","2,174",84.92%,70.81%,"3,247","2,685","2,219",82.69%,68.34%,"3,590","2,953","2,439",82.26%,67.94%,"3,375","2,692","2,216",79.76%,65.66%,"4,190","3,467","2,775",82.74%,66.23%,"5,265","4,208","3,280",79.92%,62.30%,"5,013","3,870","2,737",77.20%,54.60%,"4,240","3,205","2,229",75.59%,52.57%,"4,326","3,372","2,316",77.95%,53.54%,"3,213","2,653","2,266",82.57%,70.53%,"2,661","2,220","1,897",83.43%,71.29%,"3,031","2,606","2,262",85.98%,74.63%,"3,242","2,641","2,252",81.46%,69.46%,"3,765","3,008","2,452",79.89%,65.13%,"3,575","2,890","2,373",80.84%,66.38%,"3,488","2,708","2,195",77.64%,62.93%,"4,066","3,149","2,470",77.45%,60.75%,"3,256","2,760","2,389",84.77%,73.37%,"3,573","2,692","1,977",75.34%,55.33%,"2,997","2,217","1,600",73.97%,53.39%,"3,187","2,450","1,791",76.87%,56.20%,318,271,229,85.22%,72.01%,440,388,349,88.18%,79.32%,772,694,626,89.90%,81.09%,786,661,590,84.10%,75.06%,"1,212","1,026",901,84.65%,74.34%,"1,114",937,821,84.11%,73.70%,"1,060",881,776,83.11%,73.21%,"1,290","1,030",896,79.84%,69.46%,"1,297","1,019",829,78.57%,63.92%,992,790,622,79.64%,62.70%,907,663,513,73.10%,56.56%,"1,061",860,630,81.06%,59.38%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cerro Coso,233,188,153,80.69%,65.67%,253,209,172,82.61%,67.98%,278,224,177,80.58%,63.67%,310,254,194,81.94%,62.58%,284,229,183,80.63%,64.44%,409,360,288,88.02%,70.42%,477,435,352,91.19%,73.79%,482,426,345,88.38%,71.58%,840,732,595,87.14%,70.83%,634,543,443,85.65%,69.87%,500,420,353,84.00%,70.60%,686,564,434,82.22%,63.27%,203,156,123,76.85%,60.59%,225,181,127,80.44%,56.44%,198,165,128,83.33%,64.65%,165,132,107,80.00%,64.85%,175,147,118,84.00%,67.43%,274,238,198,86.86%,72.26%,294,238,189,80.95%,64.29%,451,375,315,83.15%,69.84%,394,350,322,88.83%,81.73%,344,290,229,84.30%,66.57%,394,289,233,73.35%,59.14%,475,406,333,85.47%,70.11%,65,43,33,66.15%,50.77%,76,63,47,82.89%,61.84%,57,42,35,73.68%,61.40%,46,32,21,69.57%,45.65%,74,61,51,82.43%,68.92%,119,100,86,84.03%,72.27%,114,102,84,89.47%,73.68%,148,134,107,90.54%,72.30%,197,160,129,81.22%,65.48%,154,129,105,83.77%,68.18%,137,120,112,87.59%,81.75%,145,122,101,84.14%,69.66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chabot Hayward,"1,854","1,502","1,283",81.01%,69.20%,"1,955","1,658","1,391",84.81%,71.15%,"1,996","1,643","1,390",82.31%,69.64%,"1,961","1,607","1,375",81.95%,70.12%,"2,128","1,742","1,464",81.86%,68.80%,"2,300","1,890","1,583",82.17%,68.83%,"2,160","1,795","1,471",83.10%,68.10%,"2,161","1,817","1,571",84.08%,72.70%,"2,596","2,133","1,708",82.16%,65.79%,"2,020","1,756","1,503",86.93%,74.41%,"1,941","1,597","1,203",82.28%,61.98%,"2,075","1,691","1,263",81.49%,60.87%,"1,895","1,595","1,348",84.17%,71.13%,"1,993","1,666","1,421",83.59%,71.30%,"1,985","1,655","1,416",83.38%,71.34%,"2,098","1,724","1,477",82.17%,70.40%,"2,336","1,963","1,666",84.03%,71.32%,"2,166","1,749","1,460",80.75%,67.41%,"2,138","1,780","1,509",83.26%,70.58%,"2,061","1,737","1,479",84.28%,71.76%,"1,551","1,403","1,327",90.46%,85.56%,"1,746","1,467","1,250",84.02%,71.59%,"1,546","1,218",981,78.78%,63.45%,"1,760","1,420","1,107",80.68%,62.90%,263,227,208,86.31%,79.09%,353,313,276,88.67%,78.19%,372,326,297,87.63%,79.84%,487,428,391,87.89%,80.29%,549,471,433,85.79%,78.87%,504,432,398,85.71%,78.97%,481,413,375,85.86%,77.96%,491,401,375,81.67%,76.37%,675,527,472,78.07%,69.93%,546,440,370,80.59%,67.77%,509,382,302,75.05%,59.33%,530,391,325,73.77%,61.32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chaffey,"2,531","2,266","1,874",89.53%,74.04%,"2,080","1,876","1,615",90.19%,77.64%,"2,823","2,582","2,163",91.46%,76.62%,"2,942","2,730","2,196",92.79%,74.64%,"3,654","3,300","2,558",90.31%,70.01%,"4,414","4,016","3,032",90.98%,68.69%,"4,273","3,897","2,970",91.20%,69.51%,"4,534","4,139","3,108",91.29%,68.55%,"4,789","4,432","3,233",92.55%,67.51%,"4,578","4,171","2,854",91.11%,62.34%,"4,654","4,195","2,649",90.14%,56.92%,"4,745","4,314","2,741",90.92%,57.77%,"2,195","1,945","1,614",88.61%,73.53%,"2,048","1,861","1,589",90.87%,77.59%,"2,850","2,549","2,124",89.44%,74.53%,"3,015","2,726","2,220",90.41%,73.63%,"3,536","3,175","2,536",89.79%,71.72%,"4,017","3,630","2,854",90.37%,71.05%,"4,231","3,825","2,908",90.40%,68.73%,"4,380","3,886","2,924",88.72%,66.76%,"4,148","3,760","2,841",90.65%,68.49%,"3,390","3,109","2,217",91.71%,65.40%,"3,523","3,185","2,199",90.41%,62.42%,"3,828","3,426","2,314",89.50%,60.45%,484,454,417,93.80%,86.16%,"1,223","1,169","1,053",95.58%,86.10%,"1,026",969,861,94.44%,83.92%,"1,301","1,191","1,023",91.54%,78.63%,"1,634","1,485","1,259",90.88%,77.05%,"1,478","1,365","1,118",92.35%,75.64%,"1,488","1,349","1,102",90.66%,74.06%,"1,576","1,456","1,224",92.39%,77.66%,"1,792","1,614","1,255",90.07%,70.03%,"1,260","1,135",824,90.08%,65.40%,"1,236","1,147",899,92.80%,72.73%,"1,598","1,496","1,121",93.62%,70.15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citrus,"1,732","1,603","1,312",92.55%,75.75%,"1,753","1,644","1,319",93.78%,75.24%,"2,214","1,987","1,588",89.75%,71.73%,"2,222","1,986","1,620",89.38%,72.91%,"2,564","2,287","1,791",89.20%,69.85%,"2,847","2,553","2,009",89.67%,70.57%,"2,596","2,293","1,757",88.33%,67.68%,"3,230","2,912","2,171",90.15%,67.21%,"2,947","2,594","1,951",88.02%,66.20%,"2,264","1,953","1,486",86.26%,65.64%,"2,090","1,750","1,224",83.73%,58.56%,"2,347","2,036","1,486",86.75%,63.31%,"1,891","1,757","1,396",92.91%,73.82%,"2,128","1,910","1,482",89.76%,69.64%,"2,006","1,767","1,379",88.09%,68.74%,"2,066","1,818","1,479",88.00%,71.59%,"2,494","2,154","1,741",86.37%,69.81%,"2,791","2,438","1,835",87.35%,65.75%,"2,588","2,184","1,698",84.39%,65.61%,"2,620","2,185","1,676",83.40%,63.97%,"1,878","1,671","1,309",88.98%,69.70%,"2,144","1,803","1,301",84.10%,60.68%,"1,787","1,501","1,152",84.00%,64.47%,"2,000","1,734","1,365",86.70%,68.25%,193,172,150,89.12%,77.72%,521,475,412,91.17%,79.08%,480,421,373,87.71%,77.71%,603,529,447,87.73%,74.13%,585,495,419,84.62%,71.62%,618,530,428,85.76%,69.26%,592,509,443,85.98%,74.83%,677,578,497,85.38%,73.41%,655,572,466,87.33%,71.15%,457,384,285,84.03%,62.36%,459,419,344,91.29%,74.95%,575,527,446,91.65%,77.57%,292,276,262,94.52%,89.73%,376,347,316,92.29%,84.04%,211,201,177,95.26%,83.89%,438,389,342,88.81%,78.08%,512,463,404,90.43%,78.91%,577,532,459,92.20%,79.55%,614,525,452,85.50%,73.62%,675,600,531,88.89%,78.67%,671,589,513,87.78%,76.45%,576,517,430,89.76%,74.65%,428,376,293,87.85%,68.46%,484,447,381,92.36%,78.72%
Clovis,,,,,,,,,,,,,,,,,,,,,"1,029",953,728,92.61%,70.75%,"1,093","1,020",854,93.32%,78.13%,"1,212","1,104",896,91.09%,73.93%,"1,344","1,228",986,91.37%,73.36%,"1,901","1,753","1,315",92.21%,69.17%,"1,684","1,501","1,196",89.13%,71.02%,"1,660","1,471","1,064",88.61%,64.10%,"1,818","1,637","1,135",90.04%,62.43%,,,,,,,,,,,,,,,,,,,,,"1,026",918,712,89.47%,69.40%,"1,137","1,045",852,91.91%,74.93%,"1,232","1,119",890,90.83%,72.24%,"1,968","1,800","1,457",91.46%,74.03%,"1,751","1,599","1,375",91.32%,78.53%,"1,680","1,547","1,281",92.08%,76.25%,"1,719","1,527","1,228",88.83%,71.44%,"1,672","1,551","1,232",92.76%,73.68%,,,,,,,,,,,,,,,,,,,,,115,111,96,96.52%,83.48%,164,152,136,92.68%,82.93%,175,173,154,98.86%,88.00%,200,184,160,92.00%,80.00%,251,232,203,92.43%,80.88%,264,251,198,95.08%,75.00%,291,276,227,94.85%,78.01%,302,287,240,95.03%,79.47%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coalinga College,423,324,238,76.60%,56.26%,403,327,257,81.14%,63.77%,438,342,264,78.08%,60.27%,388,329,249,84.79%,64.18%,386,285,212,73.83%,54.92%,705,582,433,82.55%,61.42%,655,548,412,83.66%,62.90%,702,599,487,85.33%,69.37%,790,705,519,89.24%,65.70%,636,567,394,89.15%,61.95%,540,481,359,89.07%,66.48%,655,576,423,87.94%,64.58%,421,331,263,78.62%,62.47%,464,394,334,84.91%,71.98%,454,391,331,86.12%,72.91%,459,377,304,82.14%,66.23%,546,459,394,84.07%,72.16%,540,434,311,80.37%,57.59%,514,429,336,83.46%,65.37%,637,544,439,85.40%,68.92%,394,379,299,96.19%,75.89%,322,290,217,90.06%,67.39%,366,331,251,90.44%,68.58%,454,408,332,89.87%,73.13%,32,21,16,65.63%,50.00%,65,51,40,78.46%,61.54%,46,40,34,86.96%,73.91%,84,69,50,82.14%,59.52%,80,67,53,83.75%,66.25%,80,58,43,72.50%,53.75%,99,66,63,66.67%,63.64%,232,220,184,94.83%,79.31%,224,205,169,91.52%,75.45%,86,74,65,86.05%,75.58%,174,162,133,93.10%,76.44%,151,140,107,92.72%,70.86%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coastline,775,589,465,76.00%,60.00%,876,706,585,80.59%,66.78%,950,784,669,82.53%,70.42%,"1,097",895,822,81.59%,74.93%,"1,113",892,795,80.14%,71.43%,"1,126",974,848,86.50%,75.31%,"1,229","1,066",920,86.74%,74.86%,"1,275","1,111","1,013",87.14%,79.45%,"1,408","1,199","1,028",85.16%,73.01%,"1,017",879,771,86.43%,75.81%,793,675,544,85.12%,68.60%,867,767,649,88.47%,74.86%,629,494,399,78.54%,63.43%,812,653,558,80.42%,68.72%,919,742,660,80.74%,71.82%,"1,160",913,836,78.71%,72.07%,"1,111",923,793,83.08%,71.38%,"1,274","1,070",959,83.99%,75.27%,"1,268","1,116",998,88.01%,78.71%,"1,210","1,045",935,86.36%,77.27%,"1,276","1,176","1,044",92.16%,81.82%,821,691,592,84.17%,72.11%,687,608,523,88.50%,76.13%,853,747,654,87.57%,76.67%,92,73,62,79.35%,67.39%,318,271,258,85.22%,81.13%,405,350,330,86.42%,81.48%,569,462,422,81.20%,74.17%,548,475,428,86.68%,78.10%,526,440,398,83.65%,75.67%,587,534,489,90.97%,83.30%,600,523,463,87.17%,77.17%,580,503,446,86.72%,76.90%,447,394,347,88.14%,77.63%,424,393,351,92.69%,82.78%,467,434,385,92.93%,82.44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Columbia,531,401,342,75.52%,64.41%,485,410,348,84.54%,71.75%,462,375,332,81.17%,71.86%,533,432,396,81.05%,74.30%,491,392,349,79.84%,71.08%,483,407,359,84.27%,74.33%,473,411,351,86.89%,74.21%,444,382,319,86.04%,71.85%,611,507,427,82.98%,69.89%,363,361,305,99.45%,84.02%,430,351,264,81.63%,61.40%,466,394,303,84.55%,65.02%,559,446,382,79.79%,68.34%,591,498,432,84.26%,73.10%,540,452,372,83.70%,68.89%,533,452,403,84.80%,75.61%,499,416,362,83.37%,72.55%,449,394,361,87.75%,80.40%,409,366,319,89.49%,78.00%,503,427,383,84.89%,76.14%,414,364,353,87.92%,85.27%,380,321,265,84.47%,69.74%,444,346,280,77.93%,63.06%,445,374,309,84.04%,69.44%,122,96,85,78.69%,69.67%,174,152,134,87.36%,77.01%,123,96,80,78.05%,65.04%,121,109,98,90.08%,80.99%,153,118,95,77.12%,62.09%,175,150,131,85.71%,74.86%,146,121,102,82.88%,69.86%,153,134,112,87.58%,73.20%,113,113,102,100.00%,90.27%,124,115,94,92.74%,75.81%,142,114,86,80.28%,60.56%,207,161,140,77.78%,67.63%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compton,929,703,551,75.67%,59.31%,906,703,569,77.59%,62.80%,"1,146",898,704,78.36%,61.43%,"1,163",927,728,79.71%,62.60%,"1,151",904,716,78.54%,62.21%,"1,203",967,771,80.38%,64.09%,"1,123",869,678,77.38%,60.37%,960,756,559,78.75%,58.23%,"1,333",971,675,72.84%,50.64%,903,652,396,72.20%,43.85%,839,578,347,68.89%,41.36%,851,561,328,65.92%,38.54%,"1,012",760,601,75.10%,59.39%,"1,042",771,588,73.99%,56.43%,"1,206",970,772,80.43%,64.01%,"1,148",908,732,79.09%,63.76%,"1,124",872,692,77.58%,61.57%,"1,083",816,651,75.35%,60.11%,"1,034",791,588,76.50%,56.87%,"1,258",941,694,74.80%,55.17%,622,597,445,95.98%,71.54%,634,441,302,69.56%,47.63%,626,446,290,71.25%,46.33%,747,529,338,70.82%,45.25%,451,371,329,82.26%,72.95%,443,350,304,79.01%,68.62%,505,403,337,79.80%,66.73%,483,383,332,79.30%,68.74%,493,401,343,81.34%,69.57%,408,355,309,87.01%,75.74%,305,254,218,83.28%,71.48%,200,167,147,83.50%,73.50%,245,160,118,65.31%,48.16%,143,98,72,68.53%,50.35%,154,96,66,62.34%,42.86%,184,138,103,75.00%,55.98%,293,259,232,88.40%,79.18%,236,206,181,87.29%,76.69%,,,,,,,,,,,,,,,,96,86,73,89.58%,76.04%,225,188,160,83.56%,71.11%,185,129,98,69.73%,52.97%,191,149,101,78.01%,52.88%,135,105,72,77.78%,53.33%,126,74,48,58.73%,38.10%,166,97,64,58.43%,38.55%
Contra Costa,823,634,523,77.04%,63.55%,813,621,493,76.38%,60.64%,920,731,623,79.46%,67.72%,906,739,621,81.57%,68.54%,822,670,564,81.51%,68.61%,868,740,612,85.25%,70.51%,990,802,649,81.01%,65.56%,"1,252",987,783,78.83%,62.54%,"1,653","1,333",991,80.64%,59.95%,"1,166",945,745,81.05%,63.89%,"1,163",914,688,78.59%,59.16%,"1,145",926,689,80.87%,60.17%,847,651,544,76.86%,64.23%,822,623,498,75.79%,60.58%,925,760,638,82.16%,68.97%,853,698,605,81.83%,70.93%,933,791,664,84.78%,71.17%,964,844,692,87.55%,71.78%,"1,047",821,672,78.41%,64.18%,"1,178",997,787,84.63%,66.81%,"1,021",946,811,92.65%,79.43%,980,813,629,82.96%,64.18%,919,724,562,78.78%,61.15%,"1,052",839,667,79.75%,63.40%,162,126,106,77.78%,65.43%,164,139,128,84.76%,78.05%,180,166,154,92.22%,85.56%,156,138,120,88.46%,76.92%,141,121,97,85.82%,68.79%,190,153,130,80.53%,68.42%,210,170,144,80.95%,68.57%,244,207,195,84.84%,79.92%,308,266,226,86.36%,73.38%,248,204,174,82.26%,70.16%,194,162,137,83.51%,70.62%,285,250,204,87.72%,71.58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copper Mountain College,247,197,143,79.76%,57.89%,286,253,193,88.46%,67.48%,273,234,175,85.71%,64.10%,282,236,178,83.69%,63.12%,285,250,209,87.72%,73.33%,255,231,194,90.59%,76.08%,245,206,175,84.08%,71.43%,349,313,244,89.68%,69.91%,317,270,206,85.17%,64.98%,300,270,194,90.00%,64.67%,299,228,159,76.25%,53.18%,258,209,121,81.01%,46.90%,280,238,180,85.00%,64.29%,277,223,176,80.51%,63.54%,250,204,146,81.60%,58.40%,241,205,174,85.06%,72.20%,270,224,168,82.96%,62.22%,275,239,195,86.91%,70.91%,397,352,324,88.66%,81.61%,351,308,235,87.75%,66.95%,313,269,234,85.94%,74.76%,309,289,203,93.53%,65.70%,286,255,198,89.16%,69.23%,367,338,272,92.10%,74.11%,46,43,42,93.48%,91.30%,,,,,,27,27,23,100.00%,85.19%,32,32,31,100.00%,96.88%,47,44,41,93.62%,87.23%,54,52,51,96.30%,94.44%,51,48,40,94.12%,78.43%,79,74,67,93.67%,84.81%,122,116,81,95.08%,66.39%,101,98,83,97.03%,82.18%,62,62,61,100.00%,98.39%,123,121,108,98.37%,87.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cosumnes River,"1,547","1,254","1,039",81.06%,67.16%,"1,564","1,242","1,068",79.41%,68.29%,"1,524","1,239","1,020",81.30%,66.93%,"1,759","1,404","1,166",79.82%,66.29%,"1,800","1,463","1,185",81.28%,65.83%,"2,031","1,678","1,382",82.62%,68.05%,"2,331","1,943","1,634",83.35%,70.10%,"2,551","2,177","1,730",85.34%,67.82%,"2,754","2,271","1,820",82.46%,66.09%,"2,655","2,165","1,700",81.54%,64.03%,"2,708","2,190","1,704",80.87%,62.92%,"2,674","2,210","1,758",82.65%,65.74%,"1,533","1,198",985,78.15%,64.25%,"1,508","1,197",985,79.38%,65.32%,"1,564","1,263","1,011",80.75%,64.64%,"1,827","1,501","1,239",82.16%,67.82%,"1,920","1,565","1,295",81.51%,67.45%,"2,064","1,651","1,343",79.99%,65.07%,"2,270","1,828","1,467",80.53%,64.63%,"2,504","2,041","1,697",81.51%,67.77%,"2,197","1,912","1,695",87.03%,77.15%,"2,149","1,715","1,369",79.80%,63.70%,"2,083","1,672","1,317",80.27%,63.23%,"2,329","1,929","1,525",82.83%,65.48%,377,329,274,87.27%,72.68%,347,300,266,86.46%,76.66%,389,336,304,86.38%,78.15%,418,365,322,87.32%,77.03%,395,363,303,91.90%,76.71%,354,319,280,90.11%,79.10%,544,472,405,86.76%,74.45%,614,526,479,85.67%,78.01%,764,627,556,82.07%,72.77%,705,583,478,82.70%,67.80%,539,476,414,88.31%,76.81%,620,528,466,85.16%,75.16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
