,Fall 2011,Fall 2011,Fall 2011,Fall 2011,Fall 2011,Fall 2012,Fall 2012,Fall 2012,Fall 2012,Fall 2012,Fall 2013,Fall 2013,Fall 2013,Fall 2013,Fall 2013,Fall 2014,Fall 2014,Fall 2014,Fall 2014,Fall 2014,Fall 2015,Fall 2015,Fall 2015,Fall 2015,Fall 2015,Fall 2016,Fall 2016,Fall 2016,Fall 2016,Fall 2016,Fall 2017,Fall 2017,Fall 2017,Fall 2017,Fall 2017,Fall 2018,Fall 2018,Fall 2018,Fall 2018,Fall 2018,Fall 2019,Fall 2019,Fall 2019,Fall 2019,Fall 2019,Fall 2020,Fall 2020,Fall 2020,Fall 2020,Fall 2020,Fall 2021,Fall 2021,Fall 2021,Fall 2021,Fall 2021,Fall 2022,Fall 2022,Fall 2022,Fall 2022,Fall 2022,Spring 2012,Spring 2012,Spring 2012,Spring 2012,Spring 2012,Spring 2013,Spring 2013,Spring 2013,Spring 2013,Spring 2013,Spring 2014,Spring 2014,Spring 2014,Spring 2014,Spring 2014,Spring 2015,Spring 2015,Spring 2015,Spring 2015,Spring 2015,Spring 2016,Spring 2016,Spring 2016,Spring 2016,Spring 2016,Spring 2017,Spring 2017,Spring 2017,Spring 2017,Spring 2017,Spring 2018,Spring 2018,Spring 2018,Spring 2018,Spring 2018,Spring 2019,Spring 2019,Spring 2019,Spring 2019,Spring 2019,Spring 2020,Spring 2020,Spring 2020,Spring 2020,Spring 2020,Spring 2021,Spring 2021,Spring 2021,Spring 2021,Spring 2021,Spring 2022,Spring 2022,Spring 2022,Spring 2022,Spring 2022,Spring 2023,Spring 2023,Spring 2023,Spring 2023,Spring 2023,Summer 2012,Summer 2012,Summer 2012,Summer 2012,Summer 2012,Summer 2013,Summer 2013,Summer 2013,Summer 2013,Summer 2013,Summer 2014,Summer 2014,Summer 2014,Summer 2014,Summer 2014,Summer 2015,Summer 2015,Summer 2015,Summer 2015,Summer 2015,Summer 2016,Summer 2016,Summer 2016,Summer 2016,Summer 2016,Summer 2017,Summer 2017,Summer 2017,Summer 2017,Summer 2017,Summer 2018,Summer 2018,Summer 2018,Summer 2018,Summer 2018,Summer 2019,Summer 2019,Summer 2019,Summer 2019,Summer 2019,Summer 2020,Summer 2020,Summer 2020,Summer 2020,Summer 2020,Summer 2021,Summer 2021,Summer 2021,Summer 2021,Summer 2021,Summer 2022,Summer 2022,Summer 2022,Summer 2022,Summer 2022,Summer 2023,Summer 2023,Summer 2023,Summer 2023,Summer 2023,Winter 2012,Winter 2012,Winter 2012,Winter 2012,Winter 2012,Winter 2013,Winter 2013,Winter 2013,Winter 2013,Winter 2013,Winter 2014,Winter 2014,Winter 2014,Winter 2014,Winter 2014,Winter 2015,Winter 2015,Winter 2015,Winter 2015,Winter 2015,Winter 2016,Winter 2016,Winter 2016,Winter 2016,Winter 2016,Winter 2017,Winter 2017,Winter 2017,Winter 2017,Winter 2017,Winter 2018,Winter 2018,Winter 2018,Winter 2018,Winter 2018,Winter 2019,Winter 2019,Winter 2019,Winter 2019,Winter 2019,Winter 2020,Winter 2020,Winter 2020,Winter 2020,Winter 2020,Winter 2021,Winter 2021,Winter 2021,Winter 2021,Winter 2021,Winter 2022,Winter 2022,Winter 2022,Winter 2022,Winter 2022,Winter 2023,Winter 2023,Winter 2023,Winter 2023,Winter 2023
Crafton Hills,"1,116",972,848,87.10%,75.99%,"1,055",943,798,89.38%,75.64%,"1,284","1,152",925,89.72%,72.04%,"1,394","1,234",981,88.52%,70.37%,"1,456","1,299","1,025",89.22%,70.40%,"1,279","1,169",915,91.40%,71.54%,"1,312","1,180",935,89.94%,71.27%,"1,298","1,171",976,90.22%,75.19%,"1,763","1,595","1,274",90.47%,72.26%,"1,783","1,600","1,210",89.74%,67.86%,"1,468","1,309",981,89.17%,66.83%,"1,582","1,427","1,096",90.20%,69.28%,"1,094",950,801,86.84%,73.22%,"1,050",923,773,87.90%,73.62%,"1,327","1,200",976,90.43%,73.55%,"1,327","1,183",933,89.15%,70.31%,"1,306","1,156",882,88.51%,67.53%,"1,264","1,117",875,88.37%,69.22%,"1,222","1,068",859,87.40%,70.29%,"1,264","1,113",934,88.05%,73.89%,"1,363","1,261","1,093",92.52%,80.19%,"1,360","1,183",906,86.99%,66.62%,"1,068",920,698,86.14%,65.36%,"1,116",999,799,89.52%,71.59%,,,,,,102,95,84,93.14%,82.35%,219,189,169,86.30%,77.17%,238,222,199,93.28%,83.61%,276,243,195,88.04%,70.65%,252,226,197,89.68%,78.17%,265,227,187,85.66%,70.57%,306,282,246,92.16%,80.39%,334,292,238,87.43%,71.26%,183,156,119,85.25%,65.03%,207,176,137,85.02%,66.18%,205,167,133,81.46%,64.88%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuesta,"1,834","1,554","1,334",84.73%,72.74%,"1,646","1,452","1,216",88.21%,73.88%,"1,920","1,726","1,461",89.90%,76.09%,"1,839","1,602","1,320",87.11%,71.78%,"1,804","1,583","1,299",87.75%,72.01%,"1,887","1,631","1,341",86.43%,71.07%,"1,825","1,586","1,343",86.90%,73.59%,"1,811","1,580","1,293",87.24%,71.40%,"2,034","1,742","1,447",85.64%,71.14%,"1,942","1,595","1,252",82.13%,64.47%,"1,778","1,423","1,131",80.03%,63.61%,"1,864","1,564","1,205",83.91%,64.65%,"1,855","1,616","1,371",87.12%,73.91%,"1,714","1,467","1,236",85.59%,72.11%,"1,771","1,519","1,268",85.77%,71.60%,"1,663","1,405","1,152",84.49%,69.27%,"1,687","1,443","1,212",85.54%,71.84%,"1,597","1,360","1,151",85.16%,72.07%,"1,505","1,269","1,087",84.32%,72.23%,"1,579","1,324","1,158",83.85%,73.34%,"1,271","1,183","1,146",93.08%,90.17%,"1,457","1,169",964,80.23%,66.16%,"1,494","1,224",954,81.93%,63.86%,"1,506","1,284","1,016",85.26%,67.46%,227,214,201,94.27%,88.55%,260,234,218,90.00%,83.85%,279,257,236,92.11%,84.59%,294,269,234,91.50%,79.59%,300,271,243,90.33%,81.00%,318,291,248,91.51%,77.99%,326,287,250,88.04%,76.69%,411,383,337,93.19%,82.00%,485,430,391,88.66%,80.62%,427,385,323,90.16%,75.64%,419,360,308,85.92%,73.51%,543,506,428,93.19%,78.82%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuyamaca,690,599,535,86.81%,77.54%,714,628,540,87.96%,75.63%,787,680,580,86.40%,73.70%,842,744,640,88.36%,76.01%,901,756,652,83.91%,72.36%,998,869,738,87.07%,73.95%,973,848,733,87.15%,75.33%,"1,129",995,840,88.13%,74.40%,"1,269","1,097",883,86.45%,69.58%,"1,191","1,049",877,88.08%,73.64%,"1,090",892,699,81.83%,64.13%,"1,097",935,690,85.23%,62.90%,697,598,511,85.80%,73.31%,750,656,561,87.47%,74.80%,824,718,622,87.14%,75.49%,867,716,621,82.58%,71.63%,898,770,647,85.75%,72.05%,"1,204","1,018",875,84.55%,72.67%,989,878,731,88.78%,73.91%,"1,122",955,772,85.12%,68.81%,814,706,684,86.73%,84.03%,"1,004",839,649,83.57%,64.64%,940,805,637,85.64%,67.77%,932,803,627,86.16%,67.27%,66,58,52,87.88%,78.79%,129,118,114,91.47%,88.37%,109,101,91,92.66%,83.49%,67,65,57,97.01%,85.07%,165,139,120,84.24%,72.73%,172,140,113,81.40%,65.70%,135,115,91,85.19%,67.41%,236,208,167,88.14%,70.76%,100,92,87,92.00%,87.00%,160,144,124,90.00%,77.50%,224,203,163,90.63%,72.77%,238,212,177,89.08%,74.37%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cypress,"2,140","1,774","1,586",82.90%,74.11%,"2,090","1,787","1,606",85.50%,76.84%,"2,271","1,927","1,670",84.85%,73.54%,"2,390","2,021","1,706",84.56%,71.38%,"2,696","2,272","1,941",84.27%,72.00%,"2,559","2,175","1,836",84.99%,71.75%,"2,868","2,457","2,115",85.67%,73.74%,"3,234","2,835","2,305",87.66%,71.27%,"3,665","3,194","2,591",87.15%,70.70%,"2,995","2,655","2,173",88.65%,72.55%,"2,828","2,510","1,914",88.76%,67.68%,"3,045","2,622","1,896",86.11%,62.27%,"2,213","1,852","1,656",83.69%,74.83%,"2,300","1,926","1,722",83.74%,74.87%,"2,391","1,993","1,685",83.35%,70.47%,"2,593","2,167","1,821",83.57%,70.23%,"2,683","2,238","1,960",83.41%,73.05%,"2,683","2,299","1,976",85.69%,73.65%,"2,749","2,366","1,966",86.07%,71.52%,"3,070","2,605","2,171",84.85%,70.72%,"2,573","2,238","1,984",86.98%,77.11%,"2,528","2,195","1,753",86.83%,69.34%,"2,307","1,934","1,475",83.83%,63.94%,"2,231","1,875","1,370",84.04%,61.41%,314,283,254,90.13%,80.89%,325,281,255,86.46%,78.46%,351,309,283,88.03%,80.63%,603,491,439,81.43%,72.80%,547,455,393,83.18%,71.85%,557,488,441,87.61%,79.17%,600,524,470,87.33%,78.33%,520,433,387,83.27%,74.42%,707,575,493,81.33%,69.73%,495,448,394,90.51%,79.60%,434,337,275,77.65%,63.36%,424,369,278,87.03%,65.57%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deanza,"3,125","2,719","2,428",87.01%,77.70%,"3,213","2,879","2,549",89.60%,79.33%,"3,109","2,754","2,446",88.58%,78.67%,"3,274","2,930","2,594",89.49%,79.23%,"3,175","2,847","2,537",89.67%,79.91%,"3,256","2,916","2,551",89.56%,78.35%,"3,200","2,846","2,499",88.94%,78.09%,"3,392","3,066","2,704",90.39%,79.72%,"4,012","3,624","3,092",90.33%,77.07%,"3,883","3,445","2,887",88.72%,74.35%,"3,142","2,892","2,457",92.04%,78.20%,"3,247","2,979","2,437",91.75%,75.05%,"3,124","2,779","2,522",88.96%,80.73%,"2,923","2,598","2,292",88.88%,78.41%,"3,184","2,850","2,488",89.51%,78.14%,"3,009","2,671","2,375",88.77%,78.93%,"2,999","2,672","2,331",89.10%,77.73%,"2,835","2,514","2,194",88.68%,77.39%,"2,492","2,198","1,897",88.20%,76.12%,"2,690","2,400","2,072",89.22%,77.03%,"2,050","1,961","1,755",95.66%,85.61%,"1,954","1,728","1,469",88.43%,75.18%,"1,670","1,450","1,225",86.83%,73.35%,"1,807","1,612","1,349",89.21%,74.65%,"1,177","1,056",967,89.72%,82.16%,"1,111",991,918,89.20%,82.63%,"1,035",917,839,88.60%,81.06%,977,861,789,88.13%,80.76%,979,849,777,86.72%,79.37%,945,862,796,91.22%,84.23%,883,800,730,90.60%,82.67%,957,853,778,89.13%,81.30%,"1,113","1,088",990,97.75%,88.95%,767,680,588,88.66%,76.66%,844,764,678,90.52%,80.33%,811,744,660,91.74%,81.38%,"3,197","2,823","2,548",88.30%,79.70%,"3,175","2,850","2,521",89.76%,79.40%,"3,223","2,876","2,567",89.23%,79.65%,"3,192","2,866","2,574",89.79%,80.64%,"3,154","2,865","2,534",90.84%,80.34%,"3,018","2,685","2,408",88.97%,79.79%,"2,896","2,595","2,347",89.61%,81.04%,"3,126","2,833","2,484",90.63%,79.46%,"3,212","2,930","2,582",91.22%,80.39%,"2,848","2,624","2,273",92.13%,79.81%,"2,535","2,317","1,937",91.40%,76.41%,"2,490","2,241","1,916",90.00%,76.95%
Desert,"1,498","1,270","1,074",84.78%,71.70%,"1,466","1,271","1,106",86.70%,75.44%,"1,469","1,241","1,027",84.48%,69.91%,"1,583","1,315","1,086",83.07%,68.60%,"1,715","1,436","1,220",83.73%,71.14%,"2,020","1,737","1,488",85.99%,73.66%,"2,086","1,699","1,381",81.45%,66.20%,"2,224","1,829","1,449",82.24%,65.15%,"3,314","2,786","2,129",84.07%,64.24%,"2,660","2,176","1,632",81.80%,61.35%,"2,372","1,981","1,392",83.52%,58.68%,"2,481","2,028","1,518",81.74%,61.19%,"1,470","1,213",989,82.52%,67.28%,"1,541","1,309","1,085",84.94%,70.41%,"1,531","1,294","1,072",84.52%,70.02%,"1,627","1,309","1,042",80.45%,64.04%,"1,688","1,339","1,119",79.32%,66.29%,"1,886","1,530","1,284",81.12%,68.08%,"1,938","1,568","1,311",80.91%,67.65%,"2,272","1,853","1,468",81.56%,64.61%,"1,994","1,835","1,513",92.03%,75.88%,"1,730","1,447","1,178",83.64%,68.09%,"1,805","1,525","1,082",84.49%,59.94%,"1,900","1,628","1,274",85.68%,67.05%,191,175,160,91.62%,83.77%,200,172,153,86.00%,76.50%,303,262,232,86.47%,76.57%,374,312,267,83.42%,71.39%,391,329,271,84.14%,69.31%,423,351,316,82.98%,74.70%,391,340,307,86.96%,78.52%,374,323,275,86.36%,73.53%,372,307,257,82.53%,69.09%,276,243,198,88.04%,71.74%,298,283,218,94.97%,73.15%,287,262,212,91.29%,73.87%,,,,,,,,,,,,,,,,123,123,113,100.00%,91.87%,153,128,114,83.66%,74.51%,184,155,141,84.24%,76.63%,177,150,138,84.75%,77.97%,232,209,190,90.09%,81.90%,327,236,212,72.17%,64.83%,245,181,162,73.88%,66.12%,210,178,145,84.76%,69.05%,202,177,141,87.62%,69.80%
Diablo Valley,"3,560","2,893","2,563",81.26%,71.99%,"3,546","3,016","2,635",85.05%,74.31%,"3,577","3,049","2,752",85.24%,76.94%,"3,526","2,987","2,715",84.71%,77.00%,"3,460","2,975","2,666",85.98%,77.05%,"3,670","3,183","2,889",86.73%,78.72%,"3,952","3,464","3,138",87.65%,79.40%,"4,175","3,495","3,157",83.71%,75.62%,"5,162","4,390","3,777",85.04%,73.17%,"4,280","3,746","3,118",87.52%,72.85%,"3,918","3,290","2,680",83.97%,68.40%,"3,605","2,986","2,462",82.83%,68.29%,"3,650","2,992","2,664",81.97%,72.99%,"3,456","2,913","2,621",84.29%,75.84%,"3,423","2,970","2,702",86.77%,78.94%,"3,473","3,001","2,713",86.41%,78.12%,"3,557","3,007","2,704",84.54%,76.02%,"3,598","3,070","2,819",85.33%,78.35%,"3,721","3,121","2,786",83.88%,74.87%,"3,987","3,430","3,062",86.03%,76.80%,"3,312","3,160","2,869",95.41%,86.62%,"3,346","2,886","2,393",86.25%,71.52%,"3,065","2,559","2,120",83.49%,69.17%,"2,953","2,496","2,083",84.52%,70.54%,548,448,408,81.75%,74.45%,693,603,553,87.01%,79.80%,774,697,635,90.05%,82.04%,757,662,617,87.45%,81.51%,888,792,728,89.19%,81.98%,903,799,740,88.48%,81.95%,875,791,731,90.40%,83.54%,924,828,770,89.61%,83.33%,"1,056",917,836,86.84%,79.17%,840,732,622,87.14%,74.05%,906,784,660,86.53%,72.85%,929,797,662,85.79%,71.26%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East LA,"3,337","2,608","2,115",78.15%,63.38%,"3,205","2,638","2,058",82.31%,64.21%,"3,417","2,789","2,258",81.62%,66.08%,"3,512","2,901","2,370",82.60%,67.48%,"4,106","3,271","2,710",79.66%,66.00%,"4,225","3,526","2,769",83.46%,65.54%,"4,031","3,312","2,608",82.16%,64.70%,"5,056","4,243","3,085",83.92%,61.02%,"6,549","5,326","3,560",81.33%,54.36%,"5,430","4,279","2,842",78.80%,52.34%,"4,489","3,630","2,295",80.86%,51.12%,"4,560","3,691","2,219",80.94%,48.66%,"3,729","2,826","2,319",75.78%,62.19%,"3,539","2,952","2,407",83.41%,68.01%,"4,168","3,345","2,734",80.25%,65.60%,"4,495","3,520","2,824",78.31%,62.83%,"4,597","3,598","2,912",78.27%,63.35%,"4,500","3,589","2,915",79.76%,64.78%,"4,349","3,628","2,839",83.42%,65.28%,"5,935","4,723","3,298",79.58%,55.57%,"3,880","3,880","2,754",100.00%,70.98%,"3,844","3,079","2,129",80.10%,55.39%,"3,314","2,590","1,665",78.15%,50.24%,"3,789","2,970","1,974",78.38%,52.10%,345,289,235,83.77%,68.12%,290,246,217,84.83%,74.83%,415,349,297,84.10%,71.57%,528,456,388,86.36%,73.48%,634,514,435,81.07%,68.61%,798,710,633,88.97%,79.32%,651,549,466,84.33%,71.58%,"1,098",931,739,84.79%,67.30%,"1,372","1,088",870,79.30%,63.41%,"1,057",841,637,79.56%,60.26%,792,651,500,82.20%,63.13%,"1,036",830,596,80.12%,57.53%,,,,,,,,,,,,,,,,35,26,21,74.29%,60.00%,40,30,30,75.00%,75.00%,14,12,12,85.71%,85.71%,19,19,19,100.00%,100.00%,594,461,363,77.61%,61.11%,631,508,399,80.51%,63.23%,711,574,463,80.73%,65.12%,638,526,360,82.45%,56.43%,894,710,490,79.42%,54.81%
El Camino,"4,384","3,587","3,052",81.82%,69.62%,"4,341","3,655","3,067",84.20%,70.65%,"4,357","3,578","2,969",82.12%,68.14%,"4,381","3,545","2,937",80.92%,67.04%,"4,355","3,521","2,915",80.85%,66.93%,"4,212","3,505","2,885",83.21%,68.49%,"3,954","3,225","2,692",81.56%,68.08%,"4,307","3,672","3,077",85.26%,71.44%,"6,522","5,423","4,210",83.15%,64.55%,"5,301","4,132","3,173",77.95%,59.86%,"4,628","3,665","2,695",79.19%,58.23%,"5,001","3,994","3,004",79.86%,60.07%,"4,453","3,640","3,071",81.74%,68.96%,"4,529","3,594","3,033",79.36%,66.97%,"4,453","3,538","2,947",79.45%,66.18%,"4,324","3,403","2,831",78.70%,65.47%,"4,088","3,288","2,757",80.43%,67.44%,"4,003","3,218","2,643",80.39%,66.03%,"4,145","3,307","2,742",79.78%,66.15%,"5,174","4,119","3,312",79.61%,64.01%,"3,431","3,392","2,829",98.86%,82.45%,"3,843","3,052","2,435",79.42%,63.36%,"3,458","2,814","2,255",81.38%,65.21%,"3,987","3,257","2,632",81.69%,66.01%,901,810,716,89.90%,79.47%,954,818,694,85.74%,72.75%,"1,052",877,782,83.37%,74.33%,"1,059",917,805,86.59%,76.02%,961,824,715,85.74%,74.40%,759,655,570,86.30%,75.10%,766,642,572,83.81%,74.67%,928,762,623,82.11%,67.13%,"1,101",837,718,76.02%,65.21%,760,615,507,80.92%,66.71%,813,683,586,84.01%,72.08%,827,681,552,82.35%,66.75%,280,242,218,86.43%,77.86%,259,238,227,91.89%,87.64%,,,,,,,,,,,,,,,,550,482,409,87.64%,74.36%,708,611,546,86.30%,77.12%,827,714,631,86.34%,76.30%,854,751,628,87.94%,73.54%,853,726,595,85.11%,69.75%,539,457,359,84.79%,66.60%,644,534,441,82.92%,68.48%
Evergreen Valley,"1,546","1,250","1,007",80.85%,65.14%,"1,518","1,244","1,062",81.95%,69.96%,"1,453","1,206",968,83.00%,66.62%,"1,409","1,194",991,84.74%,70.33%,"1,315","1,081",895,82.21%,68.06%,"1,428","1,203","1,052",84.24%,73.67%,"1,532","1,260","1,052",82.25%,68.67%,"1,821","1,511","1,232",82.98%,67.66%,"2,017","1,663","1,320",82.45%,65.44%,"2,009","1,579","1,181",78.60%,58.79%,"1,803","1,430","1,063",79.31%,58.96%,"1,425","1,193",854,83.72%,59.93%,"1,486","1,225","1,022",82.44%,68.78%,"1,444","1,152",948,79.78%,65.65%,"1,387","1,153",971,83.13%,70.01%,"1,370","1,157",968,84.45%,70.66%,"1,362","1,153",977,84.65%,71.73%,"1,433","1,198","1,028",83.60%,71.74%,"1,404","1,199","1,007",85.40%,71.72%,"1,604","1,322","1,087",82.42%,67.77%,"1,456","1,320","1,025",90.66%,70.40%,"1,586","1,301",976,82.03%,61.54%,"1,289","1,065",841,82.62%,65.24%,"1,193","1,020",814,85.50%,68.23%,167,159,144,95.21%,86.23%,373,338,304,90.62%,81.50%,283,257,235,90.81%,83.04%,303,274,243,90.43%,80.20%,318,291,253,91.51%,79.56%,328,288,261,87.80%,79.57%,374,343,314,91.71%,83.96%,343,322,289,93.88%,84.26%,434,362,322,83.41%,74.19%,384,313,268,81.51%,69.79%,264,232,198,87.88%,75.00%,355,314,255,88.45%,71.83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feather River,308,286,199,92.86%,64.61%,309,289,190,93.53%,61.49%,463,420,284,90.71%,61.34%,409,377,289,92.18%,70.66%,331,315,227,95.17%,68.58%,300,286,227,95.33%,75.67%,351,333,269,94.87%,76.64%,382,357,291,93.46%,76.18%,389,330,241,84.83%,61.95%,337,302,222,89.61%,65.88%,301,266,207,88.37%,68.77%,333,289,224,86.79%,67.27%,353,332,238,94.05%,67.42%,310,296,186,95.48%,60.00%,382,342,264,89.53%,69.11%,375,337,264,89.87%,70.40%,382,339,271,88.74%,70.94%,306,283,206,92.48%,67.32%,349,333,242,95.42%,69.34%,311,280,229,90.03%,73.63%,236,220,196,93.22%,83.05%,283,251,186,88.69%,65.72%,298,277,214,92.95%,71.81%,273,251,199,91.94%,72.89%,27,24,16,88.89%,59.26%,95,82,58,86.32%,61.05%,152,150,102,98.68%,67.11%,135,130,103,96.30%,76.30%,161,156,105,96.89%,65.22%,107,96,61,89.72%,57.01%,171,146,111,85.38%,64.91%,148,124,95,83.78%,64.19%,113,108,81,95.58%,71.68%,164,145,86,88.41%,52.44%,150,142,116,94.67%,77.33%,106,99,79,93.40%,74.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Folsom Lake,"1,126",928,833,82.42%,73.98%,"1,118",943,832,84.35%,74.42%,"1,036",861,762,83.11%,73.55%,"1,062",912,820,85.88%,77.21%,"1,248","1,056",945,84.62%,75.72%,"1,270","1,096",969,86.30%,76.30%,"1,371","1,118",975,81.55%,71.12%,"1,863","1,596","1,388",85.67%,74.50%,"1,787","1,536","1,319",85.95%,73.81%,"1,744","1,379","1,114",79.07%,63.88%,"1,533","1,264","1,066",82.45%,69.54%,"1,728","1,429","1,218",82.70%,70.49%,"1,301","1,067",957,82.01%,73.56%,"1,207","1,017",924,84.26%,76.55%,"1,071",926,792,86.46%,73.95%,"1,147",966,870,84.22%,75.85%,"1,290","1,076",961,83.41%,74.50%,"1,428","1,213","1,066",84.94%,74.65%,"1,353","1,147","1,017",84.77%,75.17%,"1,673","1,401","1,204",83.74%,71.97%,"1,307","1,158","1,042",88.60%,79.72%,"1,419","1,163",962,81.96%,67.79%,"1,240","1,008",818,81.29%,65.97%,"1,368","1,119",918,81.80%,67.11%,210,170,157,80.95%,74.76%,175,154,146,88.00%,83.43%,176,151,137,85.80%,77.84%,178,146,138,82.02%,77.53%,217,177,164,81.57%,75.58%,241,209,175,86.72%,72.61%,239,210,181,87.87%,75.73%,292,261,233,89.38%,79.79%,319,266,244,83.39%,76.49%,223,176,152,78.92%,68.16%,282,227,191,80.50%,67.73%,347,285,230,82.13%,66.28%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foothill,"1,428","1,195","1,005",83.68%,70.38%,"1,661","1,442","1,288",86.82%,77.54%,"1,546","1,377","1,194",89.07%,77.23%,"1,622","1,429","1,246",88.10%,76.82%,"1,707","1,486","1,241",87.05%,72.70%,"1,609","1,444","1,264",89.75%,78.56%,"1,644","1,474","1,274",89.66%,77.49%,"1,813","1,620","1,335",89.35%,73.63%,"1,811","1,588","1,298",87.69%,71.67%,"1,668","1,462","1,228",87.65%,73.62%,"1,455","1,243","1,007",85.43%,69.21%,"1,334","1,173",925,87.93%,69.34%,"1,298","1,078",918,83.05%,70.72%,"1,468","1,260","1,069",85.83%,72.82%,"1,215","1,024",889,84.28%,73.17%,"1,326","1,127",958,84.99%,72.25%,"1,382","1,192",993,86.25%,71.85%,"1,401","1,201","1,010",85.72%,72.09%,"1,398","1,220","1,051",87.27%,75.18%,"1,324","1,126",926,85.05%,69.94%,"1,109","1,033",891,93.15%,80.34%,"1,065",880,697,82.63%,65.45%,931,801,624,86.04%,67.02%,820,679,553,82.80%,67.44%,419,347,308,82.82%,73.51%,442,361,324,81.67%,73.30%,404,342,309,84.65%,76.49%,494,418,384,84.62%,77.73%,522,448,417,85.82%,79.89%,512,451,422,88.09%,82.42%,504,429,393,85.12%,77.98%,550,481,440,87.45%,80.00%,358,344,321,96.09%,89.66%,435,371,332,85.29%,76.32%,518,451,399,87.07%,77.03%,528,466,408,88.26%,77.27%,"1,370","1,142",997,83.36%,72.77%,"1,545","1,366","1,183",88.41%,76.57%,"1,358","1,193","1,033",87.85%,76.07%,"1,577","1,401","1,219",88.84%,77.30%,"1,621","1,452","1,229",89.57%,75.82%,"1,577","1,403","1,221",88.97%,77.43%,"1,518","1,348","1,160",88.80%,76.42%,"1,515","1,335","1,129",88.12%,74.52%,"1,245","1,210","1,024",97.19%,82.25%,"1,248","1,120",952,89.74%,76.28%,"1,196","1,017",851,85.03%,71.15%,"1,186","1,044",868,88.03%,73.19%
Fresno City,"1,739","1,561","1,261",89.76%,72.51%,"2,025","1,864","1,460",92.05%,72.10%,"2,475","2,242","1,758",90.59%,71.03%,"2,557","2,295","1,682",89.75%,65.78%,"2,748","2,486","1,802",90.47%,65.57%,"2,871","2,613","1,844",91.01%,64.23%,"3,385","3,079","2,214",90.96%,65.41%,"3,686","3,362","2,383",91.21%,64.65%,"5,343","4,818","3,057",90.17%,57.22%,"3,927","3,445","2,306",87.73%,58.72%,"3,780","3,278","2,197",86.72%,58.12%,"4,154","3,735","2,552",89.91%,61.43%,"2,068","1,875","1,471",90.67%,71.13%,"2,315","2,135","1,732",92.22%,74.82%,"2,539","2,310","1,736",90.98%,68.37%,"2,556","2,311","1,701",90.41%,66.55%,"2,448","2,205","1,594",90.07%,65.11%,"2,902","2,658","1,995",91.59%,68.75%,"3,355","3,031","2,163",90.34%,64.47%,"4,020","3,566","2,385",88.71%,59.33%,"3,252","2,852","2,396",87.70%,73.68%,"2,771","2,349","1,687",84.77%,60.88%,"2,745","2,439","1,700",88.85%,61.93%,"3,280","2,959","2,077",90.21%,63.32%,280,247,219,88.21%,78.21%,268,254,233,94.78%,86.94%,416,371,327,89.18%,78.61%,726,670,559,92.29%,77.00%,687,607,507,88.36%,73.80%,791,721,577,91.15%,72.95%,836,766,625,91.63%,74.76%,915,828,656,90.49%,71.69%,"1,093",965,729,88.29%,66.70%,"1,102","1,012",803,91.83%,72.87%,942,878,666,93.21%,70.70%,894,837,659,93.62%,73.71%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
