Year,UC,Field,Major,Enrolls,CC
2023-24,UCR,SOCIAL SCIENCES,Economics,4,IRVINE VALLEY COLLEGE
2023-24,UCSB,SOCIAL SCIENCES,Economics,9,IRVINE VALLEY COLLEGE
2023-24,UCSD,SOCIAL SCIENCES,Economics,6,IRVINE VALLEY COLLEGE
2023-24,UCI,SOCIAL SCIENCES,Political Science and Government,10,IRVINE VALLEY COLLEGE
2023-24,UCLA,SOCIAL SCIENCES,Political Science and Government,6,IRVINE VALLEY COLLEGE
2023-24,UCSD,SOCIAL SCIENCES,Political Science and Government,4,IRVINE VALLEY COLLEGE
2023-24,UCI,SOCIAL SCIENCES,Sociology,10,IRVINE VALLEY COLLEGE
2023-24,UCLA,SOCIAL SCIENCES,Sociology,9,IRVINE VALLEY COLLEGE
2023-24,UCI,SOCIAL SCIENCES,Urban Studies/Affairs,3,IRVINE VALLEY COLLEGE
2023-24,UCB,VISUAL AND PERFORMING ARTS,Film/Video and Photographic Arts,5,IRVINE VALLEY COLLEGE
2023-24,UCI,VISUAL AND PERFORMING ARTS,Film/Video and Photographic Arts,10,IRVINE VALLEY COLLEGE
2023-24,UCLA,VISUAL AND PERFORMING ARTS,Fine and Studio Arts,3,IRVINE VALLEY COLLEGE
2018-19,UCI,MULTI/INTERDISCIPLINARY STUDIES,International/Globalization Studies,5,LAKE TAHOE COMMUNITY COLLEGE
