cc_name,uc_campus,year,share_eth_african_american,share_eth_american_indian,share_eth_asian,share_eth_domestic_unknown,share_eth_hispanic__latinx,share_eth_int'l,share_eth_pacific_islander,share_eth_white
ALLAN HANCOCK,Davis,2018,0.0,0.0,0.0,0.0,0.6363636363636364,0.0,0.0,0.36363636363636365
ALLAN HANCOCK,Davis,2019,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.75
ALLAN HANCOCK,Davis,2020,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.5
ALLAN HANCOCK,Davis,2021,0.0,0.0,0.09090909090909091,0.0,0.6363636363636364,0.0,0.0,0.2727272727272727
ALLAN HANCOCK,Davis,2022,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.25
ALLAN HANCOCK,Davis,2023,0.0,0.0,0.16666666666666666,0.0,0.8333333333333334,0.0,0.0,0.0
ALLAN HANCOCK,Davis,2024,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.14285714285714285
ALLAN HANCOCK,Irvine,2006,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
ALLAN HANCOCK,Irvine,2007,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.75
ALLAN HANCOCK,Irvine,2008,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.2
ALLAN HANCOCK,Irvine,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALLAN HANCOCK,Irvine,2010,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.5
ALLAN HANCOCK,Irvine,2011,0.0,0.0,0.2857142857142857,0.0,0.42857142857142855,0.0,0.0,0.2857142857142857
ALLAN HANCOCK,Irvine,2012,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.8
ALLAN HANCOCK,Irvine,2013,0.0,0.0,0.16666666666666666,0.0,0.5,0.0,0.0,0.3333333333333333
ALLAN HANCOCK,Irvine,2014,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333
ALLAN HANCOCK,Irvine,2015,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.6
ALLAN HANCOCK,Irvine,2016,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ALLAN HANCOCK,Irvine,2017,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.42857142857142855
ALLAN HANCOCK,Irvine,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALLAN HANCOCK,Irvine,2019,0.0,0.0,0.2,0.0,0.6,0.0,0.0,0.2
ALLAN HANCOCK,Irvine,2020,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
ALLAN HANCOCK,Irvine,2021,0.0,0.0,0.14285714285714285,0.0,0.42857142857142855,0.0,0.0,0.42857142857142855
ALLAN HANCOCK,Irvine,2022,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.8
ALLAN HANCOCK,Irvine,2023,0.0,0.0,0.16666666666666666,0.0,0.6666666666666666,0.0,0.0,0.16666666666666666
ALLAN HANCOCK,Irvine,2024,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ALLAN HANCOCK,Los Angeles,2006,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.8333333333333334
ALLAN HANCOCK,Los Angeles,2007,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2
ALLAN HANCOCK,Los Angeles,2008,0.16666666666666666,0.0,0.0,0.0,0.5,0.0,0.0,0.3333333333333333
ALLAN HANCOCK,Los Angeles,2009,0.0,0.0,0.3333333333333333,0.0,0.4444444444444444,0.0,0.0,0.2222222222222222
ALLAN HANCOCK,Los Angeles,2010,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
ALLAN HANCOCK,Los Angeles,2011,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.5
ALLAN HANCOCK,Los Angeles,2012,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
ALLAN HANCOCK,Los Angeles,2013,0.0,0.0,0.42857142857142855,0.0,0.42857142857142855,0.0,0.0,0.14285714285714285
ALLAN HANCOCK,Los Angeles,2014,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ALLAN HANCOCK,Los Angeles,2015,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ALLAN HANCOCK,Los Angeles,2016,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.4
ALLAN HANCOCK,Los Angeles,2017,0.0,0.0,0.2,0.0,0.6,0.0,0.0,0.2
ALLAN HANCOCK,Los Angeles,2018,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
ALLAN HANCOCK,Los Angeles,2019,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.1111111111111111
