cc_name,year,cc_perm_resident_count
GOLDEN WEST,2023,534.0
GOLDEN WEST,2024,567.0
GROSSMONT,2004,17626.0
GROSSMONT,2005,16762.0
GROSSMONT,2006,16879.0
GROSSMONT,2007,17772.0
GROSSMONT,2008,16429.0
GROSSMONT,2009,18293.0
GROSSMONT,2010,17183.0
GROSSMONT,2011,16794.0
GROSSMONT,2012,17931.0
GROSSMONT,2013,18785.0
GROSSMONT,2014,18198.0
GROSSMONT,2015,18373.0
GROSSMONT,2016,18747.0
GROSSMONT,2017,18528.0
GROSSMONT,2018,18104.0
GROSSMONT,2019,17197.0
GROSSMONT,2020,15615.0
GROSSMONT,2021,13232.0
GROSSMONT,2022,974.0
GROSSMONT,2023,928.0
GROSSMONT,2024,1172.0
HARTNELL,2004,9537.0
HARTNELL,2005,9870.0
HARTNELL,2006,9969.0
HARTNELL,2007,10147.0
HARTNELL,2008,9330.0
HARTNELL,2009,9661.0
HARTNELL,2010,9022.0
HARTNELL,2011,8576.0
HARTNELL,2012,200.0
HARTNELL,2013,252.0
HARTNELL,2014,347.0
HARTNELL,2015,410.0
HARTNELL,2016,604.0
HARTNELL,2017,604.0
HARTNELL,2018,601.0
HARTNELL,2019,573.0
HARTNELL,2020,482.0
HARTNELL,2021,414.0
HARTNELL,2022,296.0
HARTNELL,2023,270.0
HARTNELL,2024,235.0
IMPERIAL VALLEY,2004,8088.0
IMPERIAL VALLEY,2005,7950.0
IMPERIAL VALLEY,2006,8621.0
IMPERIAL VALLEY,2007,9266.0
IMPERIAL VALLEY,2008,6486.0
IMPERIAL VALLEY,2009,6892.0
IMPERIAL VALLEY,2010,7085.0
IMPERIAL VALLEY,2011,6293.0
IMPERIAL VALLEY,2012,84.0
IMPERIAL VALLEY,2013,79.0
IMPERIAL VALLEY,2014,62.0
IMPERIAL VALLEY,2015,62.0
IMPERIAL VALLEY,2016,54.0
IMPERIAL VALLEY,2017,68.0
IMPERIAL VALLEY,2018,54.0
IMPERIAL VALLEY,2019,49.0
IMPERIAL VALLEY,2020,41.0
IMPERIAL VALLEY,2021,56.0
IMPERIAL VALLEY,2022,1253.0
IMPERIAL VALLEY,2023,1324.0
IMPERIAL VALLEY,2024,1311.0
IRVINE VALLEY,2004,12430.0
IRVINE VALLEY,2005,12761.0
IRVINE VALLEY,2006,13102.0
IRVINE VALLEY,2007,13698.0
IRVINE VALLEY,2008,12839.0
IRVINE VALLEY,2009,13533.0
IRVINE VALLEY,2010,13896.0
IRVINE VALLEY,2011,12835.0
IRVINE VALLEY,2012,399.0
IRVINE VALLEY,2013,418.0
IRVINE VALLEY,2014,392.0
IRVINE VALLEY,2015,374.0
IRVINE VALLEY,2016,401.0
IRVINE VALLEY,2017,500.0
IRVINE VALLEY,2018,2288.0
IRVINE VALLEY,2019,2454.0
IRVINE VALLEY,2020,2130.0
IRVINE VALLEY,2021,1950.0
IRVINE VALLEY,2022,1939.0
IRVINE VALLEY,2023,2243.0
IRVINE VALLEY,2024,2471.0
LAKE TAHOE,2004,17580.0
LAKE TAHOE,2005,16940.0
LAKE TAHOE,2006,17637.0
LAKE TAHOE,2007,18624.0
LAKE TAHOE,2008,15486.0
LAKE TAHOE,2009,16271.0
LAKE TAHOE,2010,16700.0
LAKE TAHOE,2011,15181.0
LAKE TAHOE,2012,937.0
LAKE TAHOE,2013,1031.0
LAKE TAHOE,2014,1008.0
LAKE TAHOE,2015,1000.0
LAKE TAHOE,2016,1043.0
LAKE TAHOE,2017,954.0
LAKE TAHOE,2018,2452.0
LAKE TAHOE,2019,2326.0
LAKE TAHOE,2020,1949.0
LAKE TAHOE,2021,1544.0
LAKE TAHOE,2022,63.0
LAKE TAHOE,2023,67.0
LAKE TAHOE,2024,82.0
LANEY,2004,3733.0
LANEY,2005,3516.0
LANEY,2006,3472.0
LANEY,2007,3452.0
LANEY,2008,3110.0
LANEY,2009,3039.0
LANEY,2010,2799.0
LANEY,2011,2884.0
LANEY,2012,56.0
LANEY,2013,77.0
LANEY,2014,68.0
LANEY,2015,42.0
LANEY,2016,35.0
LANEY,2017,31.0
LANEY,2018,93.0
LANEY,2019,109.0
LANEY,2020,73.0
LANEY,2021,55.0
LANEY,2022,1045.0
LANEY,2023,1043.0
LANEY,2024,964.0
LAS POSITAS,2004,3228.0
LAS POSITAS,2005,3075.0
LAS POSITAS,2006,3090.0
LAS POSITAS,2007,3043.0
LAS POSITAS,2008,8938.0
LAS POSITAS,2009,10166.0
LAS POSITAS,2010,9254.0
LAS POSITAS,2011,8901.0
LAS POSITAS,2012,12407.0
LAS POSITAS,2013,12354.0
LAS POSITAS,2014,11231.0
LAS POSITAS,2015,12018.0
LAS POSITAS,2016,11210.0
LAS POSITAS,2017,11207.0
LAS POSITAS,2018,317.0
LAS POSITAS,2019,411.0
LAS POSITAS,2020,335.0
LAS POSITAS,2021,267.0
LAS POSITAS,2022,511.0
LAS POSITAS,2023,534.0
LAS POSITAS,2024,579.0
LASSEN,2004,9055.0
LASSEN,2005,8610.0
LASSEN,2006,8848.0
LASSEN,2007,9356.0
LASSEN,2008,8442.0
LASSEN,2009,9045.0
LASSEN,2010,8594.0
LASSEN,2011,7960.0
LASSEN,2012,175.0
LASSEN,2013,183.0
LASSEN,2014,222.0
LASSEN,2015,202.0
LASSEN,2016,190.0
LASSEN,2017,218.0
LASSEN,2018,672.0
LASSEN,2019,713.0
LASSEN,2020,618.0
LASSEN,2021,544.0
LASSEN,2022,9.0
LASSEN,2023,15.0
LASSEN,2024,17.0
LONG BEACH CITY,2004,5.0
LONG BEACH CITY,2005,1.0
LONG BEACH CITY,2007,6.0
LONG BEACH CITY,2008,29670.0
LONG BEACH CITY,2009,29484.0
LONG BEACH CITY,2010,27179.0
LONG BEACH CITY,2011,26302.0
LONG BEACH CITY,2012,4111.0
LONG BEACH CITY,2013,4425.0
LONG BEACH CITY,2014,4283.0
LONG BEACH CITY,2015,4091.0
LONG BEACH CITY,2016,4337.0
LONG BEACH CITY,2017,4562.0
LONG BEACH CITY,2018,140.0
LONG BEACH CITY,2019,120.0
LONG BEACH CITY,2020,107.0
LONG BEACH CITY,2021,95.0
LONG BEACH CITY,2022,800.0
LONG BEACH CITY,2023,810.0
LONG BEACH CITY,2024,182.0
LOS ANGELES CITY,2004,16924.0
LOS ANGELES CITY,2005,17540.0
LOS ANGELES CITY,2006,18076.0
LOS ANGELES CITY,2007,19080.0
LOS ANGELES CITY,2008,13050.0
LOS ANGELES CITY,2009,13878.0
LOS ANGELES CITY,2010,14355.0
LOS ANGELES CITY,2011,16275.0
LOS ANGELES CITY,2012,1874.0
LOS ANGELES CITY,2013,2217.0
LOS ANGELES CITY,2014,2898.0
LOS ANGELES CITY,2015,3184.0
LOS ANGELES CITY,2016,3057.0
LOS ANGELES CITY,2017,2814.0
LOS ANGELES CITY,2018,2474.0
LOS ANGELES CITY,2019,2335.0
LOS ANGELES CITY,2020,1782.0
LOS ANGELES CITY,2021,1409.0
LOS ANGELES CITY,2022,1351.0
LOS ANGELES CITY,2023,1305.0
LOS ANGELES CITY,2024,1218.0
LOS ANGELES HARBOR,2004,9314.0
LOS ANGELES HARBOR,2005,9205.0
LOS ANGELES HARBOR,2006,9159.0
LOS ANGELES HARBOR,2007,9284.0
LOS ANGELES HARBOR,2008,8949.0
LOS ANGELES HARBOR,2009,9229.0
LOS ANGELES HARBOR,2010,10023.0
LOS ANGELES HARBOR,2011,9854.0
LOS ANGELES HARBOR,2012,358.0
LOS ANGELES HARBOR,2013,385.0
LOS ANGELES HARBOR,2014,395.0
LOS ANGELES HARBOR,2015,314.0
LOS ANGELES HARBOR,2016,342.0
LOS ANGELES HARBOR,2017,331.0
LOS ANGELES HARBOR,2018,397.0
LOS ANGELES HARBOR,2019,447.0
LOS ANGELES HARBOR,2020,419.0
LOS ANGELES HARBOR,2021,328.0
LOS ANGELES HARBOR,2022,337.0
LOS ANGELES HARBOR,2023,361.0
LOS ANGELES HARBOR,2024,354.0
LOS ANGELES MISSION,2004,2062.0
LOS ANGELES MISSION,2005,1712.0
LOS ANGELES MISSION,2007,1499.0
LOS ANGELES MISSION,2008,1374.0
LOS ANGELES MISSION,2009,1277.0
LOS ANGELES MISSION,2010,1532.0
LOS ANGELES MISSION,2011,1284.0
LOS ANGELES MISSION,2012,39.0
LOS ANGELES MISSION,2013,25.0
LOS ANGELES MISSION,2014,23.0
LOS ANGELES MISSION,2015,19.0
LOS ANGELES MISSION,2016,24.0
LOS ANGELES MISSION,2017,32.0
LOS ANGELES MISSION,2018,33.0
LOS ANGELES MISSION,2022,489.0
LOS ANGELES MISSION,2023,546.0
LOS ANGELES MISSION,2024,543.0
LOS ANGELES PIERCE,2004,7735.0
LOS ANGELES PIERCE,2005,8013.0
LOS ANGELES PIERCE,2006,8073.0
LOS ANGELES PIERCE,2007,9727.0
LOS ANGELES PIERCE,2008,9314.0
LOS ANGELES PIERCE,2009,9314.0
LOS ANGELES PIERCE,2010,9702.0
LOS ANGELES PIERCE,2011,8689.0
LOS ANGELES PIERCE,2012,857.0
LOS ANGELES PIERCE,2013,818.0
LOS ANGELES PIERCE,2014,915.0
LOS ANGELES PIERCE,2015,889.0
LOS ANGELES PIERCE,2016,820.0
LOS ANGELES PIERCE,2017,1117.0
LOS ANGELES PIERCE,2018,797.0
LOS ANGELES PIERCE,2019,636.0
LOS ANGELES PIERCE,2020,589.0
LOS ANGELES PIERCE,2021,476.0
LOS ANGELES PIERCE,2022,1107.0
LOS ANGELES PIERCE,2023,1091.0
LOS ANGELES PIERCE,2024,1208.0
LOS ANGELES SOUTHWEST,2004,19181.0
LOS ANGELES SOUTHWEST,2005,18833.0
LOS ANGELES SOUTHWEST,2006,19735.0
LOS ANGELES SOUTHWEST,2007,21062.0
LOS ANGELES SOUTHWEST,2008,19791.0
LOS ANGELES SOUTHWEST,2009,19802.0
LOS ANGELES SOUTHWEST,2010,19036.0
LOS ANGELES SOUTHWEST,2011,18728.0
LOS ANGELES SOUTHWEST,2012,856.0
LOS ANGELES SOUTHWEST,2013,850.0
LOS ANGELES SOUTHWEST,2014,868.0
LOS ANGELES SOUTHWEST,2015,779.0
LOS ANGELES SOUTHWEST,2016,814.0
LOS ANGELES SOUTHWEST,2017,701.0
LOS ANGELES SOUTHWEST,2018,1957.0
LOS ANGELES SOUTHWEST,2019,1840.0
LOS ANGELES SOUTHWEST,2020,1652.0
LOS ANGELES SOUTHWEST,2021,1281.0
LOS ANGELES SOUTHWEST,2022,291.0
LOS ANGELES SOUTHWEST,2023,225.0
LOS ANGELES SOUTHWEST,2024,223.0
LOS ANGELES TRADE TECHNICAL,2004,7013.0
LOS ANGELES TRADE TECHNICAL,2005,7125.0
LOS ANGELES TRADE TECHNICAL,2006,7359.0
LOS ANGELES TRADE TECHNICAL,2007,8041.0
LOS ANGELES TRADE TECHNICAL,2008,7253.0
LOS ANGELES TRADE TECHNICAL,2009,7339.0
LOS ANGELES TRADE TECHNICAL,2010,7112.0
LOS ANGELES TRADE TECHNICAL,2011,6623.0
LOS ANGELES TRADE TECHNICAL,2012,1350.0
LOS ANGELES TRADE TECHNICAL,2013,1474.0
LOS ANGELES TRADE TECHNICAL,2014,1197.0
LOS ANGELES TRADE TECHNICAL,2015,1247.0
LOS ANGELES TRADE TECHNICAL,2016,1232.0
LOS ANGELES TRADE TECHNICAL,2017,1147.0
LOS ANGELES TRADE TECHNICAL,2018,731.0
LOS ANGELES TRADE TECHNICAL,2019,624.0
LOS ANGELES TRADE TECHNICAL,2020,447.0
LOS ANGELES TRADE TECHNICAL,2021,360.0
LOS ANGELES TRADE TECHNICAL,2022,373.0
LOS ANGELES TRADE TECHNICAL,2023,378.0
LOS ANGELES TRADE TECHNICAL,2024,340.0
LOS ANGELES VALLEY,2004,13941.0
LOS ANGELES VALLEY,2005,14369.0
LOS ANGELES VALLEY,2006,14860.0
LOS ANGELES VALLEY,2007,14954.0
LOS ANGELES VALLEY,2008,16144.0
LOS ANGELES VALLEY,2009,14344.0
LOS ANGELES VALLEY,2010,14184.0
LOS ANGELES VALLEY,2011,16166.0
LOS ANGELES VALLEY,2012,1150.0
LOS ANGELES VALLEY,2013,1236.0
LOS ANGELES VALLEY,2014,1316.0
LOS ANGELES VALLEY,2015,1387.0
LOS ANGELES VALLEY,2016,1420.0
LOS ANGELES VALLEY,2017,1420.0
LOS ANGELES VALLEY,2018,738.0
LOS ANGELES VALLEY,2019,641.0
LOS ANGELES VALLEY,2020,529.0
LOS ANGELES VALLEY,2021,425.0
LOS ANGELES VALLEY,2022,1549.0
LOS ANGELES VALLEY,2023,1608.0
LOS ANGELES VALLEY,2024,1736.0
LOS MEDANOS,2007,1.0
LOS MEDANOS,2008,52.0
LOS MEDANOS,2009,70.0
LOS MEDANOS,2010,94.0
LOS MEDANOS,2011,120.0
LOS MEDANOS,2012,25276.0
LOS MEDANOS,2013,24341.0
LOS MEDANOS,2014,25003.0
LOS MEDANOS,2015,25334.0
LOS MEDANOS,2016,25711.0
LOS MEDANOS,2017,26032.0
LOS MEDANOS,2018,25210.0
LOS MEDANOS,2019,25857.0
LOS MEDANOS,2020,24367.0
LOS MEDANOS,2021,23221.0
LOS MEDANOS,2022,326.0
LOS MEDANOS,2023,312.0
LOS MEDANOS,2024,350.0
MADERA,2004,85.0
MADERA,2005,101.0
MADERA,2006,310.0
MADERA,2007,759.0
MADERA,2008,7918.0
MADERA,2009,7138.0
MADERA,2010,8907.0
MADERA,2011,8551.0
MADERA,2012,8646.0
MADERA,2013,8691.0
MADERA,2014,8837.0
MADERA,2015,8946.0
MADERA,2016,8839.0
MADERA,2017,9090.0
MADERA,2018,9996.0
MADERA,2019,9615.0
MADERA,2020,8711.0
MADERA,2021,8067.0
MADERA,2022,23.0
MADERA,2023,36.0
MADERA,2024,23.0
MARIN,2004,5.0
MARIN,2005,3.0
MARIN,2006,2.0
MARIN,2007,1.0
MARIN,2008,5495.0
MARIN,2009,6229.0
MARIN,2010,6574.0
MARIN,2011,6438.0
MARIN,2012,7980.0
MARIN,2013,8031.0
MARIN,2014,8202.0
MARIN,2015,8341.0
MARIN,2016,8172.0
MARIN,2017,8384.0
MARIN,2020,5022.0
MARIN,2021,4856.0
MARIN,2022,238.0
MARIN,2023,226.0
MARIN,2024,237.0
MENDOCINO,2004,4.0
MENDOCINO,2005,1.0
MENDOCINO,2006,1.0
MENDOCINO,2007,1.0
MENDOCINO,2008,4719.0
MENDOCINO,2009,4748.0
MENDOCINO,2010,4335.0
MENDOCINO,2011,3667.0
MENDOCINO,2012,6277.0
MENDOCINO,2013,5313.0
MENDOCINO,2014,4818.0
MENDOCINO,2015,4849.0
MENDOCINO,2016,4976.0
MENDOCINO,2017,4719.0
MENDOCINO,2018,387.0
MENDOCINO,2019,407.0
MENDOCINO,2020,308.0
MENDOCINO,2021,258.0
MENDOCINO,2022,162.0
MENDOCINO,2023,208.0
MENDOCINO,2024,167.0
MERCED,2004,481.0
MERCED,2005,636.0
MERCED,2006,790.0
MERCED,2007,885.0
MERCED,2008,12939.0
MERCED,2009,10629.0
MERCED,2010,11091.0
MERCED,2011,10321.0
MERCED,2012,3621.0
MERCED,2013,3596.0
MERCED,2014,3643.0
MERCED,2015,4153.0
MERCED,2016,4130.0
MERCED,2017,3843.0
MERCED,2018,192.0
MERCED,2019,169.0
MERCED,2020,121.0
MERCED,2021,118.0
MERCED,2022,282.0
MERCED,2023,334.0
MERCED,2024,331.0
MERRITT,2004,1.0
MERRITT,2006,1.0
MERRITT,2008,16465.0
MERRITT,2009,18145.0
MERRITT,2010,17695.0
MERRITT,2011,17137.0
MERRITT,2012,10428.0
MERRITT,2013,10170.0
MERRITT,2014,9936.0
MERRITT,2015,10203.0
MERRITT,2016,10636.0
MERRITT,2017,10727.0
MERRITT,2018,481.0
MERRITT,2019,470.0
MERRITT,2020,335.0
MERRITT,2021,319.0
MERRITT,2022,520.0
MERRITT,2023,490.0
MERRITT,2024,447.0
MIRACOSTA,2004,1194.0
MIRACOSTA,2005,956.0
MIRACOSTA,2006,826.0
MIRACOSTA,2007,777.0
MIRACOSTA,2008,13878.0
MIRACOSTA,2009,15510.0
MIRACOSTA,2010,15254.0
MIRACOSTA,2011,14908.0
MIRACOSTA,2012,5197.0
MIRACOSTA,2013,4961.0
MIRACOSTA,2014,5483.0
MIRACOSTA,2015,5865.0
MIRACOSTA,2016,5946.0
MIRACOSTA,2017,5997.0
MIRACOSTA,2018,282.0
MIRACOSTA,2019,273.0
MIRACOSTA,2020,242.0
MIRACOSTA,2021,230.0
MIRACOSTA,2022,174.0
MIRACOSTA,2023,288.0
MIRACOSTA,2024,323.0
MISSION,2004,1.0
MISSION,2005,3.0
MISSION,2006,3.0
MISSION,2007,3.0
MISSION,2008,11510.0
MISSION,2009,12341.0
MISSION,2010,9797.0
MISSION,2011,8900.0
MISSION,2012,15136.0
MISSION,2013,14955.0
MISSION,2014,14934.0
MISSION,2015,15347.0
MISSION,2016,15226.0
MISSION,2017,14972.0
MISSION,2018,988.0
MISSION,2019,627.0
MISSION,2020,360.0
MISSION,2021,224.0
MISSION,2022,698.0
MISSION,2023,702.0
MISSION,2024,716.0
MODESTO JUNIOR,2004,58.0
MODESTO JUNIOR,2005,55.0
MODESTO JUNIOR,2006,28.0
MODESTO JUNIOR,2007,28.0
MODESTO JUNIOR,2008,18997.0
MODESTO JUNIOR,2009,18296.0
MODESTO JUNIOR,2010,17886.0
MODESTO JUNIOR,2011,16706.0
MODESTO JUNIOR,2012,8554.0
MODESTO JUNIOR,2013,8450.0
MODESTO JUNIOR,2014,7791.0
MODESTO JUNIOR,2015,8399.0
MODESTO JUNIOR,2016,7697.0
MODESTO JUNIOR,2017,5578.0
MODESTO JUNIOR,2018,1073.0
MODESTO JUNIOR,2019,1005.0
MODESTO JUNIOR,2020,813.0
MODESTO JUNIOR,2021,687.0
MODESTO JUNIOR,2022,742.0
MODESTO JUNIOR,2023,719.0
MODESTO JUNIOR,2024,697.0
MONTEREY PENINSULA,2004,469.0
MONTEREY PENINSULA,2005,364.0
MONTEREY PENINSULA,2006,267.0
MONTEREY PENINSULA,2007,261.0
MONTEREY PENINSULA,2008,12519.0
MONTEREY PENINSULA,2009,11642.0
MONTEREY PENINSULA,2010,10105.0
MONTEREY PENINSULA,2011,9576.0
MONTEREY PENINSULA,2012,16064.0
MONTEREY PENINSULA,2013,16247.0
MONTEREY PENINSULA,2014,16669.0
MONTEREY PENINSULA,2015,16780.0
MONTEREY PENINSULA,2016,16776.0
MONTEREY PENINSULA,2017,16919.0
MONTEREY PENINSULA,2018,1092.0
MONTEREY PENINSULA,2019,990.0
MONTEREY PENINSULA,2020,796.0
MONTEREY PENINSULA,2021,711.0
MONTEREY PENINSULA,2022,173.0
MONTEREY PENINSULA,2023,205.0
MONTEREY PENINSULA,2024,203.0
MOORPARK,2004,254.0
MOORPARK,2005,313.0
MOORPARK,2006,184.0
MOORPARK,2007,96.0
MOORPARK,2008,14840.0
MOORPARK,2009,15416.0
MOORPARK,2010,14495.0
MOORPARK,2011,14382.0
MOORPARK,2012,11036.0
MOORPARK,2013,9854.0
MOORPARK,2014,8003.0
MOORPARK,2015,8708.0
MOORPARK,2016,8135.0
MOORPARK,2017,7742.0
MOORPARK,2018,336.0
MOORPARK,2019,319.0
MOORPARK,2020,229.0
MOORPARK,2021,194.0
MOORPARK,2022,341.0
MOORPARK,2023,366.0
MOORPARK,2024,358.0
MORENO VALLEY,2004,10.0
MORENO VALLEY,2005,14.0
MORENO VALLEY,2006,6.0
MORENO VALLEY,2007,3.0
MORENO VALLEY,2010,10163.0
MORENO VALLEY,2011,9508.0
MORENO VALLEY,2012,13696.0
MORENO VALLEY,2013,13360.0
MORENO VALLEY,2014,13089.0
MORENO VALLEY,2015,13099.0
MORENO VALLEY,2016,13227.0
MORENO VALLEY,2017,13568.0
MORENO VALLEY,2018,541.0
MORENO VALLEY,2019,488.0
MORENO VALLEY,2020,430.0
MORENO VALLEY,2021,385.0
MORENO VALLEY,2022,235.0
MORENO VALLEY,2023,217.0
MORENO VALLEY,2024,218.0
MOUNT SAN ANTONIO,2004,96.0
MOUNT SAN ANTONIO,2005,70.0
MOUNT SAN ANTONIO,2006,70.0
MOUNT SAN ANTONIO,2007,123.0
MOUNT SAN ANTONIO,2008,32068.0
MOUNT SAN ANTONIO,2009,30710.0
MOUNT SAN ANTONIO,2010,29205.0
MOUNT SAN ANTONIO,2011,28812.0
MOUNT SAN ANTONIO,2012,8595.0
MOUNT SAN ANTONIO,2013,7912.0
MOUNT SAN ANTONIO,2014,8144.0
MOUNT SAN ANTONIO,2015,8237.0
MOUNT SAN ANTONIO,2016,8623.0
MOUNT SAN ANTONIO,2017,9334.0
MOUNT SAN ANTONIO,2018,323.0
MOUNT SAN ANTONIO,2019,374.0
MOUNT SAN ANTONIO,2020,283.0
MOUNT SAN ANTONIO,2021,247.0
MOUNT SAN ANTONIO,2022,1566.0
MOUNT SAN ANTONIO,2023,1584.0
MOUNT SAN ANTONIO,2024,1571.0
MOUNT SAN JACINTO,2004,1470.0
MOUNT SAN JACINTO,2005,1330.0
MOUNT SAN JACINTO,2006,1160.0
MOUNT SAN JACINTO,2007,2068.0
MOUNT SAN JACINTO,2008,17033.0
MOUNT SAN JACINTO,2009,18521.0
MOUNT SAN JACINTO,2010,16680.0
MOUNT SAN JACINTO,2011,15595.0
MOUNT SAN JACINTO,2012,27851.0
MOUNT SAN JACINTO,2013,27981.0
MOUNT SAN JACINTO,2014,28404.0
MOUNT SAN JACINTO,2015,28264.0
MOUNT SAN JACINTO,2016,28652.0
MOUNT SAN JACINTO,2017,29700.0
MOUNT SAN JACINTO,2018,206.0
MOUNT SAN JACINTO,2019,227.0
MOUNT SAN JACINTO,2020,218.0
MOUNT SAN JACINTO,2021,203.0
MOUNT SAN JACINTO,2022,412.0
MOUNT SAN JACINTO,2023,434.0
MOUNT SAN JACINTO,2024,395.0
NAPA VALLEY,2004,186.0
NAPA VALLEY,2005,337.0
NAPA VALLEY,2006,449.0
NAPA VALLEY,2007,545.0
NAPA VALLEY,2008,12.0
NAPA VALLEY,2009,13.0
NAPA VALLEY,2010,10.0
NAPA VALLEY,2011,11.0
NAPA VALLEY,2012,22.0
NAPA VALLEY,2013,39.0
NAPA VALLEY,2014,40.0
NAPA VALLEY,2015,57.0
NAPA VALLEY,2016,68.0
NAPA VALLEY,2017,66.0
NAPA VALLEY,2018,226.0
NAPA VALLEY,2019,211.0
NAPA VALLEY,2020,161.0
NAPA VALLEY,2021,167.0
NAPA VALLEY,2022,174.0
NAPA VALLEY,2023,150.0
NAPA VALLEY,2024,141.0
NORCO,2004,772.0
NORCO,2005,108.0
NORCO,2006,367.0
NORCO,2007,400.0
NORCO,2010,28.0
NORCO,2011,33.0
NORCO,2012,10.0
NORCO,2013,18.0
NORCO,2014,23.0
NORCO,2015,36.0
NORCO,2016,43.0
NORCO,2017,56.0
NORCO,2018,3.0
NORCO,2019,11.0
NORCO,2020,13.0
NORCO,2021,9.0
NORCO,2022,276.0
NORCO,2023,317.0
NORCO,2024,317.0
NORTH ORANGE CONTINUING EDUCATION,2004,3814.0
NORTH ORANGE CONTINUING EDUCATION,2005,3991.0
NORTH ORANGE CONTINUING EDUCATION,2006,4006.0
NORTH ORANGE CONTINUING EDUCATION,2007,4130.0
NORTH ORANGE CONTINUING EDUCATION,2008,582.0
NORTH ORANGE CONTINUING EDUCATION,2009,184.0
NORTH ORANGE CONTINUING EDUCATION,2010,107.0
NORTH ORANGE CONTINUING EDUCATION,2011,62.0
NORTH ORANGE CONTINUING EDUCATION,2012,9066.0
NORTH ORANGE CONTINUING EDUCATION,2013,8986.0
NORTH ORANGE CONTINUING EDUCATION,2014,8662.0
NORTH ORANGE CONTINUING EDUCATION,2015,9035.0
NORTH ORANGE CONTINUING EDUCATION,2016,9211.0
NORTH ORANGE CONTINUING EDUCATION,2017,9564.0
NORTH ORANGE CONTINUING EDUCATION,2018,37.0
NORTH ORANGE CONTINUING EDUCATION,2019,34.0
NORTH ORANGE CONTINUING EDUCATION,2020,35.0
NORTH ORANGE CONTINUING EDUCATION,2021,42.0
NORTH ORANGE CONTINUING EDUCATION,2022,1212.0
NORTH ORANGE CONTINUING EDUCATION,2023,1368.0
NORTH ORANGE CONTINUING EDUCATION,2024,1449.0
OHLONE,2004,1502.0
OHLONE,2005,1435.0
OHLONE,2006,1436.0
OHLONE,2007,1398.0
OHLONE,2008,189.0
OHLONE,2009,210.0
OHLONE,2010,229.0
OHLONE,2011,276.0
OHLONE,2012,12229.0
OHLONE,2013,10860.0
OHLONE,2014,10410.0
OHLONE,2015,10056.0
OHLONE,2016,10079.0
OHLONE,2017,9163.0
OHLONE,2018,2493.0
OHLONE,2019,2792.0
OHLONE,2020,2968.0
OHLONE,2021,2294.0
OHLONE,2022,659.0
OHLONE,2023,671.0
OHLONE,2024,668.0
ORANGE COAST,2004,2139.0
ORANGE COAST,2005,1915.0
ORANGE COAST,2006,1849.0
ORANGE COAST,2007,1959.0
ORANGE COAST,2008,626.0
ORANGE COAST,2009,685.0
ORANGE COAST,2010,692.0
ORANGE COAST,2011,634.0
ORANGE COAST,2012,8866.0
ORANGE COAST,2013,8631.0
ORANGE COAST,2014,9643.0
ORANGE COAST,2015,8590.0
ORANGE COAST,2016,8136.0
ORANGE COAST,2017,7639.0
ORANGE COAST,2018,58.0
ORANGE COAST,2019,73.0
ORANGE COAST,2020,115.0
ORANGE COAST,2021,120.0
ORANGE COAST,2022,710.0
ORANGE COAST,2023,682.0
ORANGE COAST,2024,636.0
OXNARD,2004,1128.0
OXNARD,2005,1096.0
OXNARD,2006,1108.0
OXNARD,2007,1106.0
OXNARD,2008,7.0
OXNARD,2009,4.0
OXNARD,2010,11.0
OXNARD,2011,5.0
OXNARD,2012,14808.0
OXNARD,2013,14361.0
OXNARD,2014,13504.0
OXNARD,2015,13290.0
OXNARD,2016,12720.0
OXNARD,2017,13028.0
OXNARD,2018,6330.0
OXNARD,2019,6081.0
OXNARD,2020,5376.0
OXNARD,2021,5089.0
OXNARD,2022,195.0
OXNARD,2023,215.0
OXNARD,2024,177.0
PALO VERDE,2004,85.0
PALO VERDE,2005,106.0
PALO VERDE,2006,92.0
PALO VERDE,2007,70.0
PALO VERDE,2008,2.0
PALO VERDE,2009,2.0
PALO VERDE,2010,2.0
PALO VERDE,2011,1.0
PALO VERDE,2012,6177.0
PALO VERDE,2013,6086.0
PALO VERDE,2014,6293.0
PALO VERDE,2015,6173.0
PALO VERDE,2016,6308.0
PALO VERDE,2017,6622.0
PALO VERDE,2018,15.0
PALO VERDE,2019,6.0
PALO VERDE,2020,1.0
PALO VERDE,2021,2.0
PALO VERDE,2022,77.0
PALO VERDE,2023,84.0
PALO VERDE,2024,98.0
PALOMAR,2004,1220.0
PALOMAR,2005,1045.0
PALOMAR,2006,1032.0
PALOMAR,2007,993.0
PALOMAR,2008,260.0
PALOMAR,2009,250.0
PALOMAR,2010,234.0
PALOMAR,2011,208.0
PALOMAR,2012,26880.0
PALOMAR,2013,26833.0
PALOMAR,2014,26946.0
PALOMAR,2015,25327.0
PALOMAR,2016,25951.0
PALOMAR,2017,25744.0
PALOMAR,2021,1.0
PALOMAR,2022,663.0
PALOMAR,2023,684.0
PALOMAR,2024,727.0
PASADENA CITY,2004,5257.0
PASADENA CITY,2005,4981.0
PASADENA CITY,2006,4920.0
PASADENA CITY,2007,4824.0
PASADENA CITY,2008,1129.0
PASADENA CITY,2009,1105.0
PASADENA CITY,2010,1051.0
PASADENA CITY,2011,1022.0
PASADENA CITY,2012,26080.0
PASADENA CITY,2013,27823.0
PASADENA CITY,2014,30248.0
PASADENA CITY,2015,30795.0
PASADENA CITY,2016,30911.0
