cc_name,uc_campus,year,total_major_enrolls
CITY SAN FRANCISCO,Santa Cruz,2017,11
CITY SAN FRANCISCO,Santa Cruz,2018,19
CITY SAN FRANCISCO,Santa Cruz,2019,27
CITY SAN FRANCISCO,Santa Cruz,2020,20
CITY SAN FRANCISCO,Santa Cruz,2021,48
CITY SAN FRANCISCO,Santa Cruz,2022,40
CITY SAN FRANCISCO,Santa Cruz,2023,6
CLOVIS,Berkeley,2019,3
CLOVIS,Davis,2017,6
CLOVIS,Davis,2018,3
CLOVIS,Davis,2020,3
CLOVIS,Davis,2021,4
CLOVIS,Davis,2022,11
CLOVIS,Davis,2023,4
CLOVIS,Davis,2024,11
CLOVIS,Irvine,2019,4
CLOVIS,Irvine,2020,3
CLOVIS,Irvine,2021,3
CLOVIS,Irvine,2022,4
CLOVIS,Irvine,2023,7
CLOVIS,Irvine,2024,4
CLOVIS,Los Angeles,2024,6
CLOVIS,Merced,2022,4
CLOVIS,San Diego,2018,3
CLOVIS,San Diego,2019,4
CLOVIS,San Diego,2021,3
CLOVIS,Santa Barbara,2018,3
CLOVIS,Santa Cruz,2019,3
CLOVIS,Santa Cruz,2021,4
CLOVIS,Santa Cruz,2022,3
COASTLINE,Irvine,2015,3
COASTLINE,Irvine,2018,3
COASTLINE,Irvine,2019,3
COASTLINE,Irvine,2020,9
COASTLINE,Irvine,2022,3
COASTLINE,Irvine,2024,3
COASTLINE,Los Angeles,2019,3
COASTLINE,Riverside,2022,3
COLUMBIA,Berkeley,2013,3
COLUMBIA,Santa Cruz,2014,3
CONTRA COSTA,Berkeley,2013,8
CONTRA COSTA,Berkeley,2014,9
CONTRA COSTA,Berkeley,2015,11
CONTRA COSTA,Berkeley,2016,6
CONTRA COSTA,Berkeley,2019,6
CONTRA COSTA,Berkeley,2020,10
CONTRA COSTA,Berkeley,2021,9
CONTRA COSTA,Berkeley,2022,3
CONTRA COSTA,Berkeley,2023,3
CONTRA COSTA,Berkeley,2024,6
CONTRA COSTA,Davis,2014,8
CONTRA COSTA,Davis,2015,14
CONTRA COSTA,Davis,2016,12
CONTRA COSTA,Davis,2017,31
CONTRA COSTA,Davis,2018,10
CONTRA COSTA,Davis,2019,13
CONTRA COSTA,Davis,2020,12
CONTRA COSTA,Davis,2021,16
CONTRA COSTA,Davis,2022,9
CONTRA COSTA,Davis,2023,11
CONTRA COSTA,Davis,2024,4
CONTRA COSTA,Los Angeles,2017,3
CONTRA COSTA,San Diego,2019,4
CONTRA COSTA,Santa Cruz,2020,6
COSUMNES RIVER,Berkeley,2013,6
COSUMNES RIVER,Berkeley,2014,5
COSUMNES RIVER,Berkeley,2015,6
COSUMNES RIVER,Berkeley,2016,11
COSUMNES RIVER,Berkeley,2017,12
COSUMNES RIVER,Berkeley,2018,3
COSUMNES RIVER,Berkeley,2019,8
COSUMNES RIVER,Berkeley,2020,6
COSUMNES RIVER,Davis,2013,27
COSUMNES RIVER,Davis,2014,38
COSUMNES RIVER,Davis,2015,45
COSUMNES RIVER,Davis,2016,35
COSUMNES RIVER,Davis,2017,44
COSUMNES RIVER,Davis,2018,44
COSUMNES RIVER,Davis,2019,39
COSUMNES RIVER,Davis,2020,33
COSUMNES RIVER,Davis,2021,23
COSUMNES RIVER,Davis,2022,53
COSUMNES RIVER,Davis,2023,52
COSUMNES RIVER,Davis,2024,47
COSUMNES RIVER,Irvine,2019,4
COSUMNES RIVER,Irvine,2021,3
COSUMNES RIVER,Irvine,2023,3
COSUMNES RIVER,Los Angeles,2023,3
COSUMNES RIVER,Merced,2024,3
COSUMNES RIVER,San Diego,2016,4
COSUMNES RIVER,San Diego,2017,8
COSUMNES RIVER,San Diego,2021,3
COSUMNES RIVER,San Diego,2023,3
COSUMNES RIVER,San Diego,2024,7
COSUMNES RIVER,Santa Cruz,2020,5
COSUMNES RIVER,Santa Cruz,2024,3
CRAFTON HILLS,Irvine,2023,3
CRAFTON HILLS,Los Angeles,2020,3
CRAFTON HILLS,Los Angeles,2021,3
CRAFTON HILLS,Riverside,2013,6
CRAFTON HILLS,Riverside,2014,6
CRAFTON HILLS,Riverside,2015,6
CRAFTON HILLS,Riverside,2016,3
CRAFTON HILLS,Riverside,2017,22
CRAFTON HILLS,Riverside,2018,12
CRAFTON HILLS,Riverside,2019,13
CRAFTON HILLS,Riverside,2020,23
CRAFTON HILLS,Riverside,2021,28
CRAFTON HILLS,Riverside,2022,21
CRAFTON HILLS,Riverside,2023,26
CRAFTON HILLS,Riverside,2024,20
CRAFTON HILLS,San Diego,2017,4
CRAFTON HILLS,Santa Cruz,2024,3
CUESTA,Berkeley,2013,3
CUESTA,Berkeley,2016,5
CUESTA,Berkeley,2020,4
CUESTA,Davis,2015,4
CUESTA,Davis,2016,3
CUESTA,Davis,2017,5
CUESTA,Davis,2021,3
CUESTA,Davis,2022,10
CUESTA,Los Angeles,2016,3
CUESTA,Los Angeles,2021,3
CUESTA,Santa Barbara,2013,13
CUESTA,Santa Barbara,2014,8
CUESTA,Santa Barbara,2015,3
CUESTA,Santa Barbara,2016,3
CUESTA,Santa Barbara,2017,10
CUESTA,Santa Barbara,2018,16
CUESTA,Santa Barbara,2019,16
CUESTA,Santa Barbara,2020,9
CUESTA,Santa Barbara,2021,19
CUESTA,Santa Barbara,2022,12
CUESTA,Santa Barbara,2023,7
CUESTA,Santa Barbara,2024,16
CUESTA,Santa Cruz,2013,3
CUESTA,Santa Cruz,2014,6
CUESTA,Santa Cruz,2018,3
CUESTA,Santa Cruz,2019,6
CUESTA,Santa Cruz,2021,7
CUESTA,Santa Cruz,2022,12
CUESTA,Santa Cruz,2024,3
CUYAMACA,Berkeley,2017,3
CUYAMACA,Riverside,2018,3
CUYAMACA,San Diego,2013,18
CUYAMACA,San Diego,2014,26
CUYAMACA,San Diego,2015,27
CUYAMACA,San Diego,2016,28
CUYAMACA,San Diego,2017,24
CUYAMACA,San Diego,2018,7
CUYAMACA,San Diego,2019,28
CUYAMACA,San Diego,2020,21
CUYAMACA,San Diego,2021,28
CUYAMACA,San Diego,2022,30
CUYAMACA,San Diego,2023,9
CUYAMACA,San Diego,2024,14
CYPRESS,Berkeley,2016,4
CYPRESS,Berkeley,2017,5
CYPRESS,Berkeley,2023,7
CYPRESS,Irvine,2013,35
CYPRESS,Irvine,2014,29
CYPRESS,Irvine,2015,32
CYPRESS,Irvine,2016,24
CYPRESS,Irvine,2017,23
CYPRESS,Irvine,2018,34
CYPRESS,Irvine,2019,32
CYPRESS,Irvine,2020,48
CYPRESS,Irvine,2021,25
CYPRESS,Irvine,2022,27
CYPRESS,Irvine,2023,17
CYPRESS,Irvine,2024,50
CYPRESS,Los Angeles,2013,6
CYPRESS,Los Angeles,2014,9
CYPRESS,Los Angeles,2015,6
CYPRESS,Los Angeles,2016,5
CYPRESS,Los Angeles,2017,7
CYPRESS,Los Angeles,2018,10
CYPRESS,Los Angeles,2019,21
CYPRESS,Los Angeles,2020,7
CYPRESS,Los Angeles,2021,6
CYPRESS,Los Angeles,2022,15
CYPRESS,Los Angeles,2023,8
CYPRESS,Los Angeles,2024,18
CYPRESS,Riverside,2013,3
CYPRESS,Riverside,2015,8
CYPRESS,Riverside,2017,6
CYPRESS,Riverside,2018,7
CYPRESS,Riverside,2019,4
CYPRESS,Riverside,2021,3
CYPRESS,Riverside,2022,6
CYPRESS,Riverside,2023,4
CYPRESS,Riverside,2024,3
CYPRESS,San Diego,2013,3
CYPRESS,San Diego,2014,4
CYPRESS,San Diego,2015,3
CYPRESS,San Diego,2017,3
CYPRESS,San Diego,2019,3
CYPRESS,San Diego,2020,3
CYPRESS,San Diego,2023,9
CYPRESS,San Diego,2024,3
CYPRESS,Santa Barbara,2014,3
CYPRESS,Santa Barbara,2015,3
DE ANZA,Berkeley,2013,105
DE ANZA,Berkeley,2014,114
DE ANZA,Berkeley,2015,103
DE ANZA,Berkeley,2016,102
DE ANZA,Berkeley,2017,156
DE ANZA,Berkeley,2018,188
DE ANZA,Berkeley,2019,96
DE ANZA,Berkeley,2020,114
DE ANZA,Berkeley,2021,150
DE ANZA,Berkeley,2022,166
DE ANZA,Berkeley,2023,166
DE ANZA,Berkeley,2024,158
DE ANZA,Davis,2013,155
DE ANZA,Davis,2014,144
DE ANZA,Davis,2015,162
DE ANZA,Davis,2016,165
DE ANZA,Davis,2017,199
DE ANZA,Davis,2018,163
DE ANZA,Davis,2019,180
DE ANZA,Davis,2020,163
DE ANZA,Davis,2021,129
DE ANZA,Davis,2022,142
DE ANZA,Davis,2023,122
DE ANZA,Davis,2024,144
DE ANZA,Irvine,2013,26
DE ANZA,Irvine,2014,18
DE ANZA,Irvine,2015,35
DE ANZA,Irvine,2016,30
DE ANZA,Irvine,2017,55
DE ANZA,Irvine,2018,85
DE ANZA,Irvine,2019,61
DE ANZA,Irvine,2020,66
DE ANZA,Irvine,2021,55
DE ANZA,Irvine,2022,108
DE ANZA,Irvine,2023,108
DE ANZA,Irvine,2024,85
DE ANZA,Los Angeles,2013,104
DE ANZA,Los Angeles,2014,95
DE ANZA,Los Angeles,2015,94
DE ANZA,Los Angeles,2016,90
DE ANZA,Los Angeles,2017,84
DE ANZA,Los Angeles,2018,70
DE ANZA,Los Angeles,2019,76
DE ANZA,Los Angeles,2020,71
DE ANZA,Los Angeles,2021,121
DE ANZA,Los Angeles,2022,100
DE ANZA,Los Angeles,2023,88
DE ANZA,Los Angeles,2024,65
DE ANZA,Merced,2017,3
DE ANZA,Merced,2019,3
DE ANZA,Riverside,2013,5
DE ANZA,Riverside,2014,8
DE ANZA,Riverside,2015,7
DE ANZA,Riverside,2016,11
DE ANZA,Riverside,2017,11
DE ANZA,Riverside,2018,11
DE ANZA,Riverside,2019,25
DE ANZA,Riverside,2020,17
DE ANZA,Riverside,2021,24
DE ANZA,Riverside,2022,36
DE ANZA,Riverside,2023,25
DE ANZA,Riverside,2024,9
DE ANZA,San Diego,2013,107
DE ANZA,San Diego,2014,145
DE ANZA,San Diego,2015,143
DE ANZA,San Diego,2016,148
DE ANZA,San Diego,2017,189
DE ANZA,San Diego,2018,150
DE ANZA,San Diego,2019,130
DE ANZA,San Diego,2020,152
DE ANZA,San Diego,2021,164
DE ANZA,San Diego,2022,191
DE ANZA,San Diego,2023,144
DE ANZA,San Diego,2024,137
DE ANZA,Santa Barbara,2013,40
DE ANZA,Santa Barbara,2014,37
DE ANZA,Santa Barbara,2015,50
DE ANZA,Santa Barbara,2016,43
DE ANZA,Santa Barbara,2017,50
DE ANZA,Santa Barbara,2018,52
DE ANZA,Santa Barbara,2019,83
DE ANZA,Santa Barbara,2020,57
DE ANZA,Santa Barbara,2021,83
DE ANZA,Santa Barbara,2022,57
DE ANZA,Santa Barbara,2023,51
DE ANZA,Santa Barbara,2024,49
DE ANZA,Santa Cruz,2013,40
DE ANZA,Santa Cruz,2014,30
DE ANZA,Santa Cruz,2015,40
DE ANZA,Santa Cruz,2016,31
DE ANZA,Santa Cruz,2017,42
DE ANZA,Santa Cruz,2018,67
DE ANZA,Santa Cruz,2019,120
DE ANZA,Santa Cruz,2020,88
DE ANZA,Santa Cruz,2021,79
DE ANZA,Santa Cruz,2022,118
DE ANZA,Santa Cruz,2023,70
DE ANZA,Santa Cruz,2024,76
DESERT,Berkeley,2015,9
DESERT,Berkeley,2023,3
DESERT,Berkeley,2024,3
DESERT,Irvine,2019,5
DESERT,Irvine,2021,3
DESERT,Irvine,2023,3
DESERT,Los Angeles,2016,6
DESERT,Los Angeles,2018,3
DESERT,Los Angeles,2020,3
DESERT,Los Angeles,2021,7
DESERT,Los Angeles,2022,5
DESERT,Los Angeles,2023,3
DESERT,Riverside,2015,8
DESERT,Riverside,2016,11
DESERT,Riverside,2017,4
DESERT,Riverside,2019,28
DESERT,Riverside,2020,23
DESERT,Riverside,2021,32
DESERT,Riverside,2022,23
DESERT,Riverside,2023,15
DESERT,Riverside,2024,9
DESERT,San Diego,2016,8
DESERT,San Diego,2017,6
DESERT,San Diego,2018,7
DESERT,San Diego,2019,4
DESERT,San Diego,2020,7
DESERT,San Diego,2021,3
DESERT,San Diego,2022,10
DESERT,San Diego,2023,6
DESERT,San Diego,2024,6
DESERT,Santa Barbara,2019,4
DIABLO VALLEY,Berkeley,2013,233
DIABLO VALLEY,Berkeley,2014,231
DIABLO VALLEY,Berkeley,2015,250
DIABLO VALLEY,Berkeley,2016,227
DIABLO VALLEY,Berkeley,2017,260
DIABLO VALLEY,Berkeley,2018,296
DIABLO VALLEY,Berkeley,2019,231
DIABLO VALLEY,Berkeley,2020,245
DIABLO VALLEY,Berkeley,2021,182
DIABLO VALLEY,Berkeley,2022,226
DIABLO VALLEY,Berkeley,2023,251
DIABLO VALLEY,Berkeley,2024,202
DIABLO VALLEY,Davis,2013,166
DIABLO VALLEY,Davis,2014,169
DIABLO VALLEY,Davis,2015,210
DIABLO VALLEY,Davis,2016,204
DIABLO VALLEY,Davis,2017,205
DIABLO VALLEY,Davis,2018,225
DIABLO VALLEY,Davis,2019,256
DIABLO VALLEY,Davis,2020,184
DIABLO VALLEY,Davis,2021,225
DIABLO VALLEY,Davis,2022,185
DIABLO VALLEY,Davis,2023,207
DIABLO VALLEY,Davis,2024,142
DIABLO VALLEY,Irvine,2015,19
DIABLO VALLEY,Irvine,2016,26
DIABLO VALLEY,Irvine,2017,23
DIABLO VALLEY,Irvine,2018,49
DIABLO VALLEY,Irvine,2019,23
DIABLO VALLEY,Irvine,2020,44
DIABLO VALLEY,Irvine,2021,37
DIABLO VALLEY,Irvine,2022,36
DIABLO VALLEY,Irvine,2023,30
DIABLO VALLEY,Irvine,2024,51
DIABLO VALLEY,Los Angeles,2013,79
DIABLO VALLEY,Los Angeles,2014,62
DIABLO VALLEY,Los Angeles,2015,79
DIABLO VALLEY,Los Angeles,2016,72
DIABLO VALLEY,Los Angeles,2017,79
DIABLO VALLEY,Los Angeles,2018,50
DIABLO VALLEY,Los Angeles,2019,72
DIABLO VALLEY,Los Angeles,2020,50
DIABLO VALLEY,Los Angeles,2021,94
DIABLO VALLEY,Los Angeles,2022,76
DIABLO VALLEY,Los Angeles,2023,62
DIABLO VALLEY,Los Angeles,2024,56
DIABLO VALLEY,Merced,2019,3
DIABLO VALLEY,Riverside,2013,6
DIABLO VALLEY,Riverside,2014,7
DIABLO VALLEY,Riverside,2015,4
DIABLO VALLEY,Riverside,2016,6
DIABLO VALLEY,Riverside,2017,4
DIABLO VALLEY,Riverside,2018,3
DIABLO VALLEY,Riverside,2019,6
DIABLO VALLEY,Riverside,2020,14
DIABLO VALLEY,Riverside,2021,14
DIABLO VALLEY,Riverside,2022,9
DIABLO VALLEY,Riverside,2023,10
DIABLO VALLEY,Riverside,2024,3
DIABLO VALLEY,San Diego,2013,52
DIABLO VALLEY,San Diego,2014,83
DIABLO VALLEY,San Diego,2015,83
DIABLO VALLEY,San Diego,2016,99
DIABLO VALLEY,San Diego,2017,111
DIABLO VALLEY,San Diego,2018,91
DIABLO VALLEY,San Diego,2019,110
DIABLO VALLEY,San Diego,2020,106
DIABLO VALLEY,San Diego,2021,84
DIABLO VALLEY,San Diego,2022,89
DIABLO VALLEY,San Diego,2023,67
DIABLO VALLEY,San Diego,2024,96
DIABLO VALLEY,Santa Barbara,2013,15
DIABLO VALLEY,Santa Barbara,2014,22
DIABLO VALLEY,Santa Barbara,2015,26
DIABLO VALLEY,Santa Barbara,2016,29
DIABLO VALLEY,Santa Barbara,2017,48
DIABLO VALLEY,Santa Barbara,2018,46
DIABLO VALLEY,Santa Barbara,2019,67
DIABLO VALLEY,Santa Barbara,2020,58
DIABLO VALLEY,Santa Barbara,2021,57
DIABLO VALLEY,Santa Barbara,2022,69
DIABLO VALLEY,Santa Barbara,2023,49
DIABLO VALLEY,Santa Barbara,2024,37
DIABLO VALLEY,Santa Cruz,2013,23
DIABLO VALLEY,Santa Cruz,2014,19
DIABLO VALLEY,Santa Cruz,2015,19
DIABLO VALLEY,Santa Cruz,2016,31
DIABLO VALLEY,Santa Cruz,2017,34
DIABLO VALLEY,Santa Cruz,2018,33
DIABLO VALLEY,Santa Cruz,2019,70
DIABLO VALLEY,Santa Cruz,2020,44
DIABLO VALLEY,Santa Cruz,2021,65
DIABLO VALLEY,Santa Cruz,2022,59
DIABLO VALLEY,Santa Cruz,2023,62
DIABLO VALLEY,Santa Cruz,2024,39
EAST LOS ANGELES,Berkeley,2013,16
EAST LOS ANGELES,Berkeley,2014,14
EAST LOS ANGELES,Berkeley,2015,8
EAST LOS ANGELES,Berkeley,2016,9
EAST LOS ANGELES,Berkeley,2017,7
EAST LOS ANGELES,Berkeley,2018,9
EAST LOS ANGELES,Berkeley,2019,23
EAST LOS ANGELES,Berkeley,2020,9
EAST LOS ANGELES,Berkeley,2021,3
EAST LOS ANGELES,Berkeley,2022,6
EAST LOS ANGELES,Berkeley,2023,6
EAST LOS ANGELES,Davis,2014,4
EAST LOS ANGELES,Davis,2016,14
EAST LOS ANGELES,Davis,2017,7
EAST LOS ANGELES,Davis,2018,7
EAST LOS ANGELES,Davis,2019,6
EAST LOS ANGELES,Davis,2021,3
EAST LOS ANGELES,Davis,2022,10
EAST LOS ANGELES,Davis,2023,3
EAST LOS ANGELES,Irvine,2013,16
EAST LOS ANGELES,Irvine,2014,19
EAST LOS ANGELES,Irvine,2015,18
EAST LOS ANGELES,Irvine,2016,18
EAST LOS ANGELES,Irvine,2017,35
EAST LOS ANGELES,Irvine,2018,54
EAST LOS ANGELES,Irvine,2019,27
EAST LOS ANGELES,Irvine,2020,46
EAST LOS ANGELES,Irvine,2021,25
EAST LOS ANGELES,Irvine,2022,48
EAST LOS ANGELES,Irvine,2023,29
EAST LOS ANGELES,Irvine,2024,16
EAST LOS ANGELES,Los Angeles,2013,50
EAST LOS ANGELES,Los Angeles,2014,49
EAST LOS ANGELES,Los Angeles,2015,47
EAST LOS ANGELES,Los Angeles,2016,43
EAST LOS ANGELES,Los Angeles,2017,67
EAST LOS ANGELES,Los Angeles,2018,50
EAST LOS ANGELES,Los Angeles,2019,64
EAST LOS ANGELES,Los Angeles,2020,46
EAST LOS ANGELES,Los Angeles,2021,63
EAST LOS ANGELES,Los Angeles,2022,41
EAST LOS ANGELES,Los Angeles,2023,41
EAST LOS ANGELES,Los Angeles,2024,17
EAST LOS ANGELES,Merced,2016,3
EAST LOS ANGELES,Merced,2022,3
EAST LOS ANGELES,Riverside,2013,21
EAST LOS ANGELES,Riverside,2014,19
EAST LOS ANGELES,Riverside,2015,21
EAST LOS ANGELES,Riverside,2016,26
EAST LOS ANGELES,Riverside,2017,12
EAST LOS ANGELES,Riverside,2018,13
EAST LOS ANGELES,Riverside,2019,30
EAST LOS ANGELES,Riverside,2020,37
EAST LOS ANGELES,Riverside,2021,27
EAST LOS ANGELES,Riverside,2022,23
EAST LOS ANGELES,Riverside,2023,4
EAST LOS ANGELES,Riverside,2024,7
EAST LOS ANGELES,San Diego,2013,7
EAST LOS ANGELES,San Diego,2014,15
EAST LOS ANGELES,San Diego,2015,12
EAST LOS ANGELES,San Diego,2016,13
EAST LOS ANGELES,San Diego,2017,29
EAST LOS ANGELES,San Diego,2018,30
EAST LOS ANGELES,San Diego,2019,23
EAST LOS ANGELES,San Diego,2020,19
EAST LOS ANGELES,San Diego,2021,39
EAST LOS ANGELES,San Diego,2022,24
EAST LOS ANGELES,San Diego,2023,16
EAST LOS ANGELES,San Diego,2024,16
EAST LOS ANGELES,Santa Barbara,2013,18
EAST LOS ANGELES,Santa Barbara,2014,14
EAST LOS ANGELES,Santa Barbara,2015,19
EAST LOS ANGELES,Santa Barbara,2016,19
EAST LOS ANGELES,Santa Barbara,2017,21
EAST LOS ANGELES,Santa Barbara,2018,19
EAST LOS ANGELES,Santa Barbara,2019,17
EAST LOS ANGELES,Santa Barbara,2020,13
EAST LOS ANGELES,Santa Barbara,2021,18
EAST LOS ANGELES,Santa Barbara,2022,10
EAST LOS ANGELES,Santa Barbara,2023,20
EAST LOS ANGELES,Santa Cruz,2017,6
EAST LOS ANGELES,Santa Cruz,2018,8
EAST LOS ANGELES,Santa Cruz,2019,11
EAST LOS ANGELES,Santa Cruz,2021,3
EL CAMINO,Berkeley,2013,26
EL CAMINO,Berkeley,2014,26
EL CAMINO,Berkeley,2015,11
EL CAMINO,Berkeley,2016,13
EL CAMINO,Berkeley,2017,16
EL CAMINO,Berkeley,2018,23
EL CAMINO,Berkeley,2019,20
EL CAMINO,Berkeley,2020,25
EL CAMINO,Berkeley,2021,18
EL CAMINO,Berkeley,2022,7
EL CAMINO,Berkeley,2023,13
EL CAMINO,Berkeley,2024,11
EL CAMINO,Davis,2013,6
EL CAMINO,Davis,2015,9
EL CAMINO,Davis,2016,3
EL CAMINO,Davis,2017,5
EL CAMINO,Davis,2018,9
EL CAMINO,Davis,2020,6
EL CAMINO,Davis,2021,10
EL CAMINO,Davis,2022,7
EL CAMINO,Davis,2023,8
EL CAMINO,Davis,2024,7
EL CAMINO,Irvine,2013,39
EL CAMINO,Irvine,2014,55
EL CAMINO,Irvine,2015,25
EL CAMINO,Irvine,2016,46
EL CAMINO,Irvine,2017,64
EL CAMINO,Irvine,2018,51
EL CAMINO,Irvine,2019,50
EL CAMINO,Irvine,2020,46
EL CAMINO,Irvine,2021,40
EL CAMINO,Irvine,2022,56
EL CAMINO,Irvine,2023,62
EL CAMINO,Irvine,2024,43
EL CAMINO,Los Angeles,2013,98
EL CAMINO,Los Angeles,2014,89
EL CAMINO,Los Angeles,2015,83
EL CAMINO,Los Angeles,2016,89
EL CAMINO,Los Angeles,2017,92
EL CAMINO,Los Angeles,2018,97
EL CAMINO,Los Angeles,2019,106
EL CAMINO,Los Angeles,2020,116
EL CAMINO,Los Angeles,2021,81
EL CAMINO,Los Angeles,2022,91
EL CAMINO,Los Angeles,2023,134
EL CAMINO,Los Angeles,2024,124
EL CAMINO,Riverside,2013,13
EL CAMINO,Riverside,2014,10
EL CAMINO,Riverside,2015,10
EL CAMINO,Riverside,2016,16
EL CAMINO,Riverside,2017,9
EL CAMINO,Riverside,2018,13
EL CAMINO,Riverside,2019,22
EL CAMINO,Riverside,2020,21
EL CAMINO,Riverside,2021,38
EL CAMINO,Riverside,2022,39
EL CAMINO,Riverside,2023,15
EL CAMINO,Riverside,2024,12
EL CAMINO,San Diego,2013,24
EL CAMINO,San Diego,2014,38
EL CAMINO,San Diego,2015,24
EL CAMINO,San Diego,2016,28
EL CAMINO,San Diego,2017,13
EL CAMINO,San Diego,2018,27
EL CAMINO,San Diego,2019,25
EL CAMINO,San Diego,2020,30
EL CAMINO,San Diego,2021,22
EL CAMINO,San Diego,2022,34
EL CAMINO,San Diego,2023,18
EL CAMINO,San Diego,2024,22
EL CAMINO,Santa Barbara,2013,13
EL CAMINO,Santa Barbara,2014,15
EL CAMINO,Santa Barbara,2015,25
EL CAMINO,Santa Barbara,2016,11
EL CAMINO,Santa Barbara,2017,36
EL CAMINO,Santa Barbara,2018,34
EL CAMINO,Santa Barbara,2019,29
EL CAMINO,Santa Barbara,2020,39
EL CAMINO,Santa Barbara,2021,34
EL CAMINO,Santa Barbara,2022,29
EL CAMINO,Santa Barbara,2023,32
EL CAMINO,Santa Barbara,2024,23
EL CAMINO,Santa Cruz,2013,7
EL CAMINO,Santa Cruz,2014,4
EL CAMINO,Santa Cruz,2015,7
EL CAMINO,Santa Cruz,2016,3
EL CAMINO,Santa Cruz,2017,9
EL CAMINO,Santa Cruz,2018,3
EL CAMINO,Santa Cruz,2019,16
EL CAMINO,Santa Cruz,2020,10
EL CAMINO,Santa Cruz,2021,16
EL CAMINO,Santa Cruz,2022,9
EL CAMINO,Santa Cruz,2023,5
EL CAMINO,Santa Cruz,2024,4
EVERGREEN VALLEY,Berkeley,2020,3
EVERGREEN VALLEY,Berkeley,2023,3
EVERGREEN VALLEY,Berkeley,2024,3
EVERGREEN VALLEY,Davis,2013,11
EVERGREEN VALLEY,Davis,2014,4
EVERGREEN VALLEY,Davis,2015,8
EVERGREEN VALLEY,Davis,2016,3
EVERGREEN VALLEY,Davis,2017,4
EVERGREEN VALLEY,Davis,2019,3
EVERGREEN VALLEY,Davis,2021,4
EVERGREEN VALLEY,Davis,2022,3
EVERGREEN VALLEY,Davis,2023,6
EVERGREEN VALLEY,Davis,2024,8
EVERGREEN VALLEY,Irvine,2021,3
EVERGREEN VALLEY,Irvine,2022,3
EVERGREEN VALLEY,Los Angeles,2020,4
EVERGREEN VALLEY,Los Angeles,2022,3
EVERGREEN VALLEY,Riverside,2022,3
EVERGREEN VALLEY,Riverside,2023,3
EVERGREEN VALLEY,San Diego,2019,4
EVERGREEN VALLEY,San Diego,2023,3
EVERGREEN VALLEY,Santa Cruz,2013,3
EVERGREEN VALLEY,Santa Cruz,2016,3
EVERGREEN VALLEY,Santa Cruz,2017,4
EVERGREEN VALLEY,Santa Cruz,2018,3
EVERGREEN VALLEY,Santa Cruz,2019,9
EVERGREEN VALLEY,Santa Cruz,2020,7
EVERGREEN VALLEY,Santa Cruz,2021,9
EVERGREEN VALLEY,Santa Cruz,2024,7
FOLSOM LAKE,Berkeley,2013,3
FOLSOM LAKE,Berkeley,2020,3
FOLSOM LAKE,Berkeley,2021,3
FOLSOM LAKE,Berkeley,2023,5
FOLSOM LAKE,Davis,2013,25
FOLSOM LAKE,Davis,2014,24
FOLSOM LAKE,Davis,2015,29
FOLSOM LAKE,Davis,2016,21
FOLSOM LAKE,Davis,2017,43
FOLSOM LAKE,Davis,2018,20
FOLSOM LAKE,Davis,2019,33
FOLSOM LAKE,Davis,2020,38
FOLSOM LAKE,Davis,2021,29
FOLSOM LAKE,Davis,2022,26
FOLSOM LAKE,Davis,2023,31
FOLSOM LAKE,Davis,2024,55
FOLSOM LAKE,Irvine,2024,3
FOLSOM LAKE,Los Angeles,2023,10
FOLSOM LAKE,Los Angeles,2024,6
FOLSOM LAKE,Riverside,2021,3
FOLSOM LAKE,San Diego,2023,7
FOLSOM LAKE,San Diego,2024,3
FOLSOM LAKE,Santa Barbara,2013,4
FOLSOM LAKE,Santa Barbara,2017,3
FOLSOM LAKE,Santa Barbara,2019,3
FOLSOM LAKE,Santa Barbara,2021,9
FOLSOM LAKE,Santa Barbara,2023,3
FOLSOM LAKE,Santa Barbara,2024,9
FOLSOM LAKE,Santa Cruz,2013,3
FOLSOM LAKE,Santa Cruz,2016,6
FOLSOM LAKE,Santa Cruz,2019,6
FOLSOM LAKE,Santa Cruz,2020,3
FOLSOM LAKE,Santa Cruz,2021,3
FOLSOM LAKE,Santa Cruz,2023,3
FOOTHILL,Berkeley,2013,44
FOOTHILL,Berkeley,2014,40
FOOTHILL,Berkeley,2015,28
FOOTHILL,Berkeley,2016,28
FOOTHILL,Berkeley,2017,51
FOOTHILL,Berkeley,2018,36
FOOTHILL,Berkeley,2019,43
FOOTHILL,Berkeley,2020,61
FOOTHILL,Berkeley,2021,35
FOOTHILL,Berkeley,2022,50
FOOTHILL,Berkeley,2023,23
FOOTHILL,Berkeley,2024,33
FOOTHILL,Davis,2013,87
FOOTHILL,Davis,2014,79
FOOTHILL,Davis,2015,80
FOOTHILL,Davis,2016,95
FOOTHILL,Davis,2017,118
FOOTHILL,Davis,2018,87
FOOTHILL,Davis,2019,61
FOOTHILL,Davis,2020,52
FOOTHILL,Davis,2021,43
FOOTHILL,Davis,2022,48
FOOTHILL,Davis,2023,23
FOOTHILL,Davis,2024,18
FOOTHILL,Irvine,2013,3
FOOTHILL,Irvine,2014,11
FOOTHILL,Irvine,2015,18
FOOTHILL,Irvine,2016,6
FOOTHILL,Irvine,2017,11
FOOTHILL,Irvine,2018,27
FOOTHILL,Irvine,2019,18
FOOTHILL,Irvine,2020,10
FOOTHILL,Irvine,2021,18
FOOTHILL,Irvine,2022,15
