cc_name,uc_campus,year,total_major_enrolls
LOS ANGELES PIERCE,Los Angeles,2013,113
LOS ANGELES PIERCE,Los Angeles,2014,94
LOS ANGELES PIERCE,Los Angeles,2015,98
LOS ANGELES PIERCE,Los Angeles,2016,98
LOS ANGELES PIERCE,Los Angeles,2017,76
LOS ANGELES PIERCE,Los Angeles,2018,117
LOS ANGELES PIERCE,Los Angeles,2019,128
LOS ANGELES PIERCE,Los Angeles,2020,132
LOS ANGELES PIERCE,Los Angeles,2021,147
LOS ANGELES PIERCE,Los Angeles,2022,137
LOS ANGELES PIERCE,Los Angeles,2023,147
LOS ANGELES PIERCE,Los Angeles,2024,141
LOS ANGELES PIERCE,Riverside,2018,6
LOS ANGELES PIERCE,Riverside,2020,13
LOS ANGELES PIERCE,Riverside,2021,11
LOS ANGELES PIERCE,Riverside,2022,14
LOS ANGELES PIERCE,Riverside,2023,3
LOS ANGELES PIERCE,San Diego,2013,12
LOS ANGELES PIERCE,San Diego,2014,17
LOS ANGELES PIERCE,San Diego,2015,9
LOS ANGELES PIERCE,San Diego,2016,11
LOS ANGELES PIERCE,San Diego,2017,13
LOS ANGELES PIERCE,San Diego,2018,5
LOS ANGELES PIERCE,San Diego,2019,10
LOS ANGELES PIERCE,San Diego,2020,8
LOS ANGELES PIERCE,San Diego,2021,13
LOS ANGELES PIERCE,San Diego,2022,14
LOS ANGELES PIERCE,San Diego,2023,27
LOS ANGELES PIERCE,San Diego,2024,15
LOS ANGELES PIERCE,Santa Barbara,2013,33
LOS ANGELES PIERCE,Santa Barbara,2014,25
LOS ANGELES PIERCE,Santa Barbara,2015,26
LOS ANGELES PIERCE,Santa Barbara,2016,16
LOS ANGELES PIERCE,Santa Barbara,2017,28
LOS ANGELES PIERCE,Santa Barbara,2018,46
LOS ANGELES PIERCE,Santa Barbara,2019,42
LOS ANGELES PIERCE,Santa Barbara,2020,24
LOS ANGELES PIERCE,Santa Barbara,2021,39
LOS ANGELES PIERCE,Santa Barbara,2022,32
LOS ANGELES PIERCE,Santa Barbara,2023,42
LOS ANGELES PIERCE,Santa Barbara,2024,29
LOS ANGELES PIERCE,Santa Cruz,2013,3
LOS ANGELES PIERCE,Santa Cruz,2014,3
LOS ANGELES PIERCE,Santa Cruz,2015,6
LOS ANGELES PIERCE,Santa Cruz,2016,5
LOS ANGELES PIERCE,Santa Cruz,2018,4
LOS ANGELES PIERCE,Santa Cruz,2021,4
LOS ANGELES PIERCE,Santa Cruz,2022,3
LOS ANGELES PIERCE,Santa Cruz,2024,6
LOS ANGELES SOUTHWEST,Los Angeles,2015,4
LOS ANGELES SOUTHWEST,Los Angeles,2017,3
LOS ANGELES SOUTHWEST,Los Angeles,2018,7
LOS ANGELES SOUTHWEST,Los Angeles,2023,3
LOS ANGELES TRADE-TECH,Irvine,2019,3
LOS ANGELES TRADE-TECH,Los Angeles,2019,3
LOS ANGELES TRADE-TECH,Los Angeles,2021,3
LOS ANGELES VALLEY,Berkeley,2013,4
LOS ANGELES VALLEY,Berkeley,2014,3
LOS ANGELES VALLEY,Berkeley,2016,3
LOS ANGELES VALLEY,Berkeley,2018,3
LOS ANGELES VALLEY,Berkeley,2019,3
LOS ANGELES VALLEY,Berkeley,2020,3
LOS ANGELES VALLEY,Berkeley,2022,3
LOS ANGELES VALLEY,Berkeley,2024,4
LOS ANGELES VALLEY,Davis,2018,4
LOS ANGELES VALLEY,Irvine,2013,3
LOS ANGELES VALLEY,Irvine,2015,3
LOS ANGELES VALLEY,Irvine,2016,5
LOS ANGELES VALLEY,Irvine,2017,3
LOS ANGELES VALLEY,Irvine,2018,4
LOS ANGELES VALLEY,Irvine,2019,4
LOS ANGELES VALLEY,Irvine,2021,3
LOS ANGELES VALLEY,Irvine,2022,3
LOS ANGELES VALLEY,Irvine,2024,3
LOS ANGELES VALLEY,Los Angeles,2013,63
LOS ANGELES VALLEY,Los Angeles,2014,45
LOS ANGELES VALLEY,Los Angeles,2015,61
LOS ANGELES VALLEY,Los Angeles,2016,24
LOS ANGELES VALLEY,Los Angeles,2017,46
LOS ANGELES VALLEY,Los Angeles,2018,56
LOS ANGELES VALLEY,Los Angeles,2019,62
LOS ANGELES VALLEY,Los Angeles,2020,38
LOS ANGELES VALLEY,Los Angeles,2021,58
LOS ANGELES VALLEY,Los Angeles,2022,48
LOS ANGELES VALLEY,Los Angeles,2023,45
LOS ANGELES VALLEY,Los Angeles,2024,59
LOS ANGELES VALLEY,Riverside,2015,3
LOS ANGELES VALLEY,Riverside,2016,3
LOS ANGELES VALLEY,Riverside,2018,3
LOS ANGELES VALLEY,Riverside,2021,8
LOS ANGELES VALLEY,Riverside,2022,3
LOS ANGELES VALLEY,San Diego,2018,3
LOS ANGELES VALLEY,San Diego,2019,3
LOS ANGELES VALLEY,San Diego,2020,3
LOS ANGELES VALLEY,San Diego,2021,3
LOS ANGELES VALLEY,San Diego,2022,3
LOS ANGELES VALLEY,Santa Barbara,2013,3
LOS ANGELES VALLEY,Santa Barbara,2014,3
LOS ANGELES VALLEY,Santa Barbara,2015,6
LOS ANGELES VALLEY,Santa Barbara,2016,13
LOS ANGELES VALLEY,Santa Barbara,2017,6
LOS ANGELES VALLEY,Santa Barbara,2018,13
LOS ANGELES VALLEY,Santa Barbara,2019,14
LOS ANGELES VALLEY,Santa Barbara,2020,4
LOS ANGELES VALLEY,Santa Barbara,2021,20
LOS ANGELES VALLEY,Santa Barbara,2022,10
LOS ANGELES VALLEY,Santa Barbara,2023,4
LOS ANGELES VALLEY,Santa Cruz,2015,3
LOS ANGELES VALLEY,Santa Cruz,2016,3
LOS ANGELES VALLEY,Santa Cruz,2017,3
LOS ANGELES VALLEY,Santa Cruz,2018,3
LOS ANGELES VALLEY,Santa Cruz,2021,3
LOS ANGELES VALLEY,Santa Cruz,2022,3
LOS MEDANOS,Berkeley,2013,6
LOS MEDANOS,Berkeley,2014,11
LOS MEDANOS,Berkeley,2015,3
LOS MEDANOS,Berkeley,2016,6
LOS MEDANOS,Berkeley,2017,10
LOS MEDANOS,Berkeley,2018,9
LOS MEDANOS,Berkeley,2019,14
LOS MEDANOS,Berkeley,2020,11
LOS MEDANOS,Berkeley,2021,3
LOS MEDANOS,Berkeley,2022,7
LOS MEDANOS,Berkeley,2023,18
LOS MEDANOS,Davis,2013,21
LOS MEDANOS,Davis,2014,22
LOS MEDANOS,Davis,2015,15
LOS MEDANOS,Davis,2016,19
LOS MEDANOS,Davis,2017,18
LOS MEDANOS,Davis,2018,19
LOS MEDANOS,Davis,2019,16
LOS MEDANOS,Davis,2020,26
LOS MEDANOS,Davis,2021,17
LOS MEDANOS,Davis,2022,14
LOS MEDANOS,Davis,2023,28
LOS MEDANOS,Davis,2024,16
LOS MEDANOS,Irvine,2021,3
LOS MEDANOS,Los Angeles,2023,3
LOS MEDANOS,Riverside,2016,4
LOS MEDANOS,Riverside,2022,5
LOS MEDANOS,San Diego,2020,3
LOS MEDANOS,San Diego,2022,3
LOS MEDANOS,Santa Barbara,2017,7
LOS MEDANOS,Santa Barbara,2018,4
LOS MEDANOS,Santa Barbara,2023,3
LOS MEDANOS,Santa Cruz,2016,3
LOS MEDANOS,Santa Cruz,2018,4
LOS MEDANOS,Santa Cruz,2019,3
LOS MEDANOS,Santa Cruz,2021,4
MARIN,Berkeley,2013,17
MARIN,Berkeley,2014,14
MARIN,Berkeley,2015,6
MARIN,Berkeley,2016,13
MARIN,Berkeley,2017,7
MARIN,Berkeley,2018,14
MARIN,Berkeley,2019,17
MARIN,Berkeley,2020,22
MARIN,Berkeley,2021,17
MARIN,Berkeley,2022,25
MARIN,Berkeley,2023,14
MARIN,Berkeley,2024,16
MARIN,Davis,2013,11
MARIN,Davis,2014,10
MARIN,Davis,2015,14
MARIN,Davis,2016,6
MARIN,Davis,2017,19
MARIN,Davis,2018,18
MARIN,Davis,2019,11
MARIN,Davis,2020,15
MARIN,Davis,2021,3
MARIN,Davis,2022,19
MARIN,Davis,2023,10
MARIN,Davis,2024,19
MARIN,Irvine,2020,3
MARIN,Los Angeles,2021,3
MARIN,Los Angeles,2024,6
MARIN,San Diego,2016,3
MARIN,San Diego,2022,6
MARIN,Santa Barbara,2014,3
MARIN,Santa Barbara,2015,3
MARIN,Santa Barbara,2017,3
MARIN,Santa Barbara,2018,10
MARIN,Santa Barbara,2020,7
MARIN,Santa Barbara,2021,13
MARIN,Santa Barbara,2022,15
MARIN,Santa Barbara,2023,7
MARIN,Santa Barbara,2024,4
MARIN,Santa Cruz,2014,3
MARIN,Santa Cruz,2017,3
MARIN,Santa Cruz,2018,7
MARIN,Santa Cruz,2019,8
MARIN,Santa Cruz,2020,10
MARIN,Santa Cruz,2021,4
MARIN,Santa Cruz,2022,10
MARIN,Santa Cruz,2023,4
MARIN,Santa Cruz,2024,3
MENDOCINO,Davis,2024,3
MERCED,Davis,2013,3
MERCED,Davis,2017,4
MERCED,Davis,2020,3
MERCED,Merced,2013,40
MERCED,Merced,2014,36
MERCED,Merced,2015,16
MERCED,Merced,2016,19
MERCED,Merced,2017,40
MERCED,Merced,2018,47
MERCED,Merced,2019,59
MERCED,Merced,2020,66
MERCED,Merced,2021,58
MERCED,Merced,2022,61
MERCED,Merced,2023,63
MERCED,Merced,2024,81
MERCED,San Diego,2024,3
MERCED,Santa Barbara,2014,4
MERCED,Santa Cruz,2020,4
MERCED,Santa Cruz,2023,3
MERCED,Santa Cruz,2024,6
MERRITT,Berkeley,2014,7
MERRITT,Berkeley,2015,3
MERRITT,Berkeley,2016,5
MERRITT,Berkeley,2017,8
MERRITT,Berkeley,2018,3
MERRITT,Berkeley,2019,3
MERRITT,Berkeley,2021,3
MERRITT,Berkeley,2024,4
MERRITT,Davis,2015,3
MERRITT,Davis,2016,3
MERRITT,Davis,2019,3
MERRITT,Davis,2020,7
MERRITT,Davis,2022,3
MIRACOSTA,Berkeley,2013,6
MIRACOSTA,Berkeley,2014,7
MIRACOSTA,Berkeley,2015,3
MIRACOSTA,Berkeley,2016,3
MIRACOSTA,Berkeley,2018,9
MIRACOSTA,Berkeley,2019,13
MIRACOSTA,Berkeley,2020,13
MIRACOSTA,Berkeley,2021,27
MIRACOSTA,Berkeley,2022,10
MIRACOSTA,Berkeley,2023,15
MIRACOSTA,Berkeley,2024,7
MIRACOSTA,Davis,2013,3
MIRACOSTA,Davis,2014,3
MIRACOSTA,Davis,2016,6
MIRACOSTA,Davis,2017,3
MIRACOSTA,Davis,2019,3
MIRACOSTA,Davis,2020,3
MIRACOSTA,Davis,2023,3
MIRACOSTA,Davis,2024,8
MIRACOSTA,Irvine,2013,3
MIRACOSTA,Irvine,2014,7
MIRACOSTA,Irvine,2016,3
MIRACOSTA,Irvine,2017,4
MIRACOSTA,Irvine,2018,6
MIRACOSTA,Irvine,2019,19
MIRACOSTA,Irvine,2020,21
MIRACOSTA,Irvine,2021,3
MIRACOSTA,Irvine,2022,23
MIRACOSTA,Irvine,2023,4
MIRACOSTA,Irvine,2024,6
MIRACOSTA,Los Angeles,2013,6
MIRACOSTA,Los Angeles,2014,16
MIRACOSTA,Los Angeles,2015,6
MIRACOSTA,Los Angeles,2016,10
MIRACOSTA,Los Angeles,2017,22
MIRACOSTA,Los Angeles,2018,7
MIRACOSTA,Los Angeles,2019,21
MIRACOSTA,Los Angeles,2020,23
MIRACOSTA,Los Angeles,2021,38
MIRACOSTA,Los Angeles,2022,17
MIRACOSTA,Los Angeles,2023,23
MIRACOSTA,Los Angeles,2024,33
MIRACOSTA,Riverside,2016,4
MIRACOSTA,Riverside,2018,3
MIRACOSTA,Riverside,2019,7
MIRACOSTA,Riverside,2020,17
MIRACOSTA,Riverside,2021,9
MIRACOSTA,Riverside,2022,3
MIRACOSTA,San Diego,2013,114
MIRACOSTA,San Diego,2014,108
MIRACOSTA,San Diego,2015,102
MIRACOSTA,San Diego,2016,89
MIRACOSTA,San Diego,2017,103
MIRACOSTA,San Diego,2018,72
MIRACOSTA,San Diego,2019,133
MIRACOSTA,San Diego,2020,97
MIRACOSTA,San Diego,2021,122
MIRACOSTA,San Diego,2022,102
MIRACOSTA,San Diego,2023,104
MIRACOSTA,San Diego,2024,68
MIRACOSTA,Santa Barbara,2013,3
MIRACOSTA,Santa Barbara,2014,15
MIRACOSTA,Santa Barbara,2015,4
MIRACOSTA,Santa Barbara,2016,4
MIRACOSTA,Santa Barbara,2017,12
MIRACOSTA,Santa Barbara,2018,20
MIRACOSTA,Santa Barbara,2019,28
MIRACOSTA,Santa Barbara,2020,21
MIRACOSTA,Santa Barbara,2021,15
MIRACOSTA,Santa Barbara,2022,25
MIRACOSTA,Santa Barbara,2023,22
MIRACOSTA,Santa Barbara,2024,18
MIRACOSTA,Santa Cruz,2013,9
MIRACOSTA,Santa Cruz,2014,3
MIRACOSTA,Santa Cruz,2018,4
MIRACOSTA,Santa Cruz,2019,9
MIRACOSTA,Santa Cruz,2020,7
MIRACOSTA,Santa Cruz,2021,3
MIRACOSTA,Santa Cruz,2022,10
MIRACOSTA,Santa Cruz,2023,8
MISSION,Berkeley,2021,3
MISSION,Davis,2014,7
MISSION,Davis,2015,20
MISSION,Davis,2016,3
MISSION,Davis,2017,12
MISSION,Davis,2019,4
MISSION,Davis,2020,3
MISSION,Davis,2021,10
MISSION,Davis,2022,3
MISSION,Davis,2023,6
MISSION,Los Angeles,2015,4
MISSION,Los Angeles,2020,3
MISSION,Riverside,2024,3
MISSION,San Diego,2019,7
MISSION,Santa Barbara,2021,3
MISSION,Santa Cruz,2014,3
MISSION,Santa Cruz,2018,8
MISSION,Santa Cruz,2019,7
MISSION,Santa Cruz,2020,6
MISSION,Santa Cruz,2022,7
MISSION,Santa Cruz,2023,12
MODESTO JUNIOR,Berkeley,2013,3
MODESTO JUNIOR,Berkeley,2014,3
MODESTO JUNIOR,Berkeley,2016,5
MODESTO JUNIOR,Berkeley,2017,3
MODESTO JUNIOR,Berkeley,2019,4
MODESTO JUNIOR,Berkeley,2020,4
MODESTO JUNIOR,Berkeley,2021,5
MODESTO JUNIOR,Berkeley,2023,3
MODESTO JUNIOR,Davis,2013,9
MODESTO JUNIOR,Davis,2014,17
MODESTO JUNIOR,Davis,2015,14
MODESTO JUNIOR,Davis,2016,9
MODESTO JUNIOR,Davis,2017,22
MODESTO JUNIOR,Davis,2018,18
MODESTO JUNIOR,Davis,2019,7
MODESTO JUNIOR,Davis,2020,17
MODESTO JUNIOR,Davis,2021,21
MODESTO JUNIOR,Davis,2022,15
MODESTO JUNIOR,Davis,2023,14
MODESTO JUNIOR,Davis,2024,15
MODESTO JUNIOR,Los Angeles,2013,3
MODESTO JUNIOR,Merced,2013,9
MODESTO JUNIOR,Merced,2017,5
MODESTO JUNIOR,Merced,2018,6
MODESTO JUNIOR,Merced,2019,10
MODESTO JUNIOR,Merced,2020,6
MODESTO JUNIOR,Merced,2021,10
MODESTO JUNIOR,Merced,2022,6
MODESTO JUNIOR,Merced,2023,3
MODESTO JUNIOR,Merced,2024,6
MODESTO JUNIOR,Riverside,2020,5
MODESTO JUNIOR,Santa Barbara,2017,3
MODESTO JUNIOR,Santa Barbara,2019,3
MODESTO JUNIOR,Santa Barbara,2021,4
MODESTO JUNIOR,Santa Barbara,2022,3
MODESTO JUNIOR,Santa Cruz,2017,3
MODESTO JUNIOR,Santa Cruz,2019,4
MODESTO JUNIOR,Santa Cruz,2021,4
MODESTO JUNIOR,Santa Cruz,2022,6
MODESTO JUNIOR,Santa Cruz,2024,3
MONTEREY PENINSULA,Berkeley,2019,4
MONTEREY PENINSULA,Berkeley,2022,3
MONTEREY PENINSULA,Davis,2013,4
MONTEREY PENINSULA,Davis,2017,3
MONTEREY PENINSULA,Davis,2020,3
MONTEREY PENINSULA,Davis,2021,3
MONTEREY PENINSULA,Davis,2024,3
MONTEREY PENINSULA,Los Angeles,2021,3
MONTEREY PENINSULA,San Diego,2021,3
MONTEREY PENINSULA,Santa Barbara,2013,3
MONTEREY PENINSULA,Santa Barbara,2019,3
MONTEREY PENINSULA,Santa Barbara,2021,6
MONTEREY PENINSULA,Santa Barbara,2024,4
MONTEREY PENINSULA,Santa Cruz,2013,3
MONTEREY PENINSULA,Santa Cruz,2014,9
MONTEREY PENINSULA,Santa Cruz,2015,3
MONTEREY PENINSULA,Santa Cruz,2016,15
MONTEREY PENINSULA,Santa Cruz,2019,17
MONTEREY PENINSULA,Santa Cruz,2020,10
MONTEREY PENINSULA,Santa Cruz,2022,15
MONTEREY PENINSULA,Santa Cruz,2023,6
MONTEREY PENINSULA,Santa Cruz,2024,3
MOORPARK,Berkeley,2014,11
MOORPARK,Berkeley,2015,6
MOORPARK,Berkeley,2016,7
MOORPARK,Berkeley,2017,24
MOORPARK,Berkeley,2018,27
MOORPARK,Berkeley,2019,12
MOORPARK,Berkeley,2020,11
MOORPARK,Berkeley,2021,10
MOORPARK,Berkeley,2022,7
MOORPARK,Berkeley,2023,10
MOORPARK,Berkeley,2024,17
MOORPARK,Davis,2013,15
MOORPARK,Davis,2014,8
MOORPARK,Davis,2015,5
MOORPARK,Davis,2016,11
MOORPARK,Davis,2017,6
MOORPARK,Davis,2018,8
MOORPARK,Davis,2019,6
MOORPARK,Davis,2020,8
MOORPARK,Davis,2021,3
MOORPARK,Davis,2022,14
MOORPARK,Davis,2023,6
MOORPARK,Davis,2024,5
MOORPARK,Irvine,2013,9
MOORPARK,Irvine,2014,13
MOORPARK,Irvine,2015,6
MOORPARK,Irvine,2016,6
MOORPARK,Irvine,2017,7
MOORPARK,Irvine,2018,13
MOORPARK,Irvine,2019,22
MOORPARK,Irvine,2020,22
MOORPARK,Irvine,2021,13
MOORPARK,Irvine,2022,24
MOORPARK,Irvine,2023,7
MOORPARK,Irvine,2024,14
MOORPARK,Los Angeles,2013,71
MOORPARK,Los Angeles,2014,83
MOORPARK,Los Angeles,2015,52
MOORPARK,Los Angeles,2016,72
MOORPARK,Los Angeles,2017,80
MOORPARK,Los Angeles,2018,58
MOORPARK,Los Angeles,2019,88
MOORPARK,Los Angeles,2020,88
MOORPARK,Los Angeles,2021,88
MOORPARK,Los Angeles,2022,62
MOORPARK,Los Angeles,2023,66
MOORPARK,Los Angeles,2024,97
MOORPARK,Riverside,2015,3
MOORPARK,Riverside,2019,6
MOORPARK,Riverside,2020,3
MOORPARK,Riverside,2022,5
MOORPARK,Riverside,2023,7
MOORPARK,Riverside,2024,4
MOORPARK,San Diego,2013,3
MOORPARK,San Diego,2014,17
MOORPARK,San Diego,2015,28
MOORPARK,San Diego,2016,25
MOORPARK,San Diego,2017,21
MOORPARK,San Diego,2018,32
MOORPARK,San Diego,2019,14
MOORPARK,San Diego,2020,15
MOORPARK,San Diego,2021,19
MOORPARK,San Diego,2022,22
MOORPARK,San Diego,2023,31
MOORPARK,San Diego,2024,11
MOORPARK,Santa Barbara,2013,44
MOORPARK,Santa Barbara,2014,53
MOORPARK,Santa Barbara,2015,63
MOORPARK,Santa Barbara,2016,40
MOORPARK,Santa Barbara,2017,59
MOORPARK,Santa Barbara,2018,86
MOORPARK,Santa Barbara,2019,71
MOORPARK,Santa Barbara,2020,84
MOORPARK,Santa Barbara,2021,100
MOORPARK,Santa Barbara,2022,102
MOORPARK,Santa Barbara,2023,69
MOORPARK,Santa Barbara,2024,94
MOORPARK,Santa Cruz,2013,11
MOORPARK,Santa Cruz,2014,4
MOORPARK,Santa Cruz,2015,11
MOORPARK,Santa Cruz,2016,3
MOORPARK,Santa Cruz,2017,4
MOORPARK,Santa Cruz,2018,3
MOORPARK,Santa Cruz,2019,12
MOORPARK,Santa Cruz,2020,19
MOORPARK,Santa Cruz,2021,7
MOORPARK,Santa Cruz,2022,16
MOORPARK,Santa Cruz,2023,5
MORENO VALLEY,Irvine,2023,3
MORENO VALLEY,Los Angeles,2014,3
MORENO VALLEY,Riverside,2013,4
MORENO VALLEY,Riverside,2015,9
MORENO VALLEY,Riverside,2016,20
MORENO VALLEY,Riverside,2017,42
MORENO VALLEY,Riverside,2018,29
MORENO VALLEY,Riverside,2019,67
MORENO VALLEY,Riverside,2020,56
MORENO VALLEY,Riverside,2021,83
MORENO VALLEY,Riverside,2022,54
MORENO VALLEY,Riverside,2023,73
MORENO VALLEY,Riverside,2024,46
MORENO VALLEY,San Diego,2023,3
MOUNT SAN ANTONIO,Berkeley,2013,31
MOUNT SAN ANTONIO,Berkeley,2014,35
MOUNT SAN ANTONIO,Berkeley,2015,21
MOUNT SAN ANTONIO,Berkeley,2016,24
MOUNT SAN ANTONIO,Berkeley,2017,25
MOUNT SAN ANTONIO,Berkeley,2018,34
MOUNT SAN ANTONIO,Berkeley,2019,37
MOUNT SAN ANTONIO,Berkeley,2020,17
MOUNT SAN ANTONIO,Berkeley,2021,23
MOUNT SAN ANTONIO,Berkeley,2022,36
MOUNT SAN ANTONIO,Berkeley,2023,44
MOUNT SAN ANTONIO,Berkeley,2024,35
MOUNT SAN ANTONIO,Davis,2013,7
MOUNT SAN ANTONIO,Davis,2014,8
MOUNT SAN ANTONIO,Davis,2015,10
MOUNT SAN ANTONIO,Davis,2016,11
MOUNT SAN ANTONIO,Davis,2017,13
MOUNT SAN ANTONIO,Davis,2018,12
MOUNT SAN ANTONIO,Davis,2019,6
MOUNT SAN ANTONIO,Davis,2020,15
MOUNT SAN ANTONIO,Davis,2021,7
MOUNT SAN ANTONIO,Davis,2022,9
MOUNT SAN ANTONIO,Davis,2023,6
MOUNT SAN ANTONIO,Davis,2024,6
MOUNT SAN ANTONIO,Irvine,2013,59
MOUNT SAN ANTONIO,Irvine,2014,48
MOUNT SAN ANTONIO,Irvine,2015,42
MOUNT SAN ANTONIO,Irvine,2016,59
MOUNT SAN ANTONIO,Irvine,2017,57
MOUNT SAN ANTONIO,Irvine,2018,123
MOUNT SAN ANTONIO,Irvine,2019,79
MOUNT SAN ANTONIO,Irvine,2020,95
MOUNT SAN ANTONIO,Irvine,2021,75
MOUNT SAN ANTONIO,Irvine,2022,117
MOUNT SAN ANTONIO,Irvine,2023,78
MOUNT SAN ANTONIO,Irvine,2024,95
MOUNT SAN ANTONIO,Los Angeles,2013,82
MOUNT SAN ANTONIO,Los Angeles,2014,56
MOUNT SAN ANTONIO,Los Angeles,2015,64
MOUNT SAN ANTONIO,Los Angeles,2016,78
MOUNT SAN ANTONIO,Los Angeles,2017,76
MOUNT SAN ANTONIO,Los Angeles,2018,87
MOUNT SAN ANTONIO,Los Angeles,2019,77
MOUNT SAN ANTONIO,Los Angeles,2020,85
MOUNT SAN ANTONIO,Los Angeles,2021,91
MOUNT SAN ANTONIO,Los Angeles,2022,83
MOUNT SAN ANTONIO,Los Angeles,2023,83
MOUNT SAN ANTONIO,Los Angeles,2024,121
MOUNT SAN ANTONIO,Riverside,2013,49
MOUNT SAN ANTONIO,Riverside,2014,36
MOUNT SAN ANTONIO,Riverside,2015,38
MOUNT SAN ANTONIO,Riverside,2016,26
MOUNT SAN ANTONIO,Riverside,2017,34
MOUNT SAN ANTONIO,Riverside,2018,40
MOUNT SAN ANTONIO,Riverside,2019,76
MOUNT SAN ANTONIO,Riverside,2020,67
MOUNT SAN ANTONIO,Riverside,2021,92
MOUNT SAN ANTONIO,Riverside,2022,81
MOUNT SAN ANTONIO,Riverside,2023,56
MOUNT SAN ANTONIO,Riverside,2024,36
MOUNT SAN ANTONIO,San Diego,2013,23
MOUNT SAN ANTONIO,San Diego,2014,43
MOUNT SAN ANTONIO,San Diego,2015,67
MOUNT SAN ANTONIO,San Diego,2016,50
MOUNT SAN ANTONIO,San Diego,2017,38
MOUNT SAN ANTONIO,San Diego,2018,26
MOUNT SAN ANTONIO,San Diego,2019,47
MOUNT SAN ANTONIO,San Diego,2020,39
MOUNT SAN ANTONIO,San Diego,2021,39
MOUNT SAN ANTONIO,San Diego,2022,56
MOUNT SAN ANTONIO,San Diego,2023,44
MOUNT SAN ANTONIO,San Diego,2024,52
MOUNT SAN ANTONIO,Santa Barbara,2013,7
MOUNT SAN ANTONIO,Santa Barbara,2014,16
MOUNT SAN ANTONIO,Santa Barbara,2015,10
MOUNT SAN ANTONIO,Santa Barbara,2016,19
MOUNT SAN ANTONIO,Santa Barbara,2017,15
MOUNT SAN ANTONIO,Santa Barbara,2018,30
MOUNT SAN ANTONIO,Santa Barbara,2019,17
MOUNT SAN ANTONIO,Santa Barbara,2020,6
MOUNT SAN ANTONIO,Santa Barbara,2021,21
MOUNT SAN ANTONIO,Santa Barbara,2022,27
MOUNT SAN ANTONIO,Santa Barbara,2023,24
MOUNT SAN ANTONIO,Santa Barbara,2024,9
MOUNT SAN ANTONIO,Santa Cruz,2014,3
MOUNT SAN ANTONIO,Santa Cruz,2018,7
MOUNT SAN ANTONIO,Santa Cruz,2019,6
MOUNT SAN ANTONIO,Santa Cruz,2021,12
MOUNT SAN ANTONIO,Santa Cruz,2024,3
MOUNT SAN JACINTO,Berkeley,2013,3
MOUNT SAN JACINTO,Berkeley,2014,3
MOUNT SAN JACINTO,Berkeley,2022,3
MOUNT SAN JACINTO,Davis,2013,3
MOUNT SAN JACINTO,Davis,2016,3
MOUNT SAN JACINTO,Davis,2018,3
MOUNT SAN JACINTO,Irvine,2013,7
MOUNT SAN JACINTO,Irvine,2014,3
MOUNT SAN JACINTO,Irvine,2015,3
MOUNT SAN JACINTO,Irvine,2018,6
MOUNT SAN JACINTO,Irvine,2019,5
MOUNT SAN JACINTO,Irvine,2020,3
MOUNT SAN JACINTO,Irvine,2021,5
MOUNT SAN JACINTO,Irvine,2022,3
MOUNT SAN JACINTO,Irvine,2023,3
MOUNT SAN JACINTO,Irvine,2024,9
MOUNT SAN JACINTO,Los Angeles,2015,3
MOUNT SAN JACINTO,Los Angeles,2016,3
MOUNT SAN JACINTO,Los Angeles,2020,3
MOUNT SAN JACINTO,Los Angeles,2021,7
MOUNT SAN JACINTO,Los Angeles,2023,3
MOUNT SAN JACINTO,Los Angeles,2024,6
MOUNT SAN JACINTO,Merced,2022,3
MOUNT SAN JACINTO,Riverside,2013,47
MOUNT SAN JACINTO,Riverside,2014,50
MOUNT SAN JACINTO,Riverside,2015,37
MOUNT SAN JACINTO,Riverside,2016,53
MOUNT SAN JACINTO,Riverside,2017,80
MOUNT SAN JACINTO,Riverside,2018,81
MOUNT SAN JACINTO,Riverside,2019,113
MOUNT SAN JACINTO,Riverside,2020,126
MOUNT SAN JACINTO,Riverside,2021,155
MOUNT SAN JACINTO,Riverside,2022,110
MOUNT SAN JACINTO,Riverside,2023,106
MOUNT SAN JACINTO,Riverside,2024,103
MOUNT SAN JACINTO,San Diego,2014,7
MOUNT SAN JACINTO,San Diego,2017,14
MOUNT SAN JACINTO,San Diego,2018,7
MOUNT SAN JACINTO,San Diego,2019,6
MOUNT SAN JACINTO,San Diego,2020,12
MOUNT SAN JACINTO,San Diego,2021,12
MOUNT SAN JACINTO,San Diego,2022,7
MOUNT SAN JACINTO,San Diego,2023,3
MOUNT SAN JACINTO,San Diego,2024,27
MOUNT SAN JACINTO,Santa Barbara,2014,4
MOUNT SAN JACINTO,Santa Barbara,2015,3
MOUNT SAN JACINTO,Santa Barbara,2021,3
MOUNT SAN JACINTO,Santa Cruz,2022,3
NAPA VALLEY,Berkeley,2013,6
NAPA VALLEY,Berkeley,2016,6
NAPA VALLEY,Berkeley,2017,10
NAPA VALLEY,Berkeley,2018,5
NAPA VALLEY,Berkeley,2019,4
NAPA VALLEY,Berkeley,2020,6
NAPA VALLEY,Berkeley,2021,11
NAPA VALLEY,Berkeley,2022,6
NAPA VALLEY,Davis,2013,24
NAPA VALLEY,Davis,2014,41
NAPA VALLEY,Davis,2015,21
NAPA VALLEY,Davis,2016,25
NAPA VALLEY,Davis,2017,30
NAPA VALLEY,Davis,2018,27
NAPA VALLEY,Davis,2019,41
