,learning_rate,num_leaves,max_depth,subsample,colsample_bytree,lambda_l2,stopping_rounds,n_estimators,best_iteration,split,train_mse,train_rmse,train_mae,train_r2,valid_mse,valid_rmse,valid_mae,valid_r2,rmse_gap_train_valid
73,0.04,90,5,0.8,0.8,0,200,3000,2998,valid,0.003785258280039191,0.06152445270003782,0.04157942884230466,0.9171193834411426,0.022208473042472372,0.1490250752137786,0.11273741297839143,0.4838894596611122,-0.0875006225137408
142,0.06,120,5,0.8,0.8,10,200,3000,1088,valid,0.00748512290015573,0.08651660476553463,0.06166240049933905,0.8361085149050104,0.022249065653188425,0.14916120693125418,0.11378273322734639,0.4829461136593245,-0.06264460216571954
118,0.06,60,5,0.8,0.8,10,200,3000,1088,valid,0.00748512290015573,0.08651660476553463,0.06166240049933905,0.8361085149050104,0.022249065653188425,0.14916120693125418,0.11378273322734639,0.4829461136593245,-0.06264460216571954
130,0.06,90,5,0.8,0.8,10,200,3000,1088,valid,0.00748512290015573,0.08651660476553463,0.06166240049933905,0.8361085149050104,0.022249065653188425,0.14916120693125418,0.11378273322734639,0.4829461136593245,-0.06264460216571954
106,0.06,40,5,0.8,0.8,10,200,3000,1088,valid,0.00748512290015573,0.08651660476553463,0.06166240049933905,0.8361085149050104,0.022249065653188425,0.14916120693125418,0.11378273322734639,0.4829461136593245,-0.06264460216571954
101,0.06,40,7,0.8,0.8,1,200,3000,1658,valid,0.001968546539249794,0.044368305571092004,0.02714601143624299,0.9568974324002698,0.022284113330795913,0.1492786432507876,0.11210231609761782,0.48213162831433787,-0.1049103376796956
4,0.02,40,5,0.8,0.8,1,200,3000,2987,valid,0.007299492710061425,0.08543706871178004,0.06084622461311735,0.8401730049526471,0.022293626776037172,0.14931050457364736,0.11306083055128842,0.4819105420039661,-0.06387343586186732
28,0.02,90,5,0.8,0.8,1,200,3000,2987,valid,0.007299492710061425,0.08543706871178004,0.06084622461311735,0.8401730049526471,0.022293626776037172,0.14931050457364736,0.11306083055128842,0.4819105420039661,-0.06387343586186732
40,0.02,120,5,0.8,0.8,1,200,3000,2987,valid,0.007299492710061425,0.08543706871178004,0.06084622461311735,0.8401730049526471,0.022293626776037172,0.14931050457364736,0.11306083055128842,0.4819105420039661,-0.06387343586186732
16,0.02,60,5,0.8,0.8,1,200,3000,2987,valid,0.007299492710061425,0.08543706871178004,0.06084622461311735,0.8401730049526471,0.022293626776037172,0.14931050457364736,0.11306083055128842,0.4819105420039661,-0.06387343586186732
19,0.02,60,5,0.8,0.8,5,200,3000,3000,valid,0.007606882205710806,0.08721744209566573,0.06217527686197249,0.8334425181434688,0.0224279533893792,0.14975965207417918,0.11363333057193202,0.4787888784451405,-0.06254220997851345
43,0.02,120,5,0.8,0.8,5,200,3000,3000,valid,0.007606882205710806,0.08721744209566573,0.06217527686197249,0.8334425181434688,0.0224279533893792,0.14975965207417918,0.11363333057193202,0.4787888784451405,-0.06254220997851345
31,0.02,90,5,0.8,0.8,5,200,3000,3000,valid,0.007606882205710806,0.08721744209566573,0.06217527686197249,0.8334425181434688,0.0224279533893792,0.14975965207417918,0.11363333057193202,0.4787888784451405,-0.06254220997851345
7,0.02,40,5,0.8,0.8,5,200,3000,3000,valid,0.007606882205710806,0.08721744209566573,0.06217527686197249,0.8334425181434688,0.0224279533893792,0.14975965207417918,0.11363333057193202,0.4787888784451405,-0.06254220997851345
46,0.02,120,5,0.8,0.8,10,200,3000,2986,valid,0.008168573173202985,0.09038015917889825,0.06467738642898377,0.8211439402771228,0.022455359609062385,0.1498511248174747,0.11384470448955095,0.47815197563681666,-0.059470965638576456
34,0.02,90,5,0.8,0.8,10,200,3000,2986,valid,0.008168573173202985,0.09038015917889825,0.06467738642898377,0.8211439402771228,0.022455359609062385,0.1498511248174747,0.11384470448955095,0.47815197563681666,-0.059470965638576456
10,0.02,40,5,0.8,0.8,10,200,3000,2986,valid,0.008168573173202985,0.09038015917889825,0.06467738642898377,0.8211439402771228,0.022455359609062385,0.1498511248174747,0.11384470448955095,0.47815197563681666,-0.059470965638576456
22,0.02,60,5,0.8,0.8,10,200,3000,2986,valid,0.008168573173202985,0.09038015917889825,0.06467738642898377,0.8211439402771228,0.022455359609062385,0.1498511248174747,0.11384470448955095,0.47815197563681666,-0.059470965638576456
13,0.02,60,5,0.8,0.8,0,200,3000,2919,valid,0.007314734813727384,0.08552622295955424,0.06097804545717885,0.8398392694830887,0.02248332810266941,0.14994441671055783,0.11403030054107179,0.47750200594640246,-0.06441819375100359
1,0.02,40,5,0.8,0.8,0,200,3000,2919,valid,0.007314734813727384,0.08552622295955424,0.06097804545717885,0.8398392694830887,0.02248332810266941,0.14994441671055783,0.11403030054107179,0.47750200594640246,-0.06441819375100359
25,0.02,90,5,0.8,0.8,0,200,3000,2919,valid,0.007314734813727384,0.08552622295955424,0.06097804545717885,0.8398392694830887,0.02248332810266941,0.14994441671055783,0.11403030054107179,0.47750200594640246,-0.06441819375100359
37,0.02,120,5,0.8,0.8,0,200,3000,2919,valid,0.007314734813727384,0.08552622295955424,0.06097804545717885,0.8398392694830887,0.02248332810266941,0.14994441671055783,0.11403030054107179,0.47750200594640246,-0.06441819375100359
100,0.06,40,5,0.8,0.8,1,200,3000,1174,valid,0.006359762356567328,0.07974811820079097,0.056268275747591946,0.8607489935205547,0.02257336732061755,0.1502443586981473,0.11417494451906994,0.47540955279403885,-0.07049624049735634
112,0.06,60,5,0.8,0.8,1,200,3000,1174,valid,0.006359762356567328,0.07974811820079097,0.056268275747591946,0.8607489935205547,0.02257336732061755,0.1502443586981473,0.11417494451906994,0.47540955279403885,-0.07049624049735634
124,0.06,90,5,0.8,0.8,1,200,3000,1174,valid,0.006359762356567328,0.07974811820079097,0.056268275747591946,0.8607489935205547,0.02257336732061755,0.1502443586981473,0.11417494451906994,0.47540955279403885,-0.07049624049735634
136,0.06,120,5,0.8,0.8,1,200,3000,1174,valid,0.006359762356567328,0.07974811820079097,0.056268275747591946,0.8607489935205547,0.02257336732061755,0.1502443586981473,0.11417494451906994,0.47540955279403885,-0.07049624049735634
