year,college,math_retention_rate,math_success_rate,english_retention_rate,english_success_rate,eops_headcount,eops_care_headcount,aid_ftft_pell_grant_rate,aid_ftft_federal_loan_rate,aid_pell_grant_rate,aid_federal_loan_rate,aid_loan_principal,aid_median_debt_first_generation_students,aid_median_debt_non_first_generation_students,student_demographics_student_faculty_ratio,cost_avg_net_price_public,cost_net_price_public_by_income_level_0_30000,cost_net_price_public_by_income_level_30001_48000,cost_net_price_public_by_income_level_48001_75000,cost_net_price_public_by_income_level_75001_110000,cost_title_iv_public_by_income_level_0_30000,cost_title_iv_public_by_income_level_30001_48000,cost_title_iv_public_by_income_level_48001_75000,cost_attendance_academic_year,cost_tuition_in_state,cost_tuition_out_of_state,cost_booksupply,cost_roomboard_offcampus,cost_otherexpense_offcampus,cost_otherexpense_withfamily,completion_title_iv_transf_completed_4yr_by_4yrs,aid_median_debt_income_0_30000,percent_stem,percent_social_science
2021,Desert,0.9731383883032982,0.8041482488949337,0.9433026222537207,0.7629340892983699,356.0,5.0,0.1844,0.0022,0.0903,0.0041,,,,18.0,984.0,503.0,193.0,1834.0,5385.0,39.0,20.0,20.0,9076.0,1440.0,10114.0,1980.0,20858.0,4923.0,4923.0,,,0.1565,0.4537
2012,Desert,0.8075949367088607,0.6613924050632911,0.8167351129363449,0.7073921971252567,325.0,53.0,0.4967,0.0132,0.2221,0.0118,4500.0,4500.0,4500.0,27.0,4741.0,4741.0,4340.0,5868.0,6368.0,225.0,0.0,0.0,10214.0,1111.0,7471.0,1638.0,11160.0,4242.0,4644.0,0.076470588,4500.0,0.0319,0.27490000000000003
2015,Desert,0.8348017621145375,0.643906020558003,0.862711130359463,0.715028150714595,727.0,67.0,0.6411,0.0,0.4462,0.0,4000.0,3860.5,4500.0,25.0,4638.0,4292.0,4596.0,6500.0,6825.0,292.0,125.0,50.0,11011.0,1144.0,6475.0,1764.0,11970.0,4284.0,4284.0,0.029682702,3500.0,0.0285,0.41609999999999997
2015,Diablo Valley,0.8266397891145915,0.6804155683051636,0.8230048021952893,0.6758518179739309,1020.0,113.0,0.5468,0.0442,0.2737,0.042,5750.0,6000.0,5500.0,27.0,7068.0,6663.0,7069.0,8987.0,10400.0,495.0,141.0,77.0,13250.0,1104.0,7440.0,1746.0,11970.0,4166.0,4426.0,0.033715676,6000.0,0.058899999999999994,0.24450000000000002
2016,Diablo Valley,0.8125701459034792,0.632996632996633,0.8198874296435272,0.6604127579737336,240.0,29.0,0.4924,0.0,0.2446,0.0,2625.0,5301.80412371134,5202.90206185567,26.0,5974.0,5220.0,6394.0,9071.0,6800.0,64.0,17.0,13.0,11313.0,1290.0,7786.0,1791.0,12492.0,4158.0,4023.0,0.042990654206,5140.0,0.0707,0.2118
2021,Diablo Valley,0.8864628820960698,0.751528384279476,0.8195488721804511,0.6466165413533834,646.0,18.0,0.2857,0.0,0.1426,0.0107,,,,20.0,4649.0,4086.0,5107.0,6019.0,10239.0,40.0,13.0,8.0,12828.0,1312.0,9012.0,1080.0,19062.0,5328.0,4788.0,,,0.07329999999999999,0.1149
2022,Diablo Valley,0.8257822882686964,0.683943457774556,0.8407909747750032,0.6921029281277729,582.0,32.0,0.2255,0.0023,0.1558,0.0078,,,,24.0,5643.0,4483.0,5801.0,7996.0,9867.0,159.0,58.0,60.0,12949.0,1312.0,9012.0,1126.0,20493.0,6075.0,6075.0,,,0.17050000000000004,0.3759
2023,Diablo Valley,0.8275250080671184,0.6645692158760891,0.8301013662406347,0.6522697223446452,615.0,12.0,0.4347,0.0097,0.2274,0.0156,,,,26.0,2861.0,1748.0,2398.0,5759.0,7381.0,216.0,90.0,79.0,12206.0,1196.0,11084.0,1465.0,23659.0,4428.0,3609.0,,,0.045200000000000004,0.10429999999999999
2013,Diablo Valley,0.7546699875466999,0.5367372353673724,0.7824904839586732,0.6503534529635672,1627.0,158.0,0.6244,0.0683,0.371,0.0563,3500.0,3500.0,3500.0,33.0,5074.0,5074.0,5529.0,7879.0,10321.0,255.0,0.0,0.0,11030.0,1221.0,6161.0,1710.0,11268.0,4167.0,4275.0,0.025593299,3500.0,0.17459999999999998,0.1461
2012,Diablo Valley,0.802547770700637,0.6587807097361238,0.8534798534798534,0.6984126984126984,326.0,38.0,0.3794,0.0672,0.251,0.0941,6500.0,6625.0,6500.0,22.0,8868.0,8868.0,8853.0,9951.0,10636.0,89.0,0.0,0.0,13922.0,1416.0,7476.0,1620.0,14067.0,3897.0,4041.0,0.061377246,6630.0,0.0345,0.34490000000000004
2014,Diablo Valley,0.7942212825933757,0.5447498238195913,0.8361344537815126,0.713903743315508,365.0,46.0,0.5538,0.0256,0.2887,0.0238,4500.0,4500.0,4350.0,29.0,6382.0,5996.0,6511.0,8701.0,9751.0,151.0,40.0,20.0,12553.0,1416.0,7356.0,1746.0,17514.0,4150.0,4600.0,0.053676265,4350.0,0.0151,0.2955
2016,Diablo Valley,0.790612777053455,0.6344198174706649,0.8629554281486961,0.7378398372480118,856.0,29.0,0.5008,0.0091,0.2866,0.0103,4577.0,4500.0,4750.0,26.0,5574.0,5073.0,5679.0,8071.0,9920.0,1069.0,390.0,161.0,11958.0,1348.0,6332.0,1791.0,12492.0,4158.0,4284.0,0.046846295162,4500.0,0.0565,0.1982
2018,Diablo Valley,0.7838026530137305,0.4982545962299278,0.8679913436946685,0.7133582530001967,1237.0,73.0,0.6448,0.015,0.2986,0.0223,3692.0,3875.0,3500.0,24.0,5672.0,5259.0,5881.0,8567.0,9719.0,411.0,92.0,47.0,13223.0,1144.0,7024.0,1854.0,13293.0,4239.0,4374.0,0.037244561635,4408.0,0.1673,0.2636
2021,Diablo Valley,0.8360739979445015,0.6203494347379239,0.8995948564382596,0.6927074158886736,571.0,1.0,0.3753,0.0049,0.2195,0.0089,,,,27.0,3305.0,2889.0,2997.0,6143.0,7474.0,698.0,279.0,112.0,11330.0,1146.0,9090.0,1746.0,11556.0,4262.0,4262.0,,,0.027300000000000005,0.1945
2012,Diablo Valley,0.7410926365795725,0.4798099762470308,0.8441127694859039,0.6467661691542289,211.0,11.0,0.5543,0.0,0.1487,0.0,4446.936893203883,4405.082474226804,4545.298969072165,37.0,6140.0,6140.0,6659.0,8217.0,8448.0,174.0,0.0,0.0,11531.0,1380.0,6750.0,1665.0,10962.0,4158.0,4275.0,0.05915493,4524.865,0.1129,0.4551
2020,East LA,0.8699932870888342,0.6976952338330723,0.8899628252788104,0.7328376703841388,951.0,43.0,0.531,0.0364,0.3941,0.0526,8250.0,8000.0,9131.0,23.0,6315.0,5170.0,6059.0,9372.0,11245.0,394.0,150.0,109.0,13806.0,1368.0,8088.0,1970.0,15084.0,3142.0,3142.0,,9289.0,0.0534,0.5378999999999999
2013,East LA,0.698905109489051,0.551094890510949,0.8283261802575107,0.677038626609442,146.0,11.0,0.6378,0.185,0.3511,0.0731,4750.0,4750.0,4750.0,27.0,7363.0,7319.0,13472.0,8568.0,10434.0,139.0,1.0,0.0,13472.0,1380.0,8490.0,1656.0,10962.0,4158.0,4275.0,0.041602465,4750.0,0.012199999999999999,0.44989999999999997
2014,East LA,0.8653569717297557,0.6732151413512218,0.8715116279069768,0.7517441860465116,629.0,69.0,0.5133,0.0183,0.2587,0.0114,3500.0,3500.0,3500.0,25.0,1981.0,1443.0,2561.0,4252.0,6106.0,221.0,52.0,30.0,7891.0,1386.0,6896.0,1500.0,10500.0,3600.0,3200.0,0.042955327,3500.0,0.2157,0.0834
2015,East LA,0.8796596434359806,0.5950162074554295,0.9035793800308272,0.6751156019866416,1457.0,125.0,0.7028,0.0255,0.3729,0.0173,2625.0,2625.0,2625.0,26.0,4352.0,4323.0,5015.0,7033.0,9244.0,1340.0,23.0,7.0,10570.0,1194.0,6834.0,1262.0,9820.0,3494.0,3494.0,0.034782609,2625.0,0.093,0.5206
2017,East LA,0.7684957684957685,0.5356265356265356,0.7773928896991796,0.6023701002734732,2481.0,90.0,0.5292,0.0389,0.2814,0.0361,9500.0,9500.0,9500.0,26.0,6122.0,5870.0,6526.0,8804.0,11348.0,198.0,31.0,12.0,12383.0,1220.0,7538.0,1854.0,13293.0,4239.0,4374.0,0.042665923034,9966.0,0.0367,0.4855
2019,East LA,0.7962603205439533,0.6576007770762506,0.8621728051887885,0.7373175816539264,344.0,15.0,0.2597,0.0026,0.1497,0.0032,6500.0,6000.0,8250.0,25.0,3307.0,1778.0,3067.0,5895.0,6439.0,102.0,42.0,45.0,10877.0,1164.0,7932.0,1971.0,15084.0,5274.0,4698.0,0.086167800454,6599.0,0.08880000000000002,0.2664
2018,East LA,0.7608409986859396,0.6176084099868594,0.8384491114701131,0.7045413749775624,575.0,38.0,0.4119,0.0137,0.2661,0.0245,7608.0,7682.0,7509.0,19.0,3728.0,3125.0,3500.0,5804.0,8704.0,282.0,139.0,78.0,10578.0,1336.0,6768.0,1916.0,13780.0,4512.0,4368.0,0.067141403866,8804.0,0.041999999999999996,0.2035
2020,East LA,0.866329036218539,0.769950890116636,0.8903867403314917,0.763756906077348,291.0,8.0,0.2484,0.0013,0.1384,0.0047,9500.0,7277.831168831169,7050.467532467533,26.0,8483.0,7155.0,7492.0,12390.0,14145.0,100.0,40.0,34.0,17095.0,1196.0,7052.0,1972.0,12744.0,4524.0,4524.0,,9500.0,0.27499999999999997,0.43610000000000004
2022,East LA,0.725757267737345,0.5194145151453547,0.739076376554174,0.5122557726465364,996.0,43.0,0.5263,0.0036,0.2299,0.0033,,,,29.0,4703.0,3736.0,4544.0,6981.0,7798.0,289.0,164.0,100.0,11678.0,1388.0,9884.0,1152.0,17782.0,4860.0,4374.0,,,0.046200000000000005,0.19690000000000002
2013,East LA,0.78009162848813,0.6189087880049979,0.7920137891410515,0.661304222924447,581.0,63.0,0.4674,0.0674,0.197,0.0239,4500.0,4750.0,4357.5,25.0,9196.0,9196.0,12775.0,11892.0,14966.0,203.0,0.0,0.0,15067.0,1324.0,6946.0,1710.0,11556.0,4284.0,9180.0,0.056532663,4500.0,0.125,0.14429999999999998
2016,East LA,0.7925317185697809,0.6215397923875432,0.8475063585093442,0.7258653101846733,666.0,72.0,0.3383,0.0461,0.294,0.0534,8304.5,8359.0,8250.0,24.0,6761.0,5848.0,7114.0,9378.0,10956.0,353.0,110.0,73.0,13072.0,1142.0,6214.0,2224.0,13769.0,3096.0,3096.0,0.07432854466,9500.0,0.1191,0.3642
2019,East LA,0.834044975804156,0.6962709934528892,0.8403041825095057,0.7198986058301647,374.0,5.0,0.2121,0.0039,0.1182,0.0066,6659.0,6888.0,4875.0,17.0,3791.0,2203.0,3789.0,6280.0,8556.0,77.0,50.0,36.0,11907.0,1484.0,9434.0,1854.0,13293.0,4509.0,5247.0,0.078518518519,7000.0,0.05449999999999999,0.3184
2021,Evergreen Valley,0.8152365301091677,0.5562859490550535,0.7747802983854486,0.5102186797465768,1820.0,86.0,0.5412,0.002,0.2842,0.0069,,,,28.0,5223.0,4755.0,5239.0,7033.0,10333.0,527.0,181.0,92.0,13485.0,1430.0,9380.0,1125.0,17253.0,4761.0,4275.0,,,0.07350000000000001,0.24580000000000002
2022,Evergreen Valley,0.7796513289511289,0.6373249499857102,0.80005005005005,0.6221221221221221,408.0,18.0,0.3467,0.0012,0.1693,0.0043,,,,21.0,6476.0,4977.0,6203.0,8612.0,9512.0,124.0,70.0,69.0,13831.0,1150.0,8158.0,1152.0,22066.0,5242.0,4683.0,,,0.08239999999999999,0.1813
2015,Evergreen Valley,0.7282051282051282,0.5251885369532429,0.8166833166833167,0.6810689310689311,616.0,61.0,0.519,0.0525,0.2563,0.0433,5234.0,5500.0,5000.0,28.0,7954.0,7408.0,8230.0,9986.0,11338.0,312.0,92.0,59.0,13953.0,1104.0,7440.0,1746.0,11970.0,4166.0,4426.0,0.037666514,5499.0,0.0848,0.251
2016,Evergreen Valley,0.830304649919829,0.6870657402458579,0.8430717863105175,0.7095158597662772,668.0,36.0,0.4255,0.0017,0.301,0.0094,5500.0,8000.0,5000.0,25.0,9887.0,9253.0,9737.0,12061.0,14108.0,162.0,39.0,35.0,16732.0,1343.0,7015.0,1791.0,12492.0,4356.0,9855.0,0.038074712644,5500.0,0.0344,0.286
2017,Evergreen Valley,0.8171557562076749,0.6746210899709771,0.8210029791459782,0.6914101290963257,619.0,63.0,0.5042,0.0,0.2111,0.0,4313.0,6623.2,6802.666666666667,35.0,9323.0,9222.0,9037.0,12200.0,13891.0,436.0,23.0,16.0,16171.0,1420.0,7670.0,1854.0,13293.0,4239.0,4374.0,0.068634179822,6952.939393939394,0.06409999999999999,0.18289999999999995
2019,Evergreen Valley,0.7037342119714443,0.457166392092257,0.8677224736048266,0.7113122171945702,1105.0,38.0,0.5591,0.0216,0.2856,0.0162,9500.0,9500.0,10248.0,28.0,9561.0,9073.0,9833.0,12013.0,14353.0,331.0,100.0,47.0,16833.0,1220.0,8110.0,1971.0,15084.0,5274.0,4698.0,0.097919655667,9500.0,0.036199999999999996,0.3326
2018,Evergreen Valley,0.890625,0.7403846153846154,0.8967136150234741,0.7644757433489828,513.0,22.0,0.6767,0.015,0.2948,0.0292,9500.0,9500.0,9500.0,17.0,7029.0,6768.0,6889.0,8576.0,12934.333333333334,66.0,10.0,12.0,14230.0,1423.0,7783.0,1791.0,12492.0,4158.0,4278.0,0.032010243278,9500.0,0.04820000000000001,0.3452
2020,Evergreen Valley,0.8770531168955912,0.63308039573528,0.90370871160904,0.70880819007147,1405.0,93.0,0.4512,0.0056,0.3392,0.0057,5500.0,5500.0,5500.0,25.0,3186.0,2471.0,3032.0,5799.0,7350.0,743.0,323.0,178.0,10825.0,1350.0,10590.0,1080.0,16580.0,4642.0,4163.0,,5500.0,0.1067,0.4080999999999999
2022,Evergreen Valley,0.8807631160572337,0.6756756756756757,0.849128127369219,0.6194086429112965,608.0,31.0,0.6394,0.003,0.3585,0.0008,,,,24.0,5084.0,4547.0,5182.0,7358.0,10230.0,131.0,55.0,24.0,13336.0,1409.0,9539.0,1125.0,17253.0,4761.0,4275.0,,,0.026899999999999997,0.5208
2012,Evergreen Valley,0.8220880681818182,0.6509232954545454,0.8801652892561983,0.7626918536009445,420.0,30.0,0.4339,0.0321,0.1722,0.0269,3500.0,3500.0,3500.0,30.0,6135.0,6135.0,7072.0,8606.0,9758.0,234.0,0.0,0.0,11673.0,1140.0,5532.0,1665.0,10962.0,4158.0,4275.0,0.094897959,3500.0,0.11739999999999999,0.2618
2015,Evergreen Valley,0.7506554798112218,0.608023072889355,0.8291774147320149,0.6775580395528805,316.0,16.0,0.2844,0.0152,0.1385,0.0085,4000.0,4500.0,3500.0,37.0,3908.0,3062.0,4096.0,5761.0,8687.0,180.0,81.0,50.0,10103.0,1142.0,6902.0,1764.0,11970.0,4167.0,4284.0,0.05362776,4500.0,0.0975,0.0718
2018,Evergreen Valley,0.8199551569506727,0.6672645739910313,0.8558352402745996,0.7456140350877193,773.0,23.0,0.4639,0.0174,0.2375,0.0169,7723.0,7930.0,7037.0,30.0,1247.0,323.0,1118.0,4328.0,5334.0,306.0,154.0,84.0,8563.0,1388.0,7050.0,1791.0,12492.0,4158.0,4284.0,0.0425,8000.0,0.0609,0.1598
2019,Folsom Lake,0.7724031007751938,0.5733333333333334,0.8442089607733779,0.6623907789551962,1087.0,97.0,0.4864,0.0047,0.2179,0.0106,6851.0,7000.0,6000.0,25.0,3810.0,2781.0,3443.0,6131.0,7950.0,232.0,158.0,103.0,10969.0,1352.0,7504.0,1971.0,15084.0,3996.0,3996.0,0.031814895155,6951.0,0.078,0.2381
2020,Folsom Lake,0.7378483068849182,0.5547919530176184,0.8135058056630678,0.6618455897331432,1053.0,67.0,0.6252,0.015,0.3957,0.0257,8350.0,8243.0,9500.0,29.0,2310.0,1419.0,2179.0,4670.0,6561.0,793.0,341.0,245.0,9395.0,1404.0,10026.0,1080.0,16580.0,4642.0,4164.0,,9155.0,0.0388,0.204
2013,Folsom Lake,0.8550794415021666,0.6682715454983149,0.7687604224569206,0.6220122290161201,491.0,57.0,0.4747,0.0316,0.2864,0.0275,4250.0,4000.0,4250.0,26.0,9257.0,9257.0,9529.0,11743.0,14583.0,135.0,0.0,0.0,15105.0,1298.0,7038.0,1710.0,11831.0,4167.0,9019.0,0.041581459,4000.0,0.027700000000000002,0.23879999999999998
2014,Folsom Lake,0.7738205842882213,0.6469495199752245,0.863905325443787,0.7832518651916646,625.0,49.0,0.206,0.0141,0.158,0.0137,3500.0,3500.0,3500.0,27.0,9213.0,8747.0,9245.0,11287.0,12049.0,186.0,74.0,27.0,15145.0,1298.0,7038.0,1746.0,11493.0,4149.0,4266.0,0.099809282,3500.0,0.10459999999999998,0.3438
2015,Folsom Lake,0.771219512195122,0.5614634146341464,0.8730235952323036,0.7676964242276818,878.0,48.0,0.4857,0.0158,0.2958,0.0211,4500.0,4000.0,4500.0,28.0,12204.0,11674.0,12684.0,14565.0,16917.0,426.0,117.0,59.0,18716.0,1176.0,5616.0,2401.0,19372.0,5970.0,6088.0,0.060790274,4500.0,0.028399999999999998,0.1266
2017,Folsom Lake,0.78101644245142,0.5687593423019432,0.7912705272255834,0.5924805531547105,615.0,20.0,0.6878,0.0498,0.3888,0.0573,8750.0,8500.0,10000.0,22.0,6003.0,5679.0,6609.0,7699.0,9295.0,117.0,21.0,9.0,12416.0,1220.0,7538.0,1854.0,13293.0,4239.0,4374.0,0.031746031746,8786.0,0.0141,0.2003
2019,Folsom Lake,0.8161835748792271,0.6661835748792271,0.833994053518335,0.6942517343904856,789.0,45.0,0.3774,0.0083,0.2348,0.0111,7500.0,7501.0,5500.0,23.0,5162.0,4220.0,5277.0,7788.0,9186.0,196.0,57.0,58.0,12516.0,1312.0,8564.0,1972.0,15084.0,5274.0,4698.0,0.057960893855,7876.0,0.0581,0.1452
2018,Folsom Lake,0.7433519705441156,0.5816173462430111,0.8588832487309644,0.7437273386511966,495.0,29.0,0.2817,0.0059,0.1859,0.013,7405.0,7453.0,6813.0,33.0,1272.0,351.0,1240.0,4187.0,6836.0,278.0,123.0,72.0,8543.0,1388.0,7050.0,1791.0,12492.0,4158.0,4284.0,0.077094972067,8750.0,0.0527,0.2318
2020,Folsom Lake,0.8756327815022575,0.602544807771241,0.9299810759664774,0.7258718572587186,859.0,38.0,0.3657,0.0063,0.1834,0.0069,3500.0,3500.0,3500.0,26.0,4982.0,4221.0,5023.0,7222.0,8810.0,514.0,195.0,138.0,13033.0,1344.0,9604.0,1080.0,16580.0,4642.0,4162.0,,4000.0,0.0487,0.3459
2022,Folsom Lake,0.794932079414838,0.5107105538140021,0.8063104560110548,0.5170428374021189,395.0,28.0,0.4846,0.0,0.2566,0.0,,,,16.0,7099.0,6907.0,6911.0,8203.0,9262.0,175.0,90.0,36.0,14283.0,744.0,5057.0,2850.0,20000.0,7000.0,7000.0,,,0.0358,0.17650000000000002
2013,Folsom Lake,0.713886091529596,0.5101264406400358,0.8399823087129589,0.7306501547987616,824.0,46.0,0.4216,0.0236,0.2503,0.0148,4500.0,4500.0,4500.0,30.0,6443.0,6443.0,7950.5,8038.0,9566.0,1125.0,0.0,0.0,12202.0,1140.0,7596.0,1656.0,11556.0,4262.0,4262.0,0.07421971,4450.0,0.021699999999999997,0.08660000000000001
2016,Folsom Lake,0.7490557129367328,0.5592540132200189,0.8281946021486593,0.6794479867237313,2000.0,83.0,0.5315,0.0133,0.3033,0.0163,3500.0,3500.0,3500.0,20.0,3935.0,3468.0,3787.0,6355.0,7573.0,577.0,172.0,107.0,10713.0,1336.0,5956.0,1791.0,12492.0,4158.0,4284.0,0.032732130929,3500.0,0.061,0.3052
2016,Foothill,0.7984042553191489,0.5473404255319149,0.8185927672955975,0.6045597484276729,997.0,93.0,0.602,0.0082,0.3689,0.0188,5687.0,5792.5,5587.0,32.0,3442.0,2907.0,3625.0,6173.0,7463.0,774.0,263.0,119.0,9472.0,1326.0,7822.0,1791.0,12492.0,4158.0,4023.0,0.03065603924,6054.5,0.0672,0.5490999999999999
2017,Foothill,0.7694344163658243,0.5790613718411552,0.8191146881287726,0.6923541247484909,407.0,42.0,0.4156,0.0137,0.1993,0.0126,7382.0,7500.0,6500.0,25.0,5385.0,5162.0,5951.0,8081.0,8008.0,329.0,22.0,14.0,11777.0,1138.0,7018.0,1854.0,13293.0,4239.0,4374.0,0.053954950236,8250.0,0.0733,0.2289
2022,Foothill,0.8476923076923077,0.6292307692307693,0.8423493044822257,0.6460587326120556,141.0,10.0,0.675,0.025,0.4479,0.0281,,,,13.0,9158.0,8464.0,10959.0,12694.0,11969.0,21.0,3.0,1.0,15796.0,1114.0,9082.0,1152.0,17784.0,3924.0,3348.0,,,0.0742,0.26449999999999996
2023,Foothill,0.6984777517564403,0.4596018735362998,0.7981885988279169,0.5102823654768247,1100.0,51.0,0.6179,0.0038,0.2227,0.0052,,,,30.0,9791.0,9023.0,9494.0,12317.0,14408.0,538.0,240.0,148.0,18645.0,1238.0,10130.0,938.0,19431.0,6192.0,5220.0,,,0.024399999999999998,0.3351
2012,Foothill,0.8037835459744831,0.6673999120105587,0.7635287485907554,0.6203494926719278,465.0,115.0,0.6142,0.0155,0.3065,0.0135,4500.0,4250.0,4500.0,33.0,8422.0,8422.0,8772.0,10776.0,11353.0,464.0,0.0,0.0,14202.0,1340.0,5696.0,1665.0,10962.0,4154.0,4275.0,0.044166667,4500.0,0.0552,0.1808
2014,Foothill,0.7190024587284861,0.4984193888303477,0.8616534104603519,0.7394552904314292,1037.0,62.0,0.6388,0.0455,0.3346,0.0372,5250.0,5250.0,4750.0,37.0,7503.0,7123.0,7872.0,9590.0,8272.0,361.0,91.0,49.0,13485.0,1220.0,6810.0,1746.0,11493.0,4149.0,4266.0,0.052947598,5250.0,0.04,0.3477
2013,Foothill,0.8849740932642487,0.7398963730569948,0.8650858544562551,0.7211774325429272,222.0,10.0,0.6125,0.1375,0.3577,0.0581,4750.0,4625.0,4750.0,16.0,8453.0,8453.0,8280.0,10603.0,11868.0,125.0,0.0,0.0,14316.0,1423.0,7123.0,1710.0,11268.0,4167.0,4275.0,0.024577573,4750.0,0.0668,0.31980000000000003
2015,Foothill,0.7952597075138679,0.5516893595562279,0.824685534591195,0.6499326145552561,853.0,80.0,0.5373,0.0059,0.3793,0.0097,3500.0,3500.0,3500.0,26.0,2732.0,2157.0,2749.0,5098.0,6703.0,824.0,354.0,181.0,9329.0,1348.0,7960.0,1764.0,11970.0,2898.0,3159.0,0.045014881,3500.0,0.10969999999999999,0.39560000000000006
2017,Foothill,0.9114052953156824,0.7026476578411406,0.8618827160493827,0.6736111111111112,733.0,67.0,0.7208,0.0,0.4656,0.0,6422.597780859917,6623.2,6802.666666666667,27.0,1659.0,1177.0,1500.0,4683.0,6603.0,234.0,72.0,33.0,8127.0,1322.0,7258.0,1854.0,13293.0,4241.0,4374.0,0.027079303675,6952.939393939394,0.1011,0.429
2019,Foothill,0.8446480231436837,0.6731918997107039,0.8612129464753325,0.7163506860793967,700.0,20.0,0.404,0.0155,0.1598,0.0088,4500.0,4500.0,4475.0,24.0,4978.0,4232.0,4861.0,8015.0,9455.0,329.0,117.0,73.0,12685.0,1144.0,7480.0,1970.0,15084.0,5274.0,4698.0,0.100595632032,4500.0,0.12180000000000002,0.3954
2022,Foothill,0.8001928175463967,0.5936370209689081,0.8400198117880139,0.6404160475482912,660.0,22.0,0.327,0.0044,0.1642,0.0043,,,,17.0,8160.0,6798.0,7923.0,10117.0,11691.0,99.0,51.0,57.0,15548.0,1318.0,9310.0,1214.0,18726.0,5118.0,4606.0,,,0.052399999999999995,0.3487
2013,Foothill,0.8034903179536218,0.608415013148458,0.875433448919712,0.7588690317417978,578.0,28.0,0.4813,0.0374,0.2862,0.0519,5250.0,4750.0,5500.0,33.0,2980.0,2220.0,3474.0,5403.0,6839.0,339.0,140.0,66.0,8782.0,1388.0,7050.0,1710.0,11268.0,4167.0,4275.0,0.069083783,5500.0,0.0162,0.1495
2021,Fresno City,0.859035004730369,0.7313150425733207,0.8883528600964852,0.6657477601654032,326.0,32.0,0.6723,0.0734,0.4861,0.0896,,,,21.0,9250.0,8497.0,9056.0,13710.0,14017.0,85.0,21.0,11.0,17676.0,1104.0,8952.0,1125.0,17253.0,4761.0,4275.0,,,0.0076,0.41069999999999995
2022,Fresno City,0.800387847446671,0.4901098901098901,0.9058748539254224,0.6105386168065441,922.0,36.0,0.4343,0.0023,0.2715,0.0037,,,,22.0,11666.0,10591.0,11718.0,13922.0,14254.0,293.0,138.0,103.0,18878.0,1184.0,9392.0,1152.0,17784.0,4860.0,4374.0,,,0.0645,0.2488
2015,Fresno City,0.8920606601248885,0.6628010704727921,0.8918553565393714,0.7140925988509632,422.0,48.0,0.4652,0.0,0.2234,0.0,4973.5450762829405,5070.262152777778,5065.576388888889,27.0,10340.0,9536.0,10905.0,12534.0,13316.0,163.0,58.0,34.0,16292.0,1142.0,5942.0,1764.0,15960.0,3864.0,3159.0,0.043193717,5212.576530612245,0.0781,0.5916
2016,Fresno City,0.8045496750232126,0.6689879294336118,0.8381125226860254,0.7513611615245009,230.0,39.0,0.2767,0.018,0.1909,0.0195,5587.0,6000.0,5500.0,26.0,8125.0,7549.0,7530.0,10211.0,11727.0,137.0,40.0,32.0,14248.0,1104.0,7704.0,1792.0,12492.0,4160.0,4420.0,0.04,5658.0,0.05990000000000001,0.1915
2017,Fresno City,0.8441003737319808,0.6567004805125467,0.7827356130108424,0.597581317764804,1276.0,155.0,0.7753,0.0,0.5297,0.0,6422.597780859917,6623.2,6802.666666666667,32.0,3306.0,2699.0,3297.0,6230.0,7874.0,531.0,155.0,103.0,10734.0,1142.0,5774.0,1746.0,11493.0,4599.0,4599.0,0.01656867985,6952.939393939394,0.0448,0.2701
2019,Fresno City,0.828009828009828,0.6265356265356266,0.9238938053097344,0.7345132743362832,143.0,8.0,0.3923,0.0,0.1481,0.0008,4800.0,7083.050980392158,6950.635294117647,17.0,7778.0,7832.0,7834.0,6700.0,12295.0,27.0,9.0,6.0,14615.0,1224.0,8127.0,1971.0,15084.0,5274.0,5274.0,0.078602620087,7349.96875,0.0476,0.3419
2018,Fresno City,0.8196758217019361,0.5862224223322827,0.7843438219493477,0.6254796623177283,1098.0,119.0,0.6461,0.0,0.3815,0.0,3215.0,6863.209737827715,6928.157303370786,27.0,8486.0,8005.0,8227.0,10396.0,12140.0,465.0,199.0,123.0,15508.0,1150.0,6115.0,1638.0,10980.0,3996.0,4041.0,0.033875934888,4750.0,0.0609,0.38889999999999997
2020,Fresno City,0.8589108910891089,0.650990099009901,0.8712121212121212,0.733652312599681,288.0,18.0,0.3678,0.0032,0.2038,0.0078,9371.0,9396.0,7176.0,18.0,14155.0,12524.0,14180.0,16259.0,17820.0,102.0,59.0,61.0,20895.0,1150.0,7510.0,1970.0,16578.0,4635.0,4158.0,,9187.0,0.13429999999999997,0.2512
2022,Fresno City,0.8372093023255814,0.6099024756189048,0.8687335092348285,0.674802110817942,528.0,32.0,0.5524,0.0429,0.296,0.0374,,,,15.0,4711.0,3354.0,4955.0,6600.0,9828.0,59.0,30.0,23.0,12530.0,1147.0,8539.0,1854.0,11970.0,3454.0,3256.0,,,0.0678,0.27920000000000006
2012,Fresno City,0.8065502183406114,0.611353711790393,0.8125928928523173,0.6688285366842318,856.0,41.0,0.4579,0.0502,0.2608,0.0454,4750.0,4750.0,4750.0,23.0,4169.0,4169.0,3628.0,5966.0,6983.0,845.0,0.0,0.0,9591.0,1238.0,6270.0,1665.0,10962.0,4014.0,4275.0,0.065752006,4750.0,0.11080000000000001,0.4892
