year,college,math_retention_rate,math_success_rate,english_retention_rate,english_success_rate,eops_headcount,eops_care_headcount,aid_ftft_pell_grant_rate,aid_ftft_federal_loan_rate,aid_pell_grant_rate,aid_federal_loan_rate,aid_loan_principal,aid_median_debt_first_generation_students,aid_median_debt_non_first_generation_students,student_demographics_student_faculty_ratio,cost_avg_net_price_public,cost_net_price_public_by_income_level_0_30000,cost_net_price_public_by_income_level_30001_48000,cost_net_price_public_by_income_level_48001_75000,cost_net_price_public_by_income_level_75001_110000,cost_title_iv_public_by_income_level_0_30000,cost_title_iv_public_by_income_level_30001_48000,cost_title_iv_public_by_income_level_48001_75000,cost_attendance_academic_year,cost_tuition_in_state,cost_tuition_out_of_state,cost_booksupply,cost_roomboard_offcampus,cost_otherexpense_offcampus,cost_otherexpense_withfamily,completion_title_iv_transf_completed_4yr_by_4yrs,aid_median_debt_income_0_30000,percent_stem,percent_social_science
2013,LA Swest,0.8053256567110472,0.6468154012234617,0.8588369441277081,0.7367160775370581,532.0,73.0,0.3717,0.0643,0.3146,0.0697,5500.0,5500.0,5500.0,27.0,7601.0,7555.0,13157.0,13157.0,12348.0,603.0,2.0,3.0,13157.0,1150.0,6190.0,2224.0,11268.0,5696.0,4400.0,0.055840822,6000.0,0.121,0.3338
2016,LA Swest,0.8114754098360656,0.6656302996042962,0.8459167950693375,0.7053929121725732,276.0,16.0,0.2625,0.0031,0.1447,0.0043,4135.0,3500.0,4500.0,21.0,8125.0,6994.0,8573.0,10743.0,12285.0,92.0,50.0,19.0,14989.0,1183.0,5239.0,1746.0,11493.0,4149.0,4266.0,0.080610021786,4385.0,0.0495,0.3269
2018,LA Trade,0.8929542645241039,0.6610630407911001,0.8858695652173914,0.7166824196597353,1186.0,88.0,0.5293,0.0419,0.3987,0.0622,7988.0,7597.0,8500.0,21.0,3888.0,3238.0,3533.0,6675.0,9103.0,385.0,146.0,79.0,11336.0,1368.0,6984.0,1918.0,12390.0,3114.0,3144.0,0.069396252602,8750.0,0.05460000000000001,0.4621
2023,LA Trade,0.8728145354816592,0.6064449777168324,0.916402953586498,0.6875,565.0,49.0,0.4163,0.0032,0.2043,0.0009,,,,28.0,7118.0,5041.0,6463.0,9829.0,14279.0,113.0,73.0,54.0,17820.0,1334.0,9454.0,1980.0,17982.0,7506.0,7506.0,,,0.1775,0.2342
2012,LA Trade,0.8411910669975186,0.6679900744416873,0.8637302133516862,0.755677907777013,528.0,75.0,0.4523,0.0098,0.2902,0.0244,3500.0,3500.0,3500.0,25.0,1481.0,1481.0,2561.0,7866.0,6106.0,182.0,0.0,0.0,7068.0,1386.0,6896.0,1500.0,10500.0,4000.0,3700.0,0.065899582,3500.0,0.2526,0.0398
2013,LA Trade,0.8965014577259475,0.6175898931000972,0.9229600694444444,0.7432725694444444,1211.0,136.0,0.6846,0.0444,0.3821,0.0329,3000.0,2936.0,3050.0,26.0,4924.0,4890.0,5831.0,7301.0,7264.0,1230.0,23.0,8.0,10804.0,1142.0,6782.0,1640.0,9820.0,4156.0,4156.0,0.052108777,3163.0,0.0761,0.5590999999999999
2015,LA Trade,0.7310344827586207,0.5157421289355323,0.7781106802960874,0.5909411350017624,2179.0,69.0,0.5981,0.0085,0.347,0.0062,7377.0,7624.0,7112.0,28.0,5738.0,5457.0,6973.0,7967.0,9058.0,391.0,56.0,16.0,12617.0,1220.0,6810.0,1764.0,11970.0,4167.0,4284.0,0.043308187,7624.0,0.013999999999999999,0.4769
2017,LA Trade,0.7833012908541609,0.6500961274375172,0.8669724770642202,0.7689521970062771,251.0,8.0,0.2693,0.0026,0.1507,0.0055,6500.0,6250.0,9274.0,25.0,4136.0,3882.0,4167.0,6831.0,8402.0,160.0,12.0,16.0,10563.0,1138.0,7018.0,1854.0,13293.0,4239.0,4374.0,0.088785046729,6000.0,0.1003,0.2252
2016,LA Trade,0.7498495486459378,0.5927783350050151,0.8394872775970921,0.7342643964032906,636.0,57.0,0.3924,0.0198,0.2569,0.024,4750.0,5250.0,4745.0,26.0,4522.0,3915.0,4654.0,6458.0,8281.0,308.0,122.0,68.0,10754.0,1152.0,6216.0,1782.0,12492.0,4158.0,4266.0,0.055090655509,4750.0,0.039700000000000006,0.1919
2018,LA Trade,0.8394894604525237,0.7137884355057049,0.8499659013412139,0.7490338713343941,273.0,13.0,0.25,0.0,0.1548,0.0072,7375.0,7375.0,7875.0,24.0,8977.0,8386.0,7699.0,11768.0,13993.0,105.0,27.0,31.0,16540.0,1164.0,6828.0,1972.0,12744.0,4524.0,4524.0,0.098451327434,7850.0,0.2869,0.48580000000000007
2020,LA Trade,0.7651943462897527,0.6079505300353357,0.8385727758566488,0.6865765482552656,1602.0,84.0,0.5622,0.0021,0.2411,0.003,4750.0,7277.831168831169,7050.467532467533,28.0,5357.0,4643.0,5575.0,7491.0,8868.0,497.0,182.0,115.0,12245.0,1360.0,8779.0,1080.0,16580.0,4642.0,4163.0,,4750.0,0.0306,0.2742
2023,LA Trade,0.8608435024619996,0.5688289445514879,0.9067714631197098,0.6363966142684402,739.0,54.0,0.419,0.0056,0.2309,0.0079,,,,40.0,8508.0,7545.0,7572.0,10412.0,13563.0,325.0,190.0,174.0,17137.0,1288.0,9072.0,938.0,19143.0,6192.0,5220.0,,,0.04200000000000001,0.2389
2014,LA Trade,0.8146085817228955,0.6411726170979365,0.8455841715485797,0.7122803139162153,536.0,83.0,0.3952,0.0615,0.3221,0.0631,5750.0,6000.0,5500.0,26.0,8062.0,7364.0,8287.0,10082.0,12348.0,466.0,124.0,89.0,13850.0,1150.0,6190.0,2224.0,11268.0,5696.0,4400.0,0.067097136,6455.5,0.10190000000000002,0.3685
2017,LA Trade,0.8347470020473823,0.6934776250365604,0.8491351697629724,0.7267777065983344,370.0,10.0,0.2102,0.004,0.1255,0.0053,7000.0,7000.0,6488.0,20.0,7642.0,6721.0,7204.0,10848.0,12341.0,67.0,40.0,26.0,14508.0,1186.0,5239.0,1746.0,11493.0,4149.0,4266.0,0.075388026608,7000.0,0.046400000000000004,0.37279999999999996
2019,LA Valley,0.885025498377376,0.6914696337505795,0.894235350166746,0.777989518818485,1106.0,76.0,0.495,0.036,0.3731,0.0516,7527.0,7250.0,8780.0,20.0,5070.0,4057.0,4971.0,8247.0,10081.0,372.0,159.0,92.0,12772.0,1368.0,6984.0,1970.0,15084.0,3142.0,3142.0,0.085825242718,8780.0,0.0659,0.5102
2012,LA Valley,0.734341252699784,0.5377969762419006,0.771689497716895,0.5901826484018264,124.0,21.0,0.664,0.2095,0.397,0.0705,4750.0,4750.0,4500.0,23.0,4148.0,4148.0,13472.0,8568.0,10434.0,144.0,0.0,0.0,9935.0,1380.0,9000.0,1665.0,10962.0,4158.0,4275.0,0.027173913,4750.0,0.0175,0.455
2013,LA Valley,0.8671497584541062,0.6995169082125604,0.8801004394224733,0.7627118644067796,452.0,59.0,0.5248,0.0149,0.2596,0.0146,3500.0,3500.0,3500.0,25.0,1822.0,1793.0,2561.0,7866.0,6106.0,210.0,0.0,1.0,7866.0,1386.0,6896.0,1500.0,10500.0,3600.0,3200.0,0.049780381,3500.0,0.205,0.0666
2014,LA Valley,0.8800433839479392,0.6039045553145336,0.9066298342541436,0.703683241252302,1400.0,139.0,0.6898,0.0248,0.3851,0.0227,2758.0,2721.0,2877.0,25.0,4503.0,4477.0,4716.0,7024.0,7369.0,1381.0,27.0,10.0,10698.0,1188.0,6828.0,1640.0,9820.0,4156.0,4156.0,0.039718738,2800.0,0.0731,0.5371
2016,LA Valley,0.7471675611210495,0.5405485986881335,0.7667555555555555,0.6021333333333333,2647.0,67.0,0.5442,0.03,0.3098,0.0431,9000.0,9500.0,8132.5,27.0,6179.0,6000.0,6602.0,8247.0,10203.0,292.0,40.0,17.0,12272.0,1220.0,7538.0,1791.0,12492.0,4158.0,4158.0,0.045571062375,9268.0,0.0146,0.48569999999999997
2018,LA Valley,0.7907918036933974,0.6465975208702252,0.8604166666666667,0.7388888888888889,285.0,13.0,0.2453,0.0038,0.1488,0.0046,6724.0,6125.0,8762.0,25.0,3778.0,3254.0,2959.0,6585.0,8114.0,114.0,46.0,27.0,11204.0,1134.0,7734.0,1917.0,13779.0,4509.0,4104.0,0.068,6875.0,0.10949999999999999,0.2511
2017,LA Valley,0.7789841023652578,0.6240791004265219,0.8436168241615712,0.7218825273299981,677.0,52.0,0.397,0.0141,0.2565,0.0263,6648.0,6250.0,8750.0,26.0,1712.0,995.0,1771.0,4280.0,6918.0,298.0,103.0,65.0,8559.0,1152.0,6768.0,1856.0,13296.0,4244.0,4376.0,0.046820405311,7500.0,0.0414,0.216
2019,LA Valley,0.8338408003479774,0.7324923879947803,0.8594632768361582,0.7490583804143126,262.0,12.0,0.2515,0.0037,0.1336,0.006,8000.0,7083.050980392158,6950.635294117647,25.0,8776.0,8776.0,7595.5,12079.0,14069.0,191.0,0.0,0.0,16534.0,1164.0,7524.0,1972.0,12744.0,4524.0,4524.0,0.123441396509,7950.0,0.1737,0.5275000000000001
2021,LA Valley,0.8124296329655483,0.6212564737671695,0.8593081312410842,0.6422967189728959,1150.0,50.0,0.4489,0.0009,0.2162,0.0024,,,,26.0,5461.0,4872.0,5390.0,7936.0,9989.0,312.0,118.0,74.0,12763.0,1388.0,9884.0,1125.0,17253.0,3843.0,3276.0,,,0.03,0.2223
2012,LA Valley,0.7330396475770925,0.5731277533039647,0.7735042735042735,0.6272893772893773,693.0,64.0,0.4635,0.0596,0.243,0.0352,4500.0,4500.0,4625.0,26.0,10424.0,10401.0,15709.0,11892.0,14966.0,231.0,1.0,0.0,15709.0,1324.0,6946.0,1665.0,11556.0,4284.0,9199.0,0.04964539,4716.5,0.1205,0.1285
2015,LA Valley,0.7951695308871343,0.6377148165350673,0.8406876163363627,0.721121208803241,616.0,70.0,0.3758,0.0379,0.3114,0.0578,7500.0,8250.0,6804.0,25.0,6999.0,6336.0,7023.0,9271.0,10712.0,437.0,131.0,89.0,12935.0,1142.0,6182.0,2224.0,11268.0,5696.0,4400.0,0.060791969,9018.0,0.1092,0.338
2018,LA Valley,0.8194192377495463,0.6799758015728977,0.8353140916808149,0.7205432937181664,364.0,9.0,0.2504,0.0077,0.1326,0.0053,7000.0,7000.0,9000.0,22.0,6720.0,5811.0,6184.0,10379.0,11117.0,94.0,40.0,25.0,14758.0,1463.0,5243.0,1854.0,13293.0,4509.0,5247.0,0.049367088608,7000.0,0.054700000000000006,0.31810000000000005
2015,Lake Tahoe,0.8074349442379182,0.6431226765799256,0.8224350205198359,0.6662106703146374,552.0,128.0,0.5525,0.0263,0.2598,0.0205,6000.0,5861.0,6000.0,23.0,4529.0,4523.0,4161.0,4746.0,8459.0,463.0,4.0,2.0,10601.0,1346.0,6750.0,1746.0,11493.0,4149.0,4266.0,0.042026482,6000.0,0.0741,0.1602
2016,Lake Tahoe,0.7126484684309231,0.537612002500521,0.8169990272373541,0.6775291828793775,1056.0,50.0,0.6438,0.0495,0.4344,0.0318,5500.0,5250.0,5500.0,24.0,9522.0,9041.0,9516.0,11912.0,13577.0,703.0,205.0,104.0,15112.0,1346.0,8598.0,1790.0,12492.0,4158.0,4284.0,0.031776094276,6000.0,0.06970000000000001,0.32149999999999995
2021,Lake Tahoe,0.7552,0.6,0.7089285714285715,0.4583333333333333,339.0,42.0,0.6429,0.0,0.2923,0.0067,,,,15.0,9126.0,9176.0,8337.0,9937.0,14739.0,41.0,23.0,6.0,16997.0,1142.0,8102.0,1125.0,17253.0,4761.0,4275.0,,,0.0506,0.26339999999999997
2022,Lake Tahoe,0.7015437392795884,0.4288164665523156,0.8467039106145251,0.6015642458100559,432.0,18.0,0.5005,0.0018,0.3183,0.0027,,,,26.0,11041.0,10374.0,10899.0,13258.0,15422.0,308.0,143.0,90.0,18541.0,1326.0,9138.0,1152.0,17784.0,4860.0,4860.0,,,0.0657,0.3387
2023,Lake Tahoe,0.8527933786579959,0.6154300916346438,0.9041246160596752,0.7360684510750329,1567.0,21.0,0.5141,0.0151,0.353,0.0269,,,,25.0,7461.0,6488.0,7466.0,10152.0,11876.0,308.0,122.0,79.0,15802.0,1181.0,8381.0,938.0,19432.0,6192.0,5222.0,,,0.1444,0.39139999999999997
2013,Lake Tahoe,0.7960457856399584,0.6212278876170656,0.786449864498645,0.5761517615176152,552.0,61.0,0.7518,0.0365,0.3783,0.0334,2250.0,2625.0,2250.0,28.0,6063.0,6063.0,6694.0,8069.0,3800.0,102.0,0.0,0.0,11945.0,1221.0,6161.0,1710.0,11268.0,4167.0,4275.0,0.0306868,2375.0,0.012799999999999999,0.3184
2015,Lake Tahoe,0.8134978229317852,0.6825108853410741,0.8469866474197041,0.7289787080476362,472.0,75.0,0.3955,0.0127,0.2838,0.0127,4500.0,3500.0,4500.0,24.0,4875.0,4403.0,4511.0,6809.0,7019.0,171.0,52.0,46.0,10836.0,1298.0,7542.0,1764.0,11970.0,4168.0,4286.0,0.04416213,4500.0,0.0696,0.22590000000000002
2014,Lake Tahoe,0.7589041095890411,0.5989345509893456,0.8544143181514625,0.7367436890610392,378.0,23.0,0.2608,0.0213,0.1777,0.0184,5238.0,5000.0,5250.0,34.0,2636.0,2098.0,2642.0,4929.0,6561.0,303.0,101.0,56.0,8631.0,1388.0,7050.0,1746.0,11493.0,4149.0,4266.0,0.091644205,5250.0,0.0432,0.2688
2016,Lake Tahoe,0.8693719529681675,0.5694006309148265,0.9015552348885684,0.7157287157287158,916.0,41.0,0.3874,0.0079,0.1705,0.0092,3500.0,3500.0,3500.0,25.0,3648.0,2998.0,3676.0,6141.0,7379.0,470.0,187.0,104.0,10204.0,1338.0,7078.0,1764.0,12826.0,2668.0,2524.0,0.041462495288,3500.0,0.051199999999999996,0.34030000000000005
2018,Lake Tahoe,0.8649242794333171,0.6309233023937469,0.8409203364670955,0.6259277585353785,825.0,40.0,0.4827,0.0,0.3532,0.0,3873.0,6863.209737827715,6928.157303370786,24.0,6989.0,6499.0,7437.0,9123.0,11803.0,352.0,95.0,54.0,14130.0,1238.0,5500.0,2280.0,7350.0,5400.0,8120.0,0.033278553821,7127.79381443299,0.0683,0.27590000000000003
2021,Lake Tahoe,0.8428613309879801,0.6442392260334213,0.8849956634865568,0.6681699913269731,844.0,16.0,0.2331,0.0415,0.1971,0.0423,,,,34.0,11391.0,9854.0,10505.0,13518.0,16368.0,162.0,69.0,53.0,18904.0,1232.0,8912.0,1125.0,17253.0,4761.0,4275.0,,,0.0703,0.23859999999999998
2012,Lake Tahoe,0.8067402326274977,0.592901878914405,0.831101393823449,0.6627493850778902,1771.0,97.0,0.4739,0.0135,0.2431,0.0198,3500.0,3500.0,3500.0,23.0,4653.0,4653.0,4987.0,6932.0,7795.0,731.0,0.0,0.0,10613.0,1334.0,6654.0,1665.0,10962.0,4275.0,4275.0,0.063363119,3500.0,0.0756,0.32730000000000004
2019,Laney,0.8241005139920046,0.6679040548258138,0.8445215262191389,0.6946541522138339,1183.0,64.0,0.4502,0.0364,0.2157,0.0306,9000.0,9136.0,8240.0,27.0,4816.0,4334.0,4591.0,7268.0,9355.0,441.0,129.0,72.0,12331.0,1104.0,8928.0,1854.0,13293.0,4239.0,4509.0,0.060895084373,9186.0,0.083,0.2925
2020,Laney,0.875784190715182,0.7446675031367629,0.8679245283018868,0.7309573724668065,263.0,23.0,0.481,0.057,0.1486,0.0041,5500.0,7277.831168831169,7050.467532467533,24.0,10364.0,9602.0,10415.0,12659.0,13120.0,46.0,13.0,15.0,17346.0,1382.0,9872.0,1080.0,16580.0,4642.0,4163.0,,5140.0,0.1412,0.2424
2013,Laney,0.7972350230414746,0.6290322580645161,0.8454706927175843,0.655417406749556,110.0,24.0,0.7236,0.0905,0.5723,0.094,5250.0,4775.0,6000.0,15.0,8272.0,8272.0,10071.0,10735.0,12018.0,144.0,0.0,0.0,13951.0,1105.0,5689.0,1710.0,11268.0,4167.0,4275.0,0.03196347,4937.0,0.0687,0.36910000000000004
2014,Laney,0.7589010372862349,0.5529857022708158,0.810375,0.661125,1776.0,3.0,0.5229,0.0101,0.2592,0.0137,4500.0,4500.0,4972.0,45.0,7772.0,7410.0,8308.0,10073.0,11116.0,584.0,125.0,54.0,14085.0,1220.0,6810.0,1746.0,11493.0,4149.0,4266.0,0.04180418,4868.0,0.019600000000000003,0.3583
2015,Laney,0.7962995287135626,0.616512480363065,0.8411552346570397,0.7446668854611093,810.0,108.0,0.4483,0.0286,0.2507,0.017,3500.0,3500.0,3500.0,28.0,675.0,2.0,1209.0,3612.0,4864.0,445.0,111.0,62.0,6733.0,1388.0,7196.0,1700.0,11300.0,4000.0,3700.0,0.048347826,3500.0,0.0371,0.1846
2017,Laney,0.8297491039426523,0.5851254480286738,0.8179652943177952,0.6573664511738687,2341.0,190.0,0.5076,0.0361,0.3285,0.0346,8750.0,8500.0,9000.0,23.0,6516.0,6427.0,6401.0,8496.0,8472.0,223.0,32.0,11.0,12817.0,1220.0,7538.0,1854.0,13293.0,4239.0,4374.0,0.023305844389,9000.0,0.1757,0.16040000000000001
2016,Laney,0.7660869565217391,0.6252173913043478,0.8376712328767123,0.6773972602739726,308.0,21.0,0.3007,0.0326,0.1455,0.0157,8000.0,9500.0,7455.0,18.0,7586.0,7159.0,7640.0,9751.0,13662.666666666666,57.0,17.0,8.0,13691.0,1488.0,9318.0,1791.0,17472.0,4158.0,4284.0,0.052121212121,9500.0,0.0336,0.4038
2018,Laney,0.6938356164383561,0.4363013698630137,0.8327645051194539,0.6780432309442548,499.0,38.0,0.5814,0.0071,0.2678,0.0138,5500.0,5500.0,7889.0,26.0,5460.0,4718.0,5014.0,7646.0,9878.0,244.0,75.0,76.0,12395.0,1420.0,9160.0,1918.0,16810.0,4250.0,4366.0,0.040229885057,6000.0,0.0103,0.2276
2020,Laney,0.8271454265159301,0.6860868448098664,0.8622047244094488,0.7268386664432903,1045.0,30.0,0.4813,0.0033,0.3106,0.006,6036.0,6000.0,6415.0,26.0,3703.0,3153.0,3594.0,6126.0,7195.0,966.0,397.0,195.0,11386.0,1212.0,7476.0,1080.0,16580.0,4642.0,4163.0,,6500.0,0.0619,0.20739999999999997
2022,Laney,0.7691087014017456,0.542713567839196,0.8460850111856824,0.6364653243847874,896.0,33.0,0.6187,0.0196,0.2009,0.0101,,,,20.0,5933.0,5016.0,6157.0,8725.0,11048.0,170.0,66.0,44.0,13829.0,1144.0,7440.0,1152.0,17789.0,3924.0,3348.0,,,0.1498,0.2457
2013,Laney,0.7990368586775328,0.6345619559177625,0.830451000339098,0.7122753475754493,484.0,41.0,0.2982,0.0197,0.1814,0.0219,4500.0,5000.0,4500.0,22.0,6979.0,6965.0,6447.0,12722.0,10252.0,399.0,0.0,1.0,12722.0,1280.0,6599.0,1710.0,11268.0,4167.0,4275.0,0.069995732,4500.0,0.03,0.456
2016,Laney,0.7872340425531915,0.5279255319148937,0.8635693215339233,0.6327433628318584,252.0,26.0,0.5069,0.0,0.2207,0.0,5123.200549450549,5301.80412371134,5202.90206185567,35.0,5780.0,5289.0,5490.0,8146.0,9490.0,89.0,31.0,16.0,12882.0,1134.0,6880.0,1710.0,11682.0,4250.0,4403.0,0.025459688826,5464.151515151515,0.1944,0.334
2023,Las Positas,0.8365207995678012,0.5707185305240411,0.8007481069245507,0.5633610072073716,1991.0,77.0,0.6509,0.0075,0.2876,0.0085,,,,32.0,4751.0,4126.0,4254.0,7190.0,10237.0,610.0,264.0,144.0,13726.0,1430.0,10310.0,938.0,19431.0,6192.0,5220.0,,,0.08520000000000001,0.20560000000000003
2012,Las Positas,0.8140969162995595,0.5944199706314244,0.8953934740882917,0.7495201535508638,839.0,54.0,0.6147,0.0,0.4027,0.0,3500.0,3500.0,3500.0,26.0,7319.0,7319.0,8617.0,10304.0,10904.0,461.0,0.0,0.0,13065.0,1153.0,6169.0,1666.0,10962.0,4158.0,4276.0,0.05868045,3500.0,0.06709999999999999,0.1616
2017,Las Positas,0.7614593077642656,0.5572185843467415,0.8199595414699933,0.675432681501461,654.0,54.0,0.4427,0.0227,0.2491,0.0324,6500.0,6500.0,6645.0,27.0,3942.0,3819.0,4826.0,6332.0,10805.0,402.0,15.0,10.0,10738.0,1104.0,8208.0,1854.0,13293.0,4239.0,4509.0,0.043231441048,6900.0,0.10140000000000002,0.34229999999999994
2018,Las Positas,0.8416300069460523,0.6943736976151887,0.8465256797583082,0.7169184290030212,723.0,21.0,0.4479,0.0026,0.2802,0.0065,7300.0,6863.209737827715,6928.157303370786,31.0,10911.0,10410.0,11025.0,13049.0,16419.0,211.0,89.0,37.0,18625.0,1358.0,7994.0,1854.0,13293.0,4446.0,9954.0,0.025517241379,8000.0,0.081,0.22219999999999998
2019,Las Positas,0.8112547119009155,0.6373182552504039,0.8285444234404536,0.6742911153119092,669.0,46.0,0.4813,0.0,0.2034,0.0,4475.0,7083.050980392158,6950.635294117647,34.0,3967.0,3008.0,3459.0,6385.0,8490.0,214.0,141.0,92.0,11661.0,1420.0,8960.0,1971.0,15084.0,5274.0,4698.0,0.09349890431,7349.96875,0.060399999999999995,0.17939999999999998
2021,Las Positas,0.7268722466960352,0.5242290748898678,0.8676728676728677,0.700947700947701,915.0,29.0,0.5241,0.0067,0.2428,0.0091,,,,21.0,9622.0,9025.0,9211.0,12482.0,14800.0,245.0,82.0,52.0,17366.0,1238.0,9012.0,1125.0,17253.0,4761.0,4275.0,,,0.045700000000000005,0.30329999999999996
2020,Las Positas,0.8624192059095106,0.7451523545706371,0.8855901520637219,0.7603186097031137,560.0,30.0,0.5447,0.0488,0.2902,0.0255,9500.0,9500.0,8788.0,18.0,9112.0,8259.0,9945.0,11712.0,14000.666666666666,39.0,15.0,8.0,16849.0,1426.0,7996.0,1080.0,16580.0,4642.0,4163.0,,9500.0,0.025200000000000004,0.35739999999999994
2022,Las Positas,0.7569304556354917,0.4866187050359712,0.8216721158337226,0.5688930406352172,1256.0,86.0,0.4775,0.0027,0.3272,0.0054,,,,22.0,3646.0,2798.0,3204.0,5432.0,7094.0,533.0,256.0,208.0,11499.0,1352.0,10096.0,1152.0,17784.0,4860.0,4374.0,,,0.0959,0.4022
2012,Las Positas,0.8341531974701335,0.6331693605059733,0.8771483131763208,0.6282622533418205,814.0,81.0,0.6727,0.1466,0.4413,0.097,4500.0,4201.0,4634.0,17.0,5103.0,4583.0,5383.0,7776.0,8870.0,229.0,46.0,29.0,11143.0,1140.0,5628.0,1665.0,8700.0,3466.0,3214.0,0.021783526,4500.0,0.0592,0.3326
2014,Las Positas,0.8119547657512116,0.6403877221324717,0.8964941569282137,0.7929883138564274,449.0,18.0,0.4358,0.0253,0.2003,0.023,3500.0,3500.0,3500.0,30.0,6449.0,5714.0,7072.0,8606.0,9758.0,161.0,51.0,34.0,12395.0,1142.0,5774.0,1746.0,11493.0,4149.0,4599.0,0.102602231,3500.0,0.12290000000000001,0.24400000000000002
2017,Las Positas,0.75736568457539,0.5852933894528348,0.8449763428889507,0.6971889785694406,399.0,15.0,0.325,0.0149,0.1191,0.007,4500.0,4500.0,4750.0,38.0,4330.0,4206.0,4295.0,6235.0,9795.0,294.0,43.0,17.0,9795.0,1142.0,7982.0,1854.0,13293.0,4374.0,4239.0,0.083646616541,4500.0,0.0942,0.0861
2020,Las Positas,0.8593663146192329,0.7157680192699648,0.8452493836525697,0.7369618812820027,598.0,22.0,0.4803,0.0088,0.2464,0.0114,6500.0,6500.0,6500.0,29.0,1590.0,321.0,1269.0,4076.0,5644.0,283.0,163.0,124.0,9371.0,1394.0,7398.0,1971.0,15084.0,5130.0,4698.0,,7000.0,0.0604,0.1796
2022,Lassen,0.7813918305597579,0.6626323751891074,0.7162162162162162,0.5540540540540541,268.0,6.0,0.4109,0.0,0.0969,0.004,,,,30.0,13355.0,12458.0,13175.0,16249.0,16909.0,32.0,9.0,7.0,20277.0,1148.0,8684.0,1724.0,22066.0,6796.0,6796.0,,,0.0678,0.15810000000000002
2023,Lassen,0.804191329387298,0.598144296912494,0.8528810092055915,0.69399931810433,300.0,15.0,0.4087,0.009,0.1663,0.0096,,,,24.0,2114.0,1104.0,1924.0,3334.0,6175.0,244.0,141.0,117.0,10243.0,1176.0,11232.0,938.0,19431.0,4428.0,3609.0,,,0.06240000000000001,0.2869
2016,Lassen,0.7825788751714677,0.6454046639231824,0.7864884393063584,0.6325867052023122,926.0,172.0,0.5556,0.0,0.3031,0.0,3500.0,3500.0,3500.0,24.0,8717.0,8661.0,8475.0,9957.0,11479.0,201.0,53.0,15.0,15261.0,1142.0,5678.0,1792.0,12492.0,4158.0,4158.0,0.044387755102,3500.0,0.1574,0.28500000000000003
2017,Lassen,0.7218082463984103,0.4918032786885246,0.8357588357588358,0.7133287133287133,426.0,65.0,0.5982,0.0,0.3832,0.0,5238.0,6623.2,6802.666666666667,28.0,8226.0,8120.0,9443.0,11599.0,12944.5,572.0,17.0,12.0,15024.0,1335.0,7663.0,1854.0,13293.0,4239.0,4374.0,0.033300198807,5500.0,0.06520000000000001,0.2916
2018,Lassen,0.7543163326056758,0.5856320698551299,0.8610584382003102,0.7291846233408034,2082.0,33.0,0.5359,0.0107,0.3557,0.0199,7000.0,7000.0,8000.0,26.0,3894.0,3559.0,4045.0,7643.0,7180.0,528.0,110.0,41.0,11239.0,1175.0,6719.0,1918.0,13780.0,2998.0,3258.0,0.080822403403,7000.0,0.0744,0.3939
2020,Lassen,0.8548556430446195,0.6681102362204724,0.9030498388296554,0.7030746342672948,1218.0,29.0,0.5013,0.0146,0.2853,0.0296,12500.0,13000.0,10500.0,27.0,12002.0,11357.0,11956.0,14417.0,15791.0,497.0,153.0,109.0,18941.0,1238.0,8570.0,1080.0,16580.0,4642.0,4163.0,,14250.0,0.0335,0.17250000000000001
2022,Lassen,0.7108590334396786,0.4815077395722557,0.7866543523435696,0.5507965827753406,1173.0,72.0,0.593,0.005,0.372,0.0154,,,,26.0,4839.0,4421.0,4584.0,6286.0,6767.0,812.0,315.0,229.0,11632.0,1556.0,11440.0,1152.0,17784.0,4860.0,4860.0,,,0.12660000000000002,0.257
2021,Lassen,0.7928788536691272,0.6552323056882328,0.7898014791747762,0.6111327364733359,520.0,23.0,0.3758,0.0062,0.17,0.0095,,,,21.0,10602.0,9776.0,10207.0,12923.0,14350.0,104.0,36.0,31.0,17963.0,1178.0,8138.0,1125.0,29115.0,4815.0,4545.0,,,0.0864,0.3029
2023,Lassen,0.8590831918505942,0.6451612903225806,0.839546191247974,0.6094003241491086,624.0,22.0,0.4444,0.0,0.0639,0.0,,,,22.0,10543.0,10487.0,9070.0,11606.0,11063.49074074074,23.0,2.0,4.0,21205.0,1288.0,12880.0,2178.0,19431.0,4428.0,10125.0,,,0.0079,0.37389999999999995
2013,Lassen,0.8349705304518664,0.6208251473477406,0.8317518248175182,0.6051094890510949,600.0,62.0,0.5285,0.0012,0.3056,0.0006,3500.0,3500.0,3500.0,24.0,6464.0,6464.0,6872.0,8769.0,9230.0,431.0,0.0,0.0,12483.0,1238.0,4420.0,1677.0,6640.0,4755.0,7500.0,0.040839695,4736.358585858586,0.0678,0.2182
2016,Lassen,0.9037741734248284,0.7108546475358702,0.9176544634427776,0.7396412461974194,1091.0,34.0,0.254,0.1323,0.2206,0.0916,5827.0,5500.0,6000.0,45.0,9846.0,8263.0,9401.0,12136.0,14377.0,290.0,104.0,82.0,15882.0,1374.0,8326.0,1680.0,11950.0,3000.0,3000.0,0.084703359543,6250.0,0.0536,0.2427
2019,Lassen,0.8093065693430657,0.5836374695863747,0.8735440931780366,0.7140480152127406,208.0,30.0,0.2801,0.0145,0.1628,0.0109,9500.0,9500.0,9358.0,24.0,4790.0,3998.0,4344.0,6708.0,9344.0,105.0,48.0,34.0,12178.0,1163.0,6607.0,1970.0,15084.0,4698.0,4698.0,0.070261437908,9500.0,0.125,0.2231
